date demand demandChange inventoryPosition leadTime orderQuantity
2021-03-26 2327 -2812 15403 144 0 
2021-03-27 0 -2327 15403 48 0 
2021-03-28 0 0 15403 24 0 
2021-03-29 2249 2249 13154 72 4225 
2021-03-30 5216 2967 12163 96 5409 
2021-03-31 0 -5216 17572 48 0 
2021-04-01 2581 2581 14991 48 0 
2021-04-02 4384 1803 10607 120 6886 
2021-04-03 0 -4384 17493 48 0 
2021-04-04 2498 2498 14995 144 0 
2021-04-05 2130 -368 12865 24 4515 
2021-04-06 2768 638 14612 48 0 
2021-04-07 2306 -462 12306 96 5028 
2021-04-08 0 -2306 17334 24 0 
2021-04-09 2419 2419 14915 24 0 
2021-04-10 2222 -197 12693 72 4340 
2021-04-11 2782 560 14251 168 3087 
2021-04-12 0 -2782 17338 144 0 
2021-04-13 0 0 17338 96 0 
2021-04-14 2129 2129 15209 48 0 
2021-04-15 0 -2129 15209 120 0 
2021-04-16 4657 4657 10552 96 6627 
2021-04-17 2470 -2187 14709 120 0 
2021-04-18 0 -2470 14709 96 0 
2021-04-19 2653 2653 12056 72 5022 
2021-04-20 4571 1918 12507 168 4931 
2021-04-21 0 -4571 17438 72 0 
2021-04-22 2610 2610 14828 72 0 
2021-04-23 4850 2240 9978 48 7351 
2021-04-24 2617 -2233 7361 120 10031 
2021-04-25 2259 -358 15133 72 0 
2021-04-26 2583 324 15133 72 0 
2021-04-27 4796 2213 10337 24 7078 
2021-04-28 2750 -2046 14665 120 0 
2021-04-29 0 -2750 14665 120 0 
2021-04-30 4500 4500 10165 48 7302 
2021-05-01 0 -4500 10165 48 7129 
2021-05-02 0 0 10165 48 6961 
2021-05-03 2703 2703 14423 96 0 
2021-05-04 5132 2429 9291 96 7986 
2021-05-05 0 -5132 17277 168 0 
2021-05-06 4682 4682 12595 168 5071 
2021-05-07 0 -4682 17666 24 0 
2021-05-08 2224 2224 15442 72 0 
2021-05-09 0 -2224 15442 24 0 
2021-05-10 2799 2799 12643 72 4662 
2021-05-11 2715 -84 14590 72 0 
2021-05-12 2287 -428 12303 96 4977 
2021-05-13 0 -2287 17280 72 0 
2021-05-14 2375 2375 14905 96 0 
2021-05-15 0 -2375 14905 24 0 
2021-05-16 2712 2712 12193 72 4783 
2021-05-17 5187 2475 11789 24 5290 
2021-05-18 0 -5187 17079 96 0 
2021-05-19 0 0 17079 72 0 
2021-05-20 2377 2377 14702 96 0 
2021-05-21 4447 2070 10255 72 6641 
2021-05-22 0 -4447 16896 96 0 
2021-05-23 0 0 16896 96 0 
2021-05-24 0 0 16896 24 0 
2021-05-25 2231 2231 14665 24 0 
2021-05-26 2758 527 11907 96 4633 
2021-05-27 2553 -205 13987 48 0 
2021-05-28 2240 -313 11747 48 4735 
2021-05-29 2268 28 14214 48 0 
2021-05-30 2137 -131 12077 192 4608 
2021-05-31 2443 306 14242 72 0 
2021-06-01 2704 261 11538 24 5119 
2021-06-02 2420 -284 14237 96 0 
2021-06-03 0 -2420 14237 48 0 
2021-06-04 5094 5094 9143 48 7470 
2021-06-05 2354 -2740 14259 72 0 
2021-06-06 0 -2354 14259 264 0 
2021-06-07 0 0 14259 72 0 
2021-06-08 2757 2757 11502 72 5414 
2021-06-09 2473 -284 14443 96 0 
2021-06-10 0 -2473 14443 24 0 
2021-06-11 2518 2518 11925 0 4878 
2021-06-12 0 -2518 16803 72 0 
2021-06-13 2703 2703 14100 48 0 
2021-06-14 4992 2289 9108 24 7649 
2021-06-15 2434 -2558 14323 24 0 
2021-06-16 0 -2434 14323 24 0 
2021-06-17 0 0 14323 48 0 
2021-06-18 4648 4648 9675 120 6952 
2021-06-19 2734 -1914 13893 72 0 
2021-06-20 0 -2734 13893 72 0 
2021-06-21 5009 5009 8884 72 7711 
2021-06-22 0 -5009 16595 72 0 
2021-06-23 2669 2669 13926 24 0 
2021-06-24 0 -2669 13926 96 0 
2021-06-25 5421 5421 8505 120 8034 
2021-06-26 0 -5421 16539 96 0 
2021-06-27 2324 2324 14215 72 0 
2021-06-28 0 -2324 14215 48 0 
2021-06-29 4892 4892 9323 24 7075 
2021-06-30 0 -4892 16398 72 0 
2021-07-01 2509 2509 13889 72 0 
2021-07-02 2420 -89 11469 96 4820 
2021-07-03 2632 212 13657 48 0 
2021-07-04 2715 83 10942 48 5324 
2021-07-05 2500 -215 13766 48 0 
2021-07-06 2183 -317 11583 72 4644 
2021-07-07 0 -2183 16227 120 0 
2021-07-08 0 0 16227 48 0 
2021-07-09 2730 2730 13497 0 0 
2021-07-10 0 -2730 13497 48 0 
2021-07-11 2717 2717 10780 72 5207 
2021-07-12 4650 1933 11337 120 4759 
2021-07-13 0 -4650 16096 120 0 
2021-07-14 0 0 16096 72 0 
2021-07-15 4770 4770 11326 48 4691 
2021-07-16 2407 -2363 13610 144 0 
2021-07-17 0 -2407 13610 96 0 
2021-07-18 2534 2534 11076 24 4931 
2021-07-19 2732 198 13275 48 0 
2021-07-20 2389 -343 10886 48 5095 
2021-07-21 4997 2608 10984 24 5067 
2021-07-22 0 -4997 16051 96 0 
2021-07-23 0 0 16051 72 0 
2021-07-24 5173 5173 10878 120 5133 
2021-07-25 2644 -2529 13367 48 0 
2021-07-26 0 -2644 13367 72 0 
2021-07-27 5100 5100 8267 120 7764 
2021-07-28 0 -5100 16031 96 0 
2021-07-29 2789 2789 13242 24 0 
2021-07-30 2503 -286 10739 24 5211 
2021-07-31 0 -2503 15950 48 0 
2021-08-01 0 0 15950 24 0 
2021-08-02 5006 5006 10944 48 4895 
2021-08-03 2547 -2459 13292 72 0 
2021-08-04 2411 -136 10881 144 5019 
2021-08-05 0 -2411 15900 48 0 
2021-08-06 2403 2403 13497 48 0 
2021-08-07 2455 52 11042 72 4746 
2021-08-08 0 -2455 15788 48 0 
2021-08-09 2483 2483 13305 72 0 
2021-08-10 0 -2483 13305 216 0 
2021-08-11 5049 5049 8256 96 7679 
2021-08-12 2430 -2619 13505 72 0 
2021-08-13 0 -2430 13505 96 0 
2021-08-14 2349 2349 11156 72 4695 
2021-08-15 4807 2458 11044 24 4863 
2021-08-16 0 -4807 15907 72 0 
2021-08-17 0 0 15907 48 0 
2021-08-18 0 0 15907 72 0 
2021-08-19 4679 4679 11228 120 4535 
2021-08-20 2695 -1984 13068 96 0 
2021-08-21 0 -2695 13068 168 2743 
2021-08-22 0 0 15811 24 0 
2021-08-23 2744 2744 13067 144 2737 
2021-08-24 5295 2551 10509 24 5366 
2021-08-25 0 -5295 15875 48 0 
2021-08-26 0 0 15875 48 0 
2021-08-27 2463 2463 13412 48 0 
2021-08-28 5222 2759 8190 72 7582 
2021-08-29 0 -5222 15772 96 0 
2021-08-30 0 0 15772 48 0 
2021-08-31 5066 5066 10706 96 5006 
2021-09-01 0 -5066 15712 24 0 
2021-09-02 2188 2188 13524 144 0 
2021-09-03 2740 552 10784 72 4908 
2021-09-04 2640 -100 13052 96 0 
2021-09-05 0 -2640 13052 72 0 
2021-09-06 2242 2242 10810 24 4809 
2021-09-07 2379 137 13240 48 0 
2021-09-08 0 -2379 13240 48 0 
2021-09-09 4868 4868 8372 0 7228 
2021-09-10 0 -4868 15600 312 0 
2021-09-11 0 0 15600 48 0 
2021-09-12 5254 5254 10346 96 5675 
2021-09-13 2161 -3093 13860 48 0 
2021-09-14 2444 283 11416 48 4576 
2021-09-15 0 -2444 15992 24 0 
2021-09-16 2672 2672 13320 48 0 
2021-09-17 0 -2672 13320 24 0 
2021-09-18 5176 5176 8144 24 7761 
2021-09-19 2840 -2336 13065 48 2840 
2021-09-20 2458 -382 10607 96 5303 
2021-09-21 0 -2458 10607 72 5235 
2021-09-22 4830 4830 11012 144 4942 
2021-09-23 0 -4830 15954 24 0 
2021-09-24 0 0 15954 24 0 
2021-09-25 4579 4579 11375 48 4484 
2021-09-26 0 -4579 15859 144 0 
2021-09-27 2468 2468 13391 48 0 
2021-09-28 0 -2468 13391 72 0 
2021-09-29 5346 5346 8045 168 7884 
2021-09-30 0 -5346 15929 144 0 
2021-10-01 0 0 15929 48 0 
2021-10-02 6684 6684 9245 96 6714 
2021-10-03 0 -6684 9245 120 6679 
2021-10-04 0 0 9245 48 6610 
2021-10-05 0 0 15855 48 0 
2021-10-06 7513 7513 8342 48 7556 
2021-10-07 0 -7513 8342 48 7487 
2021-10-08 0 0 15829 24 0 
2021-10-09 2461 2461 13368 24 0 
2021-10-10 5241 2780 8127 24 7690 
2021-10-11 2269 -2972 13548 24 0 
2021-10-12 0 -2269 13548 144 0 
2021-10-13 2629 2629 10919 24 4875 
2021-10-14 2300 -329 13494 48 0 
2021-10-15 0 -2300 13494 24 0 
2021-10-16 2462 2462 11032 72 4680 
2021-10-17 4921 2459 10791 72 4973 
2021-10-18 2582 -2339 13182 48 0 
2021-10-19 0 -2582 13182 48 0 
2021-10-20 0 0 13182 48 0 
2021-10-21 4955 4955 8227 24 7451 
2021-10-22 0 -4955 15678 96 0 
2021-10-23 2352 2352 13326 72 0 
2021-10-24 2279 -73 11047 72 4568 
2021-10-25 0 -2279 15615 120 0 
2021-10-26 0 0 15615 24 0 
2021-10-27 5041 5041 10574 0 5009 
2021-10-28 2806 -2235 12777 96 2821 
2021-10-29 0 -2806 15598 48 0 
2021-10-30 2418 2418 13180 96 0 
2021-10-31 2463 45 10717 72 4821 
2021-11-01 2151 -312 13387 48 0 
2021-11-02 0 -2151 13387 120 0 
2021-11-03 2426 2426 10961 96 4539 
2021-11-04 4719 2293 10781 48 4759 
2021-11-05 0 -4719 15540 72 0 
2021-11-06 0 0 15540 264 0 
2021-11-07 0 0 15540 120 0 
2021-11-08 5175 5175 10365 24 5342 
2021-11-09 2222 -2953 13485 96 0 
2021-11-10 2184 -38 11301 96 4407 
2021-11-11 2675 491 13033 72 2675 
2021-11-12 0 -2675 15708 48 0 
2021-11-13 2218 2218 13490 96 0 
2021-11-14 2270 52 11220 144 4469 
2021-11-15 2280 10 13409 216 0 
2021-11-16 2542 262 10867 48 4955 
2021-11-17 0 -2542 15822 48 0 
2021-11-18 2513 2513 13309 168 0 
2021-11-19 5078 2565 8231 48 7649 
2021-11-20 2264 -2814 13616 48 0 
2021-11-21 0 -2264 13616 48 0 
2021-11-22 0 0 13616 48 0 
2021-11-23 7310 7310 6306 120 9565 
2021-11-24 0 -7310 6306 24 9510 
2021-11-25 0 0 6306 144 9501 
2021-11-26 0 0 15807 48 0 
2021-11-27 0 0 15807 72 0 
2021-11-28 7972 7972 10258 48 5542 
2021-11-29 0 -7972 15800 48 0 
2021-11-30 0 0 15800 24 0 
2021-12-01 2444 2444 13356 72 0 
2021-12-02 2612 168 10744 24 4938 
2021-12-03 2598 -14 13084 48 0 
2021-12-04 5154 2556 7930 96 7807 
2021-12-05 0 -5154 15737 24 0 
2021-12-06 0 0 15737 72 0 
2021-12-07 2746 2746 12991 72 0 
2021-12-08 4933 2187 8058 72 7620 
2021-12-09 0 -4933 15678 96 0 
2021-12-10 2760 2760 12918 72 2720 
2021-12-11 2543 -217 10375 48 5258 
2021-12-12 2756 213 12877 48 2755 
2021-12-13 2376 -380 13256 24 0 
2021-12-14 2710 334 10546 72 5080 
2021-12-15 0 -2710 15626 48 0 
2021-12-16 4817 4817 10809 168 4873 
2021-12-17 0 -4817 15682 72 0 
2021-12-18 2344 2344 13338 24 0 
2021-12-19 2350 6 10988 48 4628 
2021-12-20 2357 7 13259 96 0 
2021-12-21 0 -2357 13259 72 0 
2021-12-22 5483 5483 7776 24 7847 
2021-12-23 0 -5483 15623 24 0 
2021-12-24 2572 2572 13051 96 0 
2021-12-25 0 -2572 13051 24 0 
2021-12-26 2528 2528 10523 72 5005 
