date demand demandChange inventoryPosition leadTime orderQuantity
2021-01-01 0 0 10000 48 0 
2021-01-02 0 0 10000 120 0 
2021-01-03 0 0 10000 72 0 
2021-01-04 0 0 10000 48 0 
2021-01-05 0 0 10000 72 0 
2021-01-06 0 0 10000 48 0 
2021-01-07 0 0 10000 48 0 
2021-01-08 0 0 10000 48 0 
2021-01-09 0 0 10000 24 0 
2021-01-10 0 0 10000 24 0 
2021-01-11 0 0 10000 48 0 
2021-01-12 2670 2670 7330 72 0 
2021-01-13 2238 -432 5092 144 0 
2021-01-14 0 -2238 5092 72 0 
2021-01-15 0 0 5092 72 0 
2021-01-16 8274 8274 2599 24 3009 
2021-01-17 0 -8274 5608 72 0 
2021-01-18 0 0 5608 48 0 
2021-01-19 5213 5213 395 96 6009 
2021-01-20 0 -5213 395 72 5702 
2021-01-21 2569 2569 395 0 6178 
2021-01-22 5352 2783 395 72 7261 
2021-01-23 8849 3497 395 96 9204 
2021-01-24 8722 -127 395 24 10766 
2021-01-25 8655 -67 395 24 12137 
2021-01-26 8654 -1 395 48 13340 
2021-01-27 8711 57 395 72 14530 
2021-01-28 8811 100 395 24 15559 
2021-01-29 9004 193 395 120 17227 
2021-01-30 8922 -82 395 168 19827 
2021-01-31 8934 12 20222 96 0 
2021-02-01 8910 -24 20222 96 0 
2021-02-02 8978 68 20222 48 0 
2021-02-03 8921 -57 20222 72 3752 
2021-02-04 8941 20 23974 96 0 
2021-02-05 8984 43 23974 48 0 
2021-02-06 9009 25 14965 72 11132 
2021-02-07 0 -9009 26097 48 0 
2021-02-08 0 0 26097 96 0 
2021-02-09 7736 7736 18361 24 6791 
2021-02-10 0 -7736 25152 48 0 
2021-02-11 2279 2279 22873 168 0 
2021-02-12 2614 335 20259 96 5040 
2021-02-13 3030 416 22269 96 0 
2021-02-14 2326 -704 19943 72 4958 
2021-02-15 0 -2326 24901 96 0 
2021-02-16 0 0 24901 96 0 
2021-02-17 2909 2909 21992 120 0 
2021-02-18 2924 15 19068 96 4992 
2021-02-19 2834 -90 21226 96 0 
2021-02-20 2355 -479 18871 48 4817 
2021-02-21 4767 2412 18921 24 4809 
2021-02-22 0 -4767 23730 168 0 
2021-02-23 0 0 23730 24 0 
2021-02-24 0 0 23730 144 0 
