date demand demandChange inventoryPosition orderQuantity
2021-01-01 615 0 9385 0 
2021-01-02 592 -23 8793 0 
2021-01-03 196 -396 8597 0 
2021-01-04 1055 859 7542 0 
2021-01-05 1307 252 6235 0 
2021-01-06 555 -752 5680 0 
2021-01-07 1057 502 4623 0 
2021-01-08 394 -663 4229 0 
2021-01-09 338 -56 3891 0 
2021-01-10 364 26 3527 0 
2021-01-11 131 -233 3396 0 
2021-01-12 718 587 2678 0 
2021-01-13 829 111 1849 0 
2021-01-14 1658 829 191 2705 
2021-01-15 264 -1394 2632 0 
2021-01-16 201 -63 2431 0 
2021-01-17 826 625 1605 0 
2021-01-18 642 -184 963 0 
2021-01-19 591 -51 372 2391 
2021-01-20 1292 701 1471 0 
2021-01-21 1034 -258 437 2453 
2021-01-22 944 -90 1946 0 
2021-01-23 985 41 961 0 
2021-01-24 937 -48 24 2948 
2021-01-25 192 -745 24 2893 
2021-01-26 794 602 24 2901 
2021-01-27 872 78 24 2916 
2021-01-28 998 126 24 2942 
2021-01-29 247 -751 24 2900 
2021-01-30 895 648 24 2915 
2021-01-31 146 -749 24 2868 
2021-02-01 933 787 24 2887 
2021-02-02 520 -413 24 2872 
2021-02-03 887 367 24 2887 
2021-02-04 676 -211 2235 0 
2021-02-05 0 -676 2235 0 
2021-02-06 557 557 1678 0 
2021-02-07 498 -59 1180 0 
2021-02-08 804 306 376 2469 
2021-02-09 1577 773 1268 0 
2021-02-10 517 -1060 751 0 
2021-02-11 242 -275 509 2354 
2021-02-12 202 -40 2661 0 
2021-02-13 1154 952 1507 0 
2021-02-14 1297 143 210 2686 
2021-02-15 670 -627 2226 0 
2021-02-16 634 -36 1592 0 
2021-02-17 233 -401 1359 0 
2021-02-18 591 358 768 0 
2021-02-19 1262 671 108 2783 
2021-02-20 970 -292 1921 0 
2021-02-21 738 -232 1183 0 
2021-02-22 585 -153 598 2303 
2021-02-23 770 185 2131 0 
2021-02-24 273 -497 1858 0 
2021-02-25 451 178 1407 0 
2021-02-26 789 338 618 2258 
2021-02-27 386 -403 2436 0 
2021-02-28 1014 628 1422 0 
2021-03-01 689 -325 733 0 
2021-03-02 1425 736 263 2645 
2021-03-03 440 -985 2468 0 
2021-03-04 312 -128 2156 0 
2021-03-05 313 1 1843 0 
2021-03-06 537 224 1306 0 
2021-03-07 963 426 343 2527 
2021-03-08 0 -963 2870 0 
2021-03-09 0 0 2870 0 
2021-03-10 688 688 2182 0 
2021-03-11 0 -688 2182 0 
2021-03-12 1240 1240 942 0 
2021-03-13 1335 95 30 2809 
2021-03-14 627 -708 2212 0 
2021-03-15 1126 499 1086 0 
2021-03-16 373 -753 713 0 
2021-03-17 0 -373 713 0 
2021-03-18 452 452 261 2550 
2021-03-19 8 -444 2803 0 
2021-03-20 679 671 2124 0 
2021-03-21 458 -221 1666 0 
2021-03-22 1114 656 552 2246 
2021-03-23 803 -311 1995 0 
2021-03-24 702 -101 1293 0 
2021-03-25 867 165 426 2384 
2021-03-26 1398 531 1412 0 
2021-03-27 221 -1177 1191 0 
2021-03-28 200 -21 991 0 
2021-03-29 794 594 197 2611 
2021-03-30 854 60 1954 0 
2021-03-31 541 -313 1413 0 
2021-04-01 933 392 480 2338 
2021-04-02 828 -105 1990 0 
2021-04-03 1235 407 755 0 
2021-04-04 768 -467 537 2303 
2021-04-05 1346 578 1494 0 
2021-04-06 701 -645 793 0 
2021-04-07 803 102 433 2429 
2021-04-08 478 -325 2384 0 
2021-04-09 541 63 1843 0 
2021-04-10 1128 587 715 0 
2021-04-11 707 -421 8 2857 
2021-04-12 749 42 2116 0 
2021-04-13 1072 323 1044 0 
2021-04-14 880 -192 164 2717 
2021-04-15 630 -250 2251 0 
2021-04-16 648 18 1603 0 
2021-04-17 1121 473 482 2406 
2021-04-18 513 -608 2375 0 
2021-04-19 469 -44 1906 0 
2021-04-20 534 65 1372 0 
2021-04-21 1204 670 168 2718 
2021-04-22 664 -540 2222 0 
2021-04-23 645 -19 1577 0 
2021-04-24 854 209 723 0 
2021-04-25 480 -374 243 2640 
2021-04-26 1291 811 243 2653 
2021-04-27 394 -897 2502 0 
2021-04-28 1371 977 1131 0 
2021-04-29 656 -715 475 2429 
2021-04-30 1273 617 1631 0 
2021-05-01 424 -849 1207 0 
2021-05-02 1101 677 106 2812 
2021-05-03 769 -332 2149 0 
2021-05-04 1292 523 857 0 
2021-05-05 265 -1027 592 2330 
2021-05-06 625 360 2297 0 
2021-05-07 452 -173 1845 0 
2021-05-08 656 204 1189 0 
2021-05-09 733 77 456 2458 
2021-05-10 286 -447 2628 0 
2021-05-11 1046 760 1582 0 
2021-05-12 1313 267 269 2655 
2021-05-13 832 -481 2092 0 
2021-05-14 881 49 1211 0 
2021-05-15 288 -593 923 0 
2021-05-16 0 -288 923 0 
2021-05-17 315 315 608 2293 
2021-05-18 245 -70 2656 0 
2021-05-19 583 338 2073 0 
2021-05-20 436 -147 1637 0 
2021-05-21 1271 835 366 2530 
2021-05-22 622 -649 2274 0 
2021-05-23 266 -356 2008 0 
2021-05-24 263 -3 1745 0 
2021-05-25 864 601 881 0 
2021-05-26 850 -14 31 2854 
2021-05-27 947 97 1938 0 
2021-05-28 1447 500 491 2412 
2021-05-29 260 -1187 2643 0 
2021-05-30 303 43 2340 0 
2021-05-31 262 -41 2078 0 
2021-06-01 975 713 1103 0 
2021-06-02 0 -975 1103 0 
2021-06-03 1050 1050 53 2827 
2021-06-04 1156 106 53 2835 
2021-06-05 492 -664 2396 0 
2021-06-06 899 407 1497 0 
2021-06-07 307 -592 1190 0 
2021-06-08 984 677 206 2680 
2021-06-09 457 -527 2429 0 
2021-06-10 455 -2 1974 0 
2021-06-11 397 -58 1577 0 
2021-06-12 432 35 1145 0 
2021-06-13 0 -432 1145 0 
2021-06-14 379 379 766 0 
2021-06-15 369 -10 397 2452 
2021-06-16 1095 726 1754 0 
