date demand demandChange inventoryPosition orderQuantity
2021-01-01 377 0 9623 0 
2021-01-02 375 -2 9248 0 
2021-01-03 1222 847 8026 0 
2021-01-04 983 -239 7043 0 
2021-01-05 833 -150 6210 0 
2021-01-06 832 -1 5378 0 
2021-01-07 374 -458 5004 0 
2021-01-08 797 423 4207 0 
2021-01-09 433 -364 3774 0 
2021-01-10 785 352 2989 0 
2021-01-11 1192 407 1797 0 
2021-01-12 750 -442 1047 0 
2021-01-13 1171 421 221 2872 
2021-01-14 349 -822 2744 0 
2021-01-15 0 -349 2744 0 
2021-01-16 1246 1246 1498 0 
2021-01-17 771 -475 727 2256 
2021-01-18 844 73 2139 0 
2021-01-19 816 -28 1323 0 
2021-01-20 788 -28 535 2479 
2021-01-21 780 -8 2234 0 
2021-01-22 321 -459 1913 0 
2021-01-23 925 604 988 0 
2021-01-24 366 -559 622 2330 
2021-01-25 446 80 2506 0 
2021-01-26 391 -55 2115 0 
2021-01-27 1172 781 943 0 
2021-01-28 1260 88 72 2913 
2021-01-29 356 -904 2629 0 
2021-01-30 792 436 1837 0 
2021-01-31 377 -415 1460 0 
2021-02-01 373 -4 1087 0 
2021-02-02 812 439 275 2636 
2021-02-03 785 -27 2126 0 
2021-02-04 1236 451 890 0 
2021-02-05 383 -853 507 2424 
2021-02-06 1163 780 170 2792 
2021-02-07 787 -376 170 2796 
2021-02-08 0 -787 2966 0 
2021-02-09 876 876 2090 0 
2021-02-10 808 -68 1282 0 
2021-02-11 792 -16 490 2450 
2021-02-12 781 -11 2159 0 
2021-02-13 1224 443 935 0 
2021-02-14 356 -868 579 2373 
2021-02-15 785 429 2167 0 
2021-02-16 419 -366 1748 0 
2021-02-17 806 387 942 0 
2021-02-18 801 -5 141 2806 
2021-02-19 1238 437 1709 0 
2021-02-20 817 -421 892 0 
2021-02-21 375 -442 517 2443 
2021-02-22 1213 838 1747 0 
2021-02-23 420 -793 1327 0 
2021-02-24 845 425 482 2493 
2021-02-25 371 -474 2604 0 
2021-02-26 798 427 1806 0 
2021-02-27 753 -45 1053 0 
2021-02-28 1236 483 219 2766 
2021-03-01 452 -784 2533 0 
2021-03-02 407 -45 2126 0 
2021-03-03 790 383 1336 0 
2021-03-04 421 -369 915 0 
2021-03-05 820 399 95 2858 
2021-03-06 402 -418 2551 0 
2021-03-07 423 21 2128 0 
2021-03-08 813 390 1315 0 
2021-03-09 349 -464 966 0 
2021-03-10 827 478 139 2785 
2021-03-11 0 -827 2924 0 
2021-03-12 358 358 2566 0 
2021-03-13 767 409 1799 0 
2021-03-14 395 -372 1404 0 
2021-03-15 421 26 983 0 
2021-03-16 0 -421 983 0 
2021-03-17 768 768 215 2632 
2021-03-18 416 -352 2431 0 
2021-03-19 823 407 1608 0 
2021-03-20 803 -20 805 0 
2021-03-21 1120 317 61 2800 
2021-03-22 378 -742 2483 0 
2021-03-23 412 34 2071 0 
2021-03-24 409 -3 1662 0 
2021-03-25 766 357 896 0 
2021-03-26 1227 461 65 2789 
2021-03-27 1234 7 1620 0 
2021-03-28 0 -1234 1620 0 
2021-03-29 832 832 788 0 
2021-03-30 1123 291 20 2847 
2021-03-31 1142 19 1725 0 
2021-04-01 385 -757 1340 0 
2021-04-02 355 -30 985 0 
2021-04-03 819 464 166 2699 
2021-04-04 749 -70 2116 0 
2021-04-05 785 36 1331 0 
2021-04-06 0 -785 1331 0 
2021-04-07 354 354 977 0 
2021-04-08 270 -84 707 0 
2021-04-09 0 -270 707 0 
2021-04-10 793 793 301 2515 
2021-04-11 1228 435 1588 0 
2021-04-12 410 -818 1178 0 
2021-04-13 1109 699 69 2767 
2021-04-14 741 -368 69 2768 
2021-04-15 368 -373 69 2760 
2021-04-16 765 397 2064 0 
2021-04-17 376 -389 1688 0 
2021-04-18 897 521 791 0 
2021-04-19 387 -510 404 2419 
2021-04-20 405 18 404 2412 
2021-04-21 829 424 19 2802 
2021-04-22 866 37 19 2805 
2021-04-23 744 -122 2080 0 
2021-04-24 1153 409 927 0 
2021-04-25 780 -373 147 2693 
2021-04-26 1285 505 1555 0 
2021-04-27 767 -518 788 0 
2021-04-28 1163 396 41 2824 
2021-04-29 820 -343 2045 0 
2021-04-30 802 -18 1243 0 
2021-05-01 0 -802 1243 0 
2021-05-02 764 764 479 2379 
2021-05-03 870 106 1988 0 
2021-05-04 1211 341 777 0 
2021-05-05 826 -385 381 2494 
2021-05-06 430 -396 381 2489 
2021-05-07 434 4 2436 0 
2021-05-08 1149 715 1287 0 
2021-05-09 431 -718 856 0 
2021-05-10 1116 685 176 2701 
2021-05-11 1219 103 1658 0 
2021-05-12 1210 -9 448 2450 
2021-05-13 445 -765 2453 0 
2021-05-14 1152 707 1301 0 
2021-05-15 895 -257 406 2498 
2021-05-16 682 -213 2222 0 
2021-05-17 797 115 1425 0 
2021-05-18 700 -97 725 0 
2021-05-19 0 -700 725 0 
2021-05-20 724 724 1 2893 
2021-05-21 370 -354 2524 0 
2021-05-22 0 -370 2524 0 
2021-05-23 763 763 1761 0 
2021-05-24 750 -13 1011 0 
2021-05-25 447 -303 564 2309 
2021-05-26 0 -447 2873 0 
2021-05-27 825 825 2048 0 
2021-05-28 902 77 1146 0 
2021-05-29 741 -161 405 2463 
2021-05-30 891 150 1977 0 
2021-05-31 450 -441 1527 0 
2021-06-01 1168 718 359 2516 
2021-06-02 1132 -36 1743 0 
2021-06-03 771 -361 972 0 
2021-06-04 875 104 97 2789 
2021-06-05 459 -416 2427 0 
2021-06-06 1179 720 1248 0 
2021-06-07 470 -709 778 0 
2021-06-08 824 354 344 2545 
2021-06-09 855 31 2034 0 
2021-06-10 830 -25 1204 0 
2021-06-11 349 -481 855 0 
2021-06-12 363 14 492 2391 
2021-06-13 804 441 2079 0 
2021-06-14 0 -804 2079 0 
2021-06-15 894 894 1185 0 
2021-06-16 763 -131 422 2456 
2021-06-17 869 106 2009 0 
2021-06-18 711 -158 1298 0 
2021-06-19 874 163 424 2459 
2021-06-20 818 -56 2065 0 
2021-06-21 682 -136 1383 0 
2021-06-22 1134 452 249 2642 
2021-06-23 840 -294 2051 0 
2021-06-24 763 -77 1288 0 
2021-06-25 1168 405 120 2781 
2021-06-26 740 -428 120 2782 
2021-06-27 739 -1 120 2783 
2021-06-28 826 87 120 2784 
2021-06-29 1165 339 1739 0 
2021-06-30 423 -742 1316 0 
2021-07-01 413 -10 903 0 
2021-07-02 412 -1 491 2408 
2021-07-03 1140 728 1759 0 
2021-07-04 799 -341 960 0 
2021-07-05 1259 460 109 2805 
2021-07-06 1180 -79 1734 0 
2021-07-07 396 -784 1338 0 
2021-07-08 848 452 490 2428 
2021-07-09 753 -95 2165 0 
2021-07-10 1175 422 990 0 
2021-07-11 452 -723 538 2383 
2021-07-12 1135 683 1786 0 
2021-07-13 1300 165 486 2449 
2021-07-14 370 -930 2565 0 
2021-07-15 1221 851 1344 0 
2021-07-16 816 -405 528 2410 
2021-07-17 1144 328 1794 0 
2021-07-18 756 -388 1038 0 
2021-07-19 872 116 166 2780 
2021-07-20 800 -72 2146 0 
2021-07-21 1227 427 919 0 
2021-07-22 1307 80 37 2923 
2021-07-23 1161 -146 1799 0 
2021-07-24 748 -413 1051 0 
2021-07-25 397 -351 654 2308 
2021-07-26 766 369 2196 0 
2021-07-27 384 -382 1812 0 
2021-07-28 406 22 1406 0 
2021-07-29 791 385 615 2340 
2021-07-30 1109 318 1846 0 
2021-07-31 394 -715 1452 0 
2021-08-01 1122 728 330 2630 
2021-08-02 1166 44 1794 0 
2021-08-03 877 -289 917 0 
2021-08-04 0 -877 917 0 
2021-08-05 425 425 492 2463 
2021-08-06 358 -67 2597 0 
2021-08-07 790 432 1807 0 
2021-08-08 820 30 987 0 
2021-08-09 786 -34 201 2753 
2021-08-10 368 -418 2586 0 
2021-08-11 421 53 2165 0 
2021-08-12 0 -421 2165 0 
