date demand demandChange inventoryPosition leadTime orderQuantity
2021-01-01 0 0 10000 48 0 
2021-01-02 0 0 10000 96 0 
2021-01-03 0 0 10000 72 0 
2021-01-04 0 0 10000 24 0 
2021-01-05 0 0 10000 72 0 
2021-01-06 0 0 10000 0 0 
2021-01-07 0 0 10000 24 0 
2021-01-08 0 0 10000 24 0 
2021-01-09 0 0 10000 48 0 
2021-01-10 0 0 10000 24 0 
2021-01-11 0 0 10000 0 0 
2021-01-12 5615 5615 4385 48 0 
2021-01-13 2872 -2743 1513 24 2291 
2021-01-14 0 -2872 3804 48 0 
2021-01-15 0 0 3804 0 0 
2021-01-16 2367 2367 1437 0 2385 
2021-01-17 4771 2404 1307 48 3567 
2021-01-18 0 -4771 4874 0 0 
2021-01-19 0 0 4874 24 0 
2021-01-20 5282 5282 2071 48 3213 
2021-01-21 2737 -2545 5284 24 0 
2021-01-22 2745 8 2539 24 3242 
2021-01-23 0 -2745 5781 0 0 
2021-01-24 5019 5019 762 48 5406 
2021-01-25 0 -5019 762 24 5141 
2021-01-26 2829 2829 762 48 5381 
2021-01-27 2872 43 6143 48 0 
2021-01-28 8690 5818 366 72 7167 
2021-01-29 0 -8690 366 24 6882 
2021-01-30 0 0 366 72 6813 
2021-01-31 0 0 7179 0 0 
2021-02-01 5215 5215 7179 24 0 
2021-02-02 8271 3056 1544 48 6583 
2021-02-03 0 -8271 1544 48 6376 
2021-02-04 0 0 1544 24 6127 
2021-02-05 4778 4778 1544 48 6452 
2021-02-06 5827 1049 7996 24 0 
2021-02-07 8733 2906 2059 24 6906 
2021-02-08 0 -8733 8965 24 0 
2021-02-09 0 0 8965 0 0 
2021-02-10 0 0 8965 72 0 
2021-02-11 7588 7588 1377 0 7550 
2021-02-12 0 -7588 8927 24 0 
2021-02-13 2445 2445 6482 0 0 
2021-02-14 4744 2299 1738 24 7134 
2021-02-15 0 -4744 8872 24 0 
2021-02-16 2499 2499 6373 72 0 
2021-02-17 0 -2499 6373 24 0 
2021-02-18 5134 5134 1239 48 7626 
