date demand demandChange inventoryPosition orderQuantity
2021-01-01 881 0 9119 0 
2021-01-02 563 -318 8556 0 
2021-01-03 1280 717 7276 0 
2021-01-04 641 -639 6635 0 
2021-01-05 397 -244 6238 0 
2021-01-06 1207 810 5031 0 
2021-01-07 762 -445 4269 0 
2021-01-08 1376 614 2893 0 
2021-01-09 896 -480 1997 0 
2021-01-10 638 -258 1359 0 
2021-01-11 677 39 682 2580 
2021-01-12 348 -329 2914 0 
2021-01-13 907 559 2007 0 
2021-01-14 924 17 1083 0 
2021-01-15 423 -501 660 2473 
2021-01-16 822 399 2311 0 
2021-01-17 243 -579 2068 0 
2021-01-18 752 509 1316 0 
2021-01-19 923 171 393 2683 
2021-01-20 550 -373 2526 0 
2021-01-21 1574 1024 952 0 
2021-01-22 966 -608 568 2595 
2021-01-23 178 -788 390 2705 
2021-01-24 836 658 390 2711 
2021-01-25 960 124 2141 0 
2021-01-26 563 -397 1578 0 
2021-01-27 446 -117 1132 0 
2021-01-28 465 19 667 2373 
2021-01-29 791 326 2249 0 
2021-01-30 0 -791 2249 0 
2021-01-31 711 711 1538 0 
2021-02-01 677 -34 861 0 
2021-02-02 0 -677 861 0 
2021-02-03 862 862 581 2346 
2021-02-04 0 -862 2927 0 
2021-02-05 1042 1042 1885 0 
2021-02-06 707 -335 1178 0 
2021-02-07 789 82 389 2518 
2021-02-08 648 -141 2259 0 
2021-02-09 1385 737 874 0 
2021-02-10 775 -610 99 2851 
2021-02-11 677 -98 2273 0 
2021-02-12 590 -87 1683 0 
2021-02-13 944 354 739 0 
2021-02-14 0 -944 739 0 
2021-02-15 789 789 126 2790 
2021-02-16 1112 323 1804 0 
2021-02-17 463 -649 1341 0 
2021-02-18 1266 803 75 2878 
2021-02-19 349 -917 2604 0 
2021-02-20 286 -63 2318 0 
2021-02-21 967 681 1351 0 
2021-02-22 308 -659 1043 0 
2021-02-23 715 407 328 2579 
2021-02-24 249 -466 2658 0 
2021-02-25 519 270 2139 0 
2021-02-26 510 -9 1629 0 
2021-02-27 493 -17 1136 0 
2021-02-28 411 -82 725 0 
2021-03-01 600 189 125 2720 
2021-03-02 795 195 2050 0 
2021-03-03 740 -55 1310 0 
2021-03-04 1222 482 88 2786 
2021-03-05 1411 189 88 2815 
2021-03-06 595 -816 2308 0 
2021-03-07 309 -286 1999 0 
2021-03-08 475 166 1524 0 
2021-03-09 1091 616 433 2457 
2021-03-10 956 -135 1934 0 
2021-03-11 870 -86 1064 0 
2021-03-12 779 -91 285 2624 
2021-03-13 1802 1023 285 2662 
2021-03-14 1674 -128 285 2695 
2021-03-15 492 -1182 2488 0 
2021-03-16 1003 511 1485 0 
2021-03-17 1252 249 233 2765 
2021-03-18 307 -945 2691 0 
2021-03-19 717 410 1974 0 
2021-03-20 227 -490 1624 0 
2021-03-21 560 333 1064 0 
2021-03-22 435 -125 629 2324 
2021-03-23 387 -48 2566 0 
2021-03-24 0 -387 2566 0 
2021-03-25 298 298 2268 0 
2021-03-26 589 291 1679 0 
2021-03-27 864 275 815 0 
2021-03-28 580 -284 235 2671 
2021-03-29 690 110 2216 0 
2021-03-30 997 307 1219 0 
2021-03-31 549 -448 670 2239 
2021-04-01 922 373 1987 0 
2021-04-02 628 -294 1359 0 
2021-04-03 457 -171 902 0 
2021-04-04 526 69 376 2525 
2021-04-05 606 80 58 2841 
2021-04-06 125 -481 2774 0 
2021-04-07 1188 1063 1586 0 
2021-04-08 1089 -99 497 2409 
2021-04-09 136 -953 2770 0 
2021-04-10 437 301 2333 0 
2021-04-11 1148 711 1185 0 
2021-04-12 931 -217 254 2648 
2021-04-13 619 -312 2283 0 
2021-04-14 1515 896 768 0 
2021-04-15 838 -677 183 2741 
2021-04-16 591 -247 2333 0 
2021-04-17 536 -55 1797 0 
2021-04-18 984 448 813 0 
2021-04-19 0 -984 813 0 
2021-04-20 318 318 495 2402 
2021-04-21 406 88 2491 0 
2021-04-22 913 507 1578 0 
2021-04-23 148 -765 1357 0 
2021-04-24 608 460 749 0 
2021-04-25 812 204 319 2564 
2021-04-26 1190 378 1693 0 
2021-04-27 341 -849 1352 0 
2021-04-28 653 312 699 0 
2021-04-29 972 319 283 2608 
2021-04-30 522 -450 2369 0 
2021-05-01 1111 589 1258 0 
2021-05-02 587 -524 671 2223 
2021-05-03 -41 -628 671 2207 
2021-05-04 1247 1288 1631 0 
2021-05-05 697 -550 934 0 
2021-05-06 611 -86 323 2565 
2021-05-07 636 25 2252 0 
2021-05-08 589 -47 1657 0 
2021-05-09 248 -341 1409 0 
2021-05-10 476 228 933 0 
2021-05-11 69 -407 864 0 
2021-05-12 309 240 555 2297 
2021-05-13 923 614 139 2718 
