date demand demandChange inventoryPosition leadTime orderQuantity
2021-02-18 2751 2751 13179 0 0 
2021-02-19 5486 2735 7693 120 8559 
2021-02-20 0 -5486 16252 72 0 
2021-02-21 0 0 16252 96 0 
2021-02-22 5132 5132 11120 72 5193 
2021-02-23 0 -5132 16313 48 0 
2021-02-24 2732 2732 13581 0 0 
2021-02-25 2802 70 10779 24 4985 
2021-02-26 2747 -55 13017 0 0 
2021-02-27 0 -2747 13017 72 0 
2021-02-28 0 0 13017 0 0 
2021-03-01 2463 2463 10554 0 4527 
2021-03-02 2406 -57 12675 48 0 
2021-03-03 2789 383 9886 0 5033 
2021-03-04 0 -2789 14919 24 0 
2021-03-05 0 0 14919 72 0 
2021-03-06 4694 4694 10225 24 4323 
2021-03-07 2755 -1939 11793 24 0 
2021-03-08 0 -2755 11793 48 0 
2021-03-09 2384 2384 9409 24 4738 
2021-03-10 2341 -43 11806 72 0 
2021-03-11 2419 78 9387 48 4736 
2021-03-12 2754 335 11369 24 0 
2021-03-13 0 -2754 11369 24 0 
2021-03-14 5499 5499 5870 0 8057 
2021-03-15 2553 -2946 11374 48 0 
2021-03-16 0 -2553 11374 72 0 
2021-03-17 0 0 11374 24 0 
2021-03-18 5667 5667 5707 72 8080 
2021-03-19 2758 -2909 11029 0 0 
2021-03-20 0 -2758 11029 24 0 
2021-03-21 2267 2267 8762 24 4691 
2021-03-22 2783 516 10670 24 0 
2021-03-23 2482 -301 8188 0 5157 
2021-03-24 0 -2482 13345 24 0 
2021-03-25 2790 2790 10555 24 0 
2021-03-26 2698 -92 7857 24 5200 
2021-03-27 2725 27 10332 24 0 
2021-03-28 2781 56 7551 48 5444 
2021-03-29 2466 -315 10529 0 0 
2021-03-30 2439 -27 8090 0 4804 
2021-03-31 2732 293 10162 48 0 
2021-04-01 2363 -369 7799 24 5024 
2021-04-02 2988 625 9835 24 0 
2021-04-03 2842 -146 6993 96 5970 
2021-04-04 2864 22 10099 48 0 
2021-04-05 0 -2864 10099 24 0 
2021-04-06 5263 5263 7381 0 5490 
2021-04-07 0 -5263 12871 0 0 
2021-04-08 2648 2648 10223 24 0 
2021-04-09 2400 -248 7823 24 4805 
2021-04-10 0 -2400 12628 0 0 
2021-04-11 2435 2435 10193 72 0 
2021-04-12 5368 2933 4825 48 7805 
2021-04-13 0 -5368 12630 24 0 
2021-04-14 0 0 12630 24 0 
2021-04-15 2354 2354 10276 24 0 
2021-04-16 5721 3367 4555 48 7852 
2021-04-17 0 -5721 4555 0 7723 
2021-04-18 2518 2518 2037 24 10202 
2021-04-19 0 -2518 2037 0 10077 
2021-04-20 5340 5340 6774 48 5432 
2021-04-21 2419 -2921 9787 24 0 
2021-04-22 0 -2419 9787 48 0 
2021-04-23 2371 2371 7416 24 4607 
2021-04-24 5315 2944 2101 24 9985 
2021-04-25 0 -5315 12086 0 0 
2021-04-26 0 0 12086 24 0 
2021-04-27 2643 2643 9443 48 0 
2021-04-28 2815 172 6628 96 5362 
2021-04-29 2839 24 9151 72 0 
2021-04-30 2828 -11 6323 24 5700 
2021-05-01 2353 -475 9670 48 0 
2021-05-02 0 -2353 9670 72 0 
2021-05-03 0 0 9670 48 0 
2021-05-04 2341 2341 7329 24 4513 
2021-05-05 5379 3038 6463 48 5464 
2021-05-06 0 -5379 11927 24 0 
2021-05-07 2703 2703 9224 48 0 
2021-05-08 2892 189 6332 24 5466 
2021-05-09 2457 -435 9341 24 0 
2021-05-10 2790 333 6551 24 5197 
2021-05-11 2695 -95 9053 24 0 
2021-05-12 0 -2695 9053 24 0 
2021-05-13 2813 2813 6240 24 5366 
2021-05-14 2934 121 8672 72 2988 
2021-05-15 0 -2934 11660 48 0 
2021-05-16 5021 5021 6639 24 4989 
2021-05-17 0 -5021 11628 48 0 
2021-05-18 2769 2769 8859 0 0 
2021-05-19 2420 -349 6439 0 5077 
2021-05-20 2755 335 8761 24 0 
2021-05-21 0 -2755 8761 24 0 
2021-05-22 0 0 8761 24 0 
2021-05-23 4918 4918 3843 24 7511 
2021-05-24 2362 -2556 8992 24 0 
2021-05-25 2295 -67 6697 24 4602 
2021-05-26 0 -2295 6697 48 4532 
2021-05-27 2388 2388 8841 24 0 
2021-05-28 5536 3148 3305 24 7958 
2021-05-29 0 -5536 11263 24 0 
2021-05-30 2433 2433 8830 72 0 
2021-05-31 4822 2389 4008 48 7263 
2021-06-01 0 -4822 4008 24 7178 
2021-06-02 2407 2407 8779 72 0 
2021-06-03 2895 488 5884 0 5334 
2021-06-04 0 -2895 11218 24 0 
2021-06-05 5578 5578 5640 48 5570 
2021-06-06 0 -5578 11210 0 0 
2021-06-07 2793 2793 8417 24 0 
2021-06-08 2487 -306 5930 0 5174 
2021-06-09 2557 70 8547 24 0 
2021-06-10 0 -2557 8547 24 0 
2021-06-11 2387 2387 6160 24 4826 
2021-06-12 5227 2840 5759 72 5331 
2021-06-13 0 -5227 11090 72 0 
2021-06-14 0 0 11090 0 0 
2021-06-15 5226 5226 5864 24 5178 
2021-06-16 0 -5226 11042 48 0 
2021-06-17 5215 5215 5827 0 5205 
2021-06-18 2814 -2401 8218 0 0 
2021-06-19 0 -2814 8218 24 0 
2021-06-20 2845 2845 5373 24 5568 
2021-06-21 5342 2497 5599 48 5405 
2021-06-22 0 -5342 11004 72 0 
2021-06-23 2409 2409 8595 168 0 
2021-06-24 5739 3330 2856 48 8580 
2021-06-25 0 -5739 11436 24 0 
2021-06-26 0 0 11436 48 0 
2021-06-27 7162 7162 4274 24 7115 
2021-06-28 0 -7162 11389 48 0 
2021-06-29 0 0 11389 120 0 
2021-06-30 5344 5344 6045 24 5430 
2021-07-01 2516 -2828 8959 48 0 
2021-07-02 0 -2516 8959 24 0 
2021-07-03 2756 2756 6203 72 5231 
2021-07-04 5638 2882 5796 24 5689 
2021-07-05 0 -5638 5796 0 5622 
2021-07-06 2712 2712 3084 0 8325 
2021-07-07 2520 -192 8889 48 0 
2021-07-08 2357 -163 6532 0 4859 
2021-07-09 2694 337 8697 72 0 
2021-07-10 0 -2694 8697 48 0 
2021-07-11 5588 5588 3109 0 8311 
2021-07-12 0 -5588 11420 48 0 
2021-07-13 2764 2764 8656 24 0 
2021-07-14 2931 167 5725 72 5667 
2021-07-15 0 -2931 11392 48 0 
2021-07-16 4894 4894 6498 48 4887 
2021-07-17 2305 -2589 9080 48 0 
2021-07-18 0 -2305 9080 24 0 
2021-07-19 0 0 9080 48 0 
2021-07-20 8439 8439 641 0 10725 
2021-07-21 0 -8439 11366 72 0 
2021-07-22 0 0 11366 0 0 
2021-07-23 2458 2458 8908 48 0 
2021-07-24 2449 -9 6459 24 4805 
2021-07-25 2743 294 8521 72 0 
2021-07-26 0 -2743 8521 72 0 
2021-07-27 2345 2345 6176 24 5080 
2021-07-28 4977 2632 6279 24 5011 
2021-07-29 0 -4977 11290 0 0 
2021-07-30 0 0 11290 24 0 
2021-07-31 7380 7380 3910 0 7342 
2021-08-01 0 -7380 11252 24 0 
2021-08-02 0 0 11252 48 0 
2021-08-03 2590 2590 8662 48 0 
2021-08-04 4745 2155 3917 24 7253 
2021-08-05 0 -4745 3917 24 7194 
2021-08-06 4977 4977 1272 48 9883 
2021-08-07 2482 -2495 11155 72 0 
2021-08-08 2878 396 8277 0 2900 
2021-08-09 2250 -628 8927 0 0 
2021-08-10 3048 798 5879 96 5362 
2021-08-11 0 -3048 11241 24 0 
2021-08-12 2530 2530 8711 24 0 
2021-08-13 5340 2810 5987 0 5224 
2021-08-14 0 -5340 11211 48 0 
2021-08-15 0 0 11211 48 0 
2021-08-16 0 0 11211 72 0 
2021-08-17 5364 5364 5847 96 5369 
2021-08-18 2428 -2936 8788 24 0 
2021-08-19 0 -2428 8788 24 0 
2021-08-20 0 0 8788 48 0 
2021-08-21 5190 5190 3598 24 7537 
2021-08-22 0 -5190 11135 120 0 
2021-08-23 2922 2922 8213 0 2994 
2021-08-24 2341 -581 8866 0 0 
2021-08-25 0 -2341 8866 24 0 
2021-08-26 5672 5672 3194 72 8024 
2021-08-27 2875 -2797 8343 48 2879 
2021-08-28 0 -2875 11222 24 0 
2021-08-29 5416 5416 5806 0 5402 
2021-08-30 2370 -3046 8838 24 0 
2021-08-31 0 -2370 8838 72 0 
2021-09-01 7999 7999 839 96 10488 
2021-09-02 0 -7999 11327 24 0 
2021-09-03 2495 2495 11327 0 0 
2021-09-04 5390 2895 11327 24 0 
2021-09-05 5813 423 5514 24 5827 
2021-09-06 2699 -3114 8642 24 0 
2021-09-07 0 -2699 8642 0 0 
2021-09-08 4874 4874 3768 24 7541 
2021-09-09 0 -4874 11309 24 0 
2021-09-10 4667 4667 6642 96 4708 
2021-09-11 0 -4667 11350 24 0 
2021-09-12 0 0 11350 24 0 
2021-09-13 5321 5321 6029 24 5250 
2021-09-14 2759 -2562 8520 48 0 
2021-09-15 2473 -286 6047 24 5223 
2021-09-16 2295 -178 8975 24 0 
2021-09-17 0 -2295 8975 0 0 
2021-09-18 7307 7307 1668 72 9636 
2021-09-19 0 -7307 11304 24 0 
2021-09-20 4787 4787 11304 72 0 
2021-09-21 8413 3626 2891 48 8507 
2021-09-22 0 -8413 2891 0 8461 
2021-09-23 0 0 2891 48 8420 
2021-09-24 2350 2350 541 24 10756 
2021-09-25 2252 -98 9045 72 0 
2021-09-26 0 -2252 9045 48 0 
2021-09-27 5335 5335 3710 24 7596 
2021-09-28 2629 -2706 1081 24 10216 
2021-09-29 0 -2629 1081 24 10167 
2021-09-30 2784 2784 8464 72 0 
2021-10-01 0 -2784 8464 24 0 
2021-10-02 5271 5271 3193 24 8063 
2021-10-03 0 -5271 3193 24 8015 
2021-10-04 2839 2839 8369 0 0 
2021-10-05 5280 2441 3089 24 8146 
2021-10-06 0 -5280 3089 48 8107 
2021-10-07 3003 3003 86 48 11118 
2021-10-08 4865 1862 11204 48 0 
2021-10-09 5711 846 5493 0 5779 
2021-10-10 0 -5711 5493 24 5734 
2021-10-11 2322 2322 3171 72 8073 
2021-10-12 4789 2467 785 48 10490 
2021-10-13 0 -4789 785 48 10454 
2021-10-14 2623 2623 11239 48 0 
2021-10-15 5463 2840 5776 48 5502 
2021-10-16 2701 -2762 8577 48 0 
2021-10-17 0 -2701 8577 24 0 
2021-10-18 2879 2879 5698 48 5539 
2021-10-19 2755 -124 2943 24 8287 
2021-10-20 2498 -257 8732 48 0 
2021-10-21 0 -2498 8732 24 0 
2021-10-22 5176 5176 3556 96 7715 
2021-10-23 0 -5176 11271 24 0 
2021-10-24 2528 2528 8743 48 0 
2021-10-25 0 -2528 8743 0 0 
2021-10-26 5588 5588 3155 72 8091 
2021-10-27 0 -5588 11246 48 0 
2021-10-28 4647 4647 8921 24 0 
2021-10-29 0 -4647 8921 24 0 
2021-10-30 2565 2565 6356 24 4822 
2021-10-31 2485 -80 8693 72 0 
2021-11-01 2885 400 5808 72 5412 
2021-11-02 2382 -503 8838 24 0 
2021-11-03 0 -2382 8838 24 0 
2021-11-04 0 0 8838 24 0 
2021-11-05 7908 7908 930 24 10255 
2021-11-06 0 -7908 11185 24 0 
2021-11-07 0 0 11185 0 0 
2021-11-08 4936 4936 6249 24 4877 
2021-11-09 0 -4936 11126 0 0 
2021-11-10 2296 2296 8830 24 0 
2021-11-11 2739 443 6091 48 4987 
2021-11-12 0 -2739 11078 24 0 
2021-11-13 2318 2318 8760 72 0 
2021-11-14 5143 2825 3617 168 7669 
2021-11-15 0 -5143 11286 120 0 
2021-11-16 0 0 11286 120 0 
2021-11-17 2752 2752 8534 24 2849 
2021-11-18 5376 2624 8842 24 0 
2021-11-19 0 -5376 8842 24 0 
2021-11-20 2411 2411 8842 48 0 
2021-11-21 2817 406 6025 24 5336 
2021-11-22 2866 49 8495 24 2862 
2021-11-23 2839 -27 8518 48 2841 
2021-11-24 0 -2839 11359 0 0 
2021-11-25 5271 5271 6088 48 5267 
2021-11-26 2795 -2476 8560 0 0 
2021-11-27 0 -2795 8560 24 0 
2021-11-28 0 0 8560 0 0 
2021-11-29 0 0 8560 24 0 
2021-11-30 8431 8431 129 96 11221 
2021-12-01 0 -8431 11350 24 0 
2021-12-02 0 0 11350 0 0 
2021-12-03 5280 5280 11350 24 0 
2021-12-04 8570 3290 2780 0 8587 
2021-12-05 0 -8570 11367 48 0 
2021-12-06 0 0 11367 0 0 
2021-12-07 4684 4684 6683 0 4636 
2021-12-08 0 -4684 11319 48 0 
2021-12-09 4752 4752 6567 24 4738 
2021-12-10 0 -4752 11305 72 0 
2021-12-11 2422 2422 8883 24 0 
2021-12-12 2795 373 6088 24 5189 
2021-12-13 5267 2472 6010 24 5291 
2021-12-14 0 -5267 11301 24 0 
2021-12-15 0 0 11301 0 0 
2021-12-16 7876 7876 3425 48 7865 
2021-12-17 0 -7876 3425 0 7829 
2021-12-18 0 0 3425 24 7792 
2021-12-19 2895 2895 8322 48 2899 
2021-12-20 0 -2895 11221 72 0 
2021-12-21 5594 5594 5627 24 5608 
2021-12-22 0 -5594 11235 48 0 
2021-12-23 2758 2758 8477 96 0 
2021-12-24 2913 155 5564 24 5681 
2021-12-25 2736 -177 8509 24 0 
2021-12-26 2509 -227 6000 48 5239 
