date demand demandChange inventoryPosition orderQuantity
2021-01-01 106 0 9894 0 
2021-01-02 459 353 9435 0 
2021-01-03 579 120 8856 0 
2021-01-04 1177 598 7679 0 
2021-01-05 513 -664 7166 0 
2021-01-06 1144 631 6022 0 
2021-01-07 1299 155 4723 0 
2021-01-08 673 -626 4050 0 
2021-01-09 1644 971 2406 0 
2021-01-10 203 -1441 2203 0 
2021-01-11 1297 1094 906 0 
2021-01-12 443 -854 463 2670 
2021-01-13 793 350 2340 0 
2021-01-14 861 68 1479 0 
2021-01-15 0 -861 1479 0 
2021-01-16 931 931 548 2493 
2021-01-17 618 -313 2423 0 
2021-01-18 840 222 1583 0 
2021-01-19 1270 430 313 2788 
2021-01-20 632 -638 2469 0 
2021-01-21 405 -227 2064 0 
2021-01-22 721 316 1343 0 
2021-01-23 1182 461 161 2920 
2021-01-24 0 -1182 161 2839 
2021-01-25 685 685 161 2833 
2021-01-26 750 65 161 2834 
2021-01-27 614 -136 161 2822 
2021-01-28 1261 647 161 2870 
2021-01-29 799 -462 47 2988 
2021-01-30 181 -618 47 2939 
2021-01-31 243 62 47 2900 
2021-02-01 957 714 47 2918 
2021-02-02 837 -120 47 2926 
2021-02-03 620 -217 47 2918 
2021-02-04 748 128 47 2920 
2021-02-05 629 -119 14 2946 
2021-02-06 1242 613 14 2981 
2021-02-07 683 -559 2312 0 
2021-02-08 1297 614 1015 0 
2021-02-09 708 -589 307 2718 
2021-02-10 753 45 2272 0 
2021-02-11 593 -160 1679 0 
2021-02-12 1248 655 431 2614 
2021-02-13 318 -930 2727 0 
2021-02-14 647 329 2080 0 
2021-02-15 450 -197 1630 0 
2021-02-16 213 -237 1417 0 
2021-02-17 660 447 757 0 
2021-02-18 1182 522 64 2924 
2021-02-19 1090 -92 1898 0 
2021-02-20 833 -257 1065 0 
2021-02-21 454 -379 611 2386 
2021-02-22 427 -27 2570 0 
2021-02-23 535 108 2035 0 
2021-02-24 691 156 1344 0 
2021-02-25 413 -278 931 0 
2021-02-26 653 240 278 2675 
2021-02-27 169 -484 2784 0 
2021-02-28 1001 832 1783 0 
2021-03-01 0 -1001 1783 0 
2021-03-02 1011 1011 772 0 
2021-03-03 1180 169 323 2619 
2021-03-04 669 -511 2273 0 
2021-03-05 859 190 1414 0 
2021-03-06 933 74 481 2474 
2021-03-07 819 -114 2136 0 
2021-03-08 0 -819 2136 0 
2021-03-09 980 980 1156 0 
2021-03-10 1103 123 53 2902 
2021-03-11 294 -809 2661 0 
2021-03-12 603 309 2058 0 
2021-03-13 880 277 1178 0 
2021-03-14 618 -262 560 2377 
2021-03-15 1008 390 1929 0 
2021-03-16 409 -599 1520 0 
2021-03-17 233 -176 1287 0 
2021-03-18 865 632 422 2504 
2021-03-19 347 -518 2579 0 
2021-03-20 716 369 1863 0 
2021-03-21 996 280 867 0 
2021-03-22 795 -201 72 2854 
2021-03-23 0 -795 2926 0 
2021-03-24 530 530 2396 0 
2021-03-25 554 24 1842 0 
2021-03-26 208 -346 1634 0 
2021-03-27 169 -39 1465 0 
2021-03-28 1428 1259 37 2848 
2021-03-29 1353 -75 1532 0 
2021-03-30 519 -834 1013 0 
2021-03-31 1001 482 12 2896 
2021-04-01 384 -617 2524 0 
2021-04-02 540 156 1984 0 
2021-04-03 1317 777 667 2244 
2021-04-04 1049 -268 1862 0 
2021-04-05 0 -1049 1862 0 
2021-04-06 773 773 1089 0 
2021-04-07 669 -104 420 2482 
2021-04-08 570 -99 2332 0 
2021-04-09 1207 637 1125 0 
2021-04-10 127 -1080 998 0 
2021-04-11 642 515 356 2540 
2021-04-12 624 -18 2272 0 
2021-04-13 260 -364 2012 0 
2021-04-14 424 164 1588 0 
2021-04-15 308 -116 1280 0 
2021-04-16 936 628 344 2529 
2021-04-17 187 -749 2686 0 
2021-04-18 710 523 1976 0 
2021-04-19 0 -710 1976 0 
2021-04-20 0 0 1976 0 
2021-04-21 372 372 1604 0 
2021-04-22 915 543 689 0 
2021-04-23 1405 490 52 2792 
2021-04-24 898 -507 1946 0 
2021-04-25 1202 304 744 0 
2021-04-26 0 -1202 744 0 
2021-04-27 108 108 636 2196 
2021-04-28 650 542 2182 0 
2021-04-29 335 -315 1847 0 
2021-04-30 254 -81 1593 0 
2021-05-01 1451 1197 142 2690 
2021-05-02 406 -1045 2426 0 
2021-05-03 438 32 1988 0 
2021-05-04 636 198 1352 0 
2021-05-05 306 -330 1046 0 
2021-05-06 302 -4 744 0 
2021-05-07 618 316 126 2679 
2021-05-08 790 172 2015 0 
2021-05-09 782 -8 1233 0 
2021-05-10 1161 379 72 2747 
2021-05-11 932 -229 1887 0 
2021-05-12 737 -195 1150 0 
2021-05-13 0 -737 1150 0 
2021-05-14 455 455 695 0 
2021-05-15 0 -455 695 0 
2021-05-16 1396 1396 299 2511 
2021-05-17 800 -596 2010 0 
