date demand demandChange inventoryPosition orderQuantity
2021-01-01 1434 0 8566 0 
2021-01-02 285 -1149 8281 0 
2021-01-03 278 -7 8003 0 
2021-01-04 903 625 7100 0 
2021-01-05 1017 114 6083 0 
2021-01-06 898 -119 5185 0 
2021-01-07 567 -331 4618 0 
2021-01-08 548 -19 4070 0 
2021-01-09 829 281 3241 0 
2021-01-10 472 -357 2769 0 
2021-01-11 763 291 2006 0 
2021-01-12 433 -330 1573 0 
2021-01-13 876 443 697 2238 
2021-01-14 997 121 1938 0 
2021-01-15 932 -65 1006 0 
2021-01-16 1306 374 89 3017 
2021-01-17 1048 -258 2058 0 
2021-01-18 643 -405 1415 0 
2021-01-19 725 82 690 2425 
2021-01-20 1430 705 1685 0 
2021-01-21 550 -880 1135 0 
2021-01-22 708 158 427 2724 
2021-01-23 1194 486 114 3078 
2021-01-24 0 -1194 114 2994 
2021-01-25 227 227 114 2939 
2021-01-26 1037 810 114 2966 
2021-01-27 1124 87 114 2998 
2021-01-28 1192 68 114 3034 
2021-01-29 531 -661 0 3125 
2021-01-30 351 -180 0 3088 
2021-01-31 883 532 0 3097 
2021-02-01 559 -324 0 3080 
2021-02-02 852 293 0 3086 
2021-02-03 0 -852 0 3028 
2021-02-04 1412 1412 0 3076 
2021-02-05 1343 -69 0 3115 
2021-02-06 573 -770 0 3101 
2021-02-07 139 -434 2962 0 
2021-02-08 1476 1337 1486 0 
2021-02-09 948 -528 538 2577 
2021-02-10 392 -556 2723 0 
2021-02-11 1155 763 1568 0 
2021-02-12 561 -594 1007 0 
2021-02-13 1312 751 100 3030 
2021-02-14 155 -1157 2975 0 
2021-02-15 1083 928 1892 0 
2021-02-16 531 -552 1361 0 
2021-02-17 1153 622 208 2909 
2021-02-18 500 -653 2617 0 
2021-02-19 1620 1120 997 0 
2021-02-20 236 -1384 761 2355 
2021-02-21 614 378 2502 0 
2021-02-22 323 -291 2179 0 
2021-02-23 957 634 1222 0 
2021-02-24 394 -563 828 0 
2021-02-25 815 421 13 3066 
2021-02-26 573 -242 2506 0 
2021-02-27 875 302 1631 0 
2021-02-28 526 -349 1105 0 
2021-03-01 510 -16 595 2459 
2021-03-02 562 52 2492 0 
2021-03-03 1108 546 1384 0 
2021-03-04 318 -790 1066 0 
2021-03-05 742 424 324 2717 
2021-03-06 1547 805 1494 0 
2021-03-07 606 -941 888 0 
2021-03-08 370 -236 518 2533 
2021-03-09 442 72 2609 0 
2021-03-10 1398 956 1211 0 
2021-03-11 919 -479 292 2776 
2021-03-12 619 -300 2449 0 
2021-03-13 908 289 1541 0 
2021-03-14 975 67 566 2508 
2021-03-15 870 -105 2204 0 
2021-03-16 0 -870 2204 0 
2021-03-17 0 0 2204 0 
2021-03-18 1512 1512 692 2359 
2021-03-19 1170 -342 1881 0 
2021-03-20 404 -766 1477 0 
2021-03-21 397 -7 1080 0 
2021-03-22 284 -113 796 0 
2021-03-23 532 248 264 2756 
2021-03-24 0 -532 3020 0 
2021-03-25 351 351 2669 0 
2021-03-26 398 47 2271 0 
2021-03-27 201 -197 2070 0 
2021-03-28 558 357 1512 0 
2021-03-29 834 276 678 2280 
2021-03-30 818 -16 2140 0 
2021-03-31 768 -50 1372 0 
2021-04-01 786 18 586 2378 
2021-04-02 181 -605 2783 0 
2021-04-03 537 356 2246 0 
2021-04-04 36 -501 2123 0 
2021-04-05 301 265 1822 0 
2021-04-06 1157 856 665 2261 
2021-04-07 663 -494 2263 0 
2021-04-08 124 -539 2139 0 
2021-04-09 635 511 1504 0 
2021-04-10 783 148 721 0 
2021-04-11 755 -28 203 2708 
2021-04-12 0 -755 2911 0 
2021-04-13 214 214 2697 0 
2021-04-14 889 675 1808 0 
2021-04-15 774 -115 1034 0 
2021-04-16 1284 510 152 2750 
2021-04-17 311 -973 2591 0 
2021-04-18 1028 717 1563 0 
2021-04-19 997 -31 566 2341 
2021-04-20 -73 -1070 2907 0 
2021-04-21 541 614 2366 0 
2021-04-22 1225 684 1141 0 
2021-04-23 145 -1080 996 0 
2021-04-24 689 544 307 2578 
2021-04-25 826 137 2059 0 
2021-04-26 0 -826 2059 0 
2021-04-27 164 164 1895 0 
2021-04-28 1347 1183 548 2327 
2021-04-29 1206 -141 1669 0 
2021-04-30 1095 -111 574 2320 
2021-05-01 916 -179 1978 0 
2021-05-02 269 -647 1709 0 
2021-05-03 293 24 1416 0 
2021-05-04 602 309 814 0 
2021-05-05 828 226 441 2442 
2021-05-06 378 -450 2505 0 
2021-05-07 1225 847 1280 0 
2021-05-08 1020 -205 260 2633 
2021-05-09 941 -79 1952 0 
2021-05-10 755 -186 1197 0 
2021-05-11 952 197 245 2659 
2021-05-12 1 -951 2903 0 
2021-05-13 336 335 2567 0 
2021-05-14 0 -336 2567 0 
2021-05-15 828 828 1739 0 
2021-05-16 841 13 898 0 
2021-05-17 590 -251 308 2565 
2021-05-18 366 -224 2507 0 
2021-05-19 605 239 1902 0 
2021-05-20 128 -477 1774 0 
2021-05-21 0 -128 1774 0 
2021-05-22 424 424 1350 0 
2021-05-23 621 197 729 0 
2021-05-24 765 144 351 2488 
2021-05-25 1154 389 1685 0 
2021-05-26 1051 -103 634 2220 
2021-05-27 500 -551 2354 0 
2021-05-28 0 -500 2354 0 
2021-05-29 1107 1107 1247 0 
2021-05-30 453 -654 794 0 
2021-05-31 0 -453 794 0 
2021-06-01 284 284 510 2314 
2021-06-02 954 670 1870 0 
2021-06-03 550 -404 1320 0 
2021-06-04 807 257 513 2316 
2021-06-05 753 -54 2076 0 
2021-06-06 530 -223 1546 0 
2021-06-07 363 -167 1183 0 
2021-06-08 1230 867 442 2390 
