date demand demandChange inventoryPosition orderQuantity
2021-01-01 1205 0 8795 0 
2021-01-02 752 -453 8043 0 
2021-01-03 421 -331 7622 0 
2021-01-04 407 -14 7215 0 
2021-01-05 375 -32 6840 0 
2021-01-06 1132 757 5708 0 
2021-01-07 725 -407 4983 0 
2021-01-08 1219 494 3764 0 
2021-01-09 801 -418 2963 0 
2021-01-10 799 -2 2164 0 
2021-01-11 0 -799 2164 0 
2021-01-12 487 487 1677 0 
2021-01-13 769 282 908 0 
2021-01-14 363 -406 545 2286 
2021-01-15 1180 817 1651 0 
2021-01-16 1178 -2 473 2519 
2021-01-17 1239 61 1753 0 
2021-01-18 873 -366 880 0 
2021-01-19 1163 290 75 3057 
2021-01-20 390 -773 75 3006 
2021-01-21 1246 856 75 3062 
2021-01-22 382 -864 75 3016 
2021-01-23 802 420 2289 0 
2021-01-24 363 -439 1926 0 
2021-01-25 868 505 1058 0 
2021-01-26 1265 397 242 2866 
2021-01-27 1258 -7 242 2910 
2021-01-28 394 -864 242 2874 
2021-01-29 1189 795 242 2908 
2021-01-30 834 -355 242 2911 
2021-01-31 818 -16 242 2912 
2021-02-01 733 -85 242 2906 
2021-02-02 842 109 242 2910 
2021-02-03 406 -436 242 2881 
2021-02-04 413 7 242 2854 
2021-02-05 366 -47 2730 0 
2021-02-06 0 -366 2730 0 
2021-02-07 1169 1169 1561 0 
2021-02-08 827 -342 734 2314 
2021-02-09 1192 365 1856 0 
2021-02-10 0 -1192 1856 0 
2021-02-11 741 741 1115 0 
2021-02-12 422 -319 693 2315 
2021-02-13 375 -47 2633 0 
2021-02-14 759 384 1874 0 
2021-02-15 317 -442 1557 0 
2021-02-16 1184 867 373 2617 
2021-02-17 746 -438 2244 0 
2021-02-18 1165 419 1079 0 
2021-02-19 1209 44 252 2783 
2021-02-20 1219 10 1816 0 
2021-02-21 739 -480 1077 0 
2021-02-22 833 94 244 2816 
2021-02-23 806 -27 2254 0 
2021-02-24 377 -429 1877 0 
2021-02-25 366 -11 1511 0 
2021-02-26 1212 846 299 2747 
2021-02-27 461 -751 2585 0 
2021-02-28 332 -129 2253 0 
2021-03-01 442 110 1811 0 
2021-03-02 1196 754 615 2406 
2021-03-03 815 -381 2206 0 
2021-03-04 838 23 1368 0 
2021-03-05 0 -838 1368 0 
2021-03-06 749 749 619 2379 
2021-03-07 792 43 2206 0 
2021-03-08 0 -792 2206 0 
2021-03-09 822 822 1384 0 
2021-03-10 748 -74 636 2341 
2021-03-11 1082 334 1895 0 
2021-03-12 855 -227 1040 0 
2021-03-13 0 -855 1040 0 
2021-03-14 746 746 294 2674 
2021-03-15 768 22 2200 0 
2021-03-16 453 -315 1747 0 
2021-03-17 830 377 917 0 
