date demand demandChange inventoryPosition orderQuantity
2021-01-01 369 0 9631 0 
2021-01-02 879 510 8752 0 
2021-01-03 725 -154 8027 0 
2021-01-04 413 -312 7614 0 
2021-01-05 344 -69 7270 0 
2021-01-06 1087 743 6183 0 
2021-01-07 595 -492 5588 0 
2021-01-08 973 378 4615 0 
2021-01-09 568 -405 4047 0 
2021-01-10 258 -310 3789 0 
2021-01-11 822 564 2967 0 
2021-01-12 742 -80 2225 0 
2021-01-13 572 -170 1653 0 
2021-01-14 497 -75 1156 0 
2021-01-15 828 331 328 2423 
2021-01-16 531 -297 2220 0 
2021-01-17 1183 652 1037 0 
2021-01-18 1044 -139 585 2285 
2021-01-19 302 -742 2568 0 
2021-01-20 429 127 2139 0 
2021-01-21 442 13 1697 0 
2021-01-22 887 445 810 0 
2021-01-23 772 -115 38 2762 
2021-01-24 744 -28 2056 0 
2021-01-25 0 -744 2056 0 
2021-01-26 1072 1072 984 0 
2021-01-27 1069 -3 495 2328 
2021-01-28 341 -728 154 2638 
2021-01-29 532 191 8 2772 
2021-01-30 662 130 8 2773 
2021-01-31 677 15 8 2774 
2021-02-01 138 -539 8 2732 
2021-02-02 905 767 8 2753 
2021-02-03 0 -905 8 2703 
2021-02-04 637 637 8 2703 
2021-02-05 755 118 8 2713 
2021-02-06 654 -101 8 2714 
2021-02-07 205 -449 8 2684 
2021-02-08 903 698 8 2703 
2021-02-09 1070 167 8 2732 
2021-02-10 0 -1070 8 2691 
2021-02-11 844 844 1855 0 
2021-02-12 634 -210 1221 0 
2021-02-13 280 -354 941 0 
2021-02-14 803 523 138 2565 
2021-02-15 746 -57 1957 0 
2021-02-16 290 -456 1667 0 
2021-02-17 410 120 1257 0 
2021-02-18 1332 922 346 2371 
2021-02-19 804 -528 1913 0 
2021-02-20 400 -404 1513 0 
2021-02-21 854 454 659 0 
2021-02-22 554 -300 105 2616 
2021-02-23 456 -98 2265 0 
2021-02-24 1239 783 1026 0 
2021-02-25 591 -648 435 2305 
2021-02-26 76 -515 2664 0 
2021-02-27 991 915 1673 0 
2021-02-28 367 -624 1306 0 
2021-03-01 399 32 907 0 
2021-03-02 641 242 266 2442 
2021-03-03 584 -57 2124 0 
2021-03-04 432 -152 1692 0 
2021-03-05 513 81 1179 0 
2021-03-06 237 -276 942 0 
2021-03-07 625 388 317 2361 
2021-03-08 661 36 2017 0 
2021-03-09 1055 394 962 0 
2021-03-10 552 -503 410 2284 
2021-03-11 359 -193 2335 0 
2021-03-12 788 429 1547 0 
2021-03-13 626 -162 921 0 
2021-03-14 550 -76 371 2316 
2021-03-15 958 408 1729 0 
2021-03-16 645 -313 1084 0 
2021-03-17 1548 903 266 2466 
2021-03-18 215 -1333 2517 0 
2021-03-19 668 453 1849 0 
2021-03-20 682 14 1167 0 
2021-03-21 363 -319 804 0 
2021-03-22 988 625 351 2373 
2021-03-23 552 -436 2172 0 
2021-03-24 636 84 1536 0 
2021-03-25 605 -31 931 0 
2021-03-26 945 340 403 2327 
2021-03-27 353 -592 2377 0 
2021-03-28 443 90 1934 0 
2021-03-29 737 294 1197 0 
2021-03-30 943 206 254 2473 
2021-03-31 254 -689 2473 0 
2021-04-01 989 735 1484 0 
2021-04-02 897 -92 587 2148 
2021-04-03 287 -610 2448 0 
2021-04-04 603 316 1845 0 
2021-04-05 1235 632 610 2130 
2021-04-06 446 -789 2294 0 
2021-04-07 875 429 1419 0 
2021-04-08 705 -170 714 0 
2021-04-09 783 78 328 2419 
2021-04-10 1066 283 1681 0 
2021-04-11 72 -994 1609 0 
2021-04-12 0 -72 1609 0 
2021-04-13 479 479 1130 0 
2021-04-14 539 60 591 2129 
2021-04-15 1353 814 1367 0 
2021-04-16 781 -572 586 2156 
2021-04-17 267 -514 2475 0 
2021-04-18 900 633 1575 0 
2021-04-19 539 -361 1036 0 
2021-04-20 487 -52 549 2183 
2021-04-21 575 88 2157 0 
2021-04-22 1006 431 1151 0 
2021-04-23 677 -329 474 2266 
2021-04-24 237 -440 2503 0 
2021-04-25 1376 1139 1127 0 
2021-04-26 954 -422 173 2583 
2021-04-27 643 -311 173 2583 
2021-04-28 560 -83 2196 0 
2021-04-29 432 -128 1764 0 
2021-04-30 1174 742 590 2171 
2021-05-01 754 -420 2007 0 
2021-05-02 699 -55 1308 0 
2021-05-03 611 -88 697 0 
2021-05-04 393 -218 304 2454 
2021-05-05 1212 819 1546 0 
2021-05-06 915 -297 631 2144 
2021-05-07 1185 270 1590 0 
2021-05-08 1021 -164 569 2224 
2021-05-09 1004 -17 1789 0 
2021-05-10 407 -597 1382 0 
2021-05-11 355 -52 1027 0 
2021-05-12 1089 734 511 2287 
2021-05-13 537 -552 2261 0 
2021-05-14 902 365 1359 0 
2021-05-15 75 -827 1284 0 
2021-05-16 529 454 755 0 
2021-05-17 726 197 29 2758 
2021-05-18 547 -179 2240 0 
2021-05-19 1133 586 1107 0 
2021-05-20 689 -444 418 2377 
2021-05-21 -41 -730 2795 0 
2021-05-22 542 583 2253 0 
2021-05-23 350 -192 1903 0 
2021-05-24 474 124 1429 0 
2021-05-25 886 412 543 2231 
2021-05-26 1036 150 1738 0 
2021-05-27 522 -514 1216 0 
2021-05-28 677 155 539 2240 
2021-05-29 865 188 1914 0 
2021-05-30 1258 393 656 2137 
2021-05-31 521 -737 2272 0 
2021-06-01 831 310 1441 0 
2021-06-02 1060 229 381 2420 
2021-06-03 547 -513 2254 0 
2021-06-04 1101 554 1153 0 
2021-06-05 700 -401 453 2354 
2021-06-06 365 -335 2442 0 
2021-06-07 956 591 1486 0 
2021-06-08 746 -210 740 0 
2021-06-09 410 -336 330 2473 
2021-06-10 797 387 2006 0 
2021-06-11 476 -321 1530 0 
2021-06-12 343 -133 1187 0 
2021-06-13 317 -26 870 0 
2021-06-14 1077 760 61 2737 
2021-06-15 242 -835 2556 0 
2021-06-16 173 -69 2383 0 
2021-06-17 899 726 1484 0 
2021-06-18 1084 185 400 2395 
2021-06-19 782 -302 2013 0 
2021-06-20 810 28 1203 0 
2021-06-21 651 -159 552 2246 
2021-06-22 283 -368 2515 0 
2021-06-23 1199 916 1316 0 
2021-06-24 627 -572 689 0 
2021-06-25 907 280 208 2597 
2021-06-26 641 -266 2164 0 
2021-06-27 692 51 1472 0 
2021-06-28 221 -471 1251 0 
2021-06-29 907 686 344 2457 
2021-06-30 0 -907 2801 0 
2021-07-01 693 693 2108 0 
2021-07-02 1056 363 1052 0 
2021-07-03 883 -173 169 2632 
2021-07-04 462 -421 2339 0 
2021-07-05 1132 670 1207 0 
2021-07-06 587 -545 620 2183 
2021-07-07 429 -158 2374 0 
2021-07-08 0 -429 2374 0 
2021-07-09 1403 1403 971 0 
2021-07-10 288 -1115 683 0 
2021-07-11 605 317 78 2717 
2021-07-12 222 -383 2560 0 
2021-07-13 721 499 1839 0 
2021-07-14 865 144 974 0 
2021-07-15 1025 160 404 2394 
2021-07-16 737 -288 2061 0 
2021-07-17 1045 308 1016 0 
2021-07-18 745 -300 271 2534 
2021-07-19 336 -409 2469 0 
2021-07-20 1189 853 1280 0 
2021-07-21 818 -371 462 2348 
2021-07-22 1068 250 1742 0 
2021-07-23 426 -642 1316 0 
2021-07-24 850 424 466 2348 
2021-07-25 715 -135 2099 0 
2021-07-26 564 -151 1535 0 
2021-07-27 1064 500 471 2347 
2021-07-28 1218 154 1600 0 
2021-07-29 480 -738 1120 0 
2021-07-30 799 319 321 2503 
2021-07-31 1019 220 1805 0 
2021-08-01 772 -247 1033 0 
2021-08-02 616 -156 417 2412 
2021-08-03 1562 946 1267 0 
2021-08-04 836 -726 431 2411 
2021-08-05 290 -546 2552 0 
2021-08-06 742 452 1810 0 
2021-08-07 1418 676 392 2455 
2021-08-08 352 -1066 2495 0 
2021-08-09 839 487 1656 0 
2021-08-10 586 -253 1070 0 
2021-08-11 804 218 266 2579 
2021-08-12 455 -349 2390 0 
2021-08-13 384 -71 2006 0 
2021-08-14 725 341 1281 0 
2021-08-15 1022 297 259 2584 
2021-08-16 510 -512 2333 0 
2021-08-17 540 30 1793 0 
2021-08-18 691 151 1102 0 
2021-08-19 468 -223 634 2203 
2021-08-20 452 -16 2340 0 
2021-08-21 773 321 1567 0 
2021-08-22 724 -49 843 0 
2021-08-23 750 26 93 2744 
2021-08-24 0 -750 2837 0 
2021-08-25 463 463 2374 0 
2021-08-26 1056 593 1318 0 
2021-08-27 947 -109 371 2463 
2021-08-28 -35 -982 2834 0 
2021-08-29 381 416 2453 0 
2021-08-30 0 -381 2453 0 
2021-08-31 578 578 1875 0 
2021-09-01 344 -234 1531 0 
2021-09-02 905 561 626 2188 
2021-09-03 272 -633 2542 0 
2021-09-04 663 391 1879 0 
2021-09-05 558 -105 1321 0 
2021-09-06 753 195 568 2242 
2021-09-07 885 132 1925 0 
2021-09-08 582 -303 1343 0 
2021-09-09 787 205 556 2257 
2021-09-10 985 198 1828 0 
2021-09-11 359 -626 1469 0 
2021-09-12 1390 1031 79 2742 
2021-09-13 1115 -275 1706 0 
2021-09-14 1319 204 387 2444 
2021-09-15 819 -500 2012 0 
2021-09-16 0 -819 2012 0 
2021-09-17 831 831 1181 0 
2021-09-18 859 28 322 2507 
2021-09-19 1105 246 1724 0 
2021-09-20 165 -940 1559 0 
2021-09-21 856 691 703 0 
2021-09-22 791 -65 373 2458 
2021-09-23 635 -156 2196 0 
2021-09-24 353 -282 1843 0 
2021-09-25 1227 874 616 2218 
2021-09-26 387 -840 2447 0 
2021-09-27 915 528 1532 0 
2021-09-28 848 -67 684 0 
2021-09-29 463 -385 221 2611 
2021-09-30 754 291 2078 0 
2021-10-01 946 192 1132 0 
2021-10-02 576 -370 556 2278 
2021-10-03 401 -175 2433 0 
2021-10-04 794 393 1639 0 
2021-10-05 859 65 780 0 
2021-10-06 171 -688 609 2221 
2021-10-07 465 294 2365 0 
2021-10-08 977 512 1388 0 
2021-10-09 415 -562 973 0 
2021-10-10 823 408 150 2680 
2021-10-11 685 -138 2145 0 
2021-10-12 584 -101 1561 0 
2021-10-13 343 -241 1218 0 
2021-10-14 692 349 526 2300 
2021-10-15 280 -412 2546 0 
2021-10-16 1581 1301 965 0 
2021-10-17 698 -883 267 2564 
2021-10-18 913 215 1918 0 
2021-10-19 284 -629 1634 0 
2021-10-20 285 1 1349 0 
2021-10-21 572 287 777 0 
2021-10-22 37 -535 740 0 
2021-10-23 276 239 464 2352 
2021-10-24 141 -135 2675 0 
2021-10-25 1244 1103 1431 0 
2021-10-26 660 -584 771 0 
2021-10-27 773 113 427 2391 
2021-10-28 1121 348 1697 0 
2021-10-29 433 -688 1264 0 
2021-10-30 861 428 403 2418 
2021-10-31 314 -547 2507 0 
2021-11-01 440 126 2067 0 
2021-11-02 414 -26 1653 0 
2021-11-03 783 369 870 0 
2021-11-04 315 -468 555 2256 
2021-11-05 972 657 1839 0 
2021-11-06 484 -488 1355 0 
2021-11-07 0 -484 1355 0 
2021-11-08 1164 1164 191 2620 
2021-11-09 611 -553 2200 0 
2021-11-10 1291 680 909 0 
2021-11-11 767 -524 142 2675 
2021-11-12 415 -352 2402 0 
2021-11-13 1148 733 1254 0 
2021-11-14 0 -1148 1254 0 
2021-11-15 1275 1275 538 2280 
2021-11-16 0 -1275 2818 0 
2021-11-17 703 703 2115 0 
2021-11-18 1214 511 901 0 
2021-11-19 913 -301 502 2317 
2021-11-20 679 -234 2140 0 
2021-11-21 479 -200 1661 0 
2021-11-22 643 164 1018 0 
2021-11-23 1021 378 492 2329 
2021-11-24 0 -1021 2821 0 
2021-11-25 595 595 2226 0 
2021-11-26 887 292 1339 0 
2021-11-27 526 -361 813 0 
2021-11-28 766 240 47 2769 
2021-11-29 635 -131 2181 0 
2021-11-30 1020 385 1161 0 
2021-12-01 348 -672 813 0 
2021-12-02 953 605 206 2612 
2021-12-03 1002 49 1816 0 
2021-12-04 1483 481 333 2494 
2021-12-05 1005 -478 1822 0 
2021-12-06 508 -497 1314 0 
2021-12-07 305 -203 1009 0 
2021-12-08 626 321 383 2443 
2021-12-09 598 -28 2228 0 
2021-12-10 607 9 1621 0 
2021-12-11 313 -294 1308 0 
2021-12-12 1238 925 70 2756 
2021-12-13 1024 -214 1802 0 
2021-12-14 346 -678 1456 0 
2021-12-15 715 369 741 0 
2021-12-16 394 -321 347 2477 
2021-12-17 0 -394 2824 0 
2021-12-18 314 314 2510 0 
2021-12-19 1461 1147 1049 0 
2021-12-20 585 -876 464 2357 
2021-12-21 873 288 1948 0 
2021-12-22 402 -471 1546 0 
2021-12-23 700 298 846 0 
2021-12-24 597 -103 249 2572 
2021-12-25 889 292 1932 0 
2021-12-26 574 -315 1358 0 
