date demand demandChange inventoryPosition orderQuantity
2021-01-01 407 0 9593 0 
2021-01-02 1370 963 8223 0 
2021-01-03 817 -553 7406 0 
2021-01-04 718 -99 6688 0 
2021-01-05 399 -319 6289 0 
2021-01-06 804 405 5485 0 
2021-01-07 440 -364 5045 0 
2021-01-08 666 226 4379 0 
2021-01-09 1149 483 3230 0 
2021-01-10 400 -749 2830 0 
2021-01-11 803 403 2027 0 
2021-01-12 836 33 1191 0 
2021-01-13 1230 394 350 2728 
2021-01-14 874 -356 2204 0 
2021-01-15 1130 256 1074 0 
2021-01-16 805 -325 269 2884 
2021-01-17 1242 437 1911 0 
2021-01-18 779 -463 1132 0 
2021-01-19 849 70 283 2930 
2021-01-20 353 -496 2860 0 
2021-01-21 731 378 2129 0 
2021-01-22 423 -308 1706 0 
2021-01-23 415 -8 1291 0 
2021-01-24 461 46 830 0 
2021-01-25 1265 804 4 3079 
2021-01-26 1241 -24 1842 0 
2021-01-27 797 -444 1045 0 
2021-01-28 1164 367 287 2873 
2021-01-29 1263 99 287 2912 
2021-01-30 0 -1263 287 2845 
2021-01-31 345 345 287 2809 
2021-02-01 815 470 287 2812 
2021-02-02 780 -35 287 2812 
2021-02-03 765 -15 287 2811 
2021-02-04 747 -18 287 2808 
2021-02-05 1129 382 287 2833 
2021-02-06 1278 149 287 2865 
2021-02-07 745 -533 287 2861 
2021-02-08 734 -11 287 2858 
2021-02-09 1210 476 287 2883 
2021-02-10 865 -345 2305 0 
2021-02-11 852 -13 1453 0 
2021-02-12 404 -448 1049 0 
2021-02-13 389 -15 660 2468 
2021-02-14 0 -389 3128 0 
2021-02-15 417 417 2711 0 
2021-02-16 722 305 1989 0 
2021-02-17 433 -289 1556 0 
2021-02-18 336 -97 1220 0 
2021-02-19 1149 813 71 2973 
2021-02-20 825 -324 2219 0 
2021-02-21 1213 388 1006 0 
2021-02-22 1241 28 209 2882 
2021-02-23 0 -1241 3091 0 
2021-02-24 862 862 2229 0 
2021-02-25 1276 414 953 0 
2021-02-26 1265 -11 139 2965 
2021-02-27 789 -476 2315 0 
2021-02-28 1119 330 1196 0 
2021-03-01 413 -706 783 2320 
2021-03-02 726 313 2377 0 
2021-03-03 422 -304 1955 0 
2021-03-04 883 461 1072 0 
2021-03-05 406 -477 666 2410 
2021-03-06 1096 690 1980 0 
2021-03-07 797 -299 1183 0 
2021-03-08 806 9 377 2713 
2021-03-09 838 32 2252 0 
2021-03-10 731 -107 1521 0 
2021-03-11 797 66 724 2367 
2021-03-12 1222 425 1869 0 
2021-03-13 760 -462 1109 0 
2021-03-14 437 -323 672 2423 
2021-03-15 861 424 2234 0 
2021-03-16 778 -83 1456 0 
2021-03-17 683 -95 773 2320 
2021-03-18 428 -255 2665 0 
2021-03-19 816 388 1849 0 
2021-03-20 788 -28 1061 0 
2021-03-21 0 -788 1061 0 
2021-03-22 825 825 236 2826 
2021-03-23 0 -825 3062 0 
2021-03-24 785 785 2277 0 
2021-03-25 1197 412 1080 0 
2021-03-26 440 -757 640 2403 
2021-03-27 1199 759 1844 0 
2021-03-28 792 -407 1052 0 
2021-03-29 1236 444 273 2797 
2021-03-30 825 -411 2245 0 
2021-03-31 1309 484 936 0 
2021-04-01 452 -857 484 2594 
2021-04-02 755 303 2323 0 
2021-04-03 777 22 1546 0 
2021-04-04 795 18 751 2327 
2021-04-05 694 -101 2384 0 
2021-04-06 780 86 1604 0 
2021-04-07 401 -379 1203 0 
2021-04-08 416 15 787 0 
2021-04-09 1176 760 37 3031 
2021-04-10 757 -419 2311 0 
2021-04-11 0 -757 2311 0 
2021-04-12 1137 1137 1174 0 
2021-04-13 818 -319 356 2703 
2021-04-14 1119 301 1940 0 
2021-04-15 0 -1119 1940 0 
2021-04-16 396 396 1544 0 
2021-04-17 866 470 678 2365 
2021-04-18 430 -436 2613 0 
2021-04-19 766 336 1847 0 
2021-04-20 783 17 1064 0 
2021-04-21 773 -10 291 2746 
2021-04-22 811 38 2226 0 
2021-04-23 1196 385 1030 0 
2021-04-24 750 -446 280 2768 
2021-04-25 384 -366 2664 0 
2021-04-26 433 49 2231 0 
2021-04-27 434 1 1797 0 
2021-04-28 449 15 1348 0 
2021-04-29 757 308 591 2429 
2021-04-30 792 35 2228 0 
2021-05-01 822 30 1406 0 
2021-05-02 424 -398 982 0 
2021-05-03 1165 741 217 2806 
2021-05-04 361 -804 2662 0 
