date demand demandChange inventoryPosition orderQuantity
2021-01-01 406 0 9594 0 
2021-01-02 435 29 9159 0 
2021-01-03 402 -33 8757 0 
2021-01-04 420 18 8337 0 
2021-01-05 1233 813 7104 0 
2021-01-06 425 -808 6679 0 
2021-01-07 801 376 5878 0 
2021-01-08 413 -388 5465 0 
2021-01-09 390 -23 5075 0 
2021-01-10 834 444 4241 0 
2021-01-11 839 5 3402 0 
2021-01-12 790 -49 2612 0 
2021-01-13 712 -78 1900 0 
2021-01-14 892 180 1008 0 
2021-01-15 449 -443 559 2152 
2021-01-16 0 -449 2711 0 
2021-01-17 0 0 2711 0 
2021-01-18 1100 1100 1611 0 
2021-01-19 1195 95 416 2263 
2021-01-20 795 -400 1884 0 
2021-01-21 778 -17 1106 0 
2021-01-22 1217 439 291 2501 
2021-01-23 1165 -52 291 2558 
2021-01-24 835 -330 291 2574 
2021-01-25 0 -835 291 2503 
2021-01-26 806 806 291 2517 
2021-01-27 1131 325 291 2562 
2021-01-28 0 -1131 291 2499 
2021-01-29 754 754 291 2507 
2021-01-30 1283 529 291 2561 
2021-01-31 395 -888 291 2537 
2021-02-01 361 -34 291 2511 
2021-02-02 1175 814 291 2551 
2021-02-03 810 -365 2032 0 
2021-02-04 473 -337 1559 0 
2021-02-05 1315 842 244 2639 
2021-02-06 754 -561 2129 0 
2021-02-07 1128 374 1001 0 
2021-02-08 386 -742 615 2279 
2021-02-09 784 398 2110 0 
2021-02-10 394 -390 1716 0 
2021-02-11 351 -43 1365 0 
2021-02-12 0 -351 1365 0 
2021-02-13 733 733 632 2190 
2021-02-14 692 -41 2130 0 
2021-02-15 795 103 1335 0 
2021-02-16 1181 386 154 2704 
2021-02-17 805 -376 2053 0 
2021-02-18 333 -472 1720 0 
2021-02-19 402 69 1318 0 
2021-02-20 870 468 448 2393 
2021-02-21 775 -95 2066 0 
2021-02-22 361 -414 1705 0 
2021-02-23 421 60 1284 0 
2021-02-24 1124 703 160 2679 
2021-02-25 1273 149 1566 0 
2021-02-26 719 -554 847 0 
2021-02-27 0 -719 847 0 
2021-02-28 881 881 416 2431 
2021-03-01 1096 215 1751 0 
2021-03-02 436 -660 1315 0 
2021-03-03 1156 720 159 2714 
2021-03-04 1218 62 1655 0 
2021-03-05 0 -1218 1655 0 
2021-03-06 451 451 1204 0 
2021-03-07 809 358 395 2467 
2021-03-08 466 -343 2396 0 
2021-03-09 1221 755 1175 0 
2021-03-10 1177 -44 386 2505 
2021-03-11 396 -781 2495 0 
2021-03-12 761 365 1734 0 
2021-03-13 1261 500 473 2430 
2021-03-14 1226 -35 1677 0 
2021-03-15 817 -409 860 0 
2021-03-16 401 -416 459 2455 
2021-03-17 816 415 2098 0 
2021-03-18 1153 337 945 0 
2021-03-19 859 -294 86 2851 
2021-03-20 410 -449 2527 0 
2021-03-21 418 8 2109 0 
2021-03-22 1261 843 848 0 
2021-03-23 828 -433 20 2919 
2021-03-24 1192 364 1747 0 
2021-03-25 1186 -6 561 2407 
2021-03-26 845 -341 2123 0 
2021-03-27 816 -29 1307 0 
2021-03-28 1268 452 39 2951 
2021-03-29 1080 -188 1910 0 
2021-03-30 0 -1080 1910 0 
2021-03-31 448 448 1462 0 
2021-04-01 857 409 605 2368 
2021-04-02 804 -53 2169 0 
2021-04-03 748 -56 1421 0 
2021-04-04 802 54 619 2359 
2021-04-05 334 -468 2644 0 
2021-04-06 381 47 2263 0 
2021-04-07 0 -381 2263 0 
2021-04-08 375 375 1888 0 
2021-04-09 429 54 1459 0 
2021-04-10 404 -25 1055 0 
2021-04-11 824 420 231 2687 
2021-04-12 1176 352 1742 0 
2021-04-13 389 -787 1353 0 
2021-04-14 797 408 556 2368 
2021-04-15 828 31 2096 0 
2021-04-16 821 -7 1275 0 
2021-04-17 1251 430 24 2918 
2021-04-18 788 -463 2154 0 
2021-04-19 422 -366 1732 0 
2021-04-20 791 369 941 0 
2021-04-21 803 12 138 2802 
2021-04-22 814 11 2126 0 
