date demand demandChange inventoryPosition orderQuantity
2021-01-01 449 0 9551 0 
2021-01-02 1155 706 8396 0 
2021-01-03 749 -406 7647 0 
2021-01-04 893 144 6754 0 
2021-01-05 777 -116 5977 0 
2021-01-06 824 47 5153 0 
2021-01-07 800 -24 4353 0 
2021-01-08 848 48 3505 0 
2021-01-09 1162 314 2343 0 
2021-01-10 398 -764 1945 0 
2021-01-11 372 -26 1573 0 
2021-01-12 1177 805 396 2751 
2021-01-13 765 -412 2382 0 
2021-01-14 830 65 1552 0 
2021-01-15 463 -367 1089 0 
2021-01-16 421 -42 668 2367 
2021-01-17 394 -27 2641 0 
2021-01-18 381 -13 2260 0 
2021-01-19 862 481 1398 0 
2021-01-20 449 -413 949 0 
2021-01-21 1088 639 225 2737 
2021-01-22 796 -292 225 2745 
2021-01-23 375 -421 2595 0 
2021-01-24 866 491 1729 0 
2021-01-25 790 -76 939 0 
2021-01-26 806 16 133 2829 
2021-01-27 1185 379 133 2872 
2021-01-28 781 -404 133 2875 
2021-01-29 0 -781 3008 0 
2021-01-30 1198 1198 1810 0 
2021-01-31 772 -426 1038 0 
2021-02-01 342 -430 696 2260 
2021-02-02 1192 850 320 2672 
2021-02-03 1089 -103 1903 0 
2021-02-04 401 -688 1502 0 
2021-02-05 352 -49 1150 0 
2021-02-06 394 42 756 0 
2021-02-07 1146 752 46 2926 
2021-02-08 809 -337 2163 0 
2021-02-09 416 -393 1747 0 
2021-02-10 741 325 1006 0 
2021-02-11 749 8 257 2702 
2021-02-12 1221 472 1738 0 
2021-02-13 796 -425 942 0 
2021-02-14 343 -453 599 2371 
2021-02-15 347 4 2623 0 
2021-02-16 406 59 2217 0 
2021-02-17 1246 840 971 0 
2021-02-18 359 -887 612 2328 
2021-02-19 388 29 2552 0 
2021-02-20 806 418 1746 0 
2021-02-21 440 -366 1306 0 
2021-02-22 503 63 803 0 
2021-02-23 832 329 364 2547 
2021-02-24 1157 325 1754 0 
2021-02-25 408 -749 1346 0 
2021-02-26 766 358 580 2341 
2021-02-27 741 -25 2180 0 
2021-02-28 1225 484 955 0 
2021-03-01 743 -482 212 2733 
2021-03-02 486 -257 2459 0 
2021-03-03 981 495 1478 0 
2021-03-04 0 -981 1478 0 
2021-03-05 743 743 735 0 
2021-03-06 908 165 280 2646 
2021-03-07 796 -112 2130 0 
2021-03-08 1186 390 944 0 
2021-03-09 823 -363 121 2831 
2021-03-10 759 -64 2193 0 
2021-03-11 439 -320 1754 0 
2021-03-12 1196 757 558 2402 
2021-03-13 796 -400 2164 0 
2021-03-14 0 -796 2164 0 
2021-03-15 428 428 1736 0 
2021-03-16 1262 834 474 2471 
2021-03-17 1275 13 1670 0 
2021-03-18 878 -397 792 0 
2021-03-19 815 -63 378 2594 
2021-03-20 781 -34 2191 0 
2021-03-21 1227 446 964 0 
2021-03-22 0 -1227 964 0 
2021-03-23 802 802 162 2806 
2021-03-24 1258 456 1710 0 
2021-03-25 726 -532 984 0 
2021-03-26 688 -38 296 2687 
2021-03-27 412 -276 2571 0 
2021-03-28 715 303 1856 0 
2021-03-29 415 -300 1441 0 
2021-03-30 396 -19 1045 0 
2021-03-31 339 -57 706 2238 
2021-04-01 422 83 2522 0 
2021-04-02 855 433 1667 0 
2021-04-03 450 -405 1217 0 
2021-04-04 791 341 426 2508 
2021-04-05 419 -372 2515 0 
2021-04-06 1117 698 1398 0 
2021-04-07 412 -705 986 0 
2021-04-08 1232 820 125 2817 
2021-04-09 838 -394 2104 0 
2021-04-10 392 -446 1712 0 
2021-04-11 438 46 1274 0 
2021-04-12 736 298 538 2392 
2021-04-13 0 -736 2930 0 
2021-04-14 1161 1161 1769 0 
2021-04-15 802 -359 967 0 
2021-04-16 852 50 115 2814 
2021-04-17 1309 457 115 2829 
2021-04-18 894 -415 115 2832 
2021-04-19 387 -507 115 2825 
2021-04-20 782 395 115 2827 
2021-04-21 413 -369 115 2819 
2021-04-22 1228 815 115 2831 
2021-04-23 1134 -94 1812 0 
2021-04-24 752 -382 1060 0 
2021-04-25 0 -752 1060 0 
2021-04-26 432 432 628 2306 
2021-04-27 370 -62 2564 0 
2021-04-28 846 476 1718 0 
2021-04-29 839 -7 879 0 
2021-04-30 1261 422 47 2896 
2021-05-01 870 -391 2073 0 
2021-05-02 867 -3 1206 0 
2021-05-03 0 -867 1206 0 
2021-05-04 686 686 520 2414 
2021-05-05 812 126 2122 0 
2021-05-06 772 -40 1350 0 
2021-05-07 797 25 553 2386 
2021-05-08 1334 537 1605 0 
2021-05-09 363 -971 1242 0 
2021-05-10 419 56 823 0 
2021-05-11 819 400 4 2936 
2021-05-12 885 66 2055 0 
2021-05-13 1187 302 868 0 
2021-05-14 382 -805 486 2459 
2021-05-15 432 50 2513 0 
2021-05-16 760 328 1753 0 
2021-05-17 853 93 900 0 
2021-05-18 1233 380 105 2848 
2021-05-19 713 -520 2240 0 
2021-05-20 401 -312 1839 0 
2021-05-21 737 336 1102 0 
2021-05-22 797 60 305 2644 
2021-05-23 866 69 2083 0 
2021-05-24 1188 322 895 0 
2021-05-25 1208 20 26 2942 
2021-05-26 736 -472 2232 0 
2021-05-27 778 42 1454 0 
2021-05-28 1138 360 316 2660 
2021-05-29 386 -752 2590 0 
2021-05-30 1212 826 1378 0 
2021-05-31 762 -450 616 2362 
2021-06-01 772 10 2206 0 
2021-06-02 842 70 1364 0 
2021-06-03 381 -461 983 0 
2021-06-04 347 -34 636 2333 
2021-06-05 757 410 2212 0 
2021-06-06 845 88 1367 0 
2021-06-07 877 32 490 2483 
2021-06-08 414 -463 2559 0 
2021-06-09 0 -414 2559 0 
2021-06-10 793 793 1766 0 
2021-06-11 816 23 950 0 
2021-06-12 1235 419 156 2811 
2021-06-13 873 -362 2094 0 
2021-06-14 1214 341 880 0 
2021-06-15 367 -847 513 2459 
2021-06-16 738 371 2234 0 
2021-06-17 786 48 1448 0 
2021-06-18 768 -18 680 2293 
2021-06-19 402 -366 2571 0 
2021-06-20 840 438 1731 0 
2021-06-21 828 -12 903 0 
2021-06-22 793 -35 110 2862 
2021-06-23 658 -135 2314 0 
2021-06-24 1307 649 1007 0 
2021-06-25 835 -472 172 2809 
2021-06-26 852 17 172 2811 
2021-06-27 1216 364 172 2818 
2021-06-28 800 -416 172 2818 
2021-06-29 762 -38 2228 0 
2021-06-30 1085 323 1143 0 
2021-07-01 366 -719 777 0 
2021-07-02 757 391 20 2971 
2021-07-03 1262 505 1729 0 
2021-07-04 827 -435 902 0 
2021-07-05 1161 334 139 2866 
2021-07-06 1167 6 1838 0 
2021-07-07 424 -743 1414 0 
2021-07-08 758 334 656 2350 
2021-07-09 466 -292 2540 0 
2021-07-10 770 304 1770 0 
2021-07-11 795 25 975 0 
2021-07-12 1182 387 179 2831 
2021-07-13 729 -453 2281 0 
2021-07-14 362 -367 1919 0 
2021-07-15 358 -4 1561 0 
2021-07-16 721 363 840 0 
2021-07-17 1359 638 400 2607 
2021-07-18 816 -543 2191 0 
2021-07-19 383 -433 1808 0 
2021-07-20 310 -73 1498 0 
