date demand demandChange inventoryPosition leadTime orderQuantity
2021-01-01 0 0 10000 96 0 
2021-01-02 0 0 10000 96 0 
2021-01-03 0 0 10000 72 0 
2021-01-04 0 0 10000 48 0 
2021-01-05 0 0 10000 48 0 
2021-01-06 0 0 10000 120 0 
2021-01-07 0 0 10000 72 0 
2021-01-08 0 0 10000 48 0 
2021-01-09 0 0 10000 48 0 
2021-01-10 0 0 10000 48 0 
2021-01-11 2846 2846 7154 120 0 
2021-01-12 0 -2846 7154 168 0 
2021-01-13 3038 3038 4116 48 0 
2021-01-14 0 -3038 4116 0 0 
2021-01-15 4915 4915 1964 24 3809 
2021-01-16 2817 -2098 2956 72 3639 
2021-01-17 0 -2817 6595 24 0 
2021-01-18 0 0 6595 48 0 
2021-01-19 4674 4674 1921 72 5160 
2021-01-20 2606 -2068 1921 72 5624 
2021-01-21 2872 266 1921 96 6202 
2021-01-22 5373 2501 1921 72 7340 
2021-01-23 5481 108 1921 72 8378 
2021-01-24 8110 2629 1921 144 10567 
2021-01-25 8459 349 1921 48 12098 
2021-01-26 8438 -21 1921 144 14180 
2021-01-27 8525 87 1921 72 15517 
2021-01-28 8477 -48 1921 96 16856 
2021-01-29 8426 -51 1921 48 17904 
2021-01-30 8530 104 1921 48 18873 
2021-01-31 8516 -14 1921 48 19748 
2021-02-01 8434 -82 21669 24 0 
2021-02-02 8537 103 13132 72 10165 
2021-02-03 0 -8537 13132 24 9398 
2021-02-04 0 0 13132 24 8671 
2021-02-05 7549 7549 14254 0 8224 
2021-02-06 0 -7549 22478 48 0 
2021-02-07 0 0 22478 0 0 
2021-02-08 2279 2279 20199 48 0 
2021-02-09 5751 3472 14448 96 6860 
2021-02-10 0 -5751 21308 24 0 
2021-02-11 2543 2543 18765 168 0 
2021-02-12 2521 -22 16244 48 5059 
2021-02-13 2190 -331 19113 72 0 
2021-02-14 2971 781 16142 48 4762 
2021-02-15 0 -2971 20904 96 0 
2021-02-16 2704 2704 18200 48 0 
2021-02-17 0 -2704 18200 192 0 
2021-02-18 5690 5690 12510 72 8793 
2021-02-19 0 -5690 21303 72 0 
2021-02-20 2393 2393 18910 48 0 
2021-02-21 0 -2393 18910 72 0 
2021-02-22 4801 4801 14109 96 6307 
2021-02-23 0 -4801 20416 24 0 
2021-02-24 2679 2679 17737 24 0 
2021-02-25 2768 89 14969 24 4766 
2021-02-26 2694 -74 17041 48 0 
2021-02-27 0 -2694 17041 48 0 
2021-02-28 4879 4879 12162 72 7182 
2021-03-01 0 -4879 19344 72 0 
2021-03-02 2644 2644 16700 240 3691 
2021-03-03 5210 2566 15181 48 5353 
2021-03-04 0 -5210 20534 48 0 
2021-03-05 0 0 20534 72 0 
2021-03-06 2807 2807 17727 72 0 
2021-03-07 4874 2067 12853 96 7076 
2021-03-08 0 -4874 19929 48 0 
2021-03-09 2472 2472 17457 120 0 
2021-03-10 5302 2830 12155 24 7647 
2021-03-11 2529 -2773 17273 72 0 
2021-03-12 0 -2529 17273 72 0 
2021-03-13 5064 5064 12209 144 7639 
2021-03-14 2348 -2716 17500 144 0 
2021-03-15 0 -2348 17500 144 0 
2021-03-16 2455 2455 15045 48 4841 
2021-03-17 0 -2455 19886 48 0 
2021-03-18 5303 5303 14583 48 5126 
2021-03-19 2851 -2452 16858 48 0 
2021-03-20 0 -2851 16858 120 0 
2021-03-21 4890 4890 11968 96 7702 
2021-03-22 0 -4890 19670 96 0 
2021-03-23 2919 2919 16751 48 0 
2021-03-24 0 -2919 16751 144 0 
2021-03-25 7530 7530 9221 72 10464 
2021-03-26 0 -7530 19685 96 0 
2021-03-27 0 0 19685 72 0 
2021-03-28 8083 8083 11602 96 8010 
2021-03-29 0 -8083 19612 168 0 
2021-03-30 0 0 19612 72 0 
2021-03-31 3100 3100 16512 48 0 
2021-04-01 4682 1582 11830 120 7795 
2021-04-02 2345 -2337 17280 24 0 
2021-04-03 2516 171 14764 72 4723 
2021-04-04 2359 -157 17128 72 0 
2021-04-05 0 -2359 17128 48 0 
2021-04-06 2937 2937 14191 144 5146 
2021-04-07 2530 -407 16807 48 0 
2021-04-08 0 -2530 16807 96 0 
2021-04-09 0 0 16807 48 0 
2021-04-10 2805 2805 14002 48 4805 
2021-04-11 2687 -118 16120 48 0 
2021-04-12 2797 110 13323 72 5403 
2021-04-13 0 -2797 18726 48 0 
2021-04-14 4797 4797 13929 96 4713 
2021-04-15 0 -4797 18642 120 0 
2021-04-16 2366 2366 16276 24 0 
2021-04-17 2918 552 13358 72 5106 
2021-04-18 3025 107 15439 72 3013 
2021-04-19 0 -3025 18452 120 0 
2021-04-20 2867 2867 15585 144 0 
2021-04-21 2802 -65 12783 72 5690 
2021-04-22 2877 75 15596 48 0 
2021-04-23 2941 64 12655 24 5772 
2021-04-24 2413 -528 16014 144 0 
2021-04-25 2448 35 13566 96 4963 
2021-04-26 2750 302 15779 72 0 
2021-04-27 0 -2750 15779 48 0 
2021-04-28 2416 2416 13363 72 4908 
2021-04-29 0 -2416 18271 48 0 
2021-04-30 5134 5134 13137 72 5056 
2021-05-01 2444 -2690 15749 48 0 
2021-05-02 2398 -46 13351 24 4752 
2021-05-03 0 -2398 18103 144 0 
2021-05-04 2804 2804 15299 48 0 
2021-05-05 2882 78 12417 96 5656 
2021-05-06 2663 -219 15410 48 0 
2021-05-07 2982 319 12428 96 5630 
2021-05-08 2446 -536 15612 96 0 
2021-05-09 0 -2446 15612 48 0 
2021-05-10 3016 3016 12596 72 5282 
2021-05-11 3007 -9 14871 120 3074 
2021-05-12 2603 -404 15342 72 0 
2021-05-13 2461 -142 12881 48 4996 
2021-05-14 2803 342 15074 24 0 
2021-05-15 2358 -445 12716 48 5100 
2021-05-16 0 -2358 17816 48 0 
2021-05-17 2482 2482 15334 48 0 
2021-05-18 2781 299 12553 72 5055 
2021-05-19 2380 -401 15228 96 0 
2021-05-20 0 -2380 15228 72 0 
2021-05-21 2505 2505 12723 48 4703 
2021-05-22 5883 3378 11543 72 6008 
2021-05-23 0 -5883 17551 24 0 
2021-05-24 0 0 17551 24 0 
2021-05-25 2374 2374 15177 144 0 
2021-05-26 2655 281 12522 120 4903 
2021-05-27 2686 31 14739 24 0 
2021-05-28 0 -2686 14739 72 0 
2021-05-29 2771 2771 11968 48 5289 
2021-05-30 5444 2673 11813 48 5537 
2021-05-31 0 -5444 17350 72 0 
2021-06-01 2839 2839 14511 24 0 
2021-06-02 4736 1897 9775 168 7702 
2021-06-03 0 -4736 9775 48 7566 
2021-06-04 0 0 17341 72 0 
2021-06-05 7537 7537 9804 96 7620 
2021-06-06 0 -7537 9804 72 7496 
2021-06-07 0 0 17300 0 0 
2021-06-08 8051 8051 9249 72 8151 
2021-06-09 0 -8051 17400 96 0 
2021-06-10 0 0 17400 48 0 
2021-06-11 2916 2916 14484 96 0 
2021-06-12 5673 2757 8811 48 8475 
2021-06-13 0 -5673 17286 120 0 
2021-06-14 2500 2500 14786 72 0 
2021-06-15 2844 344 11942 24 5259 
2021-06-16 2671 -173 14530 24 0 
2021-06-17 0 -2671 14530 48 0 
2021-06-18 5484 5484 9046 144 8220 
2021-06-19 2339 -3145 14927 24 0 
2021-06-20 0 -2339 14927 72 0 
2021-06-21 2998 2998 11929 120 5254 
2021-06-22 2370 -628 14813 72 0 
2021-06-23 2662 292 14813 192 0 
2021-06-24 5566 2904 9247 24 8235 
2021-06-25 2929 -2637 14553 48 2917 
2021-06-26 0 -2929 17470 48 0 
2021-06-27 2367 2367 15103 96 0 
2021-06-28 4728 2361 10375 72 7033 
2021-06-29 0 -4728 10375 72 6925 
2021-06-30 0 0 17300 24 0 
2021-07-01 3033 3033 14267 96 2945 
2021-07-02 2887 -146 14325 96 2904 
2021-07-03 2309 -578 14920 48 0 
2021-07-04 2587 278 12333 72 4849 
2021-07-05 2825 238 14357 120 2870 
2021-07-06 0 -2825 17227 72 0 
2021-07-07 2893 2893 14334 96 0 
2021-07-08 4664 1771 9670 96 7544 
2021-07-09 0 -4664 17214 24 0 
2021-07-10 2841 2841 14373 72 0 
2021-07-11 5167 2326 9206 72 7972 
2021-07-12 0 -5167 17178 48 0 
2021-07-13 0 0 17178 144 0 
2021-07-14 2833 2833 14345 72 0 
2021-07-15 5108 2275 9237 0 7911 
2021-07-16 0 -5108 17148 48 0 
2021-07-17 2341 2341 14807 96 0 
2021-07-18 2408 67 12399 24 4624 
2021-07-19 2378 -30 14645 72 0 
2021-07-20 0 -2378 14645 24 0 
2021-07-21 0 0 14645 24 0 
2021-07-22 2308 2308 12337 96 4475 
2021-07-23 5355 3047 11457 96 5447 
2021-07-24 2375 -2980 14529 48 0 
2021-07-25 0 -2375 14529 48 0 
2021-07-26 2438 2438 12091 48 4669 
2021-07-27 2775 337 13985 72 0 
2021-07-28 0 -2775 13985 96 0 
2021-07-29 5145 5145 8840 48 7902 
2021-07-30 0 -5145 16742 24 0 
2021-07-31 2422 2422 14320 96 0 
2021-08-01 5605 3183 8715 144 8104 
2021-08-02 0 -5605 16819 72 0 
2021-08-03 2813 2813 14006 48 0 
2021-08-04 0 -2813 14006 120 0 
2021-08-05 4874 4874 9132 48 7600 
2021-08-06 2875 -1999 16732 96 0 
2021-08-07 5263 2388 11469 72 5342 
2021-08-08 2713 -2550 14098 48 0 
2021-08-09 0 -2713 14098 144 0 
2021-08-10 5172 5172 8926 72 7934 
2021-08-11 2793 -2379 14067 48 0 
2021-08-12 0 -2793 14067 48 0 
2021-08-13 2867 2867 11200 72 5557 
2021-08-14 2989 122 13768 48 2984 
2021-08-15 2875 -114 13877 48 2866 
2021-08-16 0 -2875 16743 72 0 
2021-08-17 2778 2778 13965 96 0 
2021-08-18 5549 2771 8416 48 8322 
2021-08-19 0 -5549 16738 48 0 
2021-08-20 0 0 16738 120 0 
2021-08-21 8035 8035 8703 48 8043 
2021-08-22 0 -8035 16746 48 0 
2021-08-23 0 0 16746 192 0 
2021-08-24 2837 2837 13909 168 2975 
2021-08-25 5413 2576 8496 48 8448 
2021-08-26 0 -5413 16944 48 0 
2021-08-27 0 0 16944 48 0 
2021-08-28 5363 5363 11581 96 5274 
2021-08-29 2765 -2598 14090 24 0 
2021-08-30 0 -2765 14090 48 0 
2021-08-31 2741 2741 11349 48 5406 
2021-09-01 2848 107 13907 96 2861 
2021-09-02 2410 -438 14358 72 0 
2021-09-03 0 -2410 14358 96 0 
2021-09-04 5154 5154 9204 24 7545 
2021-09-05 0 -5154 16749 72 0 
2021-09-06 2424 2424 14325 144 0 
2021-09-07 2448 24 11877 96 4858 
2021-09-08 2728 280 14007 24 0 
2021-09-09 2469 -259 11538 72 5179 
2021-09-10 0 -2469 16717 120 0 
2021-09-11 2430 2430 14287 72 0 
2021-09-12 5556 3126 8731 24 8002 
2021-09-13 2429 -3127 14304 48 0 
2021-09-14 0 -2429 14304 24 0 
2021-09-15 5359 5359 8945 48 7752 
2021-09-16 2747 -2612 13950 120 0 
2021-09-17 0 -2747 13950 24 0 
2021-09-18 2318 2318 11632 72 5011 
2021-09-19 5420 3102 11223 72 5479 
2021-09-20 0 -5420 16702 96 0 
2021-09-21 0 0 16702 24 0 
2021-09-22 7824 7824 8878 24 7812 
2021-09-23 0 -7824 16690 24 0 
2021-09-24 0 0 16690 144 0 
2021-09-25 2885 2885 13805 24 0 
2021-09-26 2888 3 10917 240 5978 
2021-09-27 3070 182 13825 24 3072 
2021-09-28 2417 -653 14480 24 0 
2021-09-29 2797 380 11683 72 5197 
2021-09-30 0 -2797 16880 72 0 
2021-10-01 5153 5153 11727 96 5149 
2021-10-02 0 -5153 16876 96 0 
2021-10-03 2354 2354 14522 24 0 
2021-10-04 2461 107 12061 48 4729 
2021-10-05 0 -2461 16790 72 0 
2021-10-06 2888 2888 13902 144 2885 
2021-10-07 4933 2045 11854 96 4990 
2021-10-08 0 -4933 16844 120 0 
2021-10-09 0 0 16844 48 0 
2021-10-10 5897 5897 10947 72 5860 
2021-10-11 0 -5897 16807 24 0 
2021-10-12 2466 2466 14341 240 0 
2021-10-13 2758 292 11583 72 5399 
2021-10-14 0 -2758 16982 48 0 
2021-10-15 0 0 16982 48 0 
2021-10-16 7607 7607 9375 72 7571 
2021-10-17 0 -7607 16946 120 0 
2021-10-18 0 0 16946 24 0 
2021-10-19 2428 2428 14518 24 0 
2021-10-20 5059 2631 9459 48 7417 
2021-10-21 0 -5059 16876 72 0 
2021-10-22 2521 2521 14355 72 0 
2021-10-23 0 -2521 14355 0 0 
2021-10-24 2436 2436 11919 48 4816 
2021-10-25 2656 220 14079 72 0 
2021-10-26 2718 62 11361 24 5363 
2021-10-27 2408 -310 14316 96 0 
2021-10-28 0 -2408 14316 48 0 
2021-10-29 5625 5625 8691 96 8037 
2021-10-30 2962 -2663 13766 48 2959 
2021-10-31 0 -2962 16725 48 0 
2021-11-01 2319 2319 14406 24 0 
2021-11-02 5649 3330 8757 24 7945 
2021-11-03 0 -5649 16702 24 0 
2021-11-04 0 0 16702 72 0 
2021-11-05 2459 2459 14243 48 0 
2021-11-06 0 -2459 14243 144 0 
2021-11-07 4785 4785 9458 72 7145 
2021-11-08 0 -4785 16603 72 0 
2021-11-09 0 0 16603 144 0 
2021-11-10 8511 8511 8092 24 8562 
2021-11-11 0 -8511 16654 48 0 
2021-11-12 0 0 16654 168 0 
2021-11-13 2396 2396 14258 48 0 
2021-11-14 5129 2733 9129 120 7553 
2021-11-15 0 -5129 16682 48 0 
2021-11-16 0 0 16682 96 0 
2021-11-17 7870 7870 8812 48 7855 
2021-11-18 0 -7870 16667 48 0 
2021-11-19 0 0 16667 48 0 
2021-11-20 4977 4977 11690 120 4924 
2021-11-21 2803 -2174 13811 24 0 
2021-11-22 0 -2803 13811 48 0 
2021-11-23 0 0 13811 120 0 
2021-11-24 5318 5318 8493 48 8074 
2021-11-25 0 -5318 16567 96 0 
2021-11-26 2789 2789 13778 72 0 
2021-11-27 0 -2789 13778 96 0 
2021-11-28 5617 5617 8161 72 8367 
2021-11-29 2886 -2731 13642 72 2886 
2021-11-30 0 -2886 13642 144 2882 
2021-12-01 4756 4756 11768 0 4801 
2021-12-02 0 -4756 16569 72 0 
2021-12-03 5173 5173 11396 144 5213 
2021-12-04 0 -5173 16609 72 0 
2021-12-05 0 0 16609 48 0 
2021-12-06 5289 5289 11320 264 5486 
2021-12-07 2745 -2544 14061 48 0 
2021-12-08 0 -2745 14061 48 0 
2021-12-09 2418 2418 11643 48 5085 
2021-12-10 5593 3175 11135 48 5640 
2021-12-11 0 -5593 16775 48 0 
2021-12-12 0 0 16775 72 0 
2021-12-13 5936 5936 10839 144 5930 
2021-12-14 0 -5936 16769 48 0 
2021-12-15 2673 2673 14096 96 0 
2021-12-16 2607 -66 11489 120 5249 
2021-12-17 2939 332 13799 72 2940 
2021-12-18 0 -2939 16739 48 0 
2021-12-19 5365 5365 11374 24 5353 
2021-12-20 0 -5365 16727 24 0 
2021-12-21 2869 2869 13858 24 2814 
2021-12-22 4811 1942 11861 24 4844 
2021-12-23 0 -4811 16705 72 0 
2021-12-24 0 0 16705 72 0 
2021-12-25 0 0 16705 72 0 
2021-12-26 5068 5068 11637 72 4952 
