date demand demandChange inventoryPosition orderQuantity
2021-01-01 388 0 9612 0 
2021-01-02 750 362 8862 0 
2021-01-03 392 -358 8470 0 
2021-01-04 866 474 7604 0 
2021-01-05 808 -58 6796 0 
2021-01-06 827 19 5969 0 
2021-01-07 874 47 5095 0 
2021-01-08 1153 279 3942 0 
2021-01-09 844 -309 3098 0 
2021-01-10 344 -500 2754 0 
2021-01-11 1218 874 1536 0 
2021-01-12 757 -461 779 0 
2021-01-13 752 -5 27 3038 
2021-01-14 782 30 2283 0 
2021-01-15 1244 462 1039 0 
2021-01-16 722 -522 317 2817 
2021-01-17 1098 376 2036 0 
2021-01-18 378 -720 1658 0 
2021-01-19 932 554 726 2411 
2021-01-20 397 -535 2740 0 
2021-01-21 356 -41 2384 0 
2021-01-22 834 478 1550 0 
2021-01-23 0 -834 1550 0 
2021-01-24 1152 1152 398 2610 
2021-01-25 840 -312 34 2984 
2021-01-26 770 -70 34 2986 
2021-01-27 831 61 34 2994 
2021-01-28 416 -415 34 2963 
2021-01-29 837 421 34 2971 
2021-01-30 868 31 34 2982 
2021-01-31 433 -435 34 2956 
2021-02-01 407 -26 34 2930 
2021-02-02 995 588 34 2951 
2021-02-03 820 -175 2165 0 
2021-02-04 1227 407 938 0 
2021-02-05 397 -830 541 2460 
2021-02-06 407 10 2594 0 
2021-02-07 748 341 1846 0 
2021-02-08 805 57 1041 0 
2021-02-09 787 -18 254 2734 
2021-02-10 1172 385 1816 0 
2021-02-11 1311 139 505 2543 
2021-02-12 830 -481 2218 0 
2021-02-13 1263 433 955 0 
2021-02-14 842 -421 113 2971 
2021-02-15 349 -493 2735 0 
2021-02-16 1117 768 1618 0 
2021-02-17 812 -305 806 0 
2021-02-18 376 -436 430 2631 
2021-02-19 756 380 2305 0 
2021-02-20 456 -300 1849 0 
2021-02-21 838 382 1011 0 
2021-02-22 406 -432 605 2428 
2021-02-23 770 364 2263 0 
2021-02-24 1175 405 1088 0 
2021-02-25 801 -374 287 2768 
2021-02-26 1212 411 1843 0 
2021-02-27 452 -760 1391 0 
2021-02-28 778 326 613 2448 
2021-03-01 855 77 2206 0 
2021-03-02 799 -56 1407 0 
2021-03-03 835 36 572 2496 
2021-03-04 735 -100 2333 0 
2021-03-05 389 -346 1944 0 
2021-03-06 898 509 1046 0 
2021-03-07 409 -489 637 2407 
2021-03-08 1243 834 1801 0 
2021-03-09 1195 -48 606 2472 
2021-03-10 1263 68 1815 0 
2021-03-11 1232 -31 583 2529 
2021-03-12 375 -857 2737 0 
2021-03-13 829 454 1908 0 
2021-03-14 1145 316 763 2348 
2021-03-15 393 -752 2718 0 
2021-03-16 414 21 2304 0 
2021-03-17 762 348 1542 0 
2021-03-18 885 123 657 2432 
2021-03-19 795 -90 2294 0 
2021-03-20 835 40 1459 0 
2021-03-21 841 6 618 2475 
2021-03-22 685 -156 2408 0 
2021-03-23 352 -333 2056 0 
2021-03-24 430 78 1626 0 
2021-03-25 1183 753 443 2637 
2021-03-26 1236 53 1844 0 
2021-03-27 798 -438 1046 0 
2021-03-28 799 1 247 2848 
2021-03-29 772 -27 2323 0 
2021-03-30 1137 365 1186 0 
2021-03-31 1171 34 15 3100 
2021-04-01 1155 -16 1960 0 
2021-04-02 1170 15 790 2345 
2021-04-03 425 -745 2710 0 
2021-04-04 853 428 1857 0 
2021-04-05 809 -44 1048 0 
2021-04-06 856 47 192 2937 
2021-04-07 416 -440 2713 0 
2021-04-08 1188 772 1525 0 
2021-04-09 365 -823 1160 0 
2021-04-10 1306 941 327 2805 
2021-04-11 0 -1306 3132 0 
2021-04-12 388 388 2744 0 
2021-04-13 1213 825 1531 0 
2021-04-14 845 -368 686 2429 
2021-04-15 775 -70 2340 0 
2021-04-16 748 -27 1592 0 
2021-04-17 717 -31 875 0 
2021-04-18 789 72 86 3025 
2021-04-19 762 -27 2349 0 
2021-04-20 478 -284 1871 0 
2021-04-21 776 298 1095 0 
2021-04-22 1207 431 236 2877 
2021-04-23 383 -824 2730 0 
2021-04-24 1199 816 1531 0 
2021-04-25 704 -495 827 0 
2021-04-26 472 -232 355 2750 
2021-04-27 792 320 2313 0 
2021-04-28 403 -389 1910 0 
2021-04-29 1122 719 788 0 
2021-04-30 404 -718 384 2712 
2021-05-01 747 343 2349 0 
2021-05-02 374 -373 1975 0 
2021-05-03 382 8 1593 0 
2021-05-04 413 31 1180 0 
2021-05-05 308 -105 872 0 
2021-05-06 477 169 395 2663 
2021-05-07 374 -103 2684 0 
2021-05-08 0 -374 2684 0 
2021-05-09 442 442 2242 0 
2021-05-10 1397 955 845 0 
2021-05-11 810 -587 35 3007 
2021-05-12 1215 405 1827 0 
2021-05-13 831 -384 996 0 
2021-05-14 748 -83 248 2803 
2021-05-15 376 -372 2675 0 
2021-05-16 1189 813 1486 0 
2021-05-17 347 -842 1139 0 
2021-05-18 873 526 266 2781 
2021-05-19 374 -499 2673 0 
2021-05-20 886 512 1787 0 
2021-05-21 1241 355 546 2505 
2021-05-22 385 -856 2666 0 
2021-05-23 355 -30 2311 0 
2021-05-24 807 452 1504 0 
2021-05-25 336 -471 1168 0 
2021-05-26 1171 835 383 2655 
2021-05-27 751 -420 2287 0 
2021-05-28 1252 501 1035 0 
2021-05-29 0 -1252 1035 0 
2021-05-30 1261 1261 183 2859 
2021-05-31 386 -875 2656 0 
2021-06-01 871 485 1785 0 
2021-06-02 1127 256 658 2385 
2021-06-03 1175 48 1868 0 
2021-06-04 839 -336 1029 0 
2021-06-05 362 -477 667 2378 
2021-06-06 809 447 2236 0 
2021-06-07 794 -15 1442 0 
2021-06-08 1240 446 202 2852 
2021-06-09 789 -451 2265 0 
2021-06-10 797 8 1468 0 
2021-06-11 0 -797 1468 0 
2021-06-12 1307 1307 161 2890 
2021-06-13 598 -709 2453 0 
2021-06-14 834 236 1619 0 
2021-06-15 400 -434 1219 0 
2021-06-16 844 444 375 2671 
2021-06-17 809 -35 2237 0 
2021-06-18 378 -431 1859 0 
2021-06-19 1151 773 708 2339 
2021-06-20 413 -738 2634 0 
2021-06-21 808 395 1826 0 
2021-06-22 670 -138 1156 0 
2021-06-23 777 107 379 2662 
2021-06-24 0 -777 379 2652 
2021-06-25 814 814 2217 0 
2021-06-26 731 -83 1486 0 
2021-06-27 820 89 666 2367 
2021-06-28 430 -390 2603 0 
2021-06-29 806 376 1797 0 
2021-06-30 864 58 933 0 
2021-07-01 0 -864 933 0 
2021-07-02 800 800 133 2887 
2021-07-03 1225 425 1795 0 
2021-07-04 808 -417 987 0 
2021-07-05 1129 321 208 2825 
2021-07-06 754 -375 2279 0 
2021-07-07 733 -21 1546 0 
2021-07-08 793 60 753 2280 
2021-07-09 775 -18 2258 0 
2021-07-10 842 67 1416 0 
2021-07-11 780 -62 636 2399 
2021-07-12 753 -27 2282 0 
2021-07-13 375 -378 1907 0 
2021-07-14 377 2 1530 0 
2021-07-15 1139 762 391 2639 
2021-07-16 867 -272 2163 0 
2021-07-17 726 -141 1437 0 
2021-07-18 814 88 623 2408 
2021-07-19 498 -316 2533 0 
2021-07-20 463 -35 2070 0 
2021-07-21 477 14 1593 0 
2021-07-22 802 325 791 0 
2021-07-23 833 31 429 2594 
2021-07-24 760 -73 2263 0 
2021-07-25 454 -306 1809 0 
2021-07-26 1222 768 587 2438 
2021-07-27 804 -418 2221 0 
