date demand demandChange inventoryPosition orderQuantity
2021-01-01 0 0 10000 0 
2021-01-02 1221 1221 8779 0 
2021-01-03 1200 -21 7579 0 
2021-01-04 757 -443 6822 0 
2021-01-05 0 -757 6822 0 
2021-01-06 1182 1182 5640 0 
2021-01-07 1166 -16 4474 0 
2021-01-08 1209 43 3265 0 
2021-01-09 1224 15 2041 0 
2021-01-10 392 -832 1649 0 
2021-01-11 480 88 1169 0 
2021-01-12 1190 710 369 2864 
2021-01-13 389 -801 2844 0 
2021-01-14 802 413 2042 0 
2021-01-15 779 -23 1263 0 
2021-01-16 359 -420 904 0 
2021-01-17 398 39 506 2515 
2021-01-18 1122 724 1899 0 
2021-01-19 732 -390 1167 0 
2021-01-20 1220 488 322 2803 
2021-01-21 799 -421 2326 0 
2021-01-22 710 -89 1616 0 
2021-01-23 436 -274 1180 0 
2021-01-24 789 353 391 2689 
2021-01-25 0 -789 3080 0 
2021-01-26 895 895 2185 0 
2021-01-27 1178 283 1007 0 
2021-01-28 845 -333 162 2902 
2021-01-29 853 8 2211 0 
2021-01-30 411 -442 1800 0 
2021-01-31 418 7 1382 0 
2021-02-01 1281 863 101 2955 
2021-02-02 871 -410 101 2963 
2021-02-03 760 -111 2304 0 
2021-02-04 389 -371 1915 0 
2021-02-05 1201 812 714 2354 
2021-02-06 687 -514 27 3035 
2021-02-07 397 -290 27 3011 
2021-02-08 424 27 2614 0 
2021-02-09 771 347 1843 0 
2021-02-10 366 -405 1477 0 
2021-02-11 908 542 569 2436 
2021-02-12 1214 306 1791 0 
2021-02-13 1180 -34 611 2445 
2021-02-14 0 -1180 3056 0 
2021-02-15 1163 1163 1893 0 
2021-02-16 1326 163 567 2499 
2021-02-17 463 -863 2603 0 
2021-02-18 786 323 1817 0 
2021-02-19 1178 392 639 2434 
2021-02-20 722 -456 286 2785 
2021-02-21 784 62 2287 0 
2021-02-22 780 -4 1507 0 
2021-02-23 1070 290 437 2649 
2021-02-24 837 -233 2249 0 
2021-02-25 404 -433 1845 0 
2021-02-26 1194 790 651 2439 
2021-02-27 1174 -20 1916 0 
2021-02-28 769 -405 1147 0 
2021-03-01 1127 358 20 3101 
2021-03-02 911 -216 2210 0 
2021-03-03 767 -144 1443 0 
2021-03-04 810 43 633 2492 
2021-03-05 432 -378 2693 0 
2021-03-06 374 -58 2319 0 
2021-03-07 750 376 1569 0 
2021-03-08 823 73 746 2350 
2021-03-09 1184 361 1912 0 
2021-03-10 840 -344 1072 0 
2021-03-11 758 -82 314 2798 
2021-03-12 426 -332 2686 0 
2021-03-13 810 384 1876 0 
2021-03-14 734 -76 1142 0 
2021-03-15 824 90 318 2782 
2021-03-16 0 -824 3100 0 
2021-03-17 810 810 2290 0 
2021-03-18 837 27 1453 0 
2021-03-19 364 -473 1089 0 
2021-03-20 386 22 703 2350 
2021-03-21 853 467 2200 0 
2021-03-22 1220 367 980 0 
2021-03-23 806 -414 174 2897 
2021-03-24 814 8 2257 0 
2021-03-25 1169 355 1088 0 
2021-03-26 750 -419 338 2745 
2021-03-27 833 83 2250 0 
2021-03-28 0 -833 2250 0 
2021-03-29 1204 1204 1046 0 
2021-03-30 772 -432 274 2801 
2021-03-31 1166 394 1909 0 
2021-04-01 0 -1166 1909 0 
2021-04-02 888 888 1021 0 
2021-04-03 802 -86 219 2850 
2021-04-04 813 11 2256 0 
2021-04-05 352 -461 1904 0 
2021-04-06 846 494 1058 0 
2021-04-07 1208 362 280 2793 
2021-04-08 1170 -38 1903 0 
2021-04-09 1161 -9 742 2351 
2021-04-10 1282 121 1811 0 
2021-04-11 431 -851 1380 0 
2021-04-12 0 -431 1380 0 
2021-04-13 1205 1205 175 2913 
2021-04-14 813 -392 175 2913 
2021-04-15 1216 403 175 2924 
2021-04-16 1233 17 1866 0 
2021-04-17 1177 -56 689 2429 
2021-04-18 842 -335 234 2886 
2021-04-19 854 12 234 2887 
2021-04-20 865 11 234 2889 
2021-04-21 692 -173 234 2887 
2021-04-22 864 172 234 2889 
2021-04-23 1171 307 1952 0 
2021-04-24 1275 104 677 2464 
2021-04-25 1154 -121 1987 0 
2021-04-26 778 -376 1209 0 
2021-04-27 356 -422 853 0 
2021-04-28 0 -356 853 0 
2021-04-29 833 833 20 3103 
2021-04-30 793 -40 2330 0 
2021-05-01 796 3 1534 0 
2021-05-02 443 -353 1091 0 
2021-05-03 774 331 317 2799 
2021-05-04 0 -774 3116 0 
2021-05-05 856 856 2260 0 
2021-05-06 745 -111 1515 0 
2021-05-07 828 83 687 2415 
2021-05-08 0 -828 3102 0 
2021-05-09 448 448 2654 0 
2021-05-10 409 -39 2245 0 
2021-05-11 1071 662 1174 0 
2021-05-12 877 -194 297 2784 
2021-05-13 384 -493 2697 0 
2021-05-14 455 71 2242 0 
2021-05-15 1163 708 1079 0 
2021-05-16 908 -255 171 2907 
2021-05-17 422 -486 2656 0 
2021-05-18 825 403 1831 0 
2021-05-19 795 -30 1036 0 
2021-05-20 400 -395 636 2430 
2021-05-21 368 -32 2698 0 
2021-05-22 390 22 2308 0 
2021-05-23 1215 825 1093 0 
2021-05-24 399 -816 694 2360 
2021-05-25 402 3 2652 0 
2021-05-26 0 -402 2652 0 
2021-05-27 1187 1187 1465 0 
2021-05-28 1181 -6 284 2765 
2021-05-29 372 -809 2677 0 
2021-05-30 399 27 2278 0 
2021-05-31 944 545 1334 0 
2021-06-01 834 -110 500 2541 
2021-06-02 782 -52 2259 0 
2021-06-03 830 48 1429 0 
2021-06-04 1184 354 245 2805 
2021-06-05 416 -768 2634 0 
2021-06-06 846 430 1788 0 
2021-06-07 809 -37 979 0 
2021-06-08 872 63 107 2941 
2021-06-09 826 -46 2222 0 
2021-06-10 457 -369 1765 0 
2021-06-11 0 -457 1765 0 
2021-06-12 1143 1143 622 2416 
2021-06-13 824 -319 2214 0 
2021-06-14 773 -51 1441 0 
2021-06-15 347 -426 1094 0 
2021-06-16 342 -5 752 2276 
2021-06-17 827 485 2201 0 
2021-06-18 1135 308 1066 0 
2021-06-19 812 -323 254 2781 
2021-06-20 862 50 2173 0 
2021-06-21 471 -391 1702 0 
2021-06-22 1232 761 470 2570 
2021-06-23 870 -362 2170 0 
2021-06-24 342 -528 1828 0 
2021-06-25 805 463 1023 0 
2021-06-26 944 139 79 2959 
2021-06-27 385 -559 79 2954 
2021-06-28 767 382 79 2954 
2021-06-29 1312 545 1721 0 
2021-06-30 428 -884 1293 0 
2021-07-01 336 -92 957 0 
2021-07-02 734 398 223 2807 
2021-07-03 1179 445 1851 0 
2021-07-04 1274 95 577 2466 
2021-07-05 721 -553 2322 0 
2021-07-06 1280 559 1042 0 
2021-07-07 416 -864 626 2419 
2021-07-08 750 334 2295 0 
2021-07-09 1129 379 1166 0 
2021-07-10 1234 105 398 2658 
2021-07-11 785 -449 2271 0 
2021-07-12 821 36 1450 0 
2021-07-13 431 -390 1019 0 
2021-07-14 806 375 213 2840 
2021-07-15 843 37 213 2842 
2021-07-16 719 -124 2336 0 
2021-07-17 748 29 1588 0 
2021-07-18 807 59 781 0 
2021-07-19 868 61 344 2712 
2021-07-20 836 -32 2220 0 
2021-07-21 839 3 1381 0 
2021-07-22 780 -59 601 2457 
2021-07-23 766 -14 2292 0 
2021-07-24 833 67 1459 0 
2021-07-25 1264 431 195 2870 
2021-07-26 786 -478 2279 0 
2021-07-27 848 62 1431 0 
2021-07-28 0 -848 1431 0 
2021-07-29 1249 1249 182 2881 
2021-07-30 1200 -49 1863 0 
2021-07-31 752 -448 1111 0 
2021-08-01 793 41 318 2750 
2021-08-02 769 -24 2299 0 
2021-08-03 813 44 1486 0 
2021-08-04 736 -77 750 2318 
2021-08-05 0 -736 3068 0 
2021-08-06 418 418 2650 0 
2021-08-07 383 -35 2267 0 
2021-08-08 715 332 1552 0 
2021-08-09 811 96 741 2310 
2021-08-10 800 -11 2251 0 
2021-08-11 1143 343 1108 0 
2021-08-12 405 -738 703 2348 
2021-08-13 1237 832 1814 0 
2021-08-14 911 -326 903 0 
2021-08-15 1231 320 51 3012 
2021-08-16 823 -408 2240 0 
2021-08-17 1347 524 893 0 
2021-08-18 1351 4 16 3060 
2021-08-19 797 -554 2279 0 
2021-08-20 1131 334 1148 0 
2021-08-21 388 -743 760 2316 
2021-08-22 793 405 2283 0 
2021-08-23 403 -390 1880 0 
2021-08-24 339 -64 1541 0 
2021-08-25 812 473 729 2339 
2021-08-26 864 52 2204 0 
2021-08-27 775 -89 1429 0 
2021-08-28 742 -33 687 2383 
2021-08-29 796 54 2274 0 
2021-08-30 1276 480 998 0 
2021-08-31 452 -824 546 2525 
2021-09-01 454 2 2617 0 
2021-09-02 820 366 1797 0 
2021-09-03 1248 428 549 2525 
2021-09-04 1251 3 1823 0 
2021-09-05 863 -388 960 0 
2021-09-06 845 -18 115 2965 
2021-09-07 905 60 2175 0 
2021-09-08 1056 151 1119 0 
2021-09-09 791 -265 328 2757 
2021-09-10 456 -335 2629 0 
2021-09-11 1261 805 1368 0 
2021-09-12 1207 -54 161 2929 
2021-09-13 735 -472 2355 0 
2021-09-14 776 41 1579 0 
2021-09-15 811 35 768 2322 
2021-09-16 790 -21 2300 0 
2021-09-17 789 -1 1511 0 
2021-09-18 674 -115 837 0 
2021-09-19 776 102 61 3029 
2021-09-20 436 -340 2654 0 
2021-09-21 379 -57 2275 0 
