date demand demandChange inventoryPosition leadTime orderQuantity
2021-02-24 2816 2816 17084 24 5040 
2021-02-25 2515 -301 19609 72 0 
2021-02-26 2965 450 16644 96 5316 
2021-02-27 0 -2965 21960 168 0 
2021-02-28 2633 2633 19327 72 0 
2021-03-01 5148 2515 14179 24 7858 
2021-03-02 0 -5148 22037 0 0 
2021-03-03 0 0 22037 72 0 
2021-03-04 2830 2830 19207 72 0 
2021-03-05 5029 2199 14178 72 7191 
2021-03-06 0 -5029 21369 24 0 
2021-03-07 0 0 21369 72 0 
2021-03-08 7965 7965 13404 24 7707 
2021-03-09 0 -7965 21111 0 0 
2021-03-10 0 0 21111 24 0 
2021-03-11 5066 5066 16045 48 4550 
2021-03-12 2778 -2288 17817 72 0 
2021-03-13 0 -2778 17817 48 0 
2021-03-14 4799 4799 13018 24 7303 
2021-03-15 2702 -2097 17619 144 0 
2021-03-16 0 -2702 17619 96 0 
2021-03-17 5085 5085 12534 96 7882 
2021-03-18 0 -5085 20416 48 0 
2021-03-19 2765 2765 17651 120 0 
2021-03-20 0 -2765 17651 72 0 
2021-03-21 2386 2386 15265 96 4550 
2021-03-22 2826 440 16989 48 0 
2021-03-23 2544 -282 14445 48 5241 
2021-03-24 2374 -170 17312 120 0 
2021-03-25 0 -2374 17312 72 0 
2021-03-26 2403 2403 14909 48 4452 
2021-03-27 2769 366 16592 96 0 
2021-03-28 2843 74 13749 120 5680 
2021-03-29 2797 -46 16632 24 0 
2021-03-30 0 -2797 16632 24 0 
2021-03-31 5112 5112 11520 72 7769 
2021-04-01 2594 -2518 16695 48 0 
2021-04-02 0 -2594 16695 192 0 
2021-04-03 2351 2351 14344 96 5019 
2021-04-04 4692 2341 14671 72 4803 
2021-04-05 0 -4692 19474 24 0 
2021-04-06 2470 2470 17004 96 0 
2021-04-07 0 -2470 17004 72 0 
2021-04-08 2841 2841 14163 72 4801 
2021-04-09 3031 190 15933 72 3022 
2021-04-10 2840 -191 16115 96 0 
2021-04-11 2494 -346 13621 72 5297 
2021-04-12 0 -2494 18918 120 0 
2021-04-13 5482 5482 13436 24 5508 
2021-04-14 0 -5482 18944 48 0 
2021-04-15 2503 2503 16441 72 0 
2021-04-16 0 -2503 16441 0 0 
2021-04-17 2365 2365 14076 24 4384 
2021-04-18 5601 3236 12859 48 5749 
2021-04-19 0 -5601 18608 48 0 
2021-04-20 0 0 18608 72 0 
2021-04-21 5464 5464 13144 120 5290 
2021-04-22 0 -5464 18434 120 0 
2021-04-23 2713 2713 15721 72 0 
2021-04-24 5111 2398 10610 72 7812 
2021-04-25 0 -5111 18422 48 0 
2021-04-26 0 0 18422 120 0 
2021-04-27 2506 2506 15916 168 0 
2021-04-28 2903 397 13013 24 5285 
2021-04-29 2429 -474 15869 72 0 
2021-04-30 2333 -96 13536 48 4673 
2021-05-01 2934 601 15275 48 2918 
2021-05-02 0 -2934 18193 48 0 
2021-05-03 5561 5561 12632 72 5521 
2021-05-04 2426 -3135 15727 72 0 
2021-05-05 0 -2426 15727 48 0 
2021-05-06 0 0 15727 96 0 
2021-05-07 7459 7459 8268 48 9765 
2021-05-08 0 -7459 18033 72 0 
2021-05-09 0 0 18033 120 0 
2021-05-10 2804 2804 15229 120 0 
2021-05-11 4570 1766 10659 48 7248 
2021-05-12 0 -4570 17907 96 0 
2021-05-13 0 0 17907 96 0 
2021-05-14 5278 5278 12629 96 5156 
2021-05-15 2433 -2845 15352 72 0 
2021-05-16 0 -2433 15352 96 0 
2021-05-17 5282 5282 10070 120 7734 
2021-05-18 2869 -2413 14935 96 2884 
2021-05-19 0 -2869 17819 48 0 
2021-05-20 2376 2376 15443 120 0 
2021-05-21 5167 2791 13121 24 4680 
2021-05-22 0 -5167 17801 72 0 
2021-05-23 2404 2404 15397 24 0 
2021-05-24 2881 477 12516 144 5221 
2021-05-25 0 -2881 17737 120 0 
2021-05-26 2798 2798 14939 72 0 
2021-05-27 0 -2798 14939 48 0 
2021-05-28 5061 5061 9878 48 7712 
2021-05-29 0 -5061 17590 48 0 
2021-05-30 2485 2485 15105 144 0 
2021-05-31 2434 -51 12671 48 4831 
2021-06-01 2585 151 14917 96 0 
2021-06-02 0 -2585 14917 72 0 
2021-06-03 4641 4641 10276 72 7170 
2021-06-04 2440 -2201 15006 96 0 
2021-06-05 0 -2440 15006 168 0 
2021-06-06 2305 2305 12701 48 4743 
2021-06-07 2444 139 15000 72 0 
2021-06-08 2416 -28 12584 72 4814 
2021-06-09 2418 2 14980 72 0 
2021-06-10 0 -2418 14980 24 0 
2021-06-11 2747 2747 12233 24 5016 
2021-06-12 2399 -348 14850 0 0 
2021-06-13 5259 2860 9591 48 7747 
2021-06-14 0 -5259 17338 48 0 
2021-06-15 0 0 17338 72 0 
2021-06-16 5160 5160 12178 96 5024 
2021-06-17 0 -5160 17202 96 0 
2021-06-18 0 0 17202 48 0 
2021-06-19 5046 5046 12156 24 4913 
2021-06-20 2742 -2304 14327 48 0 
2021-06-21 0 -2742 14327 48 0 
2021-06-22 0 0 14327 72 0 
2021-06-23 5472 5472 8855 24 8069 
2021-06-24 2459 -3013 14465 72 0 
2021-06-25 0 -2459 14465 24 0 
2021-06-26 0 0 14465 48 0 
2021-06-27 2311 2311 12154 120 4560 
2021-06-28 5546 3235 11168 48 5639 
2021-06-29 0 -5546 16807 48 0 
2021-06-30 0 0 16807 72 0 
2021-07-01 5184 5184 11623 72 5052 
2021-07-02 2383 -2801 14292 48 0 
2021-07-03 0 -2383 14292 48 0 
2021-07-04 4708 4708 9584 120 7071 
2021-07-05 2798 -1910 13857 24 2796 
2021-07-06 0 -2798 16653 120 0 
2021-07-07 8025 8025 8628 48 8145 
2021-07-08 0 -8025 8628 72 8046 
2021-07-09 0 0 16674 168 0 
2021-07-10 4697 4697 11977 168 4933 
2021-07-11 0 -4697 16910 72 0 
2021-07-12 0 0 16910 72 0 
2021-07-13 5515 5515 11395 96 5423 
2021-07-14 2652 -2863 14166 48 0 
2021-07-15 0 -2652 14166 96 0 
2021-07-16 2599 2599 11567 24 5149 
2021-07-17 0 -2599 16716 96 0 
2021-07-18 4769 4769 11947 72 4752 
2021-07-19 2254 -2515 14445 24 0 
2021-07-20 0 -2254 14445 72 0 
2021-07-21 2687 2687 11758 72 4822 
2021-07-22 2807 120 13773 48 2801 
2021-07-23 2928 121 13646 72 2930 
2021-07-24 0 -2928 16576 120 0 
2021-07-25 2818 2818 13758 96 2783 
2021-07-26 0 -2818 16541 120 0 
2021-07-27 4904 4904 11637 48 4915 
2021-07-28 2433 -2471 14119 24 0 
2021-07-29 0 -2433 14119 48 0 
2021-07-30 2764 2764 11355 144 5165 
2021-07-31 2440 -324 14080 72 0 
2021-08-01 2562 122 11518 48 4976 
2021-08-02 2786 224 13708 48 2779 
2021-08-03 2859 73 13628 120 2900 
2021-08-04 5379 2520 11149 96 5470 
2021-08-05 0 -5379 11149 24 5384 
2021-08-06 2673 2673 8476 120 8092 
2021-08-07 2265 -408 6211 144 10412 
2021-08-08 2467 202 14156 72 0 
2021-08-09 2366 -101 11790 48 4802 
2021-08-10 2421 55 16592 96 0 
2021-08-11 5288 2867 11304 24 5362 
2021-08-12 0 -5288 11304 72 5278 
2021-08-13 0 0 16582 120 0 
2021-08-14 5614 5614 10968 72 5649 
2021-08-15 0 -5614 16617 48 0 
2021-08-16 2474 2474 14143 48 0 
2021-08-17 0 -2474 14143 24 0 
2021-08-18 5073 5073 9070 48 7423 
2021-08-19 0 -5073 16493 72 0 
2021-08-20 2282 2282 14211 72 0 
2021-08-21 2455 173 11756 72 4630 
2021-08-22 2712 257 13674 48 0 
2021-08-23 2730 18 10944 96 5445 
2021-08-24 2804 74 8140 96 8262 
2021-08-25 2276 -528 5864 48 10517 
2021-08-26 0 -2276 5864 72 10440 
2021-08-27 5553 5553 10751 24 5627 
2021-08-28 0 -5553 16378 48 0 
2021-08-29 5204 5204 11174 72 5187 
2021-08-30 0 -5204 11174 48 5108 
2021-08-31 2907 2907 13375 48 2904 
2021-09-01 4657 1750 11622 240 4990 
2021-09-02 0 -4657 16612 96 0 
2021-09-03 2294 2294 14318 72 0 
2021-09-04 2752 458 11566 144 5030 
2021-09-05 0 -2752 16596 48 0 
2021-09-06 2830 2830 13766 168 2853 
2021-09-07 2717 -113 13902 48 0 
2021-09-08 0 -2717 13902 24 0 
2021-09-09 0 0 13902 24 0 
2021-09-10 2674 2674 11228 24 5232 
2021-09-11 2691 17 13769 48 0 
2021-09-12 2818 127 10951 96 5513 
2021-09-13 2503 -315 13961 72 0 
2021-09-14 2293 -210 11668 48 4770 
2021-09-15 0 -2293 16438 96 0 
2021-09-16 2764 2764 13674 72 0 
2021-09-17 5600 2836 8074 24 8374 
2021-09-18 0 -5600 16448 96 0 
2021-09-19 4687 4687 11761 72 4675 
2021-09-20 2805 -1882 13631 24 2805 
2021-09-21 2486 -319 13950 72 0 
2021-09-22 0 -2486 13950 72 0 
2021-09-23 2686 2686 11264 96 5101 
2021-09-24 2499 -187 13866 120 0 
2021-09-25 2386 -113 11480 72 4898 
2021-09-26 2497 111 13881 72 0 
2021-09-27 2598 101 11283 24 5082 
2021-09-28 2684 86 13681 72 0 
2021-09-29 2889 205 10792 24 5572 
2021-09-30 0 -2889 16364 24 0 
2021-10-01 2397 2397 13967 168 0 
2021-10-02 2875 478 11092 72 5291 
2021-10-03 2823 -52 13560 48 2819 
2021-10-04 2470 -353 13909 96 0 
2021-10-05 0 -2470 13909 48 0 
2021-10-06 0 0 13909 48 0 
2021-10-07 5783 5783 8126 96 8197 
2021-10-08 2987 -2796 13336 72 2991 
2021-10-09 0 -2987 16327 72 0 
2021-10-10 7803 7803 11304 96 5083 
2021-10-11 0 -7803 16387 72 0 
2021-10-12 0 0 16387 96 0 
2021-10-13 4841 4841 11546 48 4766 
2021-10-14 2382 -2459 13930 120 0 
2021-10-15 0 -2382 13930 48 0 
2021-10-16 2885 2885 11045 24 5221 
2021-10-17 5220 2335 11046 48 5271 
2021-10-18 0 -5220 16317 72 0 
2021-10-19 2386 2386 13931 72 0 
2021-10-20 2490 104 11441 48 4792 
2021-10-21 2813 323 13420 96 2825 
2021-10-22 0 -2813 16245 72 0 
2021-10-23 5087 5087 11158 72 5074 
2021-10-24 2698 -2389 13534 24 0 
2021-10-25 0 -2698 13534 144 0 
2021-10-26 2870 2870 10664 96 5572 
2021-10-27 4915 2045 11321 72 4959 
2021-10-28 0 -4915 16280 72 0 
2021-10-29 0 0 16280 48 0 
2021-10-30 4841 4841 11439 24 4761 
2021-10-31 2903 -1938 13297 48 2901 
2021-11-01 0 -2903 16198 72 0 
2021-11-02 2485 2485 13713 72 0 
2021-11-03 5154 2669 8559 192 7748 
2021-11-04 0 -5154 16307 48 0 
2021-11-05 2830 2830 13477 24 2767 
2021-11-06 2540 -290 10937 24 5302 
2021-11-07 0 -2540 16239 72 0 
2021-11-08 2702 2702 13537 24 0 
2021-11-09 5256 2554 8281 24 7948 
2021-11-10 2385 -2871 13844 24 0 
2021-11-11 0 -2385 13844 24 0 
2021-11-12 2440 2440 11404 96 4761 
2021-11-13 0 -2440 16165 192 0 
2021-11-14 5041 5041 11124 48 5148 
2021-11-15 2793 -2248 8331 48 7937 
2021-11-16 0 -2793 8331 48 7876 
2021-11-17 2353 2353 13854 120 0 
2021-11-18 5122 2769 8732 48 7537 
2021-11-19 0 -5122 16269 24 0 
2021-11-20 2843 2843 13426 144 2837 
2021-11-21 2309 -534 13954 72 0 
2021-11-22 2480 171 11474 96 4783 
2021-11-23 0 -2480 16257 120 0 
2021-11-24 2744 2744 13513 48 0 
2021-11-25 5275 2531 8238 0 8044 
2021-11-26 0 -5275 16282 120 0 
2021-11-27 2486 2486 13796 120 0 
2021-11-28 0 -2486 13796 24 0 
2021-11-29 5602 5602 8194 96 8088 
2021-11-30 2801 -2801 13481 0 2811 
2021-12-01 2310 -491 13982 96 0 
2021-12-02 2601 291 11381 120 4931 
2021-12-03 2357 -244 13955 96 0 
2021-12-04 2781 424 11174 24 5139 
2021-12-05 2806 25 13507 24 2806 
2021-12-06 0 -2806 16313 96 0 
2021-12-07 5133 5133 11180 24 5132 
2021-12-08 2285 -2848 14027 216 0 
2021-12-09 0 -2285 14027 72 0 
2021-12-10 0 0 14027 72 0 
2021-12-11 5133 5133 8894 96 7507 
2021-12-12 2714 -2419 13687 144 0 
2021-12-13 0 -2714 13687 72 0 
2021-12-14 5034 5034 8653 72 7780 
2021-12-15 2409 -2625 14024 24 0 
2021-12-16 0 -2409 14024 96 0 
2021-12-17 2759 2759 11265 48 5112 
2021-12-18 2396 -363 13981 48 0 
2021-12-19 0 -2396 13981 48 0 
2021-12-20 0 0 13981 48 0 
2021-12-21 8388 8388 5593 48 10762 
2021-12-22 0 -8388 16355 24 0 
2021-12-23 0 0 16355 96 0 
2021-12-24 5491 5491 10864 144 5492 
2021-12-25 2355 -3136 14001 120 0 
2021-12-26 0 -2355 14001 144 0 
