date demand demandChange inventoryPosition orderQuantity
2021-01-01 763 0 9237 0 
2021-01-02 952 189 8285 0 
2021-01-03 1101 149 7184 0 
2021-01-04 309 -792 6875 0 
2021-01-05 1272 963 5603 0 
2021-01-06 478 -794 5125 0 
2021-01-07 740 262 4385 0 
2021-01-08 750 10 3635 0 
2021-01-09 203 -547 3432 0 
2021-01-10 888 685 2544 0 
2021-01-11 273 -615 2271 0 
2021-01-12 558 285 1713 0 
2021-01-13 903 345 810 0 
2021-01-14 1034 131 316 2656 
2021-01-15 772 -262 2200 0 
2021-01-16 856 84 1344 0 
2021-01-17 791 -65 553 2453 
2021-01-18 410 -381 2596 0 
2021-01-19 441 31 2155 0 
2021-01-20 654 213 1501 0 
2021-01-21 432 -222 1069 0 
2021-01-22 1277 845 300 2648 
2021-01-23 853 -424 2095 0 
2021-01-24 251 -602 1844 0 
2021-01-25 841 590 1003 0 
2021-01-26 793 -48 210 2724 
2021-01-27 1014 221 210 2752 
2021-01-28 407 -607 210 2722 
2021-01-29 750 343 43 2893 
2021-01-30 916 166 43 2910 
2021-01-31 1516 600 43 2975 
2021-02-01 1312 -204 43 3018 
2021-02-02 1244 -68 43 3055 
2021-02-03 410 -834 43 3028 
2021-02-04 679 269 2392 0 
2021-02-05 756 77 1636 0 
2021-02-06 790 34 846 0 
2021-02-07 498 -292 348 2700 
2021-02-08 462 -36 2586 0 
2021-02-09 647 185 1939 0 
2021-02-10 720 73 1219 0 
2021-02-11 664 -56 555 2460 
2021-02-12 535 -129 2480 0 
2021-02-13 955 420 1525 0 
2021-02-14 459 -496 1066 0 
2021-02-15 235 -224 831 0 
2021-02-16 299 64 532 2415 
2021-02-17 1494 1195 1453 0 
2021-02-18 362 -1132 1091 0 
2021-02-19 718 356 373 2595 
2021-02-20 787 69 2181 0 
2021-02-21 1272 485 909 0 
2021-02-22 631 -641 278 2714 
2021-02-23 881 250 2111 0 
2021-02-24 -72 -953 2111 0 
2021-02-25 815 887 1296 0 
2021-02-26 1699 884 367 2641 
2021-02-27 954 -745 2054 0 
2021-02-28 786 -168 1268 0 
2021-03-01 443 -343 825 0 
2021-03-02 46 -397 779 0 
2021-03-03 572 526 207 2764 
2021-03-04 529 -43 2442 0 
2021-03-05 485 -44 1957 0 
2021-03-06 656 171 1301 0 
2021-03-07 541 -115 760 0 
2021-03-08 931 390 240 2712 
2021-03-09 296 -635 2656 0 
2021-03-10 537 241 2119 0 
2021-03-11 468 -69 1651 0 
2021-03-12 1107 639 544 2390 
2021-03-13 951 -156 1983 0 
2021-03-14 1586 635 397 2576 
2021-03-15 410 -1176 2563 0 
2021-03-16 200 -210 2363 0 
2021-03-17 797 597 1566 0 
2021-03-18 294 -503 1272 0 
2021-03-19 776 482 496 2439 
2021-03-20 0 -776 2935 0 
2021-03-21 545 545 2390 0 
2021-03-22 923 378 1467 0 
2021-03-23 575 -348 892 0 
2021-03-24 474 -101 418 2484 
2021-03-25 1401 927 1501 0 
2021-03-26 519 -882 982 0 
2021-03-27 0 -519 982 0 
2021-03-28 1180 1180 496 2415 
2021-03-29 512 -668 2399 0 
2021-03-30 1584 1072 815 0 
2021-03-31 743 -841 72 2859 
2021-04-01 339 -404 2592 0 
2021-04-02 718 379 1874 0 
2021-04-03 1122 404 752 0 
2021-04-04 341 -781 411 2511 
2021-04-05 674 333 2248 0 
2021-04-06 708 34 1540 0 
2021-04-07 349 -359 1191 0 
2021-04-08 0 -349 1191 0 
2021-04-09 629 629 562 2329 
2021-04-10 991 362 1900 0 
2021-04-11 1178 187 722 0 
2021-04-12 830 -348 159 2755 
2021-04-13 1294 464 1620 0 
2021-04-14 739 -555 881 0 
2021-04-15 585 -154 296 2630 
2021-04-16 288 -297 2638 0 
2021-04-17 1150 862 1488 0 
2021-04-18 892 -258 596 2334 
2021-04-19 0 -892 596 2318 
2021-04-20 1374 1374 1540 0 
2021-04-21 978 -396 562 2373 
2021-04-22 942 -36 1993 0 
2021-04-23 817 -125 1176 0 
2021-04-24 1081 264 95 2855 
2021-04-25 332 -749 2618 0 
2021-04-26 1647 1315 971 0 
