date demand demandChange inventoryPosition leadTime orderQuantity
2021-02-18 0 0 13812 120 0 
2021-02-19 7717 7717 6095 48 8139 
2021-02-20 0 -7717 14234 24 0 
2021-02-21 0 0 14234 24 0 
2021-02-22 5017 5017 9217 24 4455 
2021-02-23 0 -5017 13672 48 0 
2021-02-24 2288 2288 11384 72 0 
2021-02-25 0 -2288 11384 24 0 
2021-02-26 4899 4899 6485 24 6799 
2021-02-27 2503 -2396 10781 72 0 
2021-02-28 0 -2503 10781 96 0 
2021-03-01 0 0 10781 24 0 
2021-03-02 2645 2645 8136 48 4975 
2021-03-03 2764 119 10347 72 0 
2021-03-04 0 -2764 10347 24 0 
2021-03-05 2695 2695 7652 24 5228 
2021-03-06 0 -2695 12880 24 0 
2021-03-07 2527 2527 10353 72 0 
2021-03-08 5307 2780 5046 24 7776 
2021-03-09 0 -5307 12822 24 0 
2021-03-10 0 0 12822 24 0 
2021-03-11 0 0 12822 48 0 
2021-03-12 2390 2390 10432 24 0 
2021-03-13 2809 419 7623 72 4607 
2021-03-14 5249 2440 6981 0 5364 
2021-03-15 0 -5249 12345 24 0 
2021-03-16 0 0 12345 24 0 
2021-03-17 0 0 12345 96 0 
2021-03-18 5044 5044 7301 72 4897 
2021-03-19 2439 -2605 9759 24 0 
2021-03-20 0 -2439 9759 0 0 
2021-03-21 0 0 9759 48 0 
2021-03-22 4786 4786 4973 24 6935 
2021-03-23 0 -4786 11908 0 0 
2021-03-24 2484 2484 9424 24 0 
2021-03-25 2384 -100 7040 48 4650 
2021-03-26 0 -2384 11690 24 0 
2021-03-27 2389 2389 9301 24 0 
2021-03-28 2415 26 6886 24 4563 
2021-03-29 2611 196 8838 24 0 
2021-03-30 2653 42 6185 24 5206 
2021-03-31 2859 206 8532 48 2870 
2021-04-01 2338 -521 9064 24 0 
2021-04-02 0 -2338 9064 24 0 
2021-04-03 2551 2551 6513 24 4676 
2021-04-04 4814 2263 6375 48 4911 
2021-04-05 0 -4814 11286 24 0 
2021-04-06 2140 2140 9146 24 0 
2021-04-07 2429 289 6717 48 4380 
2021-04-08 0 -2429 11097 48 0 
2021-04-09 4932 4932 6165 0 4907 
2021-04-10 0 -4932 11072 48 0 
2021-04-11 2857 2857 8215 48 0 
2021-04-12 5411 2554 2804 0 8273 
2021-04-13 0 -5411 11077 72 0 
2021-04-14 2717 2717 8360 72 0 
2021-04-15 4973 2256 3387 24 7778 
2021-04-16 0 -4973 3387 0 7665 
2021-04-17 2406 2406 981 0 10049 
2021-04-18 2334 -72 981 24 10016 
2021-04-19 2318 -16 8679 24 0 
2021-04-20 2600 282 6079 48 4890 
2021-04-21 5091 2491 5878 72 5236 
2021-04-22 0 -5091 5878 24 5121 
2021-04-23 0 0 5878 48 5032 
2021-04-24 5069 5069 809 48 10190 
2021-04-25 2640 -2429 10999 48 0 
2021-04-26 2653 13 8346 24 0 
2021-04-27 0 -2653 8346 48 0 
2021-04-28 2569 2569 5777 24 5100 
2021-04-29 2429 -140 8448 48 0 
2021-04-30 2763 334 5685 24 5175 
2021-05-01 0 -2763 10860 24 0 
2021-05-02 5373 5373 5487 0 5350 
2021-05-03 0 -5373 10837 24 0 
2021-05-04 2140 2140 8697 24 0 
2021-05-05 2330 190 6367 24 4312 
2021-05-06 0 -2330 10679 48 0 
2021-05-07 4958 4958 5721 24 4937 
2021-05-08 0 -4958 10658 24 0 
2021-05-09 2458 2458 8200 0 0 
2021-05-10 2506 48 5694 48 4858 
2021-05-11 2531 25 8021 24 0 
2021-05-12 2655 124 5366 24 5155 
2021-05-13 0 -2655 10521 48 0 
2021-05-14 0 0 10521 0 0 
2021-05-15 2616 2616 7905 0 0 
2021-05-16 0 -2616 7905 24 0 
2021-05-17 4826 4826 3079 24 7246 
2021-05-18 0 -4826 10325 24 0 
2021-05-19 2317 2317 8008 24 0 
2021-05-20 2320 3 5688 48 4531 
2021-05-21 2530 210 7689 48 0 
2021-05-22 4877 2347 2812 48 7480 
2021-05-23 0 -4877 10292 24 0 
2021-05-24 0 0 10292 0 0 
2021-05-25 2549 2549 7743 0 0 
2021-05-26 2854 305 4889 48 5253 
2021-05-27 2849 -5 7293 24 2844 
2021-05-28 2412 -437 7725 24 0 
2021-05-29 2724 312 5001 144 5432 
2021-05-30 2355 -369 8078 48 0 
2021-05-31 0 -2355 8078 0 0 
2021-06-01 0 0 8078 48 0 
2021-06-02 0 0 8078 24 0 
2021-06-03 7830 7830 5574 24 4768 
2021-06-04 2835 -4995 7507 48 2847 
2021-06-05 0 -2835 10354 24 0 
2021-06-06 2853 2853 7501 48 2788 
2021-06-07 0 -2853 10289 120 0 
2021-06-08 5172 5172 5117 24 5340 
2021-06-09 0 -5172 10457 24 0 
2021-06-10 5371 5371 5086 24 5355 
2021-06-11 0 -5371 10441 72 0 
2021-06-12 0 0 10441 0 0 
2021-06-13 0 0 10441 72 0 
2021-06-14 5071 5071 5370 48 5022 
2021-06-15 2452 -2619 7940 72 0 
2021-06-16 0 -2452 7940 0 0 
2021-06-17 0 0 7940 24 0 
2021-06-18 7648 7648 292 48 10123 
2021-06-19 0 -7648 10415 0 0 
2021-06-20 0 0 10415 48 0 
2021-06-21 2834 2834 7581 24 0 
2021-06-22 2320 -514 5261 24 5015 
2021-06-23 2362 42 7914 48 0 
2021-06-24 0 -2362 7914 24 0 
2021-06-25 2340 2340 5574 0 4624 
2021-06-26 5033 2693 5165 24 5079 
2021-06-27 0 -5033 10244 72 0 
2021-06-28 0 0 10244 48 0 
2021-06-29 7740 7740 2504 24 7773 
2021-06-30 0 -7740 10277 24 0 
2021-07-01 0 0 10277 48 0 
2021-07-02 4569 4569 5708 24 4489 
2021-07-03 0 -4569 10197 48 0 
2021-07-04 0 0 10197 24 0 
2021-07-05 2591 2591 7606 0 0 
2021-07-06 2765 174 4841 24 5237 
2021-07-07 2561 -204 7517 48 0 
2021-07-08 0 -2561 7517 24 0 
2021-07-09 2229 2229 5288 0 4723 
2021-07-10 2322 93 7689 0 0 
2021-07-11 2373 51 5316 72 4719 
2021-07-12 2418 45 7617 24 0 
2021-07-13 2406 -12 5211 24 4803 
2021-07-14 0 -2406 10014 0 0 
2021-07-15 0 0 10014 24 0 
2021-07-16 2731 2731 7283 24 0 
2021-07-17 5470 2739 1813 24 8135 
2021-07-18 0 -5470 9948 24 0 
2021-07-19 2503 2503 7445 48 0 
2021-07-20 0 -2503 7445 24 0 
2021-07-21 5099 5099 2346 48 7549 
2021-07-22 0 -5099 9895 48 0 
2021-07-23 0 0 9895 48 0 
2021-07-24 4919 4919 4976 0 4876 
2021-07-25 2611 -2308 7241 0 0 
2021-07-26 2647 36 4594 48 5263 
2021-07-27 2259 -388 7598 0 0 
2021-07-28 2680 421 4918 96 5010 
2021-07-29 0 -2680 4918 0 4959 
2021-07-30 2695 2695 2223 24 7650 
2021-07-31 2792 97 7081 0 2794 
2021-08-01 0 -2792 9875 24 0 
2021-08-02 2876 2876 6999 24 2824 
2021-08-03 2186 -690 7637 24 0 
2021-08-04 0 -2186 7637 72 0 
2021-08-05 8036 8036 2375 0 7516 
2021-08-06 0 -8036 9891 24 0 
2021-08-07 0 0 9891 48 0 
2021-08-08 4712 4712 5179 72 4691 
2021-08-09 0 -4712 9870 48 0 
2021-08-10 4841 4841 5029 0 4839 
2021-08-11 2357 -2484 7511 24 0 
2021-08-12 0 -2357 7511 24 0 
2021-08-13 0 0 7511 24 0 
2021-08-14 5478 5478 2033 24 7770 
2021-08-15 2808 -2670 6995 24 2806 
2021-08-16 0 -2808 9801 48 0 
2021-08-17 0 0 9801 24 0 
2021-08-18 2664 2664 7137 24 0 
2021-08-19 5035 2371 2102 48 7657 
2021-08-20 0 -5035 9759 0 0 
2021-08-21 0 0 9759 72 0 
2021-08-22 2870 2870 6889 24 2815 
2021-08-23 5029 2159 4675 48 5075 
2021-08-24 0 -5029 9750 24 0 
2021-08-25 0 0 9750 24 0 
2021-08-26 2281 2281 7469 24 0 
2021-08-27 4814 2533 2655 24 7023 
2021-08-28 0 -4814 9678 24 0 
2021-08-29 2501 2501 7177 24 0 
2021-08-30 5119 2618 2058 72 7640 
2021-08-31 0 -5119 9698 48 0 
2021-09-01 0 0 9698 72 0 
2021-09-02 2257 2257 7441 192 0 
2021-09-03 5404 3147 2037 0 7995 
2021-09-04 0 -5404 10032 24 0 
2021-09-05 2272 2272 7760 0 0 
2021-09-06 2467 195 5293 48 4688 
2021-09-07 2561 94 7420 24 0 
2021-09-08 2449 -112 4971 24 4999 
2021-09-09 2809 360 7161 24 2806 
2021-09-10 0 -2809 9967 72 0 
2021-09-11 4980 4980 4987 48 5011 
2021-09-12 2184 -2796 7814 48 0 
2021-09-13 0 -2184 7814 48 0 
2021-09-14 4562 4562 3252 96 6800 
2021-09-15 0 -4562 10052 24 0 
2021-09-16 2386 2386 7666 24 0 
2021-09-17 4540 2154 7666 48 0 
2021-09-18 5639 1099 2027 48 8058 
2021-09-19 0 -5639 10085 24 0 
2021-09-20 2413 2413 7672 24 0 
2021-09-21 0 -2413 7672 24 0 
2021-09-22 7841 7841 2302 24 7761 
2021-09-23 0 -7841 10063 24 0 
2021-09-24 2261 2261 7802 0 0 
2021-09-25 2456 195 5346 48 4670 
2021-09-26 0 -2456 10016 24 0 
2021-09-27 7913 7913 2103 0 7945 
2021-09-28 0 -7913 10048 24 0 
2021-09-29 0 0 10048 48 0 
2021-09-30 2924 2924 7124 0 2852 
2021-10-01 2740 -184 7236 24 2737 
2021-10-02 2355 -385 7618 72 0 
2021-10-03 0 -2355 7618 72 0 
2021-10-04 5137 5137 2481 0 7536 
2021-10-05 0 -5137 10017 24 0 
2021-10-06 5029 5029 4988 48 5027 
2021-10-07 0 -5029 4988 144 5143 
2021-10-08 2492 2492 2496 24 7629 
2021-10-09 5130 2638 2496 48 7668 
2021-10-10 5648 518 2496 0 7709 
2021-10-11 5654 6 4551 216 6060 
2021-10-12 0 -5654 10611 72 0 
2021-10-13 0 0 10611 48 0 
2021-10-14 0 0 10611 24 0 
2021-10-15 7368 7368 7941 48 0 
2021-10-16 0 -7368 7941 24 0 
2021-10-17 0 0 7941 24 0 
2021-10-18 2515 2515 7941 24 0 
2021-10-19 5418 2903 7941 48 0 
2021-10-20 8227 2809 2584 24 8031 
2021-10-21 0 -8227 10615 24 0 
2021-10-22 2331 2331 8284 24 0 
2021-10-23 2449 118 5835 48 4731 
2021-10-24 0 -2449 10566 24 0 
2021-10-25 2527 2527 8039 48 0 
2021-10-26 2383 -144 5656 24 4862 
2021-10-27 2394 11 8124 0 0 
2021-10-28 0 -2394 8124 48 0 
2021-10-29 2547 2547 5577 48 4906 
2021-10-30 2279 -268 8204 24 0 
2021-10-31 2756 477 5448 0 5025 
2021-11-01 2333 -423 8140 48 0 
2021-11-02 2621 288 5519 24 4948 
2021-11-03 0 -2621 10467 24 0 
2021-11-04 4951 4951 5516 24 4938 
2021-11-05 0 -4951 10454 24 0 
2021-11-06 5469 5469 4985 48 5470 
2021-11-07 2385 -3084 2600 24 7847 
2021-11-08 0 -2385 10447 96 0 
2021-11-09 2326 2326 8121 24 0 
2021-11-10 2523 197 5598 24 4849 
2021-11-11 2386 -137 8061 24 0 
2021-11-12 0 -2386 8061 24 0 
2021-11-13 2483 2483 5578 48 4825 
2021-11-14 5462 2979 4941 24 5494 
2021-11-15 0 -5462 4941 72 5480 
2021-11-16 0 0 4941 0 5445 
2021-11-17 0 0 4941 48 5416 
2021-11-18 5161 5161 7661 24 2723 
2021-11-19 0 -5161 10384 0 0 
2021-11-20 0 0 10384 0 0 
2021-11-21 7777 7777 2607 48 7775 
2021-11-22 0 -7777 10382 24 0 
2021-11-23 4570 4570 5812 24 4554 
2021-11-24 2538 -2032 7828 48 0 
2021-11-25 2256 -282 5572 24 4787 
2021-11-26 0 -2256 10359 24 0 
2021-11-27 2639 2639 7720 24 0 
2021-11-28 5449 2810 2271 24 8079 
2021-11-29 0 -5449 10350 72 0 
2021-11-30 2191 2191 8159 72 0 
2021-12-01 5123 2932 3036 24 7342 
2021-12-02 0 -5123 10378 120 0 
2021-12-03 2452 2452 7926 48 0 
2021-12-04 4961 2509 2965 48 7493 
2021-12-05 0 -4961 10458 0 0 
2021-12-06 2452 2452 8006 48 0 
2021-12-07 2415 -37 5591 24 4828 
2021-12-08 2372 -43 8047 48 0 
2021-12-09 0 -2372 8047 48 0 
2021-12-10 2398 2398 5649 24 4735 
2021-12-11 2718 320 7666 96 2762 
2021-12-12 0 -2718 10428 0 0 
2021-12-13 2725 2725 7703 24 0 
2021-12-14 2383 -342 5320 0 5068 
2021-12-15 2682 299 7706 24 0 
2021-12-16 2348 -334 5358 24 5020 
2021-12-17 5246 2898 5132 24 5272 
2021-12-18 0 -5246 10404 0 0 
2021-12-19 0 0 10404 120 0 
2021-12-20 2504 2504 7900 96 0 
2021-12-21 2600 96 5300 24 5153 
2021-12-22 2533 -67 7920 72 0 
2021-12-23 0 -2533 7920 24 0 
2021-12-24 2518 2518 5402 24 5029 
2021-12-25 0 -2518 10431 120 0 
2021-12-26 2541 2541 7890 24 0 
