order_number	stage_type	from	to	material_code	quantity	start_date	end_date	lead_time	price		
1388	CUST	IG02W	02W	CC-F05	6000	2019-07-31	2019-07-31	0		 	
1389	CUST	IG02W	02W	CC-F05	5250	2019-08-16	2019-08-16	0			
1390	CUST	IG02W	02W	CC-F05	8250	2019-11-08	2019-11-08	0			
1391	CUST	IG02W	02W	CC-F05	4948	2019-12-03	2019-12-03	0			
1392	CUST	IG02W	02W	CC-F05	6131	2019-12-17	2019-12-17	0			
1393	CUST	IG02W	02W	CC-F05	5119	2019-12-24	2019-12-24	0			
1394	CUST	IG02W	02W	CC-F05	5895	2020-01-07	2020-01-07	0			
1395	CUST	IG02W	02W	CC-F05	6504	2020-01-23	2020-01-23	0			
1396	CUST	IG02W	02W	CC-F05	6680	2020-02-07	2020-02-07	0			
1397	CUST	IG02W	02W	CC-F05	5936	2020-02-21	2020-02-21	0			
1398	CUST	IG02W	02W	CC-F05	4901	2020-02-25	2020-02-25	0			
1399	CUST	IG02W	02W	CC-F05	8191	2020-03-24	2020-03-24	0			
1400	CUST	IG02W	02W	CC-F05	5333	2020-04-07	2020-04-07	0			
1401	CUST	IG02W	02W	CC-F05	7039	2020-04-23	2020-04-23	0			
1402	CUST	IG02W	02W	CC-F05	8113	2020-05-08	2020-05-08	0			
1403	CUST	IG02W	02W	CC-F06	4500	2019-08-02	2019-08-02	0			
1404	CUST	IG02W	02W	CC-F06	4500	2019-09-10	2019-09-10	0			
1405	CUST	IG02W	02W	CC-F06	4500	2019-09-24	2019-09-24	0			
1406	CUST	IG02W	02W	CC-F06	3334	2019-11-01	2019-11-01	0			
1407	CUST	IG02W	02W	CC-F06	3000	2019-12-04	2019-12-04	0			
1408	CUST	IG02W	02W	CC-F06	3000	2020-01-22	2020-01-22	0			
1409	CUST	IG02W	02W	CC-F06	4000	2020-01-29	2020-01-29	0			
3000000001	DIST	02N	02	CC-F01	0	2019-07-02	2019-07-02	0			
3000000002	DIST	02N	02	CC-F01	0	2019-07-03	2019-07-03	0			
3000000003	DIST	02N	02	CC-F01	199	2019-07-04	2019-07-04	0			
3000000004	DIST	02N	02	CC-F01	750	2019-07-05	2019-07-05	0			
3000000005	DIST	02N	02	CC-F01	750	2019-07-08	2019-07-08	0			
3000000006	DIST	02N	02	CC-F01	750	2019-07-09	2019-07-09	0			
3000000007	DIST	02N	02	CC-F01	750	2019-07-10	2019-07-10	0			
3000000008	DIST	02N	02	CC-F01	750	2019-07-11	2019-07-11	0			
3000000009	DIST	02N	02	CC-F01	750	2019-07-12	2019-07-12	0			
3000000010	DIST	02N	02	CC-F01	750	2019-07-15	2019-07-15	0			
3000000011	DIST	02N	02	CC-F01	750	2019-07-16	2019-07-16	0			
3000000012	DIST	02N	02	CC-F01	750	2019-07-17	2019-07-17	0			
3000000013	DIST	02N	02	CC-F01	750	2019-07-18	2019-07-18	0			
3000000014	DIST	02N	02	CC-F01	750	2019-07-19	2019-07-19	0			
3000000015	DIST	02N	02	CC-F01	750	2019-07-22	2019-07-22	0			
3000000016	DIST	02N	02	CC-F01	750	2019-07-23	2019-07-23	0			
3000000017	DIST	02N	02	CC-F01	750	2019-07-24	2019-07-24	0			
3000000018	DIST	02N	02	CC-F01	750	2019-07-25	2019-07-25	0			
3000000019	DIST	02N	02	CC-F01	750	2019-07-26	2019-07-26	0			
3000000020	DIST	02N	02	CC-F01	750	2019-07-29	2019-07-29	0			
3000000021	DIST	02N	02	CC-F01	750	2019-07-30	2019-07-30	0			
3000000022	DIST	02N	02	CC-F01	750	2019-07-31	2019-07-31	0			
3000000023	DIST	02N	02	CC-F01	550	2019-08-01	2019-08-01	0			
3000000024	DIST	02N	02	CC-F01	0	2019-08-02	2019-08-02	0			
3000000025	DIST	02N	02	CC-F01	0	2019-08-05	2019-08-05	0			
3000000026	DIST	02N	02	CC-F01	0	2019-08-06	2019-08-06	0			
3000000027	DIST	02N	02	CC-F01	0	2019-08-07	2019-08-07	0			
3000000028	DIST	02N	02	CC-F01	0	2019-08-08	2019-08-08	0			
3000000029	DIST	02N	02	CC-F01	750	2019-08-09	2019-08-09	0			
3000000030	DIST	02N	02	CC-F01	750	2019-08-12	2019-08-12	0			
3000000031	DIST	02N	02	CC-F01	750	2019-08-13	2019-08-13	0			
3000000032	DIST	02N	02	CC-F01	750	2019-08-14	2019-08-14	0			
3000000033	DIST	02N	02	CC-F01	750	2019-08-15	2019-08-15	0			
3000000034	DIST	02N	02	CC-F01	750	2019-08-16	2019-08-16	0			
3000000035	DIST	02N	02	CC-F01	750	2019-08-19	2019-08-19	0			
3000000036	DIST	02N	02	CC-F01	750	2019-08-20	2019-08-20	0			
3000000037	DIST	02N	02	CC-F01	750	2019-08-21	2019-08-21	0			
3000000038	DIST	02N	02	CC-F01	750	2019-08-22	2019-08-22	0			
3000000039	DIST	02N	02	CC-F01	750	2019-08-23	2019-08-23	0			
3000000040	DIST	02N	02	CC-F01	750	2019-08-26	2019-08-26	0			
3000000041	DIST	02N	02	CC-F01	750	2019-08-27	2019-08-27	0			
3000000042	DIST	02N	02	CC-F01	750	2019-08-28	2019-08-28	0			
3000000043	DIST	02N	02	CC-F01	750	2019-08-29	2019-08-29	0			
3000000044	DIST	02N	02	CC-F01	750	2019-08-30	2019-08-30	0			
3000000045	DIST	02N	02	CC-F01	750	2019-09-02	2019-09-02	0			
3000000046	DIST	02N	02	CC-F01	750	2019-09-03	2019-09-03	0			
3000000047	DIST	02N	02	CC-F01	750	2019-09-04	2019-09-04	0			
3000000048	DIST	02N	02	CC-F01	750	2019-09-05	2019-09-05	0			
3000000049	DIST	02N	02	CC-F01	750	2019-09-06	2019-09-06	0			
3000000050	DIST	02N	02	CC-F01	750	2019-09-09	2019-09-09	0			
3000000051	DIST	02N	02	CC-F01	750	2019-09-10	2019-09-10	0			
3000000052	DIST	02N	02	CC-F01	750	2019-09-11	2019-09-11	0			
3000000053	DIST	02N	02	CC-F01	750	2019-09-12	2019-09-12	0			
3000000054	DIST	02N	02	CC-F01	750	2019-09-13	2019-09-13	0			
3000000055	DIST	02N	02	CC-F01	750	2019-09-16	2019-09-16	0			
3000000056	DIST	02N	02	CC-F01	750	2019-09-17	2019-09-17	0			
3000000057	DIST	02N	02	CC-F01	750	2019-09-18	2019-09-18	0			
3000000058	DIST	02N	02	CC-F01	750	2019-09-19	2019-09-19	0			
3000000059	DIST	02N	02	CC-F01	750	2019-09-20	2019-09-20	0			
3000000060	DIST	02N	02	CC-F01	750	2019-09-23	2019-09-23	0			
3000000061	DIST	02N	02	CC-F01	750	2019-09-24	2019-09-24	0			
3000000062	DIST	02N	02	CC-F01	750	2019-09-25	2019-09-25	0			
3000000063	DIST	02N	02	CC-F01	750	2019-09-26	2019-09-26	0			
3000000064	DIST	02N	02	CC-F01	750	2019-09-27	2019-09-27	0			
3000000065	DIST	02N	02	CC-F01	750	2019-09-30	2019-09-30	0			
3000000066	DIST	02N	02	CC-F01	750	2019-10-01	2019-10-01	0			
3000000067	DIST	02N	02	CC-F01	750	2019-10-02	2019-10-02	0			
3000000068	DIST	02N	02	CC-F01	750	2019-10-03	2019-10-03	0			
3000000069	DIST	02N	02	CC-F01	750	2019-10-04	2019-10-04	0			
3000000070	DIST	02N	02	CC-F01	750	2019-10-07	2019-10-07	0			
3000000071	DIST	02N	02	CC-F01	167	2019-10-08	2019-10-08	0			
3000000072	DIST	02N	02	CC-F01	0	2019-10-09	2019-10-09	0			
3000000073	DIST	02N	02	CC-F01	0	2019-10-10	2019-10-10	0			
3000000074	DIST	02N	02	CC-F01	0	2019-10-11	2019-10-11	0			
3000000075	DIST	02N	02	CC-F01	0	2019-10-14	2019-10-14	0			
3000000076	DIST	02N	02	CC-F01	750	2019-10-15	2019-10-15	0			
3000000077	DIST	02N	02	CC-F01	750	2019-10-16	2019-10-16	0			
3000000078	DIST	02N	02	CC-F01	750	2019-10-17	2019-10-17	0			
3000000079	DIST	02N	02	CC-F01	750	2019-10-18	2019-10-18	0			
3000000080	DIST	02N	02	CC-F01	750	2019-10-21	2019-10-21	0			
3000000081	DIST	02N	02	CC-F01	750	2019-10-22	2019-10-22	0			
3000000082	DIST	02N	02	CC-F01	750	2019-10-23	2019-10-23	0			
3000000083	DIST	02N	02	CC-F01	750	2019-10-24	2019-10-24	0			
3000000084	DIST	02N	02	CC-F01	750	2019-10-25	2019-10-25	0			
3000000085	DIST	02N	02	CC-F01	750	2019-10-28	2019-10-28	0			
3000000086	DIST	02N	02	CC-F01	750	2019-10-29	2019-10-29	0			
3000000087	DIST	02N	02	CC-F01	750	2019-10-30	2019-10-30	0			
3000000088	DIST	02N	02	CC-F01	750	2019-10-31	2019-10-31	0			
3000000089	DIST	02N	02	CC-F01	750	2019-11-01	2019-11-01	0			
3000000090	DIST	02N	02	CC-F01	750	2019-11-04	2019-11-04	0			
3000000091	DIST	02N	02	CC-F01	750	2019-11-05	2019-11-05	0			
3000000092	DIST	02N	02	CC-F01	750	2019-11-06	2019-11-06	0			
3000000093	DIST	02N	02	CC-F01	750	2019-11-07	2019-11-07	0			
3000000094	DIST	02N	02	CC-F01	750	2019-11-08	2019-11-08	0			
3000000095	DIST	02N	02	CC-F01	750	2019-11-11	2019-11-11	0			
3000000096	DIST	02N	02	CC-F01	750	2019-11-12	2019-11-12	0			
3000000097	DIST	02N	02	CC-F01	750	2019-11-13	2019-11-13	0			
3000000098	DIST	02N	02	CC-F01	750	2019-11-14	2019-11-14	0			
3000000099	DIST	02N	02	CC-F01	750	2019-11-15	2019-11-15	0			
3000000100	DIST	02N	02	CC-F01	750	2019-11-18	2019-11-18	0			
3000000101	DIST	02N	02	CC-F01	750	2019-11-19	2019-11-19	0			
3000000102	DIST	02N	02	CC-F01	750	2019-11-20	2019-11-20	0			
3000000103	DIST	02N	02	CC-F01	750	2019-11-21	2019-11-21	0			
3000000104	DIST	02N	02	CC-F01	750	2019-11-22	2019-11-22	0			
3000000105	DIST	02N	02	CC-F01	750	2019-11-25	2019-11-25	0			
3000000106	DIST	02N	02	CC-F01	750	2019-11-26	2019-11-26	0			
3000000107	DIST	02N	02	CC-F01	750	2019-11-27	2019-11-27	0			
3000000108	DIST	02N	02	CC-F01	750	2019-11-28	2019-11-28	0			
3000000109	DIST	02N	02	CC-F01	750	2019-11-29	2019-11-29	0			
3000000110	DIST	02N	02	CC-F01	750	2019-12-02	2019-12-02	0			
3000000111	DIST	02N	02	CC-F01	750	2019-12-03	2019-12-03	0			
3000000112	DIST	02N	02	CC-F01	750	2019-12-04	2019-12-04	0			
3000000113	DIST	02N	02	CC-F01	750	2019-12-05	2019-12-05	0			
3000000114	DIST	02N	02	CC-F01	750	2019-12-06	2019-12-06	0			
3000000115	DIST	02N	02	CC-F01	750	2019-12-09	2019-12-09	0			
3000000116	DIST	02N	02	CC-F01	750	2019-12-10	2019-12-10	0			
3000000117	DIST	02N	02	CC-F01	750	2019-12-11	2019-12-11	0			
3000000118	DIST	02N	02	CC-F01	750	2019-12-12	2019-12-12	0			
3000000119	DIST	02N	02	CC-F01	750	2019-12-13	2019-12-13	0			
3000000120	DIST	02N	02	CC-F01	750	2019-12-16	2019-12-16	0			
3000000121	DIST	02N	02	CC-F01	750	2019-12-17	2019-12-17	0			
3000000122	DIST	02N	02	CC-F01	750	2019-12-18	2019-12-18	0			
3000000123	DIST	02N	02	CC-F01	750	2019-12-19	2019-12-19	0			
3000000124	DIST	02N	02	CC-F01	750	2019-12-20	2019-12-20	0			
3000000125	DIST	02N	02	CC-F01	750	2019-12-23	2019-12-23	0			
3000000126	DIST	02N	02	CC-F01	750	2019-12-24	2019-12-24	0			
3000000127	DIST	02N	02	CC-F01	750	2019-12-25	2019-12-25	0			
3000000128	DIST	02N	02	CC-F01	750	2019-12-26	2019-12-26	0			
3000000129	DIST	02N	02	CC-F01	750	2019-12-27	2019-12-27	0			
3000000130	DIST	02N	02	CC-F01	750	2019-12-30	2019-12-30	0			
3000000131	DIST	02N	02	CC-F01	750	2019-12-31	2019-12-31	0			
3000000132	DIST	02N	02	CC-F01	750	2020-01-02	2020-01-02	0			
3000000133	DIST	02N	02	CC-F01	750	2020-01-03	2020-01-03	0			
3000000134	DIST	02N	02	CC-F01	750	2020-01-06	2020-01-06	0			
3000000135	DIST	02N	02	CC-F01	750	2020-01-07	2020-01-07	0			
3000000136	DIST	02N	02	CC-F01	750	2020-01-08	2020-01-08	0			
3000000137	DIST	02N	02	CC-F01	750	2020-01-09	2020-01-09	0			
3000000138	DIST	02N	02	CC-F01	750	2020-01-10	2020-01-10	0			
3000000139	DIST	02N	02	CC-F01	750	2020-01-13	2020-01-13	0			
3000000140	DIST	02N	02	CC-F01	1000	2020-01-14	2020-01-14	0			
3000000141	DIST	02N	02	CC-F01	1000	2020-01-15	2020-01-15	0			
3000000142	DIST	02N	02	CC-F01	1000	2020-01-16	2020-01-16	0			
3000000143	DIST	02N	02	CC-F01	1000	2020-01-17	2020-01-17	0			
3000000144	DIST	02N	02	CC-F01	1000	2020-01-20	2020-01-20	0			
3000000145	DIST	02N	02	CC-F01	1000	2020-01-21	2020-01-21	0			
3000000146	DIST	02N	02	CC-F01	1000	2020-01-22	2020-01-22	0			
3000000147	DIST	02N	02	CC-F01	1000	2020-01-23	2020-01-23	0			
3000000148	DIST	02N	02	CC-F01	1000	2020-01-24	2020-01-24	0			
3000000149	DIST	02N	02	CC-F01	1000	2020-01-28	2020-01-28	0			
3000000150	DIST	02N	02	CC-F01	1000	2020-01-29	2020-01-29	0			
3000000151	DIST	02N	02	CC-F01	1000	2020-01-30	2020-01-30	0			
3000000152	DIST	02N	02	CC-F01	1000	2020-01-31	2020-01-31	0			
3000000153	DIST	02N	02	CC-F01	1000	2020-02-03	2020-02-03	0			
3000000154	DIST	02N	02	CC-F01	1000	2020-02-04	2020-02-04	0			
3000000155	DIST	02N	02	CC-F01	1000	2020-02-05	2020-02-05	0			
3000000156	DIST	02N	02	CC-F01	1000	2020-02-06	2020-02-06	0			
3000000157	DIST	02N	02	CC-F01	1000	2020-02-07	2020-02-07	0			
3000000158	DIST	02N	02	CC-F01	1000	2020-02-10	2020-02-10	0			
3000000159	DIST	02N	02	CC-F01	1000	2020-02-11	2020-02-11	0			
3000000160	DIST	02N	02	CC-F01	1000	2020-02-12	2020-02-12	0			
3000000161	DIST	02N	02	CC-F01	1000	2020-02-13	2020-02-13	0			
3000000162	DIST	02N	02	CC-F01	1000	2020-02-14	2020-02-14	0			
3000000163	DIST	02N	02	CC-F01	333	2020-02-17	2020-02-17	0			
3000000164	DIST	02N	02	CC-F01	0	2020-02-18	2020-02-18	0			
3000000165	DIST	02N	02	CC-F01	0	2020-02-19	2020-02-19	0			
3000000166	DIST	02N	02	CC-F01	0	2020-02-20	2020-02-20	0			
3000000167	DIST	02N	02	CC-F01	1000	2020-02-21	2020-02-21	0			
3000000168	DIST	02N	02	CC-F01	1000	2020-02-24	2020-02-24	0			
3000000169	DIST	02N	02	CC-F01	1000	2020-02-25	2020-02-25	0			
3000000170	DIST	02N	02	CC-F01	1000	2020-02-26	2020-02-26	0			
3000000171	DIST	02N	02	CC-F01	1000	2020-02-27	2020-02-27	0			
3000000172	DIST	02N	02	CC-F01	1000	2020-02-28	2020-02-28	0			
3000000173	DIST	02N	02	CC-F01	1000	2020-03-02	2020-03-02	0			
3000000174	DIST	02N	02	CC-F01	1000	2020-03-03	2020-03-03	0			
3000000175	DIST	02N	02	CC-F01	436	2020-03-04	2020-03-04	0			
3000000176	DIST	02N	02	CC-F01	0	2020-03-05	2020-03-05	0			
3000000177	DIST	02N	02	CC-F01	1000	2020-03-06	2020-03-06	0			
3000000178	DIST	02N	02	CC-F01	1000	2020-03-10	2020-03-10	0			
3000000179	DIST	02N	02	CC-F01	1000	2020-03-11	2020-03-11	0			
3000000180	DIST	02N	02	CC-F01	1000	2020-03-12	2020-03-12	0			
3000000181	DIST	02N	02	CC-F01	1000	2020-03-13	2020-03-13	0			
3000000182	DIST	02N	02	CC-F01	1000	2020-03-16	2020-03-16	0			
3000000183	DIST	02N	02	CC-F01	1000	2020-03-17	2020-03-17	0			
3000000184	DIST	02N	02	CC-F01	667	2020-03-18	2020-03-18	0			
3000000185	DIST	02N	02	CC-F01	0	2020-03-19	2020-03-19	0			
3000000186	DIST	02N	02	CC-F01	0	2020-03-20	2020-03-20	0			
3000000187	DIST	02N	02	CC-F01	0	2020-03-23	2020-03-23	0			
3000000188	DIST	02N	02	CC-F01	0	2020-03-24	2020-03-24	0			
3000000189	DIST	02N	02	CC-F01	343	2020-03-25	2020-03-25	0			
3000000190	DIST	02N	02	CC-F01	1000	2020-03-26	2020-03-26	0			
3000000191	DIST	02N	02	CC-F01	1000	2020-03-27	2020-03-27	0			
3000000192	DIST	02N	02	CC-F01	1000	2020-03-30	2020-03-30	0			
3000000193	DIST	02N	02	CC-F01	1000	2020-03-31	2020-03-31	0			
3000000194	DIST	02N	02	CC-F01	1000	2020-04-01	2020-04-01	0			
3000000195	DIST	02N	02	CC-F01	1000	2020-04-02	2020-04-02	0			
3000000196	DIST	02N	02	CC-F01	1000	2020-04-03	2020-04-03	0			
3000000197	DIST	02N	02	CC-F01	1000	2020-04-06	2020-04-06	0			
3000000198	DIST	02N	02	CC-F01	1000	2020-04-07	2020-04-07	0			
3000000199	DIST	02N	02	CC-F01	1000	2020-04-08	2020-04-08	0			
3000000200	DIST	02N	02	CC-F01	1000	2020-04-09	2020-04-09	0			
3000000201	DIST	02N	02	CC-F01	1000	2020-04-14	2020-04-14	0			
3000000202	DIST	02N	02	CC-F01	1000	2020-04-15	2020-04-15	0			
3000000203	DIST	02N	02	CC-F01	1000	2020-04-16	2020-04-16	0			
3000000204	DIST	02N	02	CC-F01	990	2020-04-17	2020-04-17	0			
3000000205	DIST	02N	02	CC-F01	0	2020-04-20	2020-04-20	0			
3000000206	DIST	02N	02	CC-F01	0	2020-04-21	2020-04-21	0			
3000000207	DIST	02N	02	CC-F01	0	2020-04-22	2020-04-22	0			
3000000208	DIST	02N	02	CC-F01	1000	2020-04-23	2020-04-23	0			
3000000209	DIST	02N	02	CC-F01	1000	2020-04-24	2020-04-24	0			
3000000210	DIST	02N	02	CC-F01	1000	2020-04-27	2020-04-27	0			
3000000211	DIST	02N	02	CC-F01	1000	2020-04-28	2020-04-28	0			
3000000212	DIST	02N	02	CC-F01	1000	2020-04-29	2020-04-29	0			
3000000213	DIST	02N	02	CC-F01	1000	2020-04-30	2020-04-30	0			
3000000214	DIST	02N	02	CC-F01	1000	2020-05-01	2020-05-01	0			
3000000215	DIST	02N	02	CC-F01	667	2020-05-04	2020-05-04	0			
3000000216	DIST	02N	02	CC-F01	1000	2020-05-05	2020-05-05	0			
3000000217	DIST	02N	02	CC-F01	1000	2020-05-06	2020-05-06	0			
3000000218	DIST	02N	02	CC-F01	1000	2020-05-07	2020-05-07	0			
3000000219	DIST	02N	02	CC-F01	1000	2020-05-08	2020-05-08	0			
3000000220	DIST	02N	02	CC-F01	0	2020-05-11	2020-05-11	0			
3000000221	DIST	02N	02	CC-F02	0	2019-07-02	2019-07-02	0			
3000000222	DIST	02N	02	CC-F02	0	2019-07-03	2019-07-03	0			
3000000223	DIST	02N	02	CC-F02	750	2019-07-04	2019-07-04	0			
3000000224	DIST	02N	02	CC-F02	750	2019-07-05	2019-07-05	0			
3000000225	DIST	02N	02	CC-F02	750	2019-07-08	2019-07-08	0			
3000000226	DIST	02N	02	CC-F02	750	2019-07-09	2019-07-09	0			
3000000227	DIST	02N	02	CC-F02	750	2019-07-10	2019-07-10	0			
3000000228	DIST	02N	02	CC-F02	750	2019-07-11	2019-07-11	0			
3000000229	DIST	02N	02	CC-F02	750	2019-07-12	2019-07-12	0			
3000000230	DIST	02N	02	CC-F02	750	2019-07-15	2019-07-15	0			
3000000231	DIST	02N	02	CC-F02	750	2019-07-16	2019-07-16	0			
3000000232	DIST	02N	02	CC-F02	750	2019-07-17	2019-07-17	0			
3000000233	DIST	02N	02	CC-F02	750	2019-07-18	2019-07-18	0			
3000000234	DIST	02N	02	CC-F02	750	2019-07-19	2019-07-19	0			
3000000235	DIST	02N	02	CC-F02	750	2019-07-22	2019-07-22	0			
3000000236	DIST	02N	02	CC-F02	750	2019-07-23	2019-07-23	0			
3000000237	DIST	02N	02	CC-F02	750	2019-07-24	2019-07-24	0			
3000000238	DIST	02N	02	CC-F02	750	2019-07-25	2019-07-25	0			
3000000239	DIST	02N	02	CC-F02	750	2019-07-26	2019-07-26	0			
3000000240	DIST	02N	02	CC-F02	750	2019-07-29	2019-07-29	0			
3000000241	DIST	02N	02	CC-F02	750	2019-07-30	2019-07-30	0			
3000000242	DIST	02N	02	CC-F02	750	2019-07-31	2019-07-31	0			
3000000243	DIST	02N	02	CC-F02	0	2019-08-01	2019-08-01	0			
3000000244	DIST	02N	02	CC-F02	0	2019-08-02	2019-08-02	0			
3000000245	DIST	02N	02	CC-F02	0	2019-08-05	2019-08-05	0			
3000000246	DIST	02N	02	CC-F02	0	2019-08-06	2019-08-06	0			
3000000247	DIST	02N	02	CC-F02	0	2019-08-07	2019-08-07	0			
3000000248	DIST	02N	02	CC-F02	0	2019-08-08	2019-08-08	0			
3000000249	DIST	02N	02	CC-F02	0	2019-08-09	2019-08-09	0			
3000000250	DIST	02N	02	CC-F02	0	2019-08-12	2019-08-12	0			
3000000251	DIST	02N	02	CC-F02	750	2019-08-13	2019-08-13	0			
3000000252	DIST	02N	02	CC-F02	750	2019-08-14	2019-08-14	0			
3000000253	DIST	02N	02	CC-F02	750	2019-08-15	2019-08-15	0			
3000000254	DIST	02N	02	CC-F02	750	2019-08-16	2019-08-16	0			
3000000255	DIST	02N	02	CC-F02	750	2019-08-19	2019-08-19	0			
3000000256	DIST	02N	02	CC-F02	750	2019-08-20	2019-08-20	0			
3000000257	DIST	02N	02	CC-F02	750	2019-08-21	2019-08-21	0			
3000000258	DIST	02N	02	CC-F02	750	2019-08-22	2019-08-22	0			
3000000259	DIST	02N	02	CC-F02	750	2019-08-23	2019-08-23	0			
3000000260	DIST	02N	02	CC-F02	750	2019-08-26	2019-08-26	0			
3000000261	DIST	02N	02	CC-F02	750	2019-08-27	2019-08-27	0			
3000000262	DIST	02N	02	CC-F02	750	2019-08-28	2019-08-28	0			
3000000263	DIST	02N	02	CC-F02	750	2019-08-29	2019-08-29	0			
3000000264	DIST	02N	02	CC-F02	750	2019-08-30	2019-08-30	0			
3000000265	DIST	02N	02	CC-F02	750	2019-09-02	2019-09-02	0			
3000000266	DIST	02N	02	CC-F02	750	2019-09-03	2019-09-03	0			
3000000267	DIST	02N	02	CC-F02	750	2019-09-04	2019-09-04	0			
3000000268	DIST	02N	02	CC-F02	750	2019-09-05	2019-09-05	0			
3000000269	DIST	02N	02	CC-F02	750	2019-09-06	2019-09-06	0			
3000000270	DIST	02N	02	CC-F02	750	2019-09-09	2019-09-09	0			
3000000271	DIST	02N	02	CC-F02	750	2019-09-10	2019-09-10	0			
3000000272	DIST	02N	02	CC-F02	750	2019-09-11	2019-09-11	0			
3000000273	DIST	02N	02	CC-F02	750	2019-09-12	2019-09-12	0			
3000000274	DIST	02N	02	CC-F02	750	2019-09-13	2019-09-13	0			
3000000275	DIST	02N	02	CC-F02	750	2019-09-16	2019-09-16	0			
3000000276	DIST	02N	02	CC-F02	750	2019-09-17	2019-09-17	0			
3000000277	DIST	02N	02	CC-F02	750	2019-09-18	2019-09-18	0			
3000000278	DIST	02N	02	CC-F02	750	2019-09-19	2019-09-19	0			
3000000279	DIST	02N	02	CC-F02	750	2019-09-20	2019-09-20	0			
3000000280	DIST	02N	02	CC-F02	750	2019-09-23	2019-09-23	0			
3000000281	DIST	02N	02	CC-F02	750	2019-09-24	2019-09-24	0			
3000000282	DIST	02N	02	CC-F02	750	2019-09-25	2019-09-25	0			
3000000283	DIST	02N	02	CC-F02	750	2019-09-26	2019-09-26	0			
3000000284	DIST	02N	02	CC-F02	750	2019-09-27	2019-09-27	0			
3000000285	DIST	02N	02	CC-F02	750	2019-09-30	2019-09-30	0			
3000000286	DIST	02N	02	CC-F02	750	2019-10-01	2019-10-01	0			
3000000287	DIST	02N	02	CC-F02	750	2019-10-02	2019-10-02	0			
3000000288	DIST	02N	02	CC-F02	750	2019-10-03	2019-10-03	0			
3000000289	DIST	02N	02	CC-F02	750	2019-10-04	2019-10-04	0			
3000000290	DIST	02N	02	CC-F02	750	2019-10-07	2019-10-07	0			
3000000291	DIST	02N	02	CC-F02	750	2019-10-08	2019-10-08	0			
3000000292	DIST	02N	02	CC-F02	750	2019-10-09	2019-10-09	0			
3000000293	DIST	02N	02	CC-F02	166	2019-10-10	2019-10-10	0			
3000000294	DIST	02N	02	CC-F02	0	2019-10-11	2019-10-11	0			
3000000295	DIST	02N	02	CC-F02	0	2019-10-14	2019-10-14	0			
3000000296	DIST	02N	02	CC-F02	0	2019-10-15	2019-10-15	0			
3000000297	DIST	02N	02	CC-F02	0	2019-10-16	2019-10-16	0			
3000000298	DIST	02N	02	CC-F02	750	2019-10-17	2019-10-17	0			
3000000299	DIST	02N	02	CC-F02	750	2019-10-18	2019-10-18	0			
3000000300	DIST	02N	02	CC-F02	750	2019-10-21	2019-10-21	0			
3000000301	DIST	02N	02	CC-F02	750	2019-10-22	2019-10-22	0			
3000000302	DIST	02N	02	CC-F02	750	2019-10-23	2019-10-23	0			
3000000303	DIST	02N	02	CC-F02	750	2019-10-24	2019-10-24	0			
3000000304	DIST	02N	02	CC-F02	750	2019-10-25	2019-10-25	0			
3000000305	DIST	02N	02	CC-F02	750	2019-10-28	2019-10-28	0			
3000000306	DIST	02N	02	CC-F02	750	2019-10-29	2019-10-29	0			
3000000307	DIST	02N	02	CC-F02	750	2019-10-30	2019-10-30	0			
3000000308	DIST	02N	02	CC-F02	750	2019-10-31	2019-10-31	0			
3000000309	DIST	02N	02	CC-F02	750	2019-11-01	2019-11-01	0			
3000000310	DIST	02N	02	CC-F02	750	2019-11-04	2019-11-04	0			
3000000311	DIST	02N	02	CC-F02	750	2019-11-05	2019-11-05	0			
3000000312	DIST	02N	02	CC-F02	750	2019-11-06	2019-11-06	0			
3000000313	DIST	02N	02	CC-F02	750	2019-11-07	2019-11-07	0			
3000000314	DIST	02N	02	CC-F02	750	2019-11-08	2019-11-08	0			
3000000315	DIST	02N	02	CC-F02	750	2019-11-11	2019-11-11	0			
3000000316	DIST	02N	02	CC-F02	750	2019-11-12	2019-11-12	0			
3000000317	DIST	02N	02	CC-F02	750	2019-11-13	2019-11-13	0			
3000000318	DIST	02N	02	CC-F02	333	2019-11-14	2019-11-14	0			
3000000319	DIST	02N	02	CC-F02	0	2019-11-15	2019-11-15	0			
3000000320	DIST	02N	02	CC-F02	0	2019-11-18	2019-11-18	0			
3000000321	DIST	02N	02	CC-F02	0	2019-11-19	2019-11-19	0			
3000000322	DIST	02N	02	CC-F02	750	2019-11-20	2019-11-20	0			
3000000323	DIST	02N	02	CC-F02	750	2019-11-21	2019-11-21	0			
3000000324	DIST	02N	02	CC-F02	750	2019-11-22	2019-11-22	0			
3000000325	DIST	02N	02	CC-F02	750	2019-11-25	2019-11-25	0			
3000000326	DIST	02N	02	CC-F02	750	2019-11-26	2019-11-26	0			
3000000327	DIST	02N	02	CC-F02	750	2019-11-27	2019-11-27	0			
3000000328	DIST	02N	02	CC-F02	750	2019-11-28	2019-11-28	0			
3000000329	DIST	02N	02	CC-F02	750	2019-11-29	2019-11-29	0			
3000000330	DIST	02N	02	CC-F02	750	2019-12-02	2019-12-02	0			
3000000331	DIST	02N	02	CC-F02	750	2019-12-03	2019-12-03	0			
3000000332	DIST	02N	02	CC-F02	750	2019-12-04	2019-12-04	0			
3000000333	DIST	02N	02	CC-F02	750	2019-12-05	2019-12-05	0			
