order_number	stage_type	from	to	material_code	quantity	start_date	end_date	lead_time	price		
3000006382	DIST	02W	02	CC-F06	0	2019-07-03	2019-07-03	0			
3000006383	DIST	02W	02	CC-F06	0	2019-07-04	2019-07-04	0			
3000006384	DIST	02W	02	CC-F06	0	2019-07-05	2019-07-05	0			
3000006385	DIST	02W	02	CC-F06	0	2019-07-08	2019-07-08	0			
3000006386	DIST	02W	02	CC-F06	0	2019-07-09	2019-07-09	0			
3000006387	DIST	02W	02	CC-F06	0	2019-07-10	2019-07-10	0			
3000006388	DIST	02W	02	CC-F06	0	2019-07-11	2019-07-11	0			
3000006389	DIST	02W	02	CC-F06	0	2019-07-12	2019-07-12	0			
3000006390	DIST	02W	02	CC-F06	0	2019-07-15	2019-07-15	0			
3000006391	DIST	02W	02	CC-F06	0	2019-07-16	2019-07-16	0			
3000006392	DIST	02W	02	CC-F06	0	2019-07-17	2019-07-17	0			
3000006393	DIST	02W	02	CC-F06	750	2019-07-18	2019-07-18	0			
3000006394	DIST	02W	02	CC-F06	750	2019-07-19	2019-07-19	0			
3000006395	DIST	02W	02	CC-F06	750	2019-07-22	2019-07-22	0			
3000006396	DIST	02W	02	CC-F06	750	2019-07-23	2019-07-23	0			
3000006397	DIST	02W	02	CC-F06	750	2019-07-24	2019-07-24	0			
3000006398	DIST	02W	02	CC-F06	750	2019-07-25	2019-07-25	0			
3000006399	DIST	02W	02	CC-F06	750	2019-07-26	2019-07-26	0			
3000006400	DIST	02W	02	CC-F06	750	2019-07-29	2019-07-29	0			
3000006401	DIST	02W	02	CC-F06	750	2019-07-30	2019-07-30	0			
3000006402	DIST	02W	02	CC-F06	750	2019-07-31	2019-07-31	0			
3000006403	DIST	02W	02	CC-F06	750	2019-08-01	2019-08-01	0			
3000006404	DIST	02W	02	CC-F06	750	2019-08-02	2019-08-02	0			
3000006405	DIST	02W	02	CC-F06	750	2019-08-05	2019-08-05	0			
3000006406	DIST	02W	02	CC-F06	750	2019-08-06	2019-08-06	0			
3000006407	DIST	02W	02	CC-F06	750	2019-08-07	2019-08-07	0			
3000006408	DIST	02W	02	CC-F06	750	2019-08-08	2019-08-08	0			
3000006409	DIST	02W	02	CC-F06	750	2019-08-09	2019-08-09	0			
3000006410	DIST	02W	02	CC-F06	750	2019-08-12	2019-08-12	0			
3000006411	DIST	02W	02	CC-F06	750	2019-08-13	2019-08-13	0			
3000006412	DIST	02W	02	CC-F06	750	2019-08-14	2019-08-14	0			
3000006413	DIST	02W	02	CC-F06	0	2019-08-15	2019-08-15	0			
3000006414	DIST	02W	02	CC-F06	0	2019-08-16	2019-08-16	0			
3000006415	DIST	02W	02	CC-F06	0	2019-08-19	2019-08-19	0			
3000006416	DIST	02W	02	CC-F06	0	2019-08-20	2019-08-20	0			
3000006417	DIST	02W	02	CC-F06	0	2019-08-21	2019-08-21	0			
3000006418	DIST	02W	02	CC-F06	750	2019-08-22	2019-08-22	0			
3000006419	DIST	02W	02	CC-F06	750	2019-08-23	2019-08-23	0			
3000006420	DIST	02W	02	CC-F06	750	2019-08-26	2019-08-26	0			
3000006421	DIST	02W	02	CC-F06	750	2019-08-27	2019-08-27	0			
3000006422	DIST	02W	02	CC-F06	750	2019-08-28	2019-08-28	0			
3000006423	DIST	02W	02	CC-F06	750	2019-08-29	2019-08-29	0			
3000006424	DIST	02W	02	CC-F06	750	2019-08-30	2019-08-30	0			
3000006425	DIST	02W	02	CC-F06	750	2019-09-02	2019-09-02	0			
3000006426	DIST	02W	02	CC-F06	750	2019-09-03	2019-09-03	0			
3000006427	DIST	02W	02	CC-F06	750	2019-09-04	2019-09-04	0			
3000006428	DIST	02W	02	CC-F06	750	2019-09-05	2019-09-05	0			
3000006429	DIST	02W	02	CC-F06	750	2019-09-06	2019-09-06	0			
3000006430	DIST	02W	02	CC-F06	750	2019-09-09	2019-09-09	0			
3000006431	DIST	02W	02	CC-F06	750	2019-09-10	2019-09-10	0			
3000006432	DIST	02W	02	CC-F06	750	2019-09-11	2019-09-11	0			
3000006433	DIST	02W	02	CC-F06	750	2019-09-12	2019-09-12	0			
3000006434	DIST	02W	02	CC-F06	750	2019-09-13	2019-09-13	0			
3000006435	DIST	02W	02	CC-F06	750	2019-09-16	2019-09-16	0			
3000006436	DIST	02W	02	CC-F06	750	2019-09-17	2019-09-17	0			
3000006437	DIST	02W	02	CC-F06	750	2019-09-18	2019-09-18	0			
3000006438	DIST	02W	02	CC-F06	750	2019-09-19	2019-09-19	0			
3000006439	DIST	02W	02	CC-F06	750	2019-09-20	2019-09-20	0			
3000006440	DIST	02W	02	CC-F06	750	2019-09-23	2019-09-23	0			
3000006441	DIST	02W	02	CC-F06	750	2019-09-24	2019-09-24	0			
3000006442	DIST	02W	02	CC-F06	750	2019-09-25	2019-09-25	0			
3000006443	DIST	02W	02	CC-F06	249	2019-09-26	2019-09-26	0			
3000006444	DIST	02W	02	CC-F06	0	2019-09-27	2019-09-27	0			
3000006445	DIST	02W	02	CC-F06	0	2019-09-30	2019-09-30	0			
3000006446	DIST	02W	02	CC-F06	0	2019-10-01	2019-10-01	0			
3000006447	DIST	02W	02	CC-F06	750	2019-10-02	2019-10-02	0			
3000006448	DIST	02W	02	CC-F06	750	2019-10-03	2019-10-03	0			
3000006449	DIST	02W	02	CC-F06	750	2019-10-04	2019-10-04	0			
3000006450	DIST	02W	02	CC-F06	750	2019-10-07	2019-10-07	0			
3000006451	DIST	02W	02	CC-F06	750	2019-10-08	2019-10-08	0			
3000006452	DIST	02W	02	CC-F06	750	2019-10-09	2019-10-09	0			
3000006453	DIST	02W	02	CC-F06	750	2019-10-10	2019-10-10	0			
3000006454	DIST	02W	02	CC-F06	750	2019-10-11	2019-10-11	0			
3000006455	DIST	02W	02	CC-F06	334	2019-10-14	2019-10-14	0			
3000006456	DIST	02W	02	CC-F06	0	2019-10-15	2019-10-15	0			
3000006457	DIST	02W	02	CC-F06	0	2019-10-16	2019-10-16	0			
3000006458	DIST	02W	02	CC-F06	0	2019-10-17	2019-10-17	0			
3000006459	DIST	02W	02	CC-F06	0	2019-10-18	2019-10-18	0			
3000006460	DIST	02W	02	CC-F06	0	2019-10-21	2019-10-21	0			
3000006461	DIST	02W	02	CC-F06	0	2019-10-22	2019-10-22	0			
3000006462	DIST	02W	02	CC-F06	0	2019-10-23	2019-10-23	0			
3000006463	DIST	02W	02	CC-F06	0	2019-10-24	2019-10-24	0			
3000006464	DIST	02W	02	CC-F06	750	2019-10-25	2019-10-25	0			
3000006465	DIST	02W	02	CC-F06	750	2019-10-28	2019-10-28	0			
3000006466	DIST	02W	02	CC-F06	750	2019-10-29	2019-10-29	0			
3000006467	DIST	02W	02	CC-F06	750	2019-10-30	2019-10-30	0			
3000006468	DIST	02W	02	CC-F06	750	2019-10-31	2019-10-31	0			
3000006469	DIST	02W	02	CC-F06	750	2019-11-01	2019-11-01	0			
3000006470	DIST	02W	02	CC-F06	750	2019-11-04	2019-11-04	0			
3000006471	DIST	02W	02	CC-F06	750	2019-11-05	2019-11-05	0			
3000006472	DIST	02W	02	CC-F06	750	2019-11-06	2019-11-06	0			
3000006473	DIST	02W	02	CC-F06	750	2019-11-07	2019-11-07	0			
3000006474	DIST	02W	02	CC-F06	750	2019-11-08	2019-11-08	0			
3000006475	DIST	02W	02	CC-F06	750	2019-11-11	2019-11-11	0			
3000006476	DIST	02W	02	CC-F06	750	2019-11-12	2019-11-12	0			
3000006477	DIST	02W	02	CC-F06	750	2019-11-13	2019-11-13	0			
3000006478	DIST	02W	02	CC-F06	750	2019-11-14	2019-11-14	0			
3000006479	DIST	02W	02	CC-F06	750	2019-11-15	2019-11-15	0			
3000006480	DIST	02W	02	CC-F06	750	2019-11-18	2019-11-18	0			
3000006481	DIST	02W	02	CC-F06	750	2019-11-19	2019-11-19	0			
3000006482	DIST	02W	02	CC-F06	750	2019-11-20	2019-11-20	0			
3000006483	DIST	02W	02	CC-F06	750	2019-11-21	2019-11-21	0			
3000006484	DIST	02W	02	CC-F06	750	2019-11-22	2019-11-22	0			
3000006485	DIST	02W	02	CC-F06	750	2019-11-25	2019-11-25	0			
3000006486	DIST	02W	02	CC-F06	750	2019-11-26	2019-11-26	0			
3000006487	DIST	02W	02	CC-F06	750	2019-11-27	2019-11-27	0			
3000006488	DIST	02W	02	CC-F06	750	2019-11-28	2019-11-28	0			
3000006489	DIST	02W	02	CC-F06	750	2019-11-29	2019-11-29	0			
3000006490	DIST	02W	02	CC-F06	750	2019-12-02	2019-12-02	0			
3000006491	DIST	02W	02	CC-F06	750	2019-12-03	2019-12-03	0			
3000006492	DIST	02W	02	CC-F06	750	2019-12-04	2019-12-04	0			
3000006493	DIST	02W	02	CC-F06	750	2019-12-05	2019-12-05	0			
3000006494	DIST	02W	02	CC-F06	750	2019-12-06	2019-12-06	0			
3000006495	DIST	02W	02	CC-F06	750	2019-12-09	2019-12-09	0			
3000006496	DIST	02W	02	CC-F06	750	2019-12-10	2019-12-10	0			
3000006497	DIST	02W	02	CC-F06	750	2019-12-11	2019-12-11	0			
3000006498	DIST	02W	02	CC-F06	750	2019-12-12	2019-12-12	0			
3000006499	DIST	02W	02	CC-F06	750	2019-12-13	2019-12-13	0			
3000006500	DIST	02W	02	CC-F06	750	2019-12-16	2019-12-16	0			
3000006501	DIST	02W	02	CC-F06	750	2019-12-17	2019-12-17	0			
3000006502	DIST	02W	02	CC-F06	416	2019-12-18	2019-12-18	0			
3000006503	DIST	02W	02	CC-F06	750	2019-12-19	2019-12-19	0			
3000006504	DIST	02W	02	CC-F06	750	2019-12-20	2019-12-20	0			
3000006505	DIST	02W	02	CC-F06	750	2019-12-23	2019-12-23	0			
3000006506	DIST	02W	02	CC-F06	750	2019-12-24	2019-12-24	0			
3000006507	DIST	02W	02	CC-F06	750	2019-12-25	2019-12-25	0			
3000006508	DIST	02W	02	CC-F06	750	2019-12-26	2019-12-26	0			
3000006509	DIST	02W	02	CC-F06	750	2019-12-27	2019-12-27	0			
3000006510	DIST	02W	02	CC-F06	750	2019-12-30	2019-12-30	0			
3000006511	DIST	02W	02	CC-F06	750	2019-12-31	2019-12-31	0			
3000006512	DIST	02W	02	CC-F06	250	2020-01-02	2020-01-02	0			
3000006513	DIST	02W	02	CC-F06	750	2020-01-03	2020-01-03	0			
3000006514	DIST	02W	02	CC-F06	678	2020-01-06	2020-01-06	0			
3000006515	DIST	02W	02	CC-F06	0	2020-01-07	2020-01-07	0			
3000006516	DIST	02W	02	CC-F06	0	2020-01-08	2020-01-08	0			
3000006517	DIST	02W	02	CC-F06	0	2020-01-09	2020-01-09	0			
3000006518	DIST	02W	02	CC-F06	0	2020-01-10	2020-01-10	0			
3000006519	DIST	02W	02	CC-F06	0	2020-01-13	2020-01-13	0			
3000006520	DIST	02W	02	CC-F06	0	2020-01-14	2020-01-14	0			
3000006521	DIST	02W	02	CC-F06	0	2020-01-15	2020-01-15	0			
3000006522	DIST	02W	02	CC-F06	1000	2020-01-16	2020-01-16	0			
3000006523	DIST	02W	02	CC-F06	1000	2020-01-17	2020-01-17	0			
3000006524	DIST	02W	02	CC-F06	1000	2020-01-20	2020-01-20	0			
3000006525	DIST	02W	02	CC-F06	1000	2020-01-21	2020-01-21	0			
3000006526	DIST	02W	02	CC-F06	1000	2020-01-22	2020-01-22	0			
3000006527	DIST	02W	02	CC-F06	1000	2020-01-23	2020-01-23	0			
3000006528	DIST	02W	02	CC-F06	1000	2020-01-24	2020-01-24	0			
3000006529	DIST	02W	02	CC-F06	0	2020-01-28	2020-01-28	0			
3000006530	DIST	02W	02	CC-F06	0	2020-01-29	2020-01-29	0			
3000006531	DIST	02W	02	CC-F06	0	2020-01-30	2020-01-30	0			
3000006532	DIST	02W	02	CC-F06	0	2020-01-31	2020-01-31	0			
3000006533	DIST	02W	02	CC-F06	0	2020-02-03	2020-02-03	0			
3000006534	DIST	02W	02	CC-F06	0	2020-02-04	2020-02-04	0			
3000006535	DIST	02W	02	CC-F06	1000	2020-02-05	2020-02-05	0			
3000006536	DIST	02W	02	CC-F06	1000	2020-02-06	2020-02-06	0			
3000006537	DIST	02W	02	CC-F06	1000	2020-02-07	2020-02-07	0			
3000006538	DIST	02W	02	CC-F06	1000	2020-02-10	2020-02-10	0			
3000006539	DIST	02W	02	CC-F06	1000	2020-02-11	2020-02-11	0			
3000006540	DIST	02W	02	CC-F06	1000	2020-02-12	2020-02-12	0			
3000006541	DIST	02W	02	CC-F06	1000	2020-02-13	2020-02-13	0			
3000006542	DIST	02W	02	CC-F06	1000	2020-02-14	2020-02-14	0			
3000006543	DIST	02W	02	CC-F06	1000	2020-02-17	2020-02-17	0			
3000006544	DIST	02W	02	CC-F06	1000	2020-02-18	2020-02-18	0			
3000006545	DIST	02W	02	CC-F06	1000	2020-02-19	2020-02-19	0			
3000006546	DIST	02W	02	CC-F06	1000	2020-02-20	2020-02-20	0			
3000006547	DIST	02W	02	CC-F06	1000	2020-02-21	2020-02-21	0			
3000006548	DIST	02W	02	CC-F06	1000	2020-02-24	2020-02-24	0			
3000006549	DIST	02W	02	CC-F06	667	2020-02-25	2020-02-25	0			
3000006550	DIST	02W	02	CC-F06	0	2020-02-26	2020-02-26	0			
3000006551	DIST	02W	02	CC-F06	0	2020-02-27	2020-02-27	0			
3000006552	DIST	02W	02	CC-F06	0	2020-02-28	2020-02-28	0			
3000006553	DIST	02W	02	CC-F06	0	2020-03-02	2020-03-02	0			
3000006554	DIST	02W	02	CC-F06	0	2020-03-03	2020-03-03	0			
3000006555	DIST	02W	02	CC-F06	0	2020-03-04	2020-03-04	0			
3000006556	DIST	02W	02	CC-F06	0	2020-03-05	2020-03-05	0			
3000006557	DIST	02W	02	CC-F06	0	2020-03-06	2020-03-06	0			
3000006558	DIST	02W	02	CC-F06	0	2020-03-10	2020-03-10	0			
3000006559	DIST	02W	02	CC-F06	0	2020-03-11	2020-03-11	0			
3000006560	DIST	02W	02	CC-F06	0	2020-03-12	2020-03-12	0			
3000006561	DIST	02W	02	CC-F06	0	2020-03-13	2020-03-13	0			
3000006562	DIST	02W	02	CC-F06	1000	2020-03-16	2020-03-16	0			
3000006563	DIST	02W	02	CC-F06	1000	2020-03-17	2020-03-17	0			
3000006564	DIST	02W	02	CC-F06	1000	2020-03-18	2020-03-18	0			
3000006565	DIST	02W	02	CC-F06	1000	2020-03-19	2020-03-19	0			
3000006566	DIST	02W	02	CC-F06	1000	2020-03-20	2020-03-20	0			
3000006567	DIST	02W	02	CC-F06	1000	2020-03-23	2020-03-23	0			
3000006568	DIST	02W	02	CC-F06	1000	2020-03-24	2020-03-24	0			
3000006569	DIST	02W	02	CC-F06	667	2020-03-25	2020-03-25	0			
3000006570	DIST	02W	02	CC-F06	0	2020-03-26	2020-03-26	0			
3000006571	DIST	02W	02	CC-F06	0	2020-03-27	2020-03-27	0			
3000006572	DIST	02W	02	CC-F06	1000	2020-03-30	2020-03-30	0			
3000006573	DIST	02W	02	CC-F06	1000	2020-03-31	2020-03-31	0			
3000006574	DIST	02W	02	CC-F06	1000	2020-04-01	2020-04-01	0			
3000006575	DIST	02W	02	CC-F06	1000	2020-04-02	2020-04-02	0			
3000006576	DIST	02W	02	CC-F06	1000	2020-04-03	2020-04-03	0			
3000006577	DIST	02W	02	CC-F06	1000	2020-04-06	2020-04-06	0			
3000006578	DIST	02W	02	CC-F06	1000	2020-04-07	2020-04-07	0			
3000006579	DIST	02W	02	CC-F06	666	2020-04-08	2020-04-08	0			
3000006580	DIST	02W	02	CC-F06	0	2020-04-09	2020-04-09	0			
3000006581	DIST	02W	02	CC-F06	0	2020-04-14	2020-04-14	0			
3000006582	DIST	02W	02	CC-F06	0	2020-04-15	2020-04-15	0			
3000006583	DIST	02W	02	CC-F06	0	2020-04-16	2020-04-16	0			
3000006584	DIST	02W	02	CC-F06	0	2020-04-17	2020-04-17	0			
3000006585	DIST	02W	02	CC-F06	0	2020-04-20	2020-04-20	0			
3000006586	DIST	02W	02	CC-F06	0	2020-04-21	2020-04-21	0			
3000006587	DIST	02W	02	CC-F06	0	2020-04-22	2020-04-22	0			
3000006588	DIST	02W	02	CC-F06	0	2020-04-23	2020-04-23	0			
3000006589	DIST	02W	02	CC-F06	0	2020-04-24	2020-04-24	0			
3000006590	DIST	02W	02	CC-F06	0	2020-04-27	2020-04-27	0			
3000006591	DIST	02W	02	CC-F06	0	2020-04-28	2020-04-28	0			
3000006592	DIST	02W	02	CC-F06	1000	2020-04-29	2020-04-29	0			
3000006593	DIST	02W	02	CC-F06	1000	2020-04-30	2020-04-30	0			
3000006594	DIST	02W	02	CC-F06	1000	2020-05-01	2020-05-01	0			
3000006595	DIST	02W	02	CC-F06	1000	2020-05-04	2020-05-04	0			
3000006596	DIST	02W	02	CC-F06	1000	2020-05-05	2020-05-05	0			
3000006597	DIST	02W	02	CC-F06	1000	2020-05-06	2020-05-06	0			
3000006598	DIST	02W	02	CC-F06	1000	2020-05-07	2020-05-07	0			
3000006599	DIST	02W	02	CC-F06	667	2020-05-08	2020-05-08	0			
3000006600	DIST	02W	02	CC-F06	0	2020-05-11	2020-05-11	0			
3000006601	DIST	02W	02	CC-F11	0	2019-07-02	2019-07-02	0			
3000006602	DIST	02W	02	CC-F11	0	2019-07-03	2019-07-03	0			
3000006603	DIST	02W	02	CC-F11	0	2019-07-04	2019-07-04	0			
3000006604	DIST	02W	02	CC-F11	0	2019-07-05	2019-07-05	0			
3000006605	DIST	02W	02	CC-F11	0	2019-07-08	2019-07-08	0			
3000006606	DIST	02W	02	CC-F11	0	2019-07-09	2019-07-09	0			
3000006607	DIST	02W	02	CC-F11	0	2019-07-10	2019-07-10	0			
3000006608	DIST	02W	02	CC-F11	0	2019-07-11	2019-07-11	0			
3000006609	DIST	02W	02	CC-F11	0	2019-07-12	2019-07-12	0			
3000006610	DIST	02W	02	CC-F11	0	2019-07-15	2019-07-15	0			
3000006611	DIST	02W	02	CC-F11	0	2019-07-16	2019-07-16	0			
3000006612	DIST	02W	02	CC-F11	0	2019-07-17	2019-07-17	0			
3000006613	DIST	02W	02	CC-F11	0	2019-07-18	2019-07-18	0			
3000006614	DIST	02W	02	CC-F11	0	2019-07-19	2019-07-19	0			
3000006615	DIST	02W	02	CC-F11	533	2019-07-22	2019-07-22	0			
3000006616	DIST	02W	02	CC-F11	750	2019-07-23	2019-07-23	0			
3000006617	DIST	02W	02	CC-F11	750	2019-07-24	2019-07-24	0			
3000006618	DIST	02W	02	CC-F11	750	2019-07-25	2019-07-25	0			
3000006619	DIST	02W	02	CC-F11	750	2019-07-26	2019-07-26	0			
3000006620	DIST	02W	02	CC-F11	750	2019-07-29	2019-07-29	0			
3000006621	DIST	02W	02	CC-F11	750	2019-07-30	2019-07-30	0			
3000006622	DIST	02W	02	CC-F11	750	2019-07-31	2019-07-31	0			
3000006623	DIST	02W	02	CC-F11	750	2019-08-01	2019-08-01	0			
3000006624	DIST	02W	02	CC-F11	750	2019-08-02	2019-08-02	0			
3000006625	DIST	02W	02	CC-F11	750	2019-08-05	2019-08-05	0			
3000006626	DIST	02W	02	CC-F11	750	2019-08-06	2019-08-06	0			
3000006627	DIST	02W	02	CC-F11	750	2019-08-07	2019-08-07	0			
3000006628	DIST	02W	02	CC-F11	750	2019-08-08	2019-08-08	0			
3000006629	DIST	02W	02	CC-F11	750	2019-08-09	2019-08-09	0			
3000006630	DIST	02W	02	CC-F11	750	2019-08-12	2019-08-12	0			
3000006631	DIST	02W	02	CC-F11	750	2019-08-13	2019-08-13	0			
3000006632	DIST	02W	02	CC-F11	750	2019-08-14	2019-08-14	0			
3000006633	DIST	02W	02	CC-F11	750	2019-08-15	2019-08-15	0			
3000006634	DIST	02W	02	CC-F11	750	2019-08-16	2019-08-16	0			
3000006635	DIST	02W	02	CC-F11	216	2019-08-19	2019-08-19	0			
3000006636	DIST	02W	02	CC-F11	0	2019-08-20	2019-08-20	0			
3000006637	DIST	02W	02	CC-F11	750	2019-08-21	2019-08-21	0			
3000006638	DIST	02W	02	CC-F11	750	2019-08-22	2019-08-22	0			
3000006639	DIST	02W	02	CC-F11	750	2019-08-23	2019-08-23	0			
3000006640	DIST	02W	02	CC-F11	750	2019-08-26	2019-08-26	0			
3000006641	DIST	02W	02	CC-F11	750	2019-08-27	2019-08-27	0			
3000006642	DIST	02W	02	CC-F11	750	2019-08-28	2019-08-28	0			
3000006643	DIST	02W	02	CC-F11	750	2019-08-29	2019-08-29	0			
3000006644	DIST	02W	02	CC-F11	750	2019-08-30	2019-08-30	0			
3000006645	DIST	02W	02	CC-F11	750	2019-09-02	2019-09-02	0			
3000006646	DIST	02W	02	CC-F11	750	2019-09-03	2019-09-03	0			
3000006647	DIST	02W	02	CC-F11	750	2019-09-04	2019-09-04	0			
3000006648	DIST	02W	02	CC-F11	750	2019-09-05	2019-09-05	0			
3000006649	DIST	02W	02	CC-F11	750	2019-09-06	2019-09-06	0			
3000006650	DIST	02W	02	CC-F11	750	2019-09-09	2019-09-09	0			
3000006651	DIST	02W	02	CC-F11	750	2019-09-10	2019-09-10	0			
3000006652	DIST	02W	02	CC-F11	750	2019-09-11	2019-09-11	0			
3000006653	DIST	02W	02	CC-F11	667	2019-09-12	2019-09-12	0			
3000006654	DIST	02W	02	CC-F11	0	2019-09-13	2019-09-13	0			
3000006655	DIST	02W	02	CC-F11	0	2019-09-16	2019-09-16	0			
3000006656	DIST	02W	02	CC-F11	0	2019-09-17	2019-09-17	0			
3000006657	DIST	02W	02	CC-F11	750	2019-09-18	2019-09-18	0			
3000006658	DIST	02W	02	CC-F11	750	2019-09-19	2019-09-19	0			
3000006659	DIST	02W	02	CC-F11	750	2019-09-20	2019-09-20	0			
3000006660	DIST	02W	02	CC-F11	750	2019-09-23	2019-09-23	0			
3000006661	DIST	02W	02	CC-F11	750	2019-09-24	2019-09-24	0			
3000006662	DIST	02W	02	CC-F11	750	2019-09-25	2019-09-25	0			
3000006663	DIST	02W	02	CC-F11	750	2019-09-26	2019-09-26	0			
3000006664	DIST	02W	02	CC-F11	750	2019-09-27	2019-09-27	0			
3000006665	DIST	02W	02	CC-F11	333	2019-09-30	2019-09-30	0			
3000006666	DIST	02W	02	CC-F11	0	2019-10-01	2019-10-01	0			
3000006667	DIST	02W	02	CC-F11	0	2019-10-02	2019-10-02	0			
3000006668	DIST	02W	02	CC-F11	750	2019-10-03	2019-10-03	0			
3000006669	DIST	02W	02	CC-F11	750	2019-10-04	2019-10-04	0			
3000006670	DIST	02W	02	CC-F11	750	2019-10-07	2019-10-07	0			
3000006671	DIST	02W	02	CC-F11	750	2019-10-08	2019-10-08	0			
3000006672	DIST	02W	02	CC-F11	750	2019-10-09	2019-10-09	0			
3000006673	DIST	02W	02	CC-F11	750	2019-10-10	2019-10-10	0			
3000006674	DIST	02W	02	CC-F11	750	2019-10-11	2019-10-11	0			
3000006675	DIST	02W	02	CC-F11	750	2019-10-14	2019-10-14	0			
3000006676	DIST	02W	02	CC-F11	334	2019-10-15	2019-10-15	0			
3000006677	DIST	02W	02	CC-F11	0	2019-10-16	2019-10-16	0			
3000006678	DIST	02W	02	CC-F11	0	2019-10-17	2019-10-17	0			
3000006679	DIST	02W	02	CC-F11	0	2019-10-18	2019-10-18	0			
3000006680	DIST	02W	02	CC-F11	0	2019-10-21	2019-10-21	0			
3000006681	DIST	02W	02	CC-F11	0	2019-10-22	2019-10-22	0			
3000006682	DIST	02W	02	CC-F11	0	2019-10-23	2019-10-23	0			
3000006683	DIST	02W	02	CC-F11	0	2019-10-24	2019-10-24	0			
3000006684	DIST	02W	02	CC-F11	0	2019-10-25	2019-10-25	0			
3000006685	DIST	02W	02	CC-F11	0	2019-10-28	2019-10-28	0			
3000006686	DIST	02W	02	CC-F11	750	2019-10-29	2019-10-29	0			
3000006687	DIST	02W	02	CC-F11	750	2019-10-30	2019-10-30	0			
3000006688	DIST	02W	02	CC-F11	750	2019-10-31	2019-10-31	0			
3000006689	DIST	02W	02	CC-F11	750	2019-11-01	2019-11-01	0			
3000006690	DIST	02W	02	CC-F11	750	2019-11-04	2019-11-04	0			
3000006691	DIST	02W	02	CC-F11	750	2019-11-05	2019-11-05	0			
3000006692	DIST	02W	02	CC-F11	750	2019-11-06	2019-11-06	0			
3000006693	DIST	02W	02	CC-F11	750	2019-11-07	2019-11-07	0			
3000006694	DIST	02W	02	CC-F11	750	2019-11-08	2019-11-08	0			
3000006695	DIST	02W	02	CC-F11	750	2019-11-11	2019-11-11	0			
3000006696	DIST	02W	02	CC-F11	750	2019-11-12	2019-11-12	0			
3000006697	DIST	02W	02	CC-F11	750	2019-11-13	2019-11-13	0			
3000006698	DIST	02W	02	CC-F11	750	2019-11-14	2019-11-14	0			
3000006699	DIST	02W	02	CC-F11	750	2019-11-15	2019-11-15	0			
3000006700	DIST	02W	02	CC-F11	750	2019-11-18	2019-11-18	0			
3000006701	DIST	02W	02	CC-F11	750	2019-11-19	2019-11-19	0			
3000006702	DIST	02W	02	CC-F11	750	2019-11-20	2019-11-20	0			
3000006703	DIST	02W	02	CC-F11	750	2019-11-21	2019-11-21	0			
3000006704	DIST	02W	02	CC-F11	750	2019-11-22	2019-11-22	0			
3000006705	DIST	02W	02	CC-F11	750	2019-11-25	2019-11-25	0			
3000006706	DIST	02W	02	CC-F11	750	2019-11-26	2019-11-26	0			
3000006707	DIST	02W	02	CC-F11	750	2019-11-27	2019-11-27	0			
3000006708	DIST	02W	02	CC-F11	750	2019-11-28	2019-11-28	0			
3000006709	DIST	02W	02	CC-F11	750	2019-11-29	2019-11-29	0			
3000006710	DIST	02W	02	CC-F11	750	2019-12-02	2019-12-02	0			
3000006711	DIST	02W	02	CC-F11	750	2019-12-03	2019-12-03	0			
3000006712	DIST	02W	02	CC-F11	750	2019-12-04	2019-12-04	0			
3000006713	DIST	02W	02	CC-F11	750	2019-12-05	2019-12-05	0			
3000006714	DIST	02W	02	CC-F11	750	2019-12-06	2019-12-06	0			
3000006715	DIST	02W	02	CC-F11	750	2019-12-09	2019-12-09	0			
3000006716	DIST	02W	02	CC-F11	750	2019-12-10	2019-12-10	0			
3000006717	DIST	02W	02	CC-F11	750	2019-12-11	2019-12-11	0			
3000006718	DIST	02W	02	CC-F11	750	2019-12-12	2019-12-12	0			
3000006719	DIST	02W	02	CC-F11	750	2019-12-13	2019-12-13	0			
3000006720	DIST	02W	02	CC-F11	750	2019-12-16	2019-12-16	0			
3000006721	DIST	02W	02	CC-F11	750	2019-12-17	2019-12-17	0			
3000006722	DIST	02W	02	CC-F11	735	2019-12-18	2019-12-18	0			
3000006723	DIST	02W	02	CC-F11	0	2019-12-19	2019-12-19	0			
3000006724	DIST	02W	02	CC-F11	750	2019-12-20	2019-12-20	0			
3000006725	DIST	02W	02	CC-F11	750	2019-12-23	2019-12-23	0			
3000006726	DIST	02W	02	CC-F11	750	2019-12-24	2019-12-24	0			
3000006727	DIST	02W	02	CC-F11	750	2019-12-25	2019-12-25	0			
3000006728	DIST	02W	02	CC-F11	750	2019-12-26	2019-12-26	0			
3000006729	DIST	02W	02	CC-F11	750	2019-12-27	2019-12-27	0			
3000006730	DIST	02W	02	CC-F11	750	2019-12-30	2019-12-30	0			
3000006731	DIST	02W	02	CC-F11	750	2019-12-31	2019-12-31	0			
3000006732	DIST	02W	02	CC-F11	750	2020-01-02	2020-01-02	0			
3000006733	DIST	02W	02	CC-F11	750	2020-01-03	2020-01-03	0			
3000006734	DIST	02W	02	CC-F11	750	2020-01-06	2020-01-06	0			
3000006735	DIST	02W	02	CC-F11	750	2020-01-07	2020-01-07	0			
3000006736	DIST	02W	02	CC-F11	750	2020-01-08	2020-01-08	0			
3000006737	DIST	02W	02	CC-F11	750	2020-01-09	2020-01-09	0			
