Iteration FitnessValue ScCosts FR
0 0.7936508717638595 725755.5199999999 0.9776785714285714
1 0.7936508717638595 725755.5199999999 0.9776785714285714
2 0.7936508717638595 725755.5199999999 0.9776785714285714
3 0.7936508717638595 725755.5199999999 0.9776785714285714
4 0.7936508717638595 725755.5199999999 0.9776785714285714
5 0.7936508717638595 725755.5199999999 0.9776785714285714
6 0.7936508717638595 725755.5199999999 0.9776785714285714
7 0.7936508717638595 725755.5199999999 0.9776785714285714
8 0.7936508717638595 725755.5199999999 0.9776785714285714
9 0.7936508717638595 725755.5199999999 0.9776785714285714
10 0.7936508717638595 725755.5199999999 0.9776785714285714
11 0.7936508717638595 725755.5199999999 0.9776785714285714
12 0.7936508717638595 725755.5199999999 0.9776785714285714
13 0.7936508717638595 725755.5199999999 0.9776785714285714
14 0.7936508717638595 725755.5199999999 0.9776785714285714
15 0.7936508717638595 725755.5199999999 0.9776785714285714
16 0.7936508717638595 725755.5199999999 0.9776785714285714
17 0.7936508717638595 725755.5199999999 0.9776785714285714
18 0.7936508717638595 725755.5199999999 0.9776785714285714
19 0.7936508717638595 725755.5199999999 0.9776785714285714
20 0.7936508717638595 725755.5199999999 0.9776785714285714
21 0.7936508717638595 725755.5199999999 0.9776785714285714
22 0.7936508717638595 725755.5199999999 0.9776785714285714
23 0.7936508717638595 725755.5199999999 0.9776785714285714
24 0.7936508717638595 725755.5199999999 0.9776785714285714
25 0.7936508717638595 725755.5199999999 0.9776785714285714
26 0.7936508717638595 725755.5199999999 0.9776785714285714
27 0.7936508717638595 725755.5199999999 0.9776785714285714
28 0.7936508717638595 725755.5199999999 0.9776785714285714
29 0.7936508717638595 725755.5199999999 0.9776785714285714
30 0.7936508717638595 725755.5199999999 0.9776785714285714
31 0.7936508717638595 725755.5199999999 0.9776785714285714
32 0.7936508717638595 725755.5199999999 0.9776785714285714
33 0.7936508717638595 725755.5199999999 0.9776785714285714
34 0.7936508717638595 725755.5199999999 0.9776785714285714
35 0.7936508717638595 725755.5199999999 0.9776785714285714
36 0.7936508717638595 725755.5199999999 0.9776785714285714
37 0.7936508717638595 725755.5199999999 0.9776785714285714
38 0.7936508717638595 725755.5199999999 0.9776785714285714
39 0.7936508717638595 725755.5199999999 0.9776785714285714
40 0.7936508717638595 725755.5199999999 0.9776785714285714
41 0.7936508717638595 725755.5199999999 0.9776785714285714
42 0.7936508717638595 725755.5199999999 0.9776785714285714
43 0.7936508717638595 725755.5199999999 0.9776785714285714
44 0.7979404636041325 427030.03 0.8973214285714286
45 0.7979404636041325 427030.03 0.8973214285714286
46 0.7979404636041325 427030.03 0.8973214285714286
47 0.7979404636041325 427030.03 0.8973214285714286
48 0.7979404636041325 427030.03 0.8973214285714286
49 0.7979404636041325 427030.03 0.8973214285714286
50 0.7979404636041325 427030.03 0.8973214285714286
51 0.8027860277566713 440194.26 0.90625
52 0.8027860277566713 440194.26 0.90625
53 0.8046130086239073 432421.2499999999 0.90625
54 0.8046130086239073 432421.2499999999 0.90625
55 0.8046130086239073 432421.2499999999 0.90625
56 0.8046130086239073 432421.2499999999 0.90625
57 0.8046130086239073 432421.2499999999 0.90625
58 0.8046130086239073 432421.2499999999 0.90625
59 0.8046130086239073 432421.2499999999 0.90625
60 0.8109137080624753 567590.3600000001 0.9508928571428571
61 0.8109137080624753 567590.3600000001 0.9508928571428571
62 0.8109137080624753 567590.3600000001 0.9508928571428571
63 0.8109137080624753 567590.3600000001 0.9508928571428571
64 0.8109137080624753 567590.3600000001 0.9508928571428571
65 0.8109137080624753 567590.3600000001 0.9508928571428571
66 0.8109137080624753 567590.3600000001 0.9508928571428571
67 0.8109137080624753 567590.3600000001 0.9508928571428571
68 0.8109137080624753 567590.3600000001 0.9508928571428571
69 0.8109137080624753 567590.3600000001 0.9508928571428571
70 0.8109137080624753 567590.3600000001 0.9508928571428571
71 0.8109137080624753 567590.3600000001 0.9508928571428571
72 0.8109137080624753 567590.3600000001 0.9508928571428571
73 0.8168801859698952 574209.4799999997 0.9598214285714286
74 0.8168801859698952 574209.4799999997 0.9598214285714286
75 0.8168801859698952 574209.4799999997 0.9598214285714286
76 0.8168801859698952 574209.4799999997 0.9598214285714286
77 0.8168801859698952 574209.4799999997 0.9598214285714286
78 0.8168801859698952 574209.4799999997 0.9598214285714286
79 0.8168801859698952 574209.4799999997 0.9598214285714286
80 0.8168801859698952 574209.4799999997 0.9598214285714286
81 0.820393472608256 590470.4799999997 0.96875
82 0.820393472608256 590470.4799999997 0.96875
83 0.820393472608256 590470.4799999997 0.96875
84 0.820393472608256 590470.4799999997 0.96875
85 0.820393472608256 590470.4799999997 0.96875
86 0.820393472608256 590470.4799999997 0.96875
87 0.820393472608256 590470.4799999997 0.96875
88 0.8224995949017145 582087.9499999998 0.96875
89 0.8224995949017145 582087.9499999998 0.96875
90 0.8224995949017145 582087.9499999998 0.96875
91 0.8271140191245683 578823.0000000001 0.9732142857142857
92 0.8271140191245683 578823.0000000001 0.9732142857142857
93 0.8271140191245683 578823.0000000001 0.9732142857142857
94 0.8271140191245683 578823.0000000001 0.9732142857142857
95 0.8271140191245683 578823.0000000001 0.9732142857142857
96 0.8271140191245683 578823.0000000001 0.9732142857142857
97 0.8271140191245683 578823.0000000001 0.9732142857142857
98 0.8271140191245683 578823.0000000001 0.9732142857142857
99 0.8271140191245683 578823.0000000001 0.9732142857142857
100 0.8271140191245683 578823.0000000001 0.9732142857142857
101 0.8271140191245683 578823.0000000001 0.9732142857142857
102 0.8271140191245683 578823.0000000001 0.9732142857142857
103 0.8281448743899974 559619.2999999997 0.96875
104 0.8281448743899974 559619.2999999997 0.96875
105 0.8281448743899974 559619.2999999997 0.96875
106 0.8281448743899974 559619.2999999997 0.96875
107 0.8289069047732732 556586.3599999999 0.96875
108 0.8289069047732732 556586.3599999999 0.96875
109 0.8289069047732732 556586.3599999999 0.96875
110 0.8289069047732732 556586.3599999999 0.96875
111 0.8289069047732732 556586.3599999999 0.96875
112 0.8289069047732732 556586.3599999999 0.96875
113 0.8289069047732732 556586.3599999999 0.96875
114 0.8300962610039354 551852.63 0.96875
115 0.8300962610039354 551852.63 0.96875
116 0.8300962610039354 551852.63 0.96875
117 0.8300962610039354 551852.63 0.96875
118 0.8300962610039354 551852.63 0.96875
119 0.8300962610039354 551852.63 0.96875
120 0.8300962610039354 551852.63 0.96875
121 0.8300962610039354 551852.63 0.96875
