Iteration FitnessValue ScCosts FR
0 0.7361895674129875 1211511.08 1.0
1 0.7361895674129875 1211511.08 1.0
2 0.7361895674129875 1211511.08 1.0
3 0.7361895674129875 1211511.08 1.0
4 0.7361895674129875 1211511.08 1.0
5 0.7361895674129875 1211511.08 1.0
6 0.7361895674129875 1211511.08 1.0
7 0.7361895674129875 1211511.08 1.0
8 0.7361895674129875 1211511.08 1.0
9 0.7361895674129875 1211511.08 1.0
10 0.7361895674129875 1211511.08 1.0
11 0.7361895674129875 1211511.08 1.0
12 0.7361895674129875 1211511.08 1.0
13 0.7361895674129875 1211511.08 1.0
14 0.7361895674129875 1211511.08 1.0
15 0.7361895674129875 1211511.08 1.0
16 0.7361895674129875 1211511.08 1.0
17 0.7361895674129875 1211511.08 1.0
18 0.7456527258227679 1168052.9000000004 1.0
19 0.7456527258227679 1168052.9000000004 1.0
20 0.7648276732631302 1079994.7399999995 1.0
21 0.7875109167852388 975825.2399999998 1.0
22 0.7875109167852388 975825.2399999998 1.0
23 0.7875109167852388 975825.2399999998 1.0
24 0.7960568507480488 936579.2799999998 1.0
25 0.7960568507480488 936579.2799999998 1.0
26 0.8012009176904389 912955.8999999997 1.0
27 0.8117531208989585 864496.4399999997 1.0
28 0.8117531208989585 864496.4399999997 1.0
29 0.8117531208989585 864496.4399999997 1.0
30 0.8117531208989585 864496.4399999997 1.0
31 0.8126806320078019 860236.98 1.0
32 0.8177848675321181 836796.52 1.0
33 0.8182252211485319 834774.2599999998 1.0
34 0.8212019729225184 821103.96 1.0
35 0.8216893830086776 818865.5999999996 1.0
36 0.8243066132314568 801588.7000000002 0.9986130374479889
37 0.825194674096058 802768.0599999998 1.0
38 0.825194674096058 802768.0599999998 1.0
39 0.825194674096058 802768.0599999998 1.0
40 0.8253241196722021 802173.6000000003 1.0
41 0.8258998722376563 799529.5399999999 1.0
42 0.826488576764334 796826.0000000001 1.0
43 0.8270153130811084 794407.0400000003 1.0
44 0.8283598085313401 788232.6400000002 1.0
45 0.8283598085313401 788232.6400000002 1.0
46 0.8292490734655142 784148.8200000001 1.0
47 0.8320161463137854 771441.44 1.0
48 0.8320161463137854 771441.44 1.0
49 0.8320161463137854 771441.44 1.0
50 0.8320161463137854 771441.44 1.0
51 0.8320161463137854 771441.44 1.0
52 0.8322804943616398 770227.4599999997 1.0
53 0.8324038951085376 769660.76 1.0
54 0.8331834646831614 766080.6999999997 1.0
55 0.8336784830666498 763807.4000000001 1.0
56 0.8344224804760835 760390.6999999997 1.0
57 0.8344224804760835 760390.6999999997 1.0
58 0.8345677523558883 759723.5599999998 1.0
59 0.834901450447632 758191.0999999999 1.0
60 0.8349086450138531 758158.06 1.0
61 0.8356167523384028 754906.1799999999 1.0
62 0.8361388548667636 752508.4999999998 1.0
63 0.8363884218263891 751362.3999999998 1.0
64 0.836926794874969 748890.0 1.0
65 0.836926794874969 748890.0 1.0
66 0.8369943811178173 748579.6200000003 1.0
67 0.8370017542416748 748545.7599999999 1.0
68 0.8370017542416748 748545.7599999999 1.0
69 0.8371703257154766 747771.6200000001 1.0
70 0.8372685629008578 747320.4799999999 1.0
71 0.8375710830872884 745931.2000000002 1.0
72 0.8378241384534169 744769.0800000003 1.0
73 0.8378399212064347 744696.5999999999 1.0
74 0.8378399212064347 744696.5999999999 1.0
75 0.8380656311238329 743660.0599999996 1.0
76 0.8381188456544961 743415.68 1.0
77 0.8381188456544961 743415.68 1.0
78 0.8381748735566963 743158.3800000001 1.0
79 0.8382465274295994 742829.3200000001 1.0
80 0.8383679771076915 742271.5800000001 1.0
81 0.8384692976785961 741806.2800000001 1.0
82 0.8384692976785961 741806.2800000001 1.0
83 0.8386337449065072 741051.0800000003 1.0
84 0.8386337449065072 741051.0800000003 1.0
85 0.8386805313622661 740836.2200000001 1.0
86 0.8386805313622661 740836.2200000001 1.0
87 0.8386805313622661 740836.2200000001 1.0
88 0.838729713103389 740610.3600000001 1.0
89 0.838736498293566 740579.2000000001 1.0
90 0.8388049990999171 740264.62 1.0
91 0.8388462459138881 740075.1999999998 1.0
92 0.8388973525934309 739840.5000000001 1.0
93 0.8388973525934309 739840.5000000001 1.0
94 0.8389053876870617 739803.5999999999 1.0
95 0.8389053876870617 739803.5999999999 1.0
96 0.8389675039691512 739518.3399999996 1.0
97 0.8389785005065049 739467.8399999999 1.0
98 0.8390024315848251 739357.9399999997 1.0
99 0.8390024315848251 739357.9399999997 1.0
100 0.8390988004476222 738915.3799999999 1.0
101 0.8390988004476222 738915.3799999999 1.0
