Iteration FitnessValue ScCosts FR
0 0.7748650530025846 278429.20000000007 0.9979633401221996
1 0.7748650530025846 278429.20000000007 0.9979633401221996
2 0.7748650530025846 278429.20000000007 0.9979633401221996
3 0.7748650530025846 278429.20000000007 0.9979633401221996
4 0.7748650530025846 278429.20000000007 0.9979633401221996
5 0.7748650530025846 278429.20000000007 0.9979633401221996
6 0.7748650530025846 278429.20000000007 0.9979633401221996
7 0.7748650530025846 278429.20000000007 0.9979633401221996
8 0.7748650530025846 278429.20000000007 0.9979633401221996
9 0.7748650530025846 278429.20000000007 0.9979633401221996
10 0.7748650530025846 278429.20000000007 0.9979633401221996
11 0.7748650530025846 278429.20000000007 0.9979633401221996
12 0.7748650530025846 278429.20000000007 0.9979633401221996
13 0.7748650530025846 278429.20000000007 0.9979633401221996
14 0.7748650530025846 278429.20000000007 0.9979633401221996
15 0.7748650530025846 278429.20000000007 0.9979633401221996
16 0.7748650530025846 278429.20000000007 0.9979633401221996
17 0.7849742779751507 267808.0000000001 1.0
18 0.7849742779751507 267808.0000000001 1.0
19 0.7849742779751507 267808.0000000001 1.0
20 0.7849742779751507 267808.0000000001 1.0
21 0.7849742779751507 267808.0000000001 1.0
22 0.7849742779751507 267808.0000000001 1.0
23 0.7863290761974439 266120.64 1.0
24 0.7863290761974439 266120.64 1.0
25 0.7863290761974439 266120.64 1.0
26 0.7985703113038214 244760.24000000002 0.9938900203665988
27 0.8191795405234709 216826.40000000002 0.9918533604887984
28 0.8191795405234709 216826.40000000002 0.9918533604887984
29 0.8191795405234709 216826.40000000002 0.9918533604887984
30 0.825501128249136 217333.03999999992 1.0
31 0.8303926238286103 209130.15999999997 0.9979633401221996
32 0.8327139904259926 204107.83999999997 0.9959266802443992
33 0.8383310420560309 197083.36 0.9959266802443992
34 0.8383310420560309 197083.36 0.9959266802443992
35 0.8420650535488905 190255.84000000003 0.9938900203665988
36 0.8420650535488905 190255.84000000003 0.9938900203665988
37 0.8420650535488905 190255.84000000003 0.9938900203665988
38 0.8420650535488905 190255.84000000003 0.9938900203665988
39 0.8431001447164989 195414.0 1.0
40 0.845019862305886 190875.2 0.9979633401221996
41 0.845019862305886 190875.2 0.9979633401221996
42 0.845019862305886 190875.2 0.9979633401221996
43 0.845019862305886 190875.2 0.9979633401221996
44 0.8465914543397928 191065.68000000002 1.0
45 0.8465914543397928 191065.68000000002 1.0
46 0.8467695076620095 190843.91999999998 1.0
47 0.8475048447589568 189928.07999999996 1.0
48 0.8475048447589568 189928.07999999996 1.0
49 0.8489594607527956 188116.39999999997 1.0
50 0.8495336377539846 187401.2799999999 1.0
51 0.8495336377539846 187401.2799999999 1.0
52 0.8529108056912829 183195.1200000001 1.0
53 0.8529108056912829 183195.1200000001 1.0
54 0.8529108056912829 183195.1200000001 1.0
55 0.8529108056912829 183195.1200000001 1.0
56 0.8529108056912829 183195.1200000001 1.0
57 0.8529108056912829 183195.1200000001 1.0
58 0.8529108056912829 183195.1200000001 1.0
59 0.8529108056912829 183195.1200000001 1.0
60 0.8565916020752333 178610.80000000002 1.0
61 0.8573525680594692 177663.04 1.0
62 0.8573525680594692 177663.04 1.0
63 0.8573525680594692 177663.04 1.0
64 0.8573525680594692 177663.04 1.0
65 0.8584616115881111 176281.7599999999 1.0
66 0.8604220608837021 173840.07999999996 1.0
67 0.8604220608837021 173840.07999999996 1.0
68 0.8604220608837021 173840.07999999996 1.0
69 0.8604220608837021 173840.07999999996 1.0
70 0.8604220608837021 173840.07999999996 1.0
71 0.8604220608837021 173840.07999999996 1.0
72 0.8604220608837021 173840.07999999996 1.0
73 0.8604220608837021 173840.07999999996 1.0
74 0.8604220608837021 173840.07999999996 1.0
75 0.8606599149429259 173543.83999999997 1.0
76 0.8607917206489825 173379.68000000005 1.0
77 0.8607917206489825 173379.68000000005 1.0
78 0.8607917206489825 173379.68000000005 1.0
79 0.8609196723870257 173220.32000000004 1.0
80 0.8609196723870257 173220.32000000004 1.0
81 0.8610194901585715 173095.99999999994 1.0
82 0.8611609307846615 172919.83999999997 1.0
83 0.8611855961799468 172889.12 1.0
84 0.861254325276185 172803.52000000005 1.0
85 0.861254325276185 172803.52000000005 1.0
86 0.861254325276185 172803.52000000005 1.0
87 0.861254325276185 172803.52000000005 1.0
88 0.8613376994508738 172699.68 1.0
89 0.8613376994508738 172699.68 1.0
90 0.8614271115087836 172588.31999999992 1.0
91 0.8614271115087836 172588.31999999992 1.0
92 0.8614271115087836 172588.31999999992 1.0
93 0.8614271115087836 172588.31999999992 1.0
94 0.8615332883275513 172456.08000000005 1.0
95 0.8615332883275513 172456.08000000005 1.0
96 0.8615589172148401 172424.15999999997 1.0
97 0.8615589172148401 172424.15999999997 1.0
98 0.8615589172148401 172424.15999999997 1.0
99 0.8615589172148401 172424.15999999997 1.0
100 0.8615628354156537 172419.27999999997 1.0
101 0.8618290803725759 172087.68000000005 1.0
