Iteration FitnessValue ScCosts FR
0 0.7642135202037038 239351.76000000004 1.0
1 0.7642135202037038 239351.76000000004 1.0
2 0.7642135202037038 239351.76000000004 1.0
3 0.7642135202037038 239351.76000000004 1.0
4 0.7642135202037038 239351.76000000004 1.0
5 0.7642135202037038 239351.76000000004 1.0
6 0.7642135202037038 239351.76000000004 1.0
7 0.7642135202037038 239351.76000000004 1.0
8 0.7642135202037038 239351.76000000004 1.0
9 0.7642135202037038 239351.76000000004 1.0
10 0.7642135202037038 239351.76000000004 1.0
11 0.7642135202037038 239351.76000000004 1.0
12 0.7642135202037038 239351.76000000004 1.0
13 0.7642135202037038 239351.76000000004 1.0
14 0.7642135202037038 239351.76000000004 1.0
15 0.7642135202037038 239351.76000000004 1.0
16 0.7642135202037038 239351.76000000004 1.0
17 0.7642135202037038 239351.76000000004 1.0
18 0.7642135202037038 239351.76000000004 1.0
19 0.7642135202037038 239351.76000000004 1.0
20 0.7642135202037038 239351.76000000004 1.0
21 0.7642135202037038 239351.76000000004 1.0
22 0.7642135202037038 239351.76000000004 1.0
23 0.7642135202037038 239351.76000000004 1.0
24 0.7642135202037038 239351.76000000004 1.0
25 0.7808845425968955 215917.83999999997 0.9918533604887984
26 0.7808845425968955 215917.83999999997 0.9918533604887984
27 0.7808845425968955 215917.83999999997 0.9918533604887984
28 0.7808845425968955 215917.83999999997 0.9918533604887984
29 0.7808845425968955 215917.83999999997 0.9918533604887984
30 0.7808845425968955 215917.83999999997 0.9918533604887984
31 0.7808845425968955 215917.83999999997 0.9918533604887984
32 0.7911827920766711 208689.83999999997 0.9959266802443992
33 0.7911827920766711 208689.83999999997 0.9959266802443992
34 0.7972709392277463 204142.8 0.9979633401221996
35 0.7972709392277463 204142.8 0.9979633401221996
36 0.7972709392277463 204142.8 0.9979633401221996
37 0.7972709392277463 204142.8 0.9979633401221996
38 0.8058362315105749 197099.67999999993 1.0
39 0.8058362315105749 197099.67999999993 1.0
40 0.8058362315105749 197099.67999999993 1.0
41 0.8065911811996984 194662.32 0.9979633401221996
42 0.8065911811996984 194662.32 0.9979633401221996
43 0.8065911811996984 194662.32 0.9979633401221996
44 0.8065911811996984 194662.32 0.9979633401221996
45 0.8065911811996984 194662.32 0.9979633401221996
46 0.8065911811996984 194662.32 0.9979633401221996
47 0.8093041143477703 193579.35999999993 1.0
48 0.8093041143477703 193579.35999999993 1.0
49 0.8093041143477703 193579.35999999993 1.0
50 0.8106187165113747 192244.88000000006 1.0
51 0.8182402724877671 184508.0799999999 1.0
52 0.8182402724877671 184508.0799999999 1.0
53 0.8182402724877671 184508.0799999999 1.0
54 0.8203778702987861 182338.16 1.0
55 0.821506878787234 181192.08 1.0
56 0.8295342189816226 173043.36000000004 1.0
57 0.8295342189816226 173043.36000000004 1.0
58 0.8295342189816226 173043.36000000004 1.0
59 0.8295342189816226 173043.36000000004 1.0
60 0.8323251380525353 170210.23999999993 1.0
61 0.8323251380525353 170210.23999999993 1.0
62 0.8323251380525353 170210.23999999993 1.0
63 0.8339689227134348 168541.59999999992 1.0
64 0.8339689227134348 168541.59999999992 1.0
65 0.8364768409828662 165995.76 1.0
66 0.8364768409828662 165995.76 1.0
67 0.8364768409828662 165995.76 1.0
68 0.8364768409828662 165995.76 1.0
69 0.8364768409828662 165995.76 1.0
70 0.8364768409828662 165995.76 1.0
71 0.8364768409828662 165995.76 1.0
72 0.8364768409828662 165995.76 1.0
73 0.8367802531481967 165687.76 1.0
74 0.8367802531481967 165687.76 1.0
75 0.8367802531481967 165687.76 1.0
76 0.8367802531481967 165687.76 1.0
77 0.8367802531481967 165687.76 1.0
78 0.8367802531481967 165687.76 1.0
79 0.8367802531481967 165687.76 1.0
80 0.8367802531481967 165687.76 1.0
81 0.8367802531481967 165687.76 1.0
82 0.8367802531481967 165687.76 1.0
83 0.8367802531481967 165687.76 1.0
84 0.8367802531481967 165687.76 1.0
85 0.8367802531481967 165687.76 1.0
86 0.8367802531481967 165687.76 1.0
87 0.8367802531481967 165687.76 1.0
88 0.8367802531481967 165687.76 1.0
89 0.8367802531481967 165687.76 1.0
90 0.8367802531481967 165687.76 1.0
91 0.8367802531481967 165687.76 1.0
92 0.8367802531481967 165687.76 1.0
93 0.8367802531481967 165687.76 1.0
94 0.8367802531481967 165687.76 1.0
95 0.8367802531481967 165687.76 1.0
96 0.8367802531481967 165687.76 1.0
97 0.8367802531481967 165687.76 1.0
98 0.8367802531481967 165687.76 1.0
99 0.8367802531481967 165687.76 1.0
100 0.8367802531481967 165687.76 1.0
101 0.8367802531481967 165687.76 1.0
