date demand demandChange inventoryPosition leadTime orderQuantity
2019-07-02 0 0 0 0 0 
2019-07-03 0 0 0 0 0 
2019-07-04 0 0 0 0 0 
2019-07-05 0 0 0 24 0 
2019-07-08 0 0 0 24 0 
2019-07-09 0 0 0 0 0 
2019-07-10 0 0 0 24 0 
2019-07-11 0 0 0 0 0 
2019-07-12 0 0 0 24 0 
2019-07-15 0 0 0 0 0 
2019-07-16 0 0 0 24 0 
2019-07-17 0 0 0 0 0 
2019-07-18 0 0 0 24 0 
2019-07-19 0 0 0 0 0 
2019-07-22 0 0 0 24 0 
2019-07-23 0 0 0 0 0 
2019-07-24 5155 5155 0 24 11173 
2019-07-25 11510 6355 6018 24 10770 
2019-07-26 0 -11510 16788 24 0 
2019-07-29 8608 8608 8180 0 8742 
2019-07-30 0 -8608 16922 0 0 
2019-07-31 0 0 16922 0 0 
2019-08-01 0 0 16922 24 0 
2019-08-02 5645 5645 11277 24 0 
2019-08-05 0 -5645 11277 24 0 
2019-08-06 0 0 11277 24 0 
2019-08-07 0 0 11277 24 0 
2019-08-08 9623 9623 1654 24 15197 
2019-08-09 0 -9623 16851 24 0 
2019-08-12 0 0 16851 24 0 
2019-08-13 4396 4396 12455 24 0 
2019-08-14 0 -4396 12455 24 0 
2019-08-15 3846 3846 8609 24 6523 
2019-08-16 4299 453 10833 0 0 
2019-08-19 0 -4299 10833 24 0 
2019-08-20 0 0 10833 24 0 
2019-08-21 0 0 10833 24 0 
2019-08-22 0 0 10833 24 0 
2019-08-23 0 0 10833 24 0 
2019-08-26 0 0 10833 24 0 
2019-08-27 0 0 10833 0 0 
2019-08-28 0 0 10833 0 0 
2019-08-29 0 0 10833 24 0 
2019-08-30 4037 4037 6796 24 7257 
2019-09-02 0 -4037 14053 0 0 
2019-09-03 0 0 14053 24 0 
2019-09-04 0 0 14053 24 0 
2019-09-05 0 0 14053 24 0 
2019-09-06 0 0 14053 24 0 
2019-09-09 0 0 14053 0 0 
2019-09-10 0 0 14053 0 0 
2019-09-11 0 0 14053 0 0 
2019-09-12 0 0 14053 24 0 
2019-09-13 0 0 14053 24 0 
2019-09-16 6287 6287 7766 24 6253 
2019-09-17 0 -6287 14019 24 0 
2019-09-18 5250 5250 8769 24 5099 
2019-09-19 0 -5250 13868 24 0 
2019-09-20 0 0 13868 24 0 
2019-09-23 0 0 13868 0 0 
2019-09-24 4690 4690 9178 24 0 
2019-09-25 3781 -909 5397 24 7926 
2019-09-26 0 -3781 13323 0 0 
2019-09-27 0 0 13323 24 0 
2019-09-30 0 0 13323 0 0 
2019-10-01 0 0 13323 0 0 
2019-10-02 0 0 13323 0 0 
2019-10-03 0 0 13323 24 0 
2019-10-04 0 0 13323 24 0 
2019-10-07 4075 4075 9248 0 0 
2019-10-08 0 -4075 9248 24 0 
2019-10-09 0 0 9248 24 0 
2019-10-10 5787 5787 3461 0 9523 
2019-10-11 0 -5787 12984 24 0 
2019-10-14 0 0 12984 24 0 
2019-10-15 7914 7914 5070 0 8159 
2019-10-16 0 -7914 13229 0 0 
2019-10-17 0 0 13229 0 0 
2019-10-18 0 0 13229 24 0 
2019-10-21 0 0 13229 0 0 
2019-10-22 0 0 13229 24 0 
2019-10-23 0 0 13229 24 0 
2019-10-24 0 0 13229 0 0 
2019-10-25 0 0 13229 24 0 
2019-10-28 0 0 13229 24 0 
2019-10-29 0 0 13229 0 0 
2019-10-30 0 0 13229 24 0 
2019-10-31 4493 4493 8736 0 0 
2019-11-01 3383 -1110 5353 0 7380 
2019-11-04 0 -3383 12733 0 0 
2019-11-05 0 0 12733 0 0 
2019-11-06 0 0 12733 24 0 
2019-11-07 0 0 12733 0 0 
2019-11-08 7062 7062 5671 24 7149 
2019-11-11 0 -7062 12820 24 0 
2019-11-12 0 0 12820 24 0 
2019-11-13 6020 6020 6800 24 6084 
2019-11-14 5965 -55 6919 24 5993 
2019-11-15 0 -5965 12912 0 0 
2019-11-18 0 0 12912 24 0 
2019-11-19 3695 3695 9217 24 0 
2019-11-20 5874 2179 3343 24 9424 
2019-11-21 0 -5874 12767 24 0 
2019-11-22 0 0 12767 0 0 
2019-11-25 0 0 12767 24 0 
2019-11-26 3775 3775 8992 24 0 
2019-11-27 0 -3775 8992 24 0 
2019-11-28 4591 4591 4401 24 8175 
2019-11-29 5274 683 7302 24 5261 
2019-12-02 0 -5274 12563 24 0 
