date demand demandChange inventoryPosition leadTime orderQuantity
2019-07-02 0 0 9000 24 0 
2019-07-03 0 0 9000 24 0 
2019-07-04 0 0 9000 24 0 
2019-07-05 0 0 9000 24 0 
2019-07-08 0 0 9000 0 0 
2019-07-09 0 0 9000 48 0 
2019-07-10 0 0 9000 24 0 
2019-07-11 0 0 9000 24 0 
2019-07-12 0 0 9000 24 0 
2019-07-15 0 0 9000 24 0 
2019-07-16 0 0 9000 24 0 
2019-07-17 0 0 9000 24 0 
2019-07-18 0 0 9000 24 0 
2019-07-19 5805 5805 3195 48 13946 
2019-07-22 0 -5805 17141 0 0 
2019-07-23 12616 12616 4525 24 20551 
2019-07-24 0 -12616 4525 24 20303 
2019-07-25 0 0 24828 0 0 
2019-07-26 0 0 24828 24 0 
2019-07-29 6593 6593 18235 0 0 
2019-07-30 0 -6593 18235 24 0 
2019-07-31 0 0 18235 0 0 
2019-08-01 0 0 18235 24 0 
2019-08-02 0 0 18235 0 0 
2019-08-05 0 0 18235 24 0 
2019-08-06 0 0 18235 24 0 
2019-08-07 8682 8682 9553 0 12722 
2019-08-08 9859 1177 12416 0 10388 
2019-08-09 0 -9859 22804 0 0 
2019-08-12 0 0 22804 0 0 
2019-08-13 8910 8910 13894 24 8704 
2019-08-14 0 -8910 22598 0 0 
2019-08-15 0 0 22598 24 0 
2019-08-16 0 0 22598 0 0 
2019-08-19 0 0 22598 24 0 
2019-08-20 0 0 22598 0 0 
2019-08-21 0 0 22598 0 0 
2019-08-22 6318 6318 16280 24 0 
2019-08-23 0 -6318 16280 24 0 
2019-08-26 7159 7159 9121 0 11808 
2019-08-27 0 -7159 20929 24 0 
2019-08-28 0 0 20929 24 0 
2019-08-29 0 0 20929 24 0 
2019-08-30 0 0 20929 0 0 
2019-09-02 0 0 20929 24 0 
2019-09-03 0 0 20929 24 0 
2019-09-04 0 0 20929 0 0 
2019-09-05 0 0 20929 24 0 
2019-09-06 6203 6203 14726 24 0 
2019-09-09 0 -6203 14726 24 0 
2019-09-10 0 0 14726 0 0 
2019-09-11 0 0 14726 0 0 
2019-09-12 0 0 14726 24 0 
2019-09-13 7249 7249 7477 24 12525 
2019-09-16 9267 2018 10735 0 9451 
2019-09-17 0 -9267 20186 0 0 
2019-09-18 0 0 20186 24 0 
2019-09-19 0 0 20186 0 0 
2019-09-20 0 0 20186 0 0 
2019-09-23 0 0 20186 24 0 
2019-09-24 0 0 20186 0 0 
2019-09-25 0 0 20186 24 0 
2019-09-26 5633 5633 14553 0 0 
2019-09-27 8577 2944 5976 24 13645 
2019-09-30 0 -8577 19621 0 0 
2019-10-01 0 0 19621 24 0 
2019-10-02 7819 7819 11802 24 7775 
2019-10-03 0 -7819 19577 0 0 
2019-10-04 0 0 19577 24 0 
2019-10-07 0 0 19577 24 0 
2019-10-08 0 0 19577 24 0 
2019-10-09 0 0 19577 24 0 
2019-10-10 0 0 19577 24 0 
2019-10-11 0 0 19577 24 0 
2019-10-14 7109 7109 12468 24 0 
2019-10-15 0 -7109 12468 24 0 
2019-10-16 0 0 12468 24 0 
2019-10-17 0 0 12468 24 0 
2019-10-18 0 0 12468 0 0 
2019-10-21 0 0 12468 48 0 
2019-10-22 0 0 12468 24 0 
2019-10-23 0 0 12468 24 0 
2019-10-24 0 0 12468 24 0 
2019-10-25 0 0 12468 24 0 
2019-10-28 0 0 12468 24 0 
2019-10-29 0 0 12468 24 0 
2019-10-30 0 0 12468 0 0 
2019-10-31 8692 8692 3776 24 16120 
2019-11-01 0 -8692 19896 0 0 
2019-11-04 0 0 19896 24 0 
2019-11-05 0 0 19896 24 0 
2019-11-06 0 0 19896 24 0 
2019-11-07 15395 15395 4501 48 16567 
2019-11-08 0 -15395 21068 0 0 
2019-11-11 0 0 21068 24 0 
2019-11-12 5733 5733 15335 24 0 
2019-11-13 0 -5733 15335 24 0 
2019-11-14 0 0 15335 0 0 
2019-11-15 0 0 15335 24 0 
2019-11-18 0 0 15335 24 0 
2019-11-19 0 0 15335 24 0 
2019-11-20 0 0 15335 24 0 
2019-11-21 7442 7442 7893 24 12701 
2019-11-22 0 -7442 20594 24 0 
