date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2020-01-27 0 0 123557 120 0.14 0 
2020-01-28 23148 23148 100409 96 0.14 0 
2020-01-29 0 -23148 100409 48 0.14 0 
2020-01-30 24722 24722 75687 48 0.14 48596 
2020-01-31 0 -24722 124283 24 0.14 0 
2020-02-03 13472 13472 110811 48 0.14 0 
2020-02-04 17208 3736 93603 96 0.14 29999 
2020-02-05 0 -17208 123602 72 0.14 0 
2020-02-06 9318 9318 114284 96 0.14 0 
2020-02-07 17349 8031 96935 24 0.14 0 
2020-02-10 30897 13548 66038 48 0.14 57297 
2020-02-11 12901 -17996 110434 24 0.14 0 
2020-02-12 0 -12901 110434 24 0.14 0 
2020-02-13 0 0 110434 120 0.14 0 
2020-02-14 0 0 110434 48 0.14 0 
2020-02-17 6323 6323 104111 48 0.14 0 
2020-02-18 5505 -818 98606 120 0.14 0 
2020-02-19 37023 31518 61583 48 0.14 61056 
2020-02-20 24764 -12259 97875 96 0.14 0 
2020-02-21 17746 -7018 80129 48 0.14 42729 
2020-02-24 0 -17746 122858 24 0.14 0 
2020-02-25 28684 28684 94174 96 0.14 29219 
2020-02-26 5763 -22921 117630 120 0.14 0 
2020-02-27 7541 1778 110089 48 0.14 0 
2020-02-28 21732 14191 88357 24 0.14 33986 
2020-03-02 0 -21732 122343 24 0.14 0 
2020-03-03 14496 14496 107847 24 0.14 0 
2020-03-04 0 -14496 107847 24 0.14 0 
2020-03-05 0 0 107847 120 0.14 0 
2020-03-06 33127 33127 74720 48 0.14 48036 
2020-03-09 0 -33127 122756 96 0.14 0 
2020-03-10 5702 5702 117054 48 0.14 0 
2020-03-11 0 -5702 117054 48 0.14 0 
2020-03-12 0 0 117054 24 0.14 0 
2020-03-13 15025 15025 102029 24 0.14 0 
2020-03-16 9717 -5308 92312 24 0.14 28478 
2020-03-17 13389 3672 107401 120 0.14 0 
2020-03-18 10927 -2462 96474 120 0.14 0 
2020-03-19 26668 15741 69806 24 0.14 51456 
2020-03-20 25294 -1374 95968 24 0.14 0 
2020-03-23 0 -25294 95968 96 0.14 0 
2020-03-24 0 0 95968 48 0.14 0 
2020-03-25 0 0 95968 96 0.14 0 
2020-03-26 7931 7931 88037 120 0.14 33368 
2020-03-27 13666 5735 107739 24 0.14 0 
2020-03-30 32110 18444 75629 72 0.14 46002 
2020-03-31 9376 -22734 112255 48 0.14 0 
2020-04-01 0 -9376 112255 120 0.14 0 
2020-04-02 5398 5398 106857 96 0.14 0 
2020-04-03 23022 17624 83835 48 0.14 37120 
2020-04-06 8550 -14472 112405 24 0.14 0 
2020-04-07 21169 12619 91236 72 0.14 29184 
2020-04-08 0 -21169 120420 48 0.14 0 
2020-04-09 0 0 120420 48 0.14 0 
2020-04-10 0 0 120420 24 0.14 0 
2020-04-13 0 0 120420 120 0.14 0 
2020-04-14 23228 23228 97192 24 0.14 0 
2020-04-15 0 -23228 97192 24 0.14 0 
2020-04-16 0 0 97192 48 0.14 0 
2020-04-17 21207 21207 75985 48 0.14 44235 
2020-04-20 8328 -12879 111892 24 0.14 0 
2020-04-21 0 -8328 111892 48 0.14 0 
2020-04-22 10412 10412 101480 120 0.14 0 
2020-04-23 16487 6075 84993 48 0.14 34295 
2020-04-24 16665 178 102623 120 0.14 0 
2020-04-27 0 -16665 102623 96 0.14 0 
2020-04-28 0 0 102623 24 0.14 0 
2020-04-29 0 0 102623 72 0.14 0 
2020-04-30 0 0 102623 24 0.14 0 
2020-05-01 21907 21907 80716 24 0.14 38721 
2020-05-04 4892 -17015 114545 24 0.14 0 
2020-05-05 19401 14509 95144 48 0.14 0 
2020-05-06 13669 -5732 81475 24 0.14 36870 
2020-05-07 0 -13669 118345 96 0.14 0 
2020-05-08 22915 22915 95430 120 0.14 0 
2020-05-11 6043 -16872 89387 72 0.14 29026 
