date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2019-07-02 0 0 20000 24 0.09 0 
2019-07-03 0 0 20000 120 0.09 0 
2019-07-04 0 0 20000 96 0.09 0 
2019-07-05 0 0 20000 48 0.09 0 
2019-07-08 0 0 20000 24 0.09 0 
2019-07-09 8905 8905 11095 120 0.09 62204 
2019-07-10 0 -8905 73299 48 0.09 0 
2019-07-11 7193 7193 66106 48 0.09 0 
2019-07-12 0 -7193 66106 96 0.09 0 
2019-07-15 0 0 66106 120 0.09 0 
2019-07-16 0 0 66106 72 0.09 0 
2019-07-17 78752 78752 58225 24 0.09 153624 
2019-07-18 69950 -8802 211849 48 0.09 52295 
2019-07-19 89632 19682 250198 24 0.09 65715 
2019-07-22 78487 -11145 315913 120 0.09 0 
2019-07-23 106389 27902 230075 24 0.09 162777 
2019-07-24 56882 -49507 335970 24 0.09 0 
2019-07-25 10770 -46112 325200 24 0.09 0 
2019-07-26 0 -10770 325200 48 0.09 0 
2019-07-29 15045 15045 310155 96 0.09 0 
2019-07-30 0 -15045 310155 96 0.09 0 
2019-07-31 0 0 310155 24 0.09 0 
2019-08-01 7910 7910 302245 24 0.09 0 
2019-08-02 7744 -166 294501 96 0.09 0 
2019-08-05 0 -7744 294501 24 0.09 0 
2019-08-06 0 0 294501 24 0.09 0 
2019-08-07 12722 12722 281779 72 0.09 0 
2019-08-08 43352 30630 238427 24 0.09 0 
2019-08-09 0 -43352 238427 48 0.09 0 
2019-08-12 0 0 238427 96 0.09 0 
2019-08-13 8704 8704 229723 96 0.09 0 
2019-08-14 8087 -617 221636 48 0.09 0 
2019-08-15 16088 8001 205548 24 0.09 0 
2019-08-16 11086 -5002 194462 120 0.09 0 
2019-08-19 0 -11086 194462 24 0.09 0 
2019-08-20 6751 6751 187711 96 0.09 0 
2019-08-21 0 -6751 187711 24 0.09 0 
2019-08-22 0 0 187711 120 0.09 0 
2019-08-23 5086 5086 182625 48 0.09 0 
2019-08-26 11808 6722 170817 48 0.09 0 
2019-08-27 0 -11808 170817 48 0.09 0 
2019-08-28 8955 8955 161862 24 0.09 0 
2019-08-29 15494 6539 146368 96 0.09 37274 
2019-08-30 7257 -8237 176385 48 0.09 0 
2019-09-02 0 -7257 176385 24 0.09 0 
2019-09-03 23790 23790 152595 48 0.09 0 
2019-09-04 6376 -17414 146219 48 0.09 0 
2019-09-05 0 -6376 146219 48 0.09 0 
2019-09-06 0 0 146219 24 0.09 0 
2019-09-09 0 0 146219 48 0.09 0 
2019-09-10 8395 8395 137824 48 0.09 0 
2019-09-11 29577 21182 108247 48 0.09 52703 
2019-09-12 9027 -20550 151923 48 0.09 0 
2019-09-13 12525 3498 139398 24 0.09 0 
2019-09-16 15704 3179 123694 48 0.09 0 
2019-09-17 0 -15704 123694 48 0.09 0 
2019-09-18 13599 13599 110095 120 0.09 41039 
2019-09-19 0 -13599 151134 24 0.09 0 
2019-09-20 0 0 151134 96 0.09 0 
2019-09-23 8643 8643 142491 120 0.09 0 
2019-09-24 19568 10925 122923 120 0.09 0 
2019-09-25 7926 -11642 114997 120 0.09 36345 
2019-09-26 5287 -2639 146055 48 0.09 0 
2019-09-27 13645 8358 132410 48 0.09 0 
2019-09-30 0 -13645 132410 24 0.09 0 
2019-10-01 19397 19397 113013 96 0.09 32109 
2019-10-02 17837 -1560 127285 96 0.09 0 
2019-10-03 0 -17837 127285 72 0.09 0 
2019-10-04 0 0 127285 48 0.09 0 
2019-10-07 0 0 127285 24 0.09 0 
2019-10-08 0 0 127285 48 0.09 0 
2019-10-09 8102 8102 119183 48 0.09 0 
2019-10-10 15322 7220 103861 48 0.09 35218 
2019-10-11 0 -15322 139079 48 0.09 0 
2019-10-14 0 0 139079 96 0.09 0 
2019-10-15 14144 14144 124935 48 0.09 0 
2019-10-16 15892 1748 109043 48 0.09 0 
2019-10-17 20695 4803 88348 120 0.09 49187 
2019-10-18 0 -20695 137535 120 0.09 0 
2019-10-21 0 0 137535 48 0.09 0 
2019-10-22 0 0 137535 120 0.14 0 
2019-10-23 9842 9842 127693 24 0.14 0 
2019-10-24 0 -9842 127693 24 0.14 0 
2019-10-25 0 0 127693 48 0.14 0 
2019-10-28 11316 11316 116377 120 0.14 0 
2019-10-29 23748 12432 92629 120 0.14 45767 
2019-10-30 11151 -12597 127245 96 0.14 0 
2019-10-31 16120 4969 111125 48 0.14 0 
2019-11-01 7380 -8740 103745 120 0.14 32146 
2019-11-04 0 -7380 135891 48 0.14 0 
2019-11-05 0 0 135891 120 0.14 0 
2019-11-06 6413 6413 129478 72 0.14 0 
2019-11-07 21735 15322 107743 120 0.14 0 
2019-11-08 52580 30845 55163 48 0.14 83630 
2019-11-11 8152 -44428 130641 120 0.14 0 
2019-11-12 0 -8152 130641 120 0.14 0 
2019-11-13 6084 6084 124557 72 0.14 0 
2019-11-14 5993 -91 118564 48 0.14 0 
2019-11-15 7461 1468 111103 48 0.14 0 
2019-11-18 0 -7461 111103 48 0.14 0 
2019-11-19 0 0 111103 48 0.14 0 
2019-11-20 9424 9424 101679 48 0.14 29948 
2019-11-21 31559 22135 100068 96 0.14 32881 
2019-11-22 0 -31559 132949 48 0.14 0 
2019-11-25 5494 5494 127455 48 0.14 0 
2019-11-26 17528 12034 109927 96 0.14 0 
2019-11-27 0 -17528 109927 72 0.14 0 
2019-11-28 8175 8175 101752 120 0.14 28557 
2019-11-29 22726 14551 107583 48 0.14 0 
2019-12-02 16304 -6422 91279 120 0.14 39380 
2019-12-03 0 -16304 130659 96 0.14 0 
2019-12-04 6831 6831 123828 96 0.14 0 
2019-12-05 5953 -878 117875 120 0.14 0 
2019-12-06 0 -5953 117875 48 0.14 0 
2019-12-09 0 0 117875 24 0.14 0 
2019-12-10 19418 19418 98457 96 0.14 30454 
2019-12-11 0 -19418 128911 48 0.14 0 
2019-12-12 8043 8043 120868 120 0.14 0 
2019-12-13 0 -8043 120868 48 0.14 0 
2019-12-16 22676 22676 98192 48 0.14 29830 
2019-12-17 26734 4058 101288 120 0.14 27968 
2019-12-18 25767 -967 103489 48 0.14 0 
2019-12-19 0 -25767 103489 72 0.14 0 
2019-12-20 5228 5228 98261 48 0.14 29662 
2019-12-23 14309 9081 113614 24 0.14 0 
2019-12-24 25975 11666 87639 24 0.14 40020 
2019-12-25 11566 -14409 116093 24 0.14 0 
2019-12-26 0 -11566 116093 48 0.14 0 
2019-12-27 21518 21518 94575 48 0.14 31955 
2019-12-30 15911 -5607 110619 48 0.14 0 
2019-12-31 0 -15911 110619 48 0.14 0 
2020-01-01 0 0 110619 48 0.14 0 
2020-01-02 26668 26668 83951 120 0.14 42745 
2020-01-03 0 -26668 126696 24 0.14 0 
2020-01-06 9476 9476 117220 120 0.14 0 
2020-01-07 10209 733 107011 24 0.14 0 
2020-01-08 19706 9497 87305 24 0.14 38084 
2020-01-09 8249 -11457 117140 48 0.14 0 
2020-01-10 14683 6434 102457 24 0.14 0 
2020-01-13 0 -14683 102457 96 0.14 0 
2020-01-14 0 0 102457 48 0.14 0 
2020-01-15 7677 7677 94780 72 0.14 28164 
2020-01-16 14451 6774 108493 72 0.14 0 
2020-01-17 0 -14451 108493 120 0.14 0 
2020-01-20 6782 6782 101711 48 0.14 0 
2020-01-21 25044 18262 76667 48 0.14 45606 
2020-01-22 19185 -5859 103088 96 0.14 0 
2020-01-23 33777 14592 69311 96 0.14 54246 
2020-01-24 0 -33777 123557 24 0.14 0 
