date demand demandChange inventoryPosition leadTime orderQuantity
2019-11-25 5574 5574 10274 24 5494 
2019-11-26 0 -5574 15768 0 0 
2019-11-27 0 0 15768 24 0 
2019-11-28 0 0 15768 24 0 
2019-11-29 7450 7450 8318 24 7494 
2019-12-02 0 -7450 15812 24 0 
2019-12-03 0 0 15812 0 0 
2019-12-04 0 0 15812 24 0 
2019-12-05 6019 6019 9793 24 5953 
2019-12-06 3803 -2216 11943 24 0 
2019-12-09 0 -3803 11943 0 0 
2019-12-10 0 0 11943 24 0 
2019-12-11 0 0 11943 24 0 
2019-12-12 0 0 11943 72 0 
2019-12-13 0 0 11943 24 0 
2019-12-16 0 0 11943 24 0 
2019-12-17 5833 5833 6110 24 9796 
2019-12-18 5997 164 9909 24 5975 
2019-12-19 0 -5997 15884 24 0 
2019-12-20 0 0 15884 0 0 
2019-12-23 5574 5574 10310 24 5500 
2019-12-24 0 -5574 15810 24 0 
2019-12-25 4612 4612 11198 24 0 
2019-12-26 0 -4612 11198 24 0 
2019-12-27 0 0 11198 24 0 
2019-12-30 5823 5823 5375 24 10256 
2019-12-31 4455 -1368 11176 24 0 
2020-01-01 0 -4455 11176 24 0 
2020-01-02 0 0 11176 24 0 
2020-01-03 0 0 11176 24 0 
2020-01-06 5227 5227 5949 24 9476 
2020-01-07 3797 -1430 11628 24 0 
2020-01-08 3806 9 7822 24 7337 
2020-01-09 0 -3806 15159 24 0 
2020-01-10 0 0 15159 72 0 
2020-01-13 3653 3653 11506 0 0 
2020-01-14 0 -3653 11506 24 0 
2020-01-15 0 0 11506 24 0 
2020-01-16 10049 10049 1457 72 14451 
2020-01-17 0 -10049 15908 24 0 
2020-01-20 0 0 15908 24 0 
2020-01-21 4978 4978 10930 24 0 
2020-01-22 0 -4978 10930 0 0 
2020-01-23 4984 4984 5946 24 9797 
2020-01-24 0 -4984 15743 24 0 
2020-01-27 0 0 15743 24 0 
2020-01-28 6463 6463 9280 72 6769 
2020-01-29 4911 -1552 11138 0 0 
2020-01-30 3856 -1055 7282 24 8593 
2020-01-31 0 -3856 15875 24 0 
2020-02-03 0 0 15875 24 0 
2020-02-04 5615 5615 10260 24 5561 
2020-02-05 0 -5615 15821 24 0 
2020-02-06 9184 9184 6637 24 9318 
2020-02-07 0 -9184 15955 24 0 
2020-02-10 0 0 15955 24 0 
2020-02-11 0 0 15955 24 0 
2020-02-12 0 0 15955 24 0 
2020-02-13 0 0 15955 24 0 
2020-02-14 0 0 15955 0 0 
2020-02-17 0 0 15955 24 0 
2020-02-18 0 0 15955 24 0 
2020-02-19 15149 15149 806 0 15468 
2020-02-20 0 -15149 16274 24 0 
2020-02-21 0 0 16274 72 0 
2020-02-24 4211 4211 12063 24 0 
2020-02-25 4461 250 7602 24 8749 
2020-02-26 0 -4461 16351 0 0 
2020-02-27 4585 4585 11766 24 0 
2020-02-28 0 -4585 11766 24 0 
2020-03-02 0 0 11766 24 0 
2020-03-03 4599 4599 7167 24 9000 
2020-03-04 4991 392 11176 24 0 
2020-03-05 0 -4991 11176 24 0 
2020-03-06 6013 6013 5163 24 10928 
2020-03-09 0 -6013 16091 72 0 
2020-03-10 3703 3703 12388 0 0 
2020-03-11 0 -3703 12388 24 0 
2020-03-12 0 0 12388 24 0 
2020-03-13 0 0 12388 72 0 
2020-03-16 5683 5683 6705 24 9717 
2020-03-17 0 -5683 16422 24 0 
2020-03-18 10749 10749 5673 0 10927 
2020-03-19 0 -10749 16600 24 0 
2020-03-20 0 0 16600 0 0 
2020-03-23 0 0 16600 24 0 
2020-03-24 0 0 16600 0 0 
2020-03-25 0 0 16600 24 0 
2020-03-26 0 0 16600 24 0 
2020-03-27 0 0 16600 0 0 
2020-03-30 11499 11499 5101 24 11625 
2020-03-31 0 -11499 16726 24 0 
2020-04-01 0 0 16726 24 0 
2020-04-02 5461 5461 11265 24 5398 
2020-04-03 0 -5461 16663 0 0 
2020-04-06 0 0 16663 24 0 
2020-04-07 0 0 16663 24 0 
2020-04-08 0 0 16663 24 0 
2020-04-09 0 0 16663 72 0 
2020-04-10 0 0 16663 24 0 
2020-04-13 0 0 16663 24 0 
2020-04-14 4553 4553 12110 24 0 
2020-04-15 0 -4553 12110 24 0 
2020-04-16 0 0 12110 24 0 
2020-04-17 10817 10817 1293 0 15594 
2020-04-20 0 -10817 16887 0 0 
2020-04-21 0 0 16887 72 0 
2020-04-22 0 0 16887 24 0 
2020-04-23 3771 3771 13116 24 0 
2020-04-24 0 -3771 13116 24 0 
2020-04-27 0 0 13116 24 0 
2020-04-28 0 0 13116 72 0 
2020-04-29 0 0 13116 24 0 
2020-04-30 0 0 13116 24 0 
2020-05-01 12119 12119 997 0 16339 
2020-05-04 0 -12119 17336 0 0 
2020-05-05 6251 6251 11085 24 6233 
2020-05-06 0 -6251 17318 24 0 
2020-05-07 0 0 17318 24 0 
2020-05-08 0 0 17318 24 0 
2020-05-11 0 0 17318 24 0 
