date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2019-07-02 0 0 5000 24 1.07 0 
2019-07-03 0 0 5000 72 1.07 0 
2019-07-04 0 0 5000 48 1.07 0 
2019-07-05 0 0 5000 48 1.07 0 
2019-07-08 0 0 5000 24 1.07 0 
2019-07-09 0 0 5000 24 1.07 0 
2019-07-10 0 0 5000 96 1.07 0 
2019-07-11 0 0 5000 96 1.07 0 
2019-07-12 0 0 5000 24 1.07 0 
2019-07-15 0 0 5000 96 1.07 0 
2019-07-16 0 0 5000 96 1.07 0 
2019-07-17 0 0 5000 72 1.07 0 
2019-07-18 0 0 5000 24 1.07 0 
2019-07-19 2092 2092 2908 48 1.07 10583 
2019-07-22 0 -2092 13491 48 1.07 0 
2019-07-23 3083 3083 13491 48 1.07 0 
2019-07-24 3046 -37 10445 72 1.07 6038 
2019-07-25 0 -3046 16483 48 1.07 0 
2019-07-26 0 0 16483 96 1.07 0 
2019-07-29 0 0 16483 96 1.07 0 
2019-07-30 0 0 16483 72 1.34 0 
2019-07-31 0 0 16483 96 1.34 0 
2019-08-01 0 0 16483 24 1.34 0 
2019-08-02 0 0 16483 24 1.34 0 
2019-08-05 0 0 16483 96 1.34 0 
2019-08-06 0 0 16483 24 1.34 0 
2019-08-07 8756 8756 7727 72 1.34 17251 
2019-08-08 1559 -7197 23419 72 1.34 0 
2019-08-09 0 -1559 23419 72 1.34 0 
2019-08-12 0 0 23419 24 1.34 0 
2019-08-13 1306 1306 22113 96 1.48 0 
2019-08-14 0 -1306 22113 48 1.48 0 
2019-08-15 0 0 22113 96 1.48 0 
2019-08-16 0 0 22113 24 1.48 0 
2019-08-19 0 0 22113 24 1.48 0 
2019-08-20 0 0 22113 48 1.48 0 
2019-08-21 0 0 22113 24 1.48 0 
2019-08-22 0 0 22113 72 1.48 0 
2019-08-23 2687 2687 19426 96 1.48 0 
2019-08-26 1772 -915 17654 24 1.48 0 
2019-08-27 0 -1772 17654 24 1.51 0 
2019-08-28 0 0 17654 72 1.51 0 
2019-08-29 0 0 17654 24 1.51 0 
2019-08-30 0 0 17654 24 1.51 0 
2019-09-02 0 0 17654 72 1.51 0 
2019-09-03 0 0 17654 72 1.51 0 
2019-09-04 0 0 17654 96 1.51 0 
2019-09-05 0 0 17654 24 1.51 0 
2019-09-06 0 0 17654 96 1.51 0 
2019-09-09 0 0 17654 96 1.51 0 
2019-09-10 0 0 17654 96 1.43 0 
2019-09-11 2683 2683 14971 48 1.43 0 
2019-09-12 0 -2683 14971 96 1.43 0 
2019-09-13 4123 4123 10848 96 1.43 8405 
2019-09-16 1418 -2705 17835 48 1.43 0 
2019-09-17 0 -1418 17835 48 1.43 0 
2019-09-18 0 0 17835 96 1.43 0 
2019-09-19 0 0 17835 24 1.43 0 
2019-09-20 0 0 17835 24 1.43 0 
2019-09-23 3109 3109 14726 24 1.43 0 
2019-09-24 0 -3109 14726 24 1.43 0 
2019-09-25 0 0 14726 72 1.43 0 
2019-09-26 0 0 14726 72 1.43 0 
2019-09-27 2047 2047 12679 24 1.43 5113 
2019-09-30 0 -2047 17792 96 1.43 0 
2019-10-01 2847 2847 14945 48 1.43 0 
2019-10-02 4435 1588 10510 72 1.43 7834 
2019-10-03 0 -4435 18344 96 1.43 0 
2019-10-04 0 0 18344 96 1.43 0 
2019-10-07 0 0 18344 96 1.43 0 
2019-10-08 0 0 18344 96 1.05 0 
2019-10-09 0 0 18344 24 1.05 0 
2019-10-10 0 0 18344 48 1.05 0 
2019-10-11 0 0 18344 96 1.05 0 
2019-10-14 0 0 18344 96 1.05 0 
2019-10-15 2832 2832 15512 24 1.05 0 
2019-10-16 0 -2832 15512 72 1.05 0 
2019-10-17 0 0 15512 24 1.05 0 
2019-10-18 0 0 15512 96 1.05 0 
2019-10-21 0 0 15512 24 1.05 0 
2019-10-22 0 0 15512 72 0.87 0 
2019-10-23 0 0 15512 72 0.87 0 
2019-10-24 0 0 15512 24 0.87 0 
2019-10-25 0 0 15512 48 0.87 0 
2019-10-28 0 0 15512 96 0.87 0 
2019-10-29 0 0 15512 72 0.87 0 
2019-10-30 0 0 15512 72 0.87 0 
2019-10-31 2418 2418 13094 72 0.87 5273 
2019-11-01 0 -2418 18367 96 0.87 0 
2019-11-04 0 0 18367 96 0.87 0 
2019-11-05 0 0 18367 24 0.85 0 
2019-11-06 0 0 18367 72 0.85 0 
2019-11-07 5533 5533 12834 24 0.85 6353 
2019-11-08 0 -5533 19187 24 0.85 0 
2019-11-11 0 0 19187 96 0.85 0 
2019-11-12 0 0 19187 96 0.85 0 
2019-11-13 3575 3575 15612 24 0.85 0 
2019-11-14 0 -3575 15612 24 0.85 0 
2019-11-15 0 0 15612 72 0.85 0 
2019-11-18 0 0 15612 72 0.85 0 
2019-11-19 0 0 15612 48 0.65 0 
2019-11-20 0 0 15612 24 0.65 0 
2019-11-21 5312 5312 10300 24 0.65 9504 
2019-11-22 1975 -3337 17829 72 0.65 0 
2019-11-25 0 -1975 17829 24 0.65 0 
2019-11-26 0 0 17829 72 0.65 0 
2019-11-27 0 0 17829 24 0.65 0 
2019-11-28 0 0 17829 24 0.65 0 
2019-11-29 0 0 17829 72 0.65 0 
2019-12-02 5965 5965 11864 96 0.65 8233 
2019-12-03 0 -5965 20097 24 0.69 0 
2019-12-04 0 0 20097 24 0.69 0 
2019-12-05 0 0 20097 24 0.69 0 
2019-12-06 0 0 20097 72 0.69 0 
2019-12-09 0 0 20097 24 0.69 0 
2019-12-10 0 0 20097 48 0.69 0 
2019-12-11 0 0 20097 24 0.69 0 
2019-12-12 0 0 20097 24 0.69 0 
2019-12-13 0 0 20097 96 0.69 0 
2019-12-16 2160 2160 17937 96 0.69 0 
2019-12-17 0 -2160 17937 72 0.82 0 
2019-12-18 2703 2703 15234 72 0.82 0 
2019-12-19 0 -2703 15234 48 0.82 0 
2019-12-20 0 0 15234 72 0.82 0 
2019-12-23 4146 4146 11088 72 0.82 8652 
2019-12-24 0 -4146 19740 24 0.82 0 
2019-12-25 0 0 19740 96 0.82 0 
2019-12-26 0 0 19740 96 0.82 0 
2019-12-27 2391 2391 17349 72 0.82 0 
2019-12-30 0 -2391 17349 24 0.82 0 
2019-12-31 0 0 17349 48 1.05 0 
2020-01-01 0 0 17349 24 1.05 0 
2020-01-02 3203 3203 14146 96 1.05 5458 
2020-01-03 0 -3203 19604 96 1.05 0 
2020-01-06 0 0 19604 48 1.05 0 
2020-01-07 0 0 19604 96 1.05 0 
2020-01-08 0 0 19604 96 1.05 0 
2020-01-09 0 0 19604 72 1.05 0 
2020-01-10 2203 2203 17401 24 1.05 0 
2020-01-13 0 -2203 17401 24 1.05 0 
2020-01-14 0 0 17401 72 1.05 0 
2020-01-15 0 0 17401 24 1.24 0 
2020-01-16 0 0 17401 96 1.24 0 
2020-01-17 2901 2901 14500 96 1.24 0 
2020-01-20 0 -2901 14500 96 1.24 0 
2020-01-21 2448 2448 12052 72 1.24 7337 
2020-01-22 0 -2448 19389 48 1.24 0 
2020-01-23 0 0 19389 72 1.24 0 
2020-01-24 0 0 19389 72 1.24 0 
2020-01-27 0 0 19389 72 1.24 0 
2020-01-28 1551 1551 17838 96 1.24 0 
2020-01-29 2613 1062 15225 96 1.24 0 
2020-01-30 0 -2613 15225 24 1.36 0 
2020-01-31 3489 3489 11736 24 1.36 7352 
2020-02-03 1194 -2295 17894 72 1.36 0 
2020-02-04 0 -1194 17894 96 1.36 0 
2020-02-05 0 0 17894 72 1.36 0 
2020-02-06 2045 2045 15849 48 1.36 0 
2020-02-07 0 -2045 15849 72 1.36 0 
2020-02-10 2471 2471 13378 72 1.36 5161 
2020-02-11 0 -2471 18539 48 1.36 0 
2020-02-12 0 0 18539 72 1.36 0 
2020-02-13 2514 2514 16025 72 1.38 0 
2020-02-14 0 -2514 16025 48 1.38 0 
2020-02-17 0 0 16025 72 1.38 0 
2020-02-18 0 0 16025 24 1.38 0 
2020-02-19 1424 1424 14601 72 1.38 0 
2020-02-20 0 -1424 14601 24 1.38 0 
2020-02-21 0 0 14601 48 1.38 0 
2020-02-24 0 0 14601 24 1.38 0 
2020-02-25 2096 2096 12505 24 1.38 5465 
2020-02-26 0 -2096 17970 72 1.38 0 
2020-02-27 2801 2801 15169 72 1.47 0 
2020-02-28 0 -2801 15169 72 1.47 0 
2020-03-02 0 0 15169 72 1.47 0 
2020-03-03 0 0 15169 48 1.47 0 
2020-03-04 0 0 15169 24 1.47 0 
2020-03-05 0 0 15169 72 1.47 0 
2020-03-06 2447 2447 12722 72 1.47 5104 
2020-03-09 0 -2447 17826 72 1.47 0 
2020-03-10 0 0 17826 72 1.47 0 
2020-03-11 0 0 17826 96 1.47 0 
2020-03-12 4002 4002 13824 72 1.47 0 
2020-03-13 2254 -1748 11570 72 1.6 6324 
2020-03-16 0 -2254 17894 24 1.6 0 
2020-03-17 0 0 17894 72 1.6 0 
2020-03-18 0 0 17894 24 1.6 0 
2020-03-19 1299 1299 16595 24 1.6 0 
2020-03-20 0 -1299 16595 72 1.6 0 
2020-03-23 0 0 16595 96 1.6 0 
2020-03-24 0 0 16595 96 1.6 0 
2020-03-25 3150 3150 13445 24 1.6 0 
2020-03-26 0 -3150 13445 48 1.6 0 
2020-03-27 2050 2050 11395 24 1.51 6206 
2020-03-30 0 -2050 17601 72 1.51 0 
2020-03-31 0 0 17601 24 1.51 0 
2020-04-01 0 0 17601 96 1.51 0 
2020-04-02 2215 2215 15386 24 1.51 0 
2020-04-03 2373 158 13013 96 1.51 0 
2020-04-06 0 -2373 13013 72 1.51 0 
2020-04-07 2712 2712 10301 72 1.51 7181 
2020-04-08 0 -2712 17482 24 1.51 0 
2020-04-09 0 0 17482 24 1.51 0 
2020-04-10 0 0 17482 24 1.51 0 
2020-04-13 0 0 17482 96 1.51 0 
2020-04-14 2222 2222 15260 96 1.31 0 
2020-04-15 0 -2222 15260 96 1.31 0 
2020-04-16 0 0 15260 72 1.31 0 
2020-04-17 2827 2827 12433 48 1.31 5010 
2020-04-20 4805 1978 12638 24 1.31 4993 
2020-04-21 0 -4805 17631 72 1.31 0 
2020-04-22 0 0 17631 72 1.31 0 
2020-04-23 2474 2474 15157 72 1.31 0 
2020-04-24 0 -2474 15157 48 1.31 0 
2020-04-27 0 0 15157 96 1.31 0 
2020-04-28 0 0 15157 48 1.46 0 
2020-04-29 3414 3414 11743 48 1.46 5867 
2020-04-30 0 -3414 17610 24 1.46 0 
2020-05-01 0 0 17610 24 1.46 0 
2020-05-04 0 0 17610 72 1.46 0 
2020-05-05 1976 1976 15634 72 1.46 0 
2020-05-06 1270 -706 14364 24 1.46 0 
2020-05-07 0 -1270 14364 24 1.46 0 
2020-05-08 4452 4452 9912 24 1.46 7547 
2020-05-11 0 -4452 17459 24 1.46 0 
