date demand demandChange inventoryPosition leadTime orderQuantity
2019-07-02 0 0 9000 24 0 
2019-07-03 0 0 9000 24 0 
2019-07-04 0 0 9000 24 0 
2019-07-05 0 0 9000 24 0 
2019-07-08 0 0 9000 24 0 
2019-07-09 0 0 9000 24 0 
2019-07-10 0 0 9000 24 0 
2019-07-11 0 0 9000 24 0 
2019-07-12 0 0 9000 0 0 
2019-07-15 0 0 9000 24 0 
2019-07-16 0 0 9000 24 0 
2019-07-17 0 0 9000 24 0 
2019-07-18 0 0 9000 24 0 
2019-07-19 0 0 9000 24 0 
2019-07-22 0 0 9000 24 0 
2019-07-23 0 0 9000 24 0 
2019-07-24 0 0 9000 0 0 
2019-07-25 0 0 9000 24 0 
2019-07-26 0 0 9000 24 0 
2019-07-29 0 0 9000 24 0 
2019-07-30 0 0 9000 0 0 
2019-07-31 0 0 9000 24 0 
2019-08-01 0 0 9000 24 0 
2019-08-02 0 0 9000 24 0 
2019-08-05 0 0 9000 24 0 
2019-08-06 0 0 9000 24 0 
2019-08-07 12569 12569 3280 24 22823 
2019-08-08 5242 -7327 20861 24 0 
2019-08-09 0 -5242 20861 24 0 
2019-08-12 0 0 20861 24 0 
2019-08-13 0 0 20861 24 0 
2019-08-14 0 0 20861 24 0 
2019-08-15 4948 4948 15913 0 0 
2019-08-16 0 -4948 15913 24 0 
2019-08-19 0 0 15913 24 0 
2019-08-20 0 0 15913 24 0 
2019-08-21 0 0 15913 24 0 
2019-08-22 4410 4410 11503 24 0 
2019-08-23 5350 940 6153 24 8954 
2019-08-26 0 -5350 15107 0 0 
2019-08-27 0 0 15107 0 0 
2019-08-28 0 0 15107 24 0 
2019-08-29 5582 5582 9525 24 0 
2019-08-30 0 -5582 9525 24 0 
2019-09-02 0 0 9525 24 0 
2019-09-03 0 0 9525 24 0 
2019-09-04 0 0 9525 24 0 
2019-09-05 0 0 9525 24 0 
2019-09-06 0 0 9525 24 0 
2019-09-09 0 0 9525 24 0 
2019-09-10 0 0 9525 24 0 
2019-09-11 4079 4079 5446 0 8941 
2019-09-12 0 -4079 14387 24 0 
2019-09-13 7152 7152 7235 0 7478 
2019-09-16 0 -7152 14713 24 0 
2019-09-17 0 0 14713 24 0 
2019-09-18 0 0 14713 24 0 
2019-09-19 0 0 14713 24 0 
2019-09-20 4381 4381 10332 24 0 
2019-09-23 6353 1972 3979 24 10361 
2019-09-24 4283 -2070 10057 24 0 
2019-09-25 0 -4283 10057 0 0 
2019-09-26 0 0 10057 24 0 
2019-09-27 0 0 10057 24 0 
2019-09-30 0 0 10057 24 0 
2019-10-01 5492 5492 4565 0 9490 
2019-10-02 10203 4711 3852 0 10893 
2019-10-03 0 -10203 14745 24 0 
2019-10-04 0 0 14745 24 0 
2019-10-07 0 0 14745 24 0 
2019-10-08 0 0 14745 24 0 
2019-10-09 0 0 14745 24 0 
2019-10-10 0 0 14745 24 0 
2019-10-11 0 0 14745 24 0 
2019-10-14 4758 4758 9987 24 0 
2019-10-15 5071 313 4916 24 9440 
2019-10-16 5449 378 8907 24 0 
2019-10-17 0 -5449 8907 24 0 
2019-10-18 0 0 8907 0 0 
2019-10-21 0 0 8907 24 0 
2019-10-22 0 0 8907 24 0 
2019-10-23 0 0 8907 0 0 
2019-10-24 0 0 8907 24 0 
2019-10-25 0 0 8907 24 0 
2019-10-28 0 0 8907 24 0 
2019-10-29 0 0 8907 24 0 
2019-10-30 0 0 8907 0 0 
2019-10-31 0 0 8907 24 0 
2019-11-01 0 0 8907 24 0 
2019-11-04 0 0 8907 0 0 
2019-11-05 0 0 8907 24 0 
2019-11-06 0 0 8907 24 0 
2019-11-07 4844 4844 4063 24 10155 
2019-11-08 0 -4844 14218 24 0 
2019-11-11 0 0 14218 0 0 
2019-11-12 5077 5077 9141 24 0 
2019-11-13 6817 1740 2324 24 11916 
2019-11-14 0 -6817 14240 24 0 
2019-11-15 0 0 14240 24 0 
2019-11-18 0 0 14240 24 0 
2019-11-19 0 0 14240 24 0 
2019-11-20 0 0 14240 24 0 
2019-11-21 10902 10902 3338 24 11352 
2019-11-22 6523 -4379 8167 0 6583 
2019-11-25 0 -6523 14750 24 0 
