date demand demandChange inventoryPosition orderQuantity
2019-07-02 0 0 3000 0 
2019-07-03 0 0 3000 0 
2019-07-04 0 0 3000 0 
2019-07-05 0 0 3000 0 
2019-07-08 750 750 2250 0 
2019-07-09 750 0 1500 0 
2019-07-10 750 0 750 1852 
2019-07-11 750 0 1852 0 
2019-07-12 750 0 1102 0 
2019-07-15 750 0 352 2250 
2019-07-16 0 -750 2602 0 
2019-07-17 1500 1500 1102 0 
2019-07-18 0 -1500 1102 0 
2019-07-19 0 0 1102 0 
2019-07-22 0 0 1102 0 
2019-07-23 3000 3000 1102 2291 
2019-07-24 0 -3000 3393 0 
2019-07-25 1500 1500 1893 0 
2019-07-26 0 -1500 1893 0 
2019-07-29 0 0 1893 0 
2019-07-30 0 0 1893 0 
2019-07-31 3000 3000 1893 0 
2019-08-01 0 -3000 1893 0 
2019-08-02 1500 1500 393 3468 
2019-08-05 0 -1500 3861 0 
2019-08-06 0 0 3861 0 
2019-08-07 0 0 3861 0 
2019-08-08 0 0 3861 0 
2019-08-09 0 0 3861 0 
2019-08-12 0 0 3861 0 
2019-08-13 0 0 3861 0 
2019-08-14 0 0 3861 0 
2019-08-15 0 0 3861 0 
2019-08-16 1500 1500 2361 0 
2019-08-19 0 -1500 2361 0 
2019-08-20 0 0 2361 0 
2019-08-21 0 0 2361 0 
2019-08-22 0 0 2361 0 
2019-08-23 3750 3750 2361 0 
2019-08-26 0 -3750 2361 0 
2019-08-27 0 0 2361 0 
2019-08-28 2250 2250 111 4208 
2019-08-29 0 -2250 4319 0 
2019-08-30 0 0 4319 0 
2019-09-02 0 0 4319 0 
2019-09-03 0 0 4319 0 
2019-09-04 3750 3750 569 4010 
2019-09-05 0 -3750 4579 0 
2019-09-06 0 0 4579 0 
2019-09-09 0 0 4579 0 
2019-09-10 3000 3000 1579 3141 
2019-09-11 0 -3000 4720 0 
2019-09-12 0 0 4720 0 
2019-09-13 2250 2250 2470 0 
2019-09-16 0 -2250 2470 0 
2019-09-17 0 0 2470 0 
2019-09-18 2250 2250 220 4583 
2019-09-19 0 -2250 4803 0 
2019-09-20 0 0 4803 0 
2019-09-23 2250 2250 2553 0 
2019-09-24 0 -2250 2553 0 
2019-09-25 0 0 2553 0 
2019-09-26 0 0 2553 0 
2019-09-27 3000 3000 2553 0 
2019-09-30 0 -3000 2553 0 
2019-10-01 0 0 2553 0 
2019-10-02 2250 2250 303 4659 
2019-10-03 0 -2250 4962 0 
2019-10-04 0 0 4962 0 
2019-10-07 0 0 4962 0 
2019-10-08 0 0 4962 0 
2019-10-09 3750 3750 1212 3892 
2019-10-10 0 -3750 5104 0 
2019-10-11 0 0 5104 0 
2019-10-14 0 0 5104 0 
2019-10-15 0 0 5104 0 
2019-10-16 0 0 5104 0 
2019-10-17 0 0 5104 0 
2019-10-18 0 0 5104 0 
2019-10-21 0 0 5104 0 
