date demand demandChange inventoryPosition orderQuantity
2019-07-02 0 0 3000 0 
2019-07-03 0 0 3000 0 
2019-07-04 0 0 3000 0 
2019-07-05 0 0 3000 0 
2019-07-08 0 0 3000 0 
2019-07-09 0 0 3000 0 
2019-07-10 0 0 3000 0 
2019-07-11 0 0 3000 0 
2019-07-12 0 0 3000 0 
2019-07-15 0 0 3000 0 
2019-07-16 0 0 3000 0 
2019-07-17 0 0 3000 0 
2019-07-18 0 0 3000 0 
2019-07-19 0 0 3000 0 
2019-07-22 0 0 3000 0 
2019-07-23 0 0 3000 0 
2019-07-24 0 0 3000 0 
2019-07-25 0 0 3000 0 
2019-07-26 2033 2033 967 4198 
2019-07-29 0 -2033 5165 0 
2019-07-30 0 0 5165 0 
2019-07-31 2250 2250 2915 0 
2019-08-01 0 -2250 2915 0 
2019-08-02 1500 1500 1415 3563 
2019-08-05 0 -1500 4978 0 
2019-08-06 0 0 4978 0 
2019-08-07 2250 2250 2728 0 
2019-08-08 0 -2250 2728 0 
2019-08-09 0 0 2728 0 
2019-08-12 0 0 2728 0 
2019-08-13 0 0 2728 0 
2019-08-14 0 0 2728 0 
2019-08-15 2937 2937 2728 0 
2019-08-16 0 -2937 2728 0 
2019-08-19 0 0 2728 0 
2019-08-20 3007 3007 2728 0 
2019-08-21 0 -3007 2728 0 
2019-08-22 0 0 2728 0 
2019-08-23 0 0 2728 0 
2019-08-26 2522 2522 206 5523 
2019-08-27 0 -2522 5729 0 
2019-08-28 0 0 5729 0 
2019-08-29 0 0 5729 0 
2019-08-30 3000 3000 2729 0 
2019-09-02 0 -3000 2729 0 
2019-09-03 0 0 2729 0 
2019-09-04 2250 2250 479 5353 
2019-09-05 0 -2250 5832 0 
2019-09-06 0 0 5832 0 
2019-09-09 0 0 5832 0 
2019-09-10 3000 3000 2832 0 
2019-09-11 0 -3000 2832 0 
2019-09-12 0 0 2832 0 
2019-09-13 0 0 2832 0 
2019-09-16 0 0 2832 0 
2019-09-17 0 0 2832 0 
2019-09-18 0 0 2832 0 
2019-09-19 0 0 2832 0 
2019-09-20 3667 3667 2832 0 
2019-09-23 0 -3667 2832 0 
2019-09-24 0 0 2832 0 
2019-09-25 0 0 2832 0 
2019-09-26 0 0 2832 0 
2019-09-27 2643 2643 189 5934 
2019-09-30 0 -2643 6123 0 
2019-10-01 2607 2607 3516 0 
2019-10-02 0 -2607 3516 0 
2019-10-03 0 0 3516 0 
2019-10-04 0 0 3516 0 
2019-10-07 0 0 3516 0 
2019-10-08 1833 1833 1683 4351 
2019-10-09 0 -1833 6034 0 
2019-10-10 1500 1500 4534 0 
2019-10-11 0 -1500 4534 0 
2019-10-14 0 0 4534 0 
2019-10-15 0 0 4534 0 
2019-10-16 0 0 4534 0 
2019-10-17 0 0 4534 0 
2019-10-18 2926 2926 1608 4358 
2019-10-21 0 -2926 5966 0 
2019-10-22 0 0 5966 0 
