date demand demandChange inventoryPosition orderQuantity
2019-07-02 0 0 0 0 
2019-07-03 0 0 0 0 
2019-07-04 0 0 0 0 
2019-07-05 0 0 0 0 
2019-07-08 0 0 0 0 
2019-07-09 0 0 0 0 
2019-07-10 0 0 0 0 
2019-07-11 0 0 0 0 
2019-07-12 0 0 0 0 
2019-07-15 0 0 0 0 
2019-07-16 0 0 0 0 
2019-07-17 0 0 0 0 
2019-07-18 0 0 0 0 
2019-07-19 0 0 0 0 
2019-07-22 0 0 0 0 
2019-07-23 0 0 0 0 
2019-07-24 0 0 0 0 
2019-07-25 3000 3000 0 6355 
2019-07-26 0 -3000 6355 0 
2019-07-29 0 0 6355 0 
2019-07-30 0 0 6355 0 
2019-07-31 0 0 6355 0 
2019-08-01 0 0 6355 0 
2019-08-02 4500 4500 1855 5645 
2019-08-05 0 -4500 7500 0 
2019-08-06 0 0 7500 0 
2019-08-07 2250 2250 5250 0 
2019-08-08 0 -2250 5250 0 
2019-08-09 0 0 5250 0 
2019-08-12 0 0 5250 0 
2019-08-13 3000 3000 2250 4396 
2019-08-14 0 -3000 6646 0 
2019-08-15 0 0 6646 0 
2019-08-16 0 0 6646 0 
2019-08-19 0 0 6646 0 
2019-08-20 0 0 6646 0 
2019-08-21 0 0 6646 0 
2019-08-22 0 0 6646 0 
2019-08-23 0 0 6646 0 
2019-08-26 3000 3000 3646 0 
2019-08-27 0 -3000 3646 0 
2019-08-28 0 0 3646 0 
2019-08-29 0 0 3646 0 
2019-08-30 0 0 3646 0 
2019-09-02 3750 3750 3646 0 
2019-09-03 0 -3750 3646 0 
2019-09-04 0 0 3646 0 
2019-09-05 0 0 3646 0 
2019-09-06 0 0 3646 0 
2019-09-09 0 0 3646 0 
2019-09-10 4500 4500 3646 0 
2019-09-11 0 -4500 3646 0 
2019-09-12 0 0 3646 0 
2019-09-13 0 0 3646 0 
2019-09-16 3000 3000 646 6287 
2019-09-17 0 -3000 6933 0 
2019-09-18 0 0 6933 0 
2019-09-19 0 0 6933 0 
2019-09-20 0 0 6933 0 
2019-09-23 0 0 6933 0 
2019-09-24 4500 4500 2433 4690 
2019-09-25 0 -4500 7123 0 
2019-09-26 0 0 7123 0 
2019-09-27 0 0 7123 0 
2019-09-30 0 0 7123 0 
2019-10-01 0 0 7123 0 
2019-10-02 0 0 7123 0 
2019-10-03 0 0 7123 0 
2019-10-04 0 0 7123 0 
2019-10-07 3999 3999 3124 4075 
2019-10-08 0 -3999 7199 0 
2019-10-09 0 0 7199 0 
2019-10-10 0 0 7199 0 
2019-10-11 0 0 7199 0 
2019-10-14 0 0 7199 0 
2019-10-15 4500 4500 2699 4631 
2019-10-16 0 -4500 7330 0 
2019-10-17 0 0 7330 0 
2019-10-18 0 0 7330 0 
2019-10-21 0 0 7330 0 
2019-10-22 0 0 7330 0 
2019-10-23 0 0 7330 0 
2019-10-24 0 0 7330 0 
2019-10-25 0 0 7330 0 
2019-10-28 0 0 7330 0 
2019-10-29 0 0 7330 0 
2019-10-30 0 0 7330 0 
2019-10-31 0 0 7330 0 
2019-11-01 3334 3334 3996 0 
2019-11-04 0 -3334 3996 0 
2019-11-05 0 0 3996 0 
2019-11-06 0 0 3996 0 
2019-11-07 0 0 3996 0 
2019-11-08 3750 3750 246 7062 
2019-11-11 0 -3750 7308 0 
2019-11-12 0 0 7308 0 
2019-11-13 0 0 7308 0 
2019-11-14 3000 3000 4308 0 
