date demand demandChange inventoryPosition orderQuantity
2019-07-02 0 0 0 0 
2019-07-03 0 0 0 0 
2019-07-04 0 0 0 0 
2019-07-05 0 0 0 0 
2019-07-08 0 0 0 0 
2019-07-09 0 0 0 0 
2019-07-10 0 0 0 0 
2019-07-11 0 0 0 0 
2019-07-12 0 0 0 0 
2019-07-15 0 0 0 0 
2019-07-16 0 0 0 0 
2019-07-17 0 0 0 0 
2019-07-18 0 0 0 0 
2019-07-19 0 0 0 0 
2019-07-22 0 0 0 0 
2019-07-23 0 0 0 0 
2019-07-24 0 0 0 0 
2019-07-25 0 0 0 0 
2019-07-26 0 0 0 0 
2019-07-29 4500 4500 0 8608 
2019-07-30 0 -4500 8608 0 
2019-07-31 0 0 8608 0 
2019-08-01 0 0 8608 0 
2019-08-02 3000 3000 5608 0 
2019-08-05 0 -3000 5608 0 
2019-08-06 0 0 5608 0 
2019-08-07 0 0 5608 0 
2019-08-08 3000 3000 2608 4515 
2019-08-09 0 -3000 7123 0 
2019-08-12 0 0 7123 0 
2019-08-13 0 0 7123 0 
2019-08-14 0 0 7123 0 
2019-08-15 3750 3750 3373 3846 
2019-08-16 0 -3750 7219 0 
2019-08-19 0 0 7219 0 
2019-08-20 0 0 7219 0 
2019-08-21 0 0 7219 0 
2019-08-22 0 0 7219 0 
2019-08-23 0 0 7219 0 
2019-08-26 0 0 7219 0 
2019-08-27 0 0 7219 0 
2019-08-28 3000 3000 4219 0 
2019-08-29 0 -3000 4219 0 
2019-08-30 0 0 4219 0 
2019-09-02 0 0 4219 0 
2019-09-03 0 0 4219 0 
2019-09-04 0 0 4219 0 
2019-09-05 4500 4500 4219 0 
2019-09-06 0 -4500 4219 0 
2019-09-09 0 0 4219 0 
2019-09-10 0 0 4219 0 
2019-09-11 0 0 4219 0 
2019-09-12 0 0 4219 0 
2019-09-13 4500 4500 4219 0 
2019-09-16 0 -4500 4219 0 
2019-09-17 0 0 4219 0 
2019-09-18 2250 2250 1969 5250 
2019-09-19 0 -2250 7219 0 
2019-09-20 0 0 7219 0 
2019-09-23 0 0 7219 0 
2019-09-24 0 0 7219 0 
2019-09-25 3750 3750 3469 3781 
2019-09-26 0 -3750 7250 0 
2019-09-27 0 0 7250 0 
2019-09-30 0 0 7250 0 
2019-10-01 0 0 7250 0 
2019-10-02 0 0 7250 0 
2019-10-03 0 0 7250 0 
2019-10-04 0 0 7250 0 
2019-10-07 0 0 7250 0 
2019-10-08 0 0 7250 0 
2019-10-09 0 0 7250 0 
2019-10-10 5499 5499 1751 5787 
2019-10-11 0 -5499 7538 0 
2019-10-14 0 0 7538 0 
2019-10-15 2250 2250 5288 0 
2019-10-16 0 -2250 5288 0 
2019-10-17 0 0 5288 0 
2019-10-18 0 0 5288 0 
2019-10-21 0 0 5288 0 
2019-10-22 0 0 5288 0 
2019-10-23 0 0 5288 0 
2019-10-24 0 0 5288 0 
2019-10-25 0 0 5288 0 
2019-10-28 0 0 5288 0 
2019-10-29 0 0 5288 0 
2019-10-30 0 0 5288 0 
2019-10-31 2584 2584 2704 4493 
2019-11-01 0 -2584 7197 0 
2019-11-04 0 0 7197 0 
2019-11-05 2250 2250 4947 0 
2019-11-06 0 -2250 4947 0 
2019-11-07 0 0 4947 0 
2019-11-08 0 0 4947 0 
2019-11-11 0 0 4947 0 
2019-11-12 0 0 4947 0 
2019-11-13 0 0 4947 0 
2019-11-14 3825 3825 1122 5965 
