date demand demandChange inventoryPosition leadTime orderQuantity
2019-07-02 0 0 0 24 0 
2019-07-03 0 0 0 24 0 
2019-07-04 0 0 0 0 0 
2019-07-05 0 0 0 24 0 
2019-07-08 0 0 0 24 0 
2019-07-09 0 0 0 24 0 
2019-07-10 0 0 0 24 0 
2019-07-11 0 0 0 24 0 
2019-07-12 0 0 0 24 0 
2019-07-15 0 0 0 24 0 
2019-07-16 0 0 0 24 0 
2019-07-17 0 0 0 24 0 
2019-07-18 0 0 0 24 0 
2019-07-19 0 0 0 24 0 
2019-07-22 0 0 0 24 0 
2019-07-23 0 0 0 24 0 
2019-07-24 0 0 0 24 0 
2019-07-25 0 0 0 24 0 
2019-07-26 0 0 0 24 0 
2019-07-29 0 0 0 24 0 
2019-07-30 0 0 0 0 0 
2019-07-31 0 0 0 24 0 
2019-08-01 0 0 0 24 0 
2019-08-02 0 0 0 24 0 
2019-08-05 0 0 0 24 0 
2019-08-06 0 0 0 24 0 
2019-08-07 0 0 0 24 0 
2019-08-08 7246 7246 0 24 16399 
2019-08-09 7246 0 0 24 16365 
2019-08-12 7246 0 9119 24 7212 
2019-08-13 0 -7246 16331 24 0 
2019-08-14 0 0 16331 24 0 
2019-08-15 0 0 16331 24 0 
2019-08-16 8757 8757 7574 24 9311 
2019-08-19 0 -8757 16885 24 0 
2019-08-20 0 0 16885 24 0 
2019-08-21 0 0 16885 24 0 
2019-08-22 0 0 16885 24 0 
2019-08-23 0 0 16885 24 0 
2019-08-26 7788 7788 9097 24 7685 
2019-08-27 0 -7788 16782 24 0 
2019-08-28 0 0 16782 24 0 
2019-08-29 0 0 16782 24 0 
2019-08-30 8419 8419 8363 24 8549 
2019-09-02 0 -8419 16912 24 0 
2019-09-03 0 0 16912 24 0 
2019-09-04 0 0 16912 24 0 
2019-09-05 0 0 16912 24 0 
2019-09-06 0 0 16912 24 0 
2019-09-09 0 0 16912 24 0 
2019-09-10 0 0 16912 24 0 
2019-09-11 6237 6237 10675 24 0 
2019-09-12 7642 1405 3033 24 13343 
2019-09-13 0 -7642 16376 24 0 
