date demand demandChange inventoryPosition leadTime orderQuantity
2019-07-02 0 0 0 24 0 
2019-07-03 0 0 0 24 0 
2019-07-04 0 0 0 24 0 
2019-07-05 0 0 0 24 0 
2019-07-08 0 0 0 24 0 
2019-07-09 0 0 0 24 0 
2019-07-10 0 0 0 24 0 
2019-07-11 0 0 0 24 0 
2019-07-12 0 0 0 24 0 
2019-07-15 0 0 0 24 0 
2019-07-16 0 0 0 0 0 
2019-07-17 0 0 0 24 0 
2019-07-18 0 0 0 0 0 
2019-07-19 0 0 0 24 0 
2019-07-22 0 0 0 24 0 
2019-07-23 0 0 0 24 0 
2019-07-24 0 0 0 0 0 
2019-07-25 0 0 0 24 0 
2019-07-26 0 0 0 0 0 
2019-07-29 0 0 0 24 0 
2019-07-30 0 0 0 24 0 
2019-07-31 0 0 0 24 0 
2019-08-01 0 0 0 24 0 
2019-08-02 3475 3475 0 0 8162 
2019-08-05 3475 0 4687 24 3465 
2019-08-06 5134 1659 3018 24 6170 
2019-08-07 7677 2543 1511 24 9353 
2019-08-08 0 -7677 10864 0 0 
2019-08-09 0 0 10864 24 0 
2019-08-12 0 0 10864 24 0 
2019-08-13 9650 9650 1214 24 11366 
2019-08-14 3750 -5900 1214 24 10712 
2019-08-15 3750 0 8176 24 0 
2019-08-16 0 -3750 8176 24 0 
2019-08-19 0 0 8176 24 0 
2019-08-20 2801 2801 5375 0 5531 
2019-08-21 3680 879 7226 24 0 
2019-08-22 0 -3680 7226 24 0 
2019-08-23 2365 2365 4861 24 5306 
2019-08-26 4136 1771 6031 24 4052 
2019-08-27 0 -4136 10083 24 0 
2019-08-28 2334 2334 7749 0 0 
2019-08-29 0 -2334 7749 24 0 
2019-08-30 0 0 7749 24 0 
2019-09-02 0 0 7749 0 0 
2019-09-03 0 0 7749 24 0 
2019-09-04 0 0 7749 24 0 
2019-09-05 0 0 7749 24 0 
2019-09-06 0 0 7749 24 0 
2019-09-09 0 0 7749 24 0 
2019-09-10 4615 4615 3134 24 6643 
2019-09-11 2317 -2298 7460 24 0 
