date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2020-04-07 1686 1686 9392 72 1.71 0 
2020-04-08 0 -1686 9392 24 1.71 0 
2020-04-09 0 0 9392 24 1.71 0 
2020-04-10 0 0 9392 24 1.71 0 
2020-04-13 0 0 9392 24 1.71 0 
2020-04-14 0 0 9392 96 1.61 0 
2020-04-15 1521 1521 7871 72 1.61 4649 
2020-04-16 0 -1521 12520 96 1.61 0 
2020-04-17 0 0 12520 72 1.61 0 
2020-04-20 0 0 12520 24 1.61 0 
2020-04-21 0 0 12520 72 1.61 0 
2020-04-22 2969 2969 9551 24 1.61 0 
2020-04-23 0 -2969 9551 48 1.61 0 
2020-04-24 2922 2922 6629 72 1.61 6006 
2020-04-27 0 -2922 12635 24 1.61 0 
2020-04-28 1754 1754 10881 48 1.71 0 
2020-04-29 1898 144 8983 48 1.71 3562 
2020-04-30 0 -1898 12545 24 1.71 0 
2020-05-01 0 0 12545 24 1.71 0 
2020-05-04 0 0 12545 72 1.71 0 
2020-05-05 0 0 12545 24 1.71 0 
2020-05-06 2666 2666 9879 72 1.71 0 
2020-05-07 0 -2666 9879 72 1.71 0 
2020-05-08 3541 3541 6338 24 1.71 6301 
2020-05-11 0 -3541 12639 24 1.71 0 
