date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2019-10-22 0 0 84310 120 0.16 0 
2019-10-23 10603 10603 73707 96 0.16 0 
2019-10-24 0 -10603 73707 120 0.16 0 
2019-10-25 0 0 73707 48 0.16 0 
2019-10-28 5189 5189 68518 48 0.16 0 
2019-10-29 0 -5189 68518 48 0.16 0 
2019-10-30 0 0 68518 48 0.16 0 
2019-10-31 15503 15503 53015 96 0.16 31481 
2019-11-01 0 -15503 84496 48 0.16 0 
2019-11-04 0 0 84496 24 0.16 0 
2019-11-05 3820 3820 80676 120 0.16 0 
2019-11-06 0 -3820 80676 120 0.16 0 
2019-11-07 17367 17367 63309 48 0.16 21206 
2019-11-08 4699 -12668 79816 120 0.16 0 
2019-11-11 0 -4699 79816 48 0.16 0 
2019-11-12 15302 15302 64514 48 0.16 19375 
2019-11-13 11916 -3386 71973 120 0.16 0 
2019-11-14 0 -11916 71973 72 0.16 0 
2019-11-15 9014 9014 62959 48 0.16 20585 
2019-11-18 0 -9014 83544 96 0.16 0 
2019-11-19 5805 5805 77739 48 0.16 0 
2019-11-20 4663 -1142 73076 48 0.16 0 
2019-11-21 11352 6689 61724 24 0.16 19448 
2019-11-22 11509 157 69663 24 0.16 0 
2019-11-25 13054 1545 56609 24 0.16 24131 
2019-11-26 13764 710 66976 72 0.16 0 
2019-11-27 0 -13764 66976 48 0.16 0 
2019-11-28 0 0 66976 48 0.16 0 
2019-11-29 0 0 66976 48 0.16 0 
2019-12-02 11729 11729 55247 96 0.16 25049 
2019-12-03 24110 12381 56186 96 0.16 25432 
2019-12-04 4209 -19901 77409 120 0.16 0 
2019-12-05 4222 13 73187 120 0.16 0 
2019-12-06 0 -4222 73187 48 0.16 0 
2019-12-09 0 0 73187 48 0.16 0 
2019-12-10 8884 8884 64303 48 0.16 0 
2019-12-11 0 -8884 64303 24 0.16 0 
2019-12-12 12808 12808 51495 96 0.16 28617 
2019-12-13 0 -12808 80112 48 0.16 0 
2019-12-16 0 0 80112 120 0.16 0 
2019-12-17 5544 5544 74568 120 0.16 0 
2019-12-18 25406 19862 49162 120 0.16 32743 
2019-12-19 0 -25406 81905 72 0.16 0 
2019-12-20 7512 7512 74393 96 0.16 0 
2019-12-23 9412 1900 64981 48 0.16 0 
2019-12-24 0 -9412 64981 24 0.16 0 
2019-12-25 0 0 64981 24 0.16 0 
2019-12-26 7752 7752 57229 24 0.16 22987 
2019-12-27 8570 818 71646 48 0.16 0 
2019-12-30 4665 -3905 66981 120 0.16 0 
2019-12-31 14737 10072 52244 48 0.16 27289 
2020-01-01 0 -14737 79533 24 0.16 0 
2020-01-02 10674 10674 68859 48 0.16 0 
2020-01-03 3693 -6981 65166 96 0.16 0 
2020-01-06 0 -3693 65166 24 0.16 0 
2020-01-07 25015 25015 40151 24 0.16 39188 
2020-01-08 0 -25015 79339 24 0.16 0 
2020-01-09 7141 7141 72198 24 0.16 0 
2020-01-10 4159 -2982 68039 24 0.16 0 
2020-01-13 0 -4159 68039 48 0.16 0 
2020-01-14 13024 13024 55015 48 0.16 22703 
2020-01-15 0 -13024 77718 72 0.16 0 
2020-01-16 0 0 77718 96 0.16 0 
2020-01-17 17381 17381 60337 96 0.16 0 
2020-01-20 3793 -13588 56544 24 0.16 21016 
2020-01-21 0 -3793 77560 120 0.16 0 
2020-01-22 0 0 77560 120 0.16 0 
2020-01-23 5579 5579 71981 96 0.16 0 
2020-01-24 0 -5579 71981 96 0.16 0 
2020-01-27 0 0 71981 48 0.16 0 
2020-01-28 21309 21309 50672 120 0.16 28296 
2020-01-29 12932 -8377 66036 96 0.16 0 
2020-01-30 0 -12932 66036 48 0.16 0 
2020-01-31 15402 15402 50634 120 0.16 28938 
2020-02-03 0 -15402 79572 24 0.16 0 
2020-02-04 7271 7271 72301 96 0.16 0 
2020-02-05 0 -7271 72301 72 0.16 0 
2020-02-06 6815 6815 65486 24 0.16 0 
2020-02-07 9948 3133 55538 48 0.16 22855 
2020-02-10 12758 2810 65635 120 0.16 0 
2020-02-11 8583 -4175 57052 24 0.16 21376 
2020-02-12 6546 -2037 71882 24 0.16 0 
2020-02-13 8380 1834 63502 120 0.16 0 
2020-02-14 3853 -4527 59649 96 0.16 17934 
2020-02-17 0 -3853 77583 24 0.16 0 
2020-02-18 17232 17232 60351 120 0.16 0 
2020-02-19 0 -17232 60351 24 0.16 0 
2020-02-20 9458 9458 50893 96 0.16 27083 
2020-02-21 0 -9458 77976 24 0.16 0 
2020-02-24 21947 21947 56029 48 0.16 22385 
2020-02-25 8744 -13203 69670 48 0.16 0 
2020-02-26 14769 6025 54901 48 0.16 23255 
2020-02-27 22374 7605 55782 48 0.16 22904 
2020-02-28 0 -22374 78686 48 0.16 0 
2020-03-02 0 0 78686 120 0.16 0 
2020-03-03 0 0 78686 120 0.16 0 
2020-03-04 0 0 78686 24 0.16 0 
2020-03-05 4356 4356 74330 96 0.16 0 
2020-03-06 23111 18755 51219 48 0.16 28029 
2020-03-09 0 -23111 79248 120 0.16 0 
2020-03-10 16736 16736 62512 24 0.16 0 
2020-03-11 0 -16736 62512 24 0.16 0 
2020-03-12 13338 13338 49174 48 0.16 30420 
2020-03-13 0 -13338 79594 24 0.16 0 
2020-03-16 22928 22928 56666 72 0.16 23419 
2020-03-17 0 -22928 80085 96 0.16 0 
2020-03-18 11252 11252 68833 96 0.16 0 
2020-03-19 0 -11252 68833 24 0.16 0 
2020-03-20 0 0 68833 120 0.16 0 
2020-03-23 15971 15971 52862 120 0.16 27998 
2020-03-24 8187 -7784 72673 120 0.16 0 
2020-03-25 22916 14729 49757 24 0.16 31652 
2020-03-26 7335 -15581 74074 24 0.16 0 
2020-03-27 0 -7335 74074 24 0.16 0 
2020-03-30 7258 7258 66816 24 0.16 0 
2020-03-31 3627 -3631 63189 24 0.16 0 
2020-04-01 0 -3627 63189 48 0.16 0 
2020-04-02 11438 11438 51751 48 0.16 28015 
2020-04-03 24223 12785 55543 96 0.16 24947 
2020-04-06 0 -24223 80490 96 0.16 0 
2020-04-07 20429 20429 60061 120 0.16 21198 
2020-04-08 0 -20429 81259 48 0.16 0 
2020-04-09 3696 3696 77563 24 0.16 0 
2020-04-10 0 -3696 77563 24 0.16 0 
2020-04-13 0 0 77563 48 0.16 0 
2020-04-14 3761 3761 73802 24 0.16 0 
2020-04-15 9043 5282 64759 120 0.16 0 
2020-04-16 0 -9043 64759 48 0.16 0 
2020-04-17 12874 12874 51885 96 0.16 28106 
2020-04-20 11850 -1024 68141 48 0.16 0 
2020-04-21 4758 -7092 63383 48 0.16 0 
2020-04-22 9896 5138 53487 24 0.16 25723 
2020-04-23 0 -9896 79210 48 0.16 0 
2020-04-24 9739 9739 69471 120 0.16 0 
2020-04-27 0 -9739 69471 96 0.16 0 
2020-04-28 5844 5844 63627 24 0.16 0 
2020-04-29 17702 11858 45925 48 0.16 33183 
2020-04-30 0 -17702 79108 24 0.16 0 
2020-05-01 7580 7580 71528 24 0.16 0 
2020-05-04 0 -7580 71528 48 0.16 0 
2020-05-05 4198 4198 67330 96 0.16 0 
2020-05-06 25247 21049 42083 24 0.16 36810 
2020-05-07 0 -25247 78893 24 0.16 0 
2020-05-08 19852 19852 59041 72 0.16 20102 
2020-05-11 6023 -13829 73120 24 0.16 0 
