date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2019-07-02 0 0 3000 24 0.99 0 
2019-07-03 0 0 3000 72 0.99 0 
2019-07-04 0 0 3000 24 0.99 0 
2019-07-05 0 0 3000 96 0.99 0 
2019-07-08 0 0 3000 24 0.99 0 
2019-07-09 1336 1336 1664 48 0.99 7436 
2019-07-10 0 -1336 9100 72 0.99 0 
2019-07-11 1079 1079 8021 96 0.99 0 
2019-07-12 0 -1079 8021 24 0.99 0 
2019-07-15 0 0 8021 72 0.99 0 
2019-07-16 0 0 8021 96 0.94 0 
2019-07-17 13377 13377 6838 24 0.94 23947 
2019-07-18 12050 -1327 30785 24 0.94 0 
2019-07-19 15323 3273 28693 96 0.94 19869 
2019-07-22 13797 -1526 48562 24 0.94 0 
2019-07-23 18078 4281 33567 96 0.94 26160 
2019-07-24 9804 -8274 49923 72 0.94 0 
2019-07-25 1616 -8188 48307 72 0.94 0 
2019-07-26 2376 760 45931 24 0.94 0 
2019-07-29 6818 4442 39113 96 0.94 10299 
2019-07-30 0 -6818 49412 72 0.9 0 
2019-07-31 0 0 49412 24 0.9 0 
2019-08-01 1187 1187 48225 72 0.9 0 
2019-08-02 6042 4855 42183 96 0.9 0 
2019-08-05 1040 -5002 41143 24 0.9 0 
2019-08-06 5635 4595 35508 24 0.9 0 
2019-08-07 14041 8406 21467 72 0.9 22122 
2019-08-08 16844 2803 36196 24 0.9 9748 
2019-08-09 9452 -7392 36492 72 0.9 9729 
2019-08-12 2885 -6567 43336 72 0.9 0 
2019-08-13 4716 1831 42030 96 0.87 0 
2019-08-14 6510 1794 35520 24 0.87 0 
2019-08-15 2414 -4096 33106 72 0.87 9448 
2019-08-16 5388 2974 37166 24 0.87 0 
2019-08-19 0 -5388 37166 72 0.87 0 
2019-08-20 3837 3837 33329 48 0.87 0 
2019-08-21 1972 -1865 31357 24 0.87 0 
2019-08-22 0 -1972 31357 72 0.87 0 
2019-08-23 5042 5042 26315 96 0.87 13165 
2019-08-26 8801 3759 30679 24 0.87 8934 
2019-08-27 0 -8801 39613 24 0.82 0 
2019-08-28 3904 3904 35709 72 0.82 0 
2019-08-29 5103 1199 30606 72 0.82 0 
2019-08-30 6164 1061 24442 24 0.82 13751 
2019-09-02 0 -6164 38193 48 0.82 0 
2019-09-03 3570 3570 34623 96 0.82 0 
2019-09-04 2554 -1016 32069 24 0.82 0 
2019-09-05 0 -2554 32069 96 0.82 0 
2019-09-06 0 0 32069 96 0.82 0 
2019-09-09 0 0 32069 24 0.82 0 
2019-09-10 5566 5566 26503 96 0.8 11170 
2019-09-11 7886 2320 29787 72 0.8 0 
2019-09-12 8673 787 21114 72 0.8 16980 
2019-09-13 5326 -3347 32768 72 0.8 0 
2019-09-16 2356 -2970 30412 48 0.8 0 
2019-09-17 1419 -937 28993 72 0.8 0 
2019-09-18 2040 621 26953 24 0.8 8774 
2019-09-19 8034 5994 27693 96 0.8 8498 
2019-09-20 1286 -6748 34905 96 0.8 0 
2019-09-23 6933 5647 27972 24 0.8 0 
2019-09-24 3914 -3019 24058 24 0.8 11328 
2019-09-25 1189 -2725 34197 72 0.8 0 
2019-09-26 794 -395 33403 48 0.8 0 
2019-09-27 9166 8372 24237 96 0.8 10388 
2019-09-30 0 -9166 34625 72 0.8 0 
2019-10-01 7149 7149 27476 72 0.8 0 
2019-10-02 9268 2119 18208 96 0.8 17022 
2019-10-03 1826 -7442 33404 96 0.8 0 
2019-10-04 0 -1826 33404 48 0.8 0 
2019-10-07 1292 1292 32112 24 0.8 0 
2019-10-08 0 -1292 32112 96 1.04 0 
2019-10-09 3282 3282 28830 72 1.04 0 
2019-10-10 2299 -983 26531 24 1.04 0 
2019-10-11 1638 -661 24893 48 1.04 8314 
2019-10-14 0 -1638 33207 72 1.04 0 
2019-10-15 12453 12453 20754 24 1.04 12991 
2019-10-16 3561 -8892 30184 24 1.04 0 
2019-10-17 4139 578 26045 72 1.04 0 
2019-10-18 5038 899 21007 24 1.04 12137 
2019-10-21 0 -5038 33144 72 1.04 0 
2019-10-22 0 0 33144 72 1.12 0 
2019-10-23 4659 4659 28485 24 1.12 0 
2019-10-24 0 -4659 28485 72 1.12 0 
2019-10-25 0 0 28485 48 1.12 0 
2019-10-28 3255 3255 25230 72 1.12 0 
2019-10-29 4133 878 21097 24 1.12 11315 
2019-10-30 1673 -2460 30739 96 1.12 0 
2019-10-31 8227 6554 22512 72 1.12 9914 
2019-11-01 1107 -7120 31319 24 1.12 0 
2019-11-04 0 -1107 31319 24 1.12 0 
2019-11-05 1146 1146 30173 24 1.2 0 
2019-11-06 962 -184 29211 96 1.2 0 
