date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2019-11-07 8473 7511 20738 48 1.2 10729 
2019-11-08 10209 1736 21258 24 1.2 10503 
2019-11-11 1223 -8986 30538 48 1.2 0 
2019-11-12 4591 3368 25947 72 1.2 0 
2019-11-13 4488 -103 21459 48 1.2 9688 
2019-11-14 899 -3589 30248 96 1.2 0 
2019-11-15 3825 2926 26423 96 1.2 0 
2019-11-18 0 -3825 26423 24 1.2 0 
2019-11-19 1742 1742 24681 48 1.23 0 
2019-11-20 2813 1071 21868 24 1.23 8503 
2019-11-21 8142 5329 22229 48 1.23 8266 
2019-11-22 3453 -4689 27042 24 1.23 0 
2019-11-25 6047 2594 20995 72 1.23 9366 
2019-11-26 7636 1589 22725 24 1.23 7732 
2019-11-27 0 -7636 30457 96 1.23 0 
2019-11-28 1227 1227 29230 24 1.23 0 
2019-11-29 3411 2184 25819 48 1.23 0 
2019-12-02 5965 2554 19854 96 1.23 10393 
2019-12-03 8385 2420 21862 24 1.3 8525 
2019-12-04 2288 -6097 28099 96 1.3 0 
2019-12-05 2160 -128 25939 24 1.3 0 
2019-12-06 0 -2160 25939 72 1.3 0 
2019-12-09 0 0 25939 96 1.3 0 
2019-12-10 6550 6550 19389 24 1.3 10827 
2019-12-11 0 -6550 30216 24 1.3 0 
2019-12-12 5050 5050 25166 96 1.3 0 
2019-12-13 0 -5050 25166 96 1.3 0 
2019-12-16 3403 3403 21763 72 1.3 8490 
2019-12-17 6268 2865 23985 72 1.29 0 
2019-12-18 11491 5223 12494 96 1.29 18267 
2019-12-19 0 -11491 30761 72 1.29 0 
2019-12-20 3039 3039 27722 24 1.29 0 
2019-12-23 4971 1932 22751 72 1.29 7802 
2019-12-24 4452 -519 26101 24 1.29 0 
2019-12-25 1735 -2717 24366 96 1.29 0 
2019-12-26 2326 591 22040 24 1.29 8124 
2019-12-27 5800 3474 24364 96 1.29 0 
2019-12-30 3788 -2012 20576 96 1.29 9724 
2019-12-31 4422 634 25878 48 1.28 0 
2020-01-01 0 -4422 25878 72 1.28 0 
2020-01-02 7998 7998 17880 72 1.28 12456 
2020-01-03 1108 -6890 29228 96 1.28 0 
2020-01-06 1422 314 27806 48 1.28 0 
2020-01-07 10268 8846 17538 48 1.28 12636 
2020-01-08 2957 -7311 27217 72 1.28 0 
2020-01-09 3381 424 23836 24 1.28 0 
2020-01-10 3451 70 20385 24 1.28 9421 
2020-01-13 0 -3451 29806 72 1.28 0 
2020-01-14 3908 3908 25898 72 1.28 0 
2020-01-15 1152 -2756 24746 24 1.12 0 
2020-01-16 2168 1016 22578 72 1.12 0 
2020-01-17 5215 3047 17363 24 1.12 11965 
2020-01-20 2156 -3059 27172 24 1.12 0 
2020-01-21 3758 1602 23414 48 1.12 0 
2020-01-22 3388 -370 20026 96 1.12 9033 
2020-01-23 7368 3980 21691 24 1.12 7439 
2020-01-24 0 -7368 29130 96 1.12 0 
2020-01-27 0 0 29130 96 1.12 0 
2020-01-28 9868 9868 19262 24 1.12 10208 
2020-01-29 3880 -5988 25590 72 1.12 0 
2020-01-30 3709 -171 21881 24 1.06 7435 
2020-01-31 4621 912 24695 24 1.06 0 
2020-02-03 2022 -2599 22673 96 1.06 0 
2020-02-04 4765 2743 17908 72 1.06 11281 
2020-02-05 0 -4765 29189 48 1.06 0 
2020-02-06 3443 3443 25746 48 1.06 0 
2020-02-07 6455 3012 19291 96 1.06 9882 
2020-02-10 8464 2009 20709 96 1.06 8681 
2020-02-11 4511 -3953 24879 96 1.06 0 
2020-02-12 1964 -2547 22915 72 1.06 0 
2020-02-13 2514 550 20401 72 1.03 8789 
2020-02-14 1156 -1358 28034 48 1.03 0 
2020-02-17 949 -207 27085 48 1.03 0 
2020-02-18 5997 5048 21088 72 1.03 7739 
2020-02-19 5556 -441 23271 24 1.03 0 
2020-02-20 8036 2480 15235 24 1.03 13679 
2020-02-21 3300 -4736 25614 24 1.03 0 
2020-02-24 6585 3285 19029 72 1.03 9847 
2020-02-25 6928 343 21948 72 1.03 0 
2020-02-26 5297 -1631 16651 24 1.03 12277 
2020-02-27 7846 2549 21082 72 0.99 7950 
2020-02-28 3261 -4585 25771 72 0.99 0 
2020-03-02 0 -3261 25771 96 0.99 0 
2020-03-03 2175 2175 23596 24 0.99 0 
2020-03-04 0 -2175 23596 24 0.99 0 
2020-03-05 1307 1307 22289 96 0.99 0 
2020-03-06 12776 11469 9513 96 0.99 19631 
2020-03-09 0 -12776 29144 96 0.99 0 
2020-03-10 6872 6872 22272 72 0.99 0 
2020-03-11 0 -6872 22272 24 0.99 0 
2020-03-12 4002 4002 18270 96 0.99 10994 
2020-03-13 2254 -1748 27010 72 0.93 0 
2020-03-16 8338 6084 18672 72 0.93 10599 
2020-03-17 2009 -6329 27262 24 0.93 0 
2020-03-18 6141 4132 21121 72 0.93 8051 
2020-03-19 4902 -1239 24270 72 0.93 0 
2020-03-20 3796 -1106 20474 96 0.93 8703 
2020-03-23 4792 996 24385 48 0.93 0 
2020-03-24 2457 -2335 21928 72 0.93 7113 
2020-03-25 6876 4419 22165 72 0.93 0 
2020-03-26 3391 -3485 18774 96 0.93 10327 
2020-03-27 2050 -1341 27051 24 0.93 0 
2020-03-30 8019 5969 19032 24 0.93 10024 
2020-03-31 2965 -5054 26091 24 0.93 0 
2020-04-01 0 -2965 26091 72 0.93 0 
2020-04-02 4242 4242 21849 24 0.93 7060 
2020-04-03 11924 7682 16985 72 0.93 12148 
2020-04-06 1283 -10641 27850 96 0.93 0 
2020-04-07 9801 8518 18049 24 0.93 11151 
2020-04-08 0 -9801 29200 24 0.93 0 
2020-04-09 1109 1109 28091 48 0.93 0 
2020-04-10 0 -1109 28091 96 0.93 0 
2020-04-13 0 0 28091 72 0.93 0 
2020-04-14 4614 4614 23477 96 0.69 0 
2020-04-15 2714 -1900 20763 24 0.69 8248 
2020-04-16 0 -2714 29011 72 0.69 0 
2020-04-17 7045 7045 21966 24 0.69 7082 
2020-04-20 4805 -2240 24243 96 0.69 0 
2020-04-21 1428 -3377 22815 24 0.69 0 
2020-04-22 5052 3624 17763 72 0.69 11194 
2020-04-23 2474 -2578 26483 72 0.69 0 
2020-04-24 5927 3453 20556 96 0.69 8399 
2020-04-27 0 -5927 28955 72 0.69 0 
2020-04-28 1754 1754 27201 48 0.64 0 
2020-04-29 5312 3558 21889 24 0.64 0 
2020-04-30 0 -5312 21889 24 0.64 0 
2020-05-01 5561 5561 16328 48 0.64 12450 
2020-05-04 734 -4827 28044 72 0.64 0 
2020-05-05 4171 3437 23873 72 0.64 0 
2020-05-06 9627 5456 14246 48 0.64 14485 
2020-05-07 0 -9627 28731 24 0.64 0 
2020-05-08 9394 9394 19337 24 0.64 9482 
2020-05-11 2714 -6680 26105 24 0.64 0 
