date demand demandChange inventoryPosition leadTime orderQuantity
2019-07-02 0 0 9000 24 0 
2019-07-03 0 0 9000 24 0 
2019-07-04 0 0 9000 24 0 
2019-07-05 0 0 9000 24 0 
2019-07-08 0 0 9000 24 0 
2019-07-09 0 0 9000 0 0 
2019-07-10 0 0 9000 48 0 
2019-07-11 0 0 9000 48 0 
2019-07-12 0 0 9000 0 0 
2019-07-15 0 0 9000 0 0 
2019-07-16 0 0 9000 24 0 
2019-07-17 0 0 9000 24 0 
2019-07-18 0 0 9000 48 0 
2019-07-19 0 0 9000 0 0 
2019-07-22 0 0 9000 24 0 
2019-07-23 0 0 9000 0 0 
2019-07-24 0 0 9000 24 0 
2019-07-25 0 0 9000 24 0 
2019-07-26 4198 4198 4802 0 7918 
2019-07-29 6230 2032 6490 0 8587 
2019-07-30 0 -6230 15077 0 0 
2019-07-31 0 0 15077 24 0 
2019-08-01 0 0 15077 0 0 
2019-08-02 3563 3563 11514 24 0 
2019-08-05 0 -3563 11514 24 0 
2019-08-06 5322 5322 6192 24 7450 
2019-08-07 0 -5322 13642 24 0 
2019-08-08 5004 5004 8638 0 4943 
2019-08-09 0 -5004 8638 24 4906 
2019-08-12 0 0 13544 24 0 
2019-08-13 0 0 13544 24 0 
2019-08-14 3768 3768 9776 24 0 
2019-08-15 0 -3768 9776 0 0 
2019-08-16 0 0 9776 48 0 
2019-08-19 0 0 9776 24 0 
2019-08-20 0 0 9776 24 0 
2019-08-21 0 0 9776 24 0 
2019-08-22 0 0 9776 24 0 
2019-08-23 0 0 9776 24 0 
2019-08-26 5523 5523 4253 0 9127 
2019-08-27 0 -5523 13380 24 0 
2019-08-28 0 0 13380 0 0 
2019-08-29 6347 6347 7033 24 6679 
2019-08-30 0 -6347 13712 24 0 
2019-09-02 0 0 13712 24 0 
2019-09-03 0 0 13712 0 0 
2019-09-04 5353 5353 8359 24 5323 
2019-09-05 4731 -622 8951 24 0 
2019-09-06 0 -4731 8951 24 0 
2019-09-09 0 0 8951 0 0 
2019-09-10 0 0 8951 24 0 
2019-09-11 0 0 8951 24 0 
2019-09-12 0 0 8951 24 0 
2019-09-13 0 0 8951 0 0 
2019-09-16 0 0 8951 24 0 
2019-09-17 0 0 8951 0 0 
2019-09-18 0 0 8951 24 0 
2019-09-19 5194 5194 3757 24 9639 
2019-09-20 0 -5194 13396 0 0 
2019-09-23 0 0 13396 24 0 
2019-09-24 0 0 13396 24 0 
2019-09-25 0 0 13396 0 0 
2019-09-26 0 0 13396 24 0 
2019-09-27 10364 10364 3032 48 11480 
2019-09-30 0 -10364 14512 24 0 
2019-10-01 0 0 14512 0 0 
2019-10-02 5452 5452 9060 24 5387 
2019-10-03 6028 576 8419 0 6085 
2019-10-04 0 -6028 14504 24 0 
2019-10-07 0 0 14504 24 0 
2019-10-08 4351 4351 10153 24 0 
2019-10-09 0 -4351 10153 0 0 
2019-10-10 0 0 10153 48 0 
2019-10-11 0 0 10153 0 0 
2019-10-14 0 0 10153 24 0 
2019-10-15 0 0 10153 24 0 
2019-10-16 0 0 10153 24 0 
2019-10-17 0 0 10153 24 0 
2019-10-18 4358 4358 5795 24 8450 
2019-10-21 0 -4358 14245 0 0 
2019-10-22 0 0 14245 24 0 
2019-10-23 6429 6429 7816 24 6516 
2019-10-24 0 -6429 14332 24 0 
2019-10-25 0 0 14332 24 0 
2019-10-28 5246 5246 9086 24 5189 
2019-10-29 0 -5246 14275 24 0 
2019-10-30 0 0 14275 24 0 
2019-10-31 0 0 14275 0 0 
2019-11-01 0 0 14275 0 0 
2019-11-04 0 0 14275 24 0 
2019-11-05 0 0 14275 0 0 
2019-11-06 3859 3859 10416 24 0 
2019-11-07 0 -3859 10416 24 0 
2019-11-08 0 0 10416 0 0 
2019-11-11 0 0 10416 24 0 
2019-11-12 5308 5308 5108 24 8839 
2019-11-13 0 -5308 13947 24 0 
2019-11-14 4185 4185 9762 24 0 
2019-11-15 5006 821 4756 0 9014 
2019-11-18 0 -5006 13770 24 0 
2019-11-19 0 0 13770 0 0 
2019-11-20 0 0 13770 24 0 
2019-11-21 0 0 13770 0 0 
2019-11-22 0 0 13770 24 0 
