date demand demandChange inventoryPosition leadTime orderQuantity
2019-07-02 0 0 9000 24 0 
2019-07-03 0 0 9000 24 0 
2019-07-04 0 0 9000 24 0 
2019-07-05 0 0 9000 24 0 
2019-07-08 0 0 9000 24 0 
2019-07-09 0 0 9000 24 0 
2019-07-10 0 0 9000 24 0 
2019-07-11 0 0 9000 0 0 
2019-07-12 0 0 9000 24 0 
2019-07-15 0 0 9000 24 0 
2019-07-16 0 0 9000 24 0 
2019-07-17 0 0 9000 24 0 
2019-07-18 0 0 9000 24 0 
2019-07-19 0 0 9000 24 0 
2019-07-22 0 0 9000 24 0 
2019-07-23 0 0 9000 24 0 
2019-07-24 0 0 9000 24 0 
2019-07-25 0 0 9000 24 0 
2019-07-26 3126 3126 5874 24 0 
2019-07-29 4236 1110 1638 24 6608 
2019-07-30 0 -4236 8246 24 0 
2019-07-31 2548 2548 5698 24 0 
2019-08-01 0 -2548 5698 24 0 
2019-08-02 5389 5389 309 24 8102 
2019-08-05 0 -5389 8411 24 0 
2019-08-06 0 0 8411 24 0 
2019-08-07 7170 7170 1241 24 8261 
2019-08-08 0 -7170 9502 24 0 
2019-08-09 0 0 9502 24 0 
2019-08-12 0 0 9502 24 0 
2019-08-13 3285 3285 6217 24 0 
2019-08-14 4123 838 2094 24 6939 
2019-08-15 0 -4123 9033 24 0 
2019-08-16 0 0 9033 24 0 
2019-08-19 0 0 9033 0 0 
2019-08-20 3716 3716 5317 24 3879 
2019-08-21 0 -3716 9196 24 0 
2019-08-22 0 0 9196 0 0 
2019-08-23 0 0 9196 24 0 
2019-08-26 0 0 9196 0 0 
2019-08-27 0 0 9196 24 0 
2019-08-28 4038 4038 5158 24 4286 
2019-08-29 0 -4038 9444 24 0 
2019-08-30 5331 5331 4113 24 5514 
2019-09-02 0 -5331 9627 24 0 
2019-09-03 3658 3658 5969 24 0 
2019-09-04 0 -3658 5969 24 0 
2019-09-05 0 0 5969 24 0 
2019-09-06 0 0 5969 24 0 
2019-09-09 0 0 5969 24 0 
2019-09-10 8194 8194 2323 24 7708 
2019-09-11 0 -8194 10031 24 0 
2019-09-12 0 0 10031 24 0 
2019-09-13 4106 4106 5925 24 4008 
2019-09-16 0 -4106 9933 24 0 
2019-09-17 0 0 9933 24 0 
2019-09-18 0 0 9933 24 0 
2019-09-19 0 0 9933 24 0 
2019-09-20 4358 4358 5575 24 4285 
2019-09-23 4377 19 5483 24 4350 
2019-09-24 0 -4377 9833 24 0 
2019-09-25 0 0 9833 24 0 
2019-09-26 0 0 9833 24 0 
2019-09-27 4125 4125 5708 0 4171 
2019-09-30 0 -4125 9879 24 0 
2019-10-01 0 0 9879 24 0 
2019-10-02 0 0 9879 24 0 
2019-10-03 0 0 9879 0 0 
2019-10-04 0 0 9879 24 0 
2019-10-07 4276 4276 5603 24 4304 
2019-10-08 0 -4276 9907 24 0 
2019-10-09 0 0 9907 24 0 
2019-10-10 0 0 9907 24 0 
2019-10-11 5400 5400 4507 24 5460 
2019-10-14 0 -5400 9967 24 0 
2019-10-15 4460 4460 5507 24 4439 
2019-10-16 0 -4460 9946 24 0 
2019-10-17 0 0 9946 0 0 
2019-10-18 0 0 9946 24 0 
2019-10-21 0 0 9946 24 0 
2019-10-22 0 0 9946 24 0 
2019-10-23 4084 4084 5862 24 4087 
2019-10-24 0 -4084 9949 24 0 
2019-10-25 0 0 9949 24 0 
2019-10-28 0 0 9949 0 0 
2019-10-29 3587 3587 6362 24 0 
2019-10-30 0 -3587 6362 24 0 
2019-10-31 0 0 6362 24 0 
2019-11-01 0 0 6362 24 0 
2019-11-04 0 0 6362 24 0 
2019-11-05 0 0 6362 24 0 
2019-11-06 0 0 6362 24 0 
2019-11-07 3698 3698 2664 0 7212 
2019-11-08 4685 987 5191 24 4699 
2019-11-11 0 -4685 9890 24 0 
2019-11-12 0 0 9890 24 0 
2019-11-13 0 0 9890 24 0 
2019-11-14 0 0 9890 24 0 
2019-11-15 0 0 9890 0 0 
2019-11-18 0 0 9890 0 0 
2019-11-19 0 0 9890 24 0 
2019-11-20 0 0 9890 24 0 
2019-11-21 0 0 9890 24 0 
2019-11-22 4843 4843 5047 24 4926 
