date demand demandChange inventoryPosition orderQuantity
2019-07-02 0 0 3000 0 
2019-07-03 0 0 3000 0 
2019-07-04 0 0 3000 0 
2019-07-05 0 0 3000 0 
2019-07-08 0 0 3000 0 
2019-07-09 949 949 2051 0 
2019-07-10 750 -199 1301 0 
2019-07-11 0 -750 1301 0 
2019-07-12 1500 1500 1301 0 
2019-07-15 0 -1500 1301 0 
2019-07-16 0 0 1301 0 
2019-07-17 2250 2250 1301 3092 
2019-07-18 0 -2250 4393 0 
2019-07-19 0 0 4393 0 
2019-07-22 2250 2250 2143 0 
2019-07-23 0 -2250 2143 0 
2019-07-24 0 0 2143 0 
2019-07-25 0 0 2143 0 
2019-07-26 0 0 2143 0 
2019-07-29 0 0 2143 0 
2019-07-30 0 0 2143 0 
2019-07-31 5073 5073 2143 0 
2019-08-01 0 -5073 2143 0 
2019-08-02 1677 1677 466 5329 
2019-08-05 0 -1677 5795 0 
2019-08-06 0 0 5795 0 
2019-08-07 0 0 5795 0 
2019-08-08 0 0 5795 0 
2019-08-09 0 0 5795 0 
2019-08-12 0 0 5795 0 
2019-08-13 0 0 5795 0 
2019-08-14 0 0 5795 0 
2019-08-15 0 0 5795 0 
2019-08-16 3550 3550 2245 3899 
2019-08-19 0 -3550 6144 0 
2019-08-20 0 0 6144 0 
2019-08-21 0 0 6144 0 
2019-08-22 0 0 6144 0 
2019-08-23 3750 3750 2394 4058 
2019-08-26 0 -3750 6452 0 
2019-08-27 0 0 6452 0 
2019-08-28 0 0 6452 0 
2019-08-29 0 0 6452 0 
2019-08-30 0 0 6452 0 
2019-09-02 0 0 6452 0 
2019-09-03 5250 5250 1202 5763 
2019-09-04 0 -5250 6965 0 
2019-09-05 0 0 6965 0 
2019-09-06 0 0 6965 0 
2019-09-09 0 0 6965 0 
2019-09-10 0 0 6965 0 
2019-09-11 4500 4500 2465 4792 
2019-09-12 0 -4500 7257 0 
2019-09-13 0 0 7257 0 
2019-09-16 0 0 7257 0 
2019-09-17 0 0 7257 0 
2019-09-18 3750 3750 3507 0 
2019-09-19 0 -3750 3507 0 
2019-09-20 0 0 3507 0 
2019-09-23 0 0 3507 0 
2019-09-24 0 0 3507 0 
2019-09-25 3750 3750 3507 0 
2019-09-26 0 -3750 3507 0 
2019-09-27 0 0 3507 0 
2019-09-30 0 0 3507 0 
2019-10-01 3000 3000 507 6989 
2019-10-02 0 -3000 7496 0 
2019-10-03 0 0 7496 0 
2019-10-04 0 0 7496 0 
2019-10-07 0 0 7496 0 
2019-10-08 0 0 7496 0 
2019-10-09 4500 4500 2996 4674 
2019-10-10 0 -4500 7670 0 
2019-10-11 0 0 7670 0 
2019-10-14 0 0 7670 0 
2019-10-15 0 0 7670 0 
2019-10-16 0 0 7670 0 
2019-10-17 0 0 7670 0 
2019-10-18 0 0 7670 0 
2019-10-21 0 0 7670 0 
2019-10-22 3167 3167 4503 0 
