date demand demandChange inventoryPosition leadTime orderQuantity
2019-07-02 0 0 9000 0 0 
2019-07-03 0 0 9000 24 0 
2019-07-04 0 0 9000 0 0 
2019-07-05 0 0 9000 24 0 
2019-07-08 0 0 9000 24 0 
2019-07-09 5238 5238 3762 24 8905 
2019-07-10 1852 -3386 10815 24 0 
2019-07-11 0 -1852 10815 0 0 
2019-07-12 0 0 10815 24 0 
2019-07-15 2250 2250 8565 24 0 
2019-07-16 0 -2250 8565 24 0 
2019-07-17 0 0 8565 24 0 
2019-07-18 2274 2274 6291 0 0 
2019-07-19 0 -2274 6291 0 0 
2019-07-22 0 0 6291 0 0 
2019-07-23 4859 4859 1432 0 6949 
2019-07-24 0 -4859 8381 24 0 
2019-07-25 0 0 8381 24 0 
2019-07-26 0 0 8381 24 0 
2019-07-29 3408 3408 4973 24 0 
2019-07-30 0 -3408 4973 24 0 
2019-07-31 0 0 4973 0 0 
2019-08-01 0 0 4973 0 0 
2019-08-02 6777 6777 1664 0 7744 
2019-08-05 0 -6777 9408 24 0 
2019-08-06 0 0 9408 0 0 
2019-08-07 0 0 9408 0 0 
2019-08-08 0 0 9408 0 0 
2019-08-09 0 0 9408 24 0 
2019-08-12 0 0 9408 24 0 
2019-08-13 0 0 9408 0 0 
2019-08-14 0 0 9408 24 0 
2019-08-15 0 0 9408 0 0 
2019-08-16 0 0 9408 24 0 
2019-08-19 0 0 9408 24 0 
2019-08-20 3241 3241 6167 24 0 
2019-08-21 0 -3241 6167 24 0 
2019-08-22 0 0 6167 24 0 
2019-08-23 0 0 6167 24 0 
2019-08-26 0 0 6167 24 0 
2019-08-27 0 0 6167 24 0 
2019-08-28 8842 8842 1533 24 8955 
2019-08-29 0 -8842 10488 24 0 
2019-08-30 0 0 10488 24 0 
2019-09-02 3677 3677 6811 24 0 
2019-09-03 3154 -523 3657 24 6570 
2019-09-04 4010 856 6217 0 0 
2019-09-05 0 -4010 6217 24 0 
2019-09-06 0 0 6217 0 0 
2019-09-09 0 0 6217 24 0 
2019-09-10 7115 7115 2243 24 8395 
2019-09-11 4634 -2481 6004 24 4682 
2019-09-12 0 -4634 10686 0 0 
2019-09-13 0 0 10686 0 0 
2019-09-16 0 0 10686 0 0 
2019-09-17 4024 4024 6662 0 0 
2019-09-18 4583 559 2079 24 8500 
2019-09-19 0 -4583 10579 24 0 
2019-09-20 0 0 10579 24 0 
2019-09-23 0 0 10579 24 0 
2019-09-24 0 0 10579 0 0 
2019-09-25 0 0 10579 24 0 
2019-09-26 5157 5157 5422 24 5287 
2019-09-27 0 -5157 10709 0 0 
2019-09-30 0 0 10709 24 0 
2019-10-01 0 0 10709 24 0 
2019-10-02 9507 9507 1202 24 10062 
2019-10-03 0 -9507 11264 24 0 
2019-10-04 0 0 11264 0 0 
2019-10-07 0 0 11264 24 0 
2019-10-08 0 0 11264 24 0 
2019-10-09 7773 7773 3491 24 8102 
2019-10-10 0 -7773 11593 24 0 
2019-10-11 0 0 11593 0 0 
2019-10-14 0 0 11593 0 0 
2019-10-15 0 0 11593 24 0 
2019-10-16 0 0 11593 24 0 
2019-10-17 0 0 11593 0 0 
2019-10-18 0 0 11593 24 0 
2019-10-21 0 0 11593 24 0 
2019-10-22 3252 3252 8341 0 0 
2019-10-23 6624 3372 1717 0 9842 
2019-10-24 0 -6624 11559 0 0 
2019-10-25 0 0 11559 24 0 
2019-10-28 0 0 11559 24 0 
2019-10-29 0 0 11559 0 0 
2019-10-30 0 0 11559 0 0 
2019-10-31 0 0 11559 0 0 
2019-11-01 0 0 11559 24 0 
2019-11-04 0 0 11559 24 0 
2019-11-05 0 0 11559 0 0 
2019-11-06 0 0 11559 0 0 
2019-11-07 5232 5232 6327 0 5168 
2019-11-08 5959 727 5536 0 6027 
2019-11-11 0 -5959 11563 24 0 
2019-11-12 0 0 11563 24 0 
2019-11-13 0 0 11563 24 0 
2019-11-14 0 0 11563 24 0 
2019-11-15 7223 7223 4340 24 7461 
2019-11-18 0 -7223 11801 24 0 
2019-11-19 0 0 11801 24 0 
2019-11-20 0 0 11801 0 0 
2019-11-21 0 0 11801 0 0 
2019-11-22 0 0 11801 24 0 
2019-11-25 0 0 11801 0 0 
2019-11-26 0 0 11801 24 0 
2019-11-27 0 0 11801 24 0 
2019-11-28 4168 4168 7633 24 0 
2019-11-29 5792 1624 1841 24 9971 
2019-12-02 0 -5792 11812 24 0 
2019-12-03 0 0 11812 24 0 
2019-12-04 0 0 11812 24 0 
2019-12-05 0 0 11812 24 0 
2019-12-06 3823 3823 7989 24 0 
2019-12-09 0 -3823 7989 0 0 
2019-12-10 0 0 7989 24 0 
2019-12-11 0 0 7989 24 0 
2019-12-12 0 0 7989 24 0 
2019-12-13 0 0 7989 24 0 
2019-12-16 4513 4513 3476 24 8281 
2019-12-17 5078 565 6679 24 5091 
2019-12-18 5740 662 6030 0 5777 
2019-12-19 0 -5740 11807 24 0 
2019-12-20 0 0 11807 0 0 
2019-12-23 0 0 11807 0 0 
2019-12-24 8335 8335 3472 24 8528 
2019-12-25 0 -8335 12000 24 0 
2019-12-26 0 0 12000 0 0 
2019-12-27 5555 5555 6445 24 5582 
2019-12-30 0 -5555 12027 0 0 
2019-12-31 0 0 12027 0 0 
2020-01-01 0 0 12027 24 0 
2020-01-02 4498 4498 7529 24 0 
2020-01-03 0 -4498 7529 24 0 
2020-01-06 0 0 7529 24 0 
2020-01-07 5722 5722 1807 0 10209 
2020-01-08 4620 -1102 7396 24 0 
2020-01-09 3716 -904 3680 24 8249 
2020-01-10 0 -3716 11929 0 0 
2020-01-13 3922 3922 8007 24 0 
2020-01-14 0 -3922 8007 24 0 
2020-01-15 3866 3866 4141 24 7677 
2020-01-16 3980 114 7838 24 0 
2020-01-17 0 -3980 7838 0 0 
2020-01-20 0 0 7838 24 0 
2020-01-21 4802 4802 3036 24 8730 
2020-01-22 0 -4802 11766 24 0 
2020-01-23 5021 5021 6745 24 5033 
2020-01-24 0 -5021 11778 0 0 
2020-01-27 0 0 11778 24 0 
2020-01-28 0 0 11778 24 0 
2020-01-29 0 0 11778 24 0 
2020-01-30 0 0 11778 24 0 
2020-01-31 0 0 11778 0 0 
2020-02-03 5488 5488 6290 24 5516 
