date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2019-12-27 0 0 8108 24 5.94 0 
2019-12-30 2105 2105 6003 24 5.94 3551 
2019-12-31 1212 -893 8342 48 5.87 0 
2020-01-01 0 -1212 8342 96 5.87 0 
2020-01-02 1080 1080 7262 24 5.87 2208 
2020-01-03 739 -341 8731 24 5.87 0 
2020-01-06 1422 683 7309 72 5.87 2054 
2020-01-07 0 -1422 9363 96 5.87 0 
2020-01-08 1101 1101 8262 48 5.87 0 
2020-01-09 1429 328 6833 72 5.87 2484 
2020-01-10 832 -597 8485 72 5.87 0 
2020-01-13 0 -832 8485 72 5.87 0 
2020-01-14 0 0 8485 96 5.87 0 
2020-01-15 0 0 8485 24 5.77 0 
2020-01-16 2168 2168 6317 24 5.77 2973 
2020-01-17 1543 -625 7747 72 5.77 0 
2020-01-20 759 -784 6988 72 5.77 2229 
2020-01-21 0 -759 9217 24 5.77 0 
2020-01-22 901 901 8316 48 5.77 0 
2020-01-23 3787 2886 4529 48 5.77 4724 
2020-01-24 0 -3787 9253 96 5.77 0 
2020-01-27 0 0 9253 96 5.77 0 
2020-01-28 3074 3074 6179 24 5.77 3201 
2020-01-29 845 -2229 8535 24 5.77 0 
2020-01-30 1289 444 7246 24 5.49 2031 
2020-01-31 755 -534 8522 24 5.49 0 
2020-02-03 0 -755 8522 96 5.49 0 
2020-02-04 835 835 7687 72 5.49 0 
2020-02-05 0 -835 7687 48 5.49 0 
2020-02-06 1398 1398 6289 24 5.49 2855 
2020-02-07 2340 942 6804 24 5.49 2365 
2020-02-10 821 -1519 8348 24 5.49 0 
2020-02-11 2510 1689 5838 72 5.49 3314 
2020-02-12 0 -2510 9152 72 5.49 0 
2020-02-13 0 0 9152 72 5.17 0 
2020-02-14 771 771 8381 96 5.17 0 
2020-02-17 633 -138 7748 72 5.17 0 
2020-02-18 0 -633 7748 48 5.17 0 
2020-02-19 2922 2922 4826 48 5.17 4285 
2020-02-20 0 -2922 9111 72 5.17 0 
2020-02-21 0 0 9111 24 5.17 0 
2020-02-24 3105 3105 6006 24 5.17 3157 
2020-02-25 1910 -1195 7253 24 5.17 1910 
2020-02-26 577 -1333 8586 72 5.17 0 
2020-02-27 3227 2650 5359 72 5.12 3822 
2020-02-28 565 -2662 8616 24 5.12 0 
2020-03-02 0 -565 8616 96 5.12 0 
2020-03-03 1350 1350 7266 96 5.12 1881 
2020-03-04 0 -1350 9147 72 5.12 0 
2020-03-05 0 0 9147 96 5.12 0 
2020-03-06 3510 3510 5637 96 5.12 3647 
2020-03-09 0 -3510 9284 96 5.12 0 
2020-03-10 1359 1359 7925 96 5.12 0 
2020-03-11 0 -1359 7925 72 5.12 0 
2020-03-12 0 0 7925 24 5.12 0 
2020-03-13 0 0 7925 72 4.99 0 
2020-03-16 3003 3003 4922 96 4.99 4464 
2020-03-17 0 -3003 9386 48 4.99 0 
2020-03-18 1640 1640 7746 24 4.99 0 
2020-03-19 0 -1640 7746 48 4.99 0 
2020-03-20 841 841 6905 24 4.99 2390 
2020-03-23 1224 383 8071 24 4.99 0 
2020-03-24 1638 414 6433 72 4.99 2826 
2020-03-25 0 -1638 9259 72 4.99 0 
2020-03-26 794 794 8465 24 4.99 0 
2020-03-27 0 -794 8465 24 4.79 0 
2020-03-30 3196 3196 5269 24 4.79 3987 
2020-03-31 726 -2470 8530 48 4.79 0 
2020-04-01 0 -726 8530 72 4.79 0 
2020-04-02 1621 1621 6909 24 4.79 2278 
2020-04-03 1761 140 7426 96 4.79 0 
2020-04-06 0 -1761 7426 72 4.79 0 
2020-04-07 1504 1504 5922 72 4.79 3279 
2020-04-08 0 -1504 9201 72 4.79 0 
2020-04-09 740 740 8461 96 4.79 0 
2020-04-10 0 -740 8461 24 4.79 0 
2020-04-13 0 0 8461 96 4.79 0 
2020-04-14 753 753 7708 96 4.67 0 
2020-04-15 1193 440 6515 96 4.67 2654 
2020-04-16 0 -1193 9169 24 4.67 0 
2020-04-17 3938 3938 5231 24 4.67 4017 
2020-04-20 0 -3938 9248 96 4.67 0 
2020-04-21 952 952 8296 96 4.67 0 
2020-04-22 0 -952 8296 72 4.67 0 
2020-04-23 0 0 8296 48 4.67 0 
2020-04-24 0 0 8296 72 4.67 0 
2020-04-27 0 0 8296 24 4.67 0 
2020-04-28 0 0 8296 48 4.52 0 
2020-04-29 0 0 8296 96 4.52 0 
2020-04-30 0 0 8296 24 4.52 0 
2020-05-01 3967 3967 4329 72 4.52 5000 
2020-05-04 0 -3967 9329 48 4.52 0 
2020-05-05 2195 2195 7134 24 4.52 2197 
2020-05-06 1553 -642 7778 24 4.52 0 
2020-05-07 0 -1553 7778 96 4.52 0 
2020-05-08 934 934 6844 96 4.52 2477 
2020-05-11 0 -934 9321 96 4.52 0 
