date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2019-07-02 0 0 7500 24 4.02 0 
2019-07-03 0 0 7500 24 4.02 0 
2019-07-04 0 0 7500 96 4.02 0 
2019-07-05 0 0 7500 48 4.02 0 
2019-07-08 0 0 7500 72 4.02 0 
2019-07-09 0 0 7500 96 4.02 0 
2019-07-10 0 0 7500 96 4.02 0 
2019-07-11 0 0 7500 24 4.02 0 
2019-07-12 0 0 7500 72 4.02 0 
2019-07-15 0 0 7500 96 4.02 0 
2019-07-16 0 0 7500 96 4.19 0 
2019-07-17 5942 5942 7500 24 4.19 25135 
2019-07-18 5825 -117 32635 24 4.19 0 
2019-07-19 5722 -103 32635 96 4.19 0 
2019-07-22 5705 -17 32635 96 4.19 0 
2019-07-23 3697 -2008 28938 72 4.19 0 
2019-07-24 1118 -2579 27820 24 4.19 0 
2019-07-25 1077 -41 26743 24 4.19 0 
2019-07-26 0 -1077 26743 24 4.19 0 
2019-07-29 1821 1821 24922 24 4.19 0 
2019-07-30 0 -1821 24922 72 4.27 0 
2019-07-31 0 0 24922 24 4.27 0 
2019-08-01 1187 1187 23735 48 4.27 0 
2019-08-02 1633 446 22102 24 4.27 0 
2019-08-05 693 -940 21409 96 4.27 0 
2019-08-06 2783 2090 18626 24 4.27 0 
2019-08-07 1871 -912 16755 24 4.27 0 
2019-08-08 2928 1057 15235 96 4.27 0 
2019-08-09 1434 -1494 13801 48 4.27 0 
2019-08-12 0 -1434 13801 24 4.27 0 
2019-08-13 2274 2274 13801 96 4.43 0 
2019-08-14 3357 1083 10444 72 4.43 5030 
2019-08-15 653 -2704 14821 48 4.43 0 
2019-08-16 0 -653 14821 96 4.43 0 
2019-08-19 0 0 14821 48 4.43 0 
2019-08-20 2120 2120 12701 48 4.43 0 
2019-08-21 1972 -148 10729 72 4.43 3615 
2019-08-22 0 -1972 14344 24 4.43 0 
2019-08-23 1825 1825 12519 96 4.43 0 
2019-08-26 811 -1014 11708 48 4.43 0 
2019-08-27 0 -811 11708 24 4.68 0 
2019-08-28 1274 1274 10434 48 4.68 2848 
2019-08-29 0 -1274 13282 96 4.68 0 
2019-08-30 726 726 12556 72 4.68 0 
2019-09-02 0 -726 12556 72 4.68 0 
2019-09-03 1239 1239 11317 48 4.68 0 
2019-09-04 0 -1239 11317 72 4.68 0 
2019-09-05 0 0 11317 24 4.68 0 
2019-09-06 0 0 11317 24 4.68 0 
2019-09-09 0 0 11317 48 4.68 0 
2019-09-10 1329 1329 9988 96 4.92 2479 
2019-09-11 1439 110 11028 24 4.92 0 
2019-09-12 1320 -119 9708 24 4.92 2323 
2019-09-13 0 -1320 12031 24 4.92 0 
2019-09-16 626 626 11405 72 4.92 0 
2019-09-17 1419 793 9986 48 4.92 0 
2019-09-18 510 -909 9476 48 4.92 0 
2019-09-19 1605 1095 7871 96 4.92 3369 
2019-09-20 0 -1605 11240 96 4.92 0 
2019-09-23 2112 2112 9128 96 4.92 2286 
2019-09-24 0 -2112 11414 24 4.92 0 
2019-09-25 793 793 10621 96 4.92 0 
2019-09-26 0 -793 10621 24 4.92 0 
2019-09-27 1615 1615 9006 48 4.92 2111 
2019-09-30 0 -1615 11117 72 4.92 0 
2019-10-01 3228 3228 7889 24 4.92 3345 
2019-10-02 1137 -2091 10097 24 4.92 0 
2019-10-03 0 -1137 10097 72 4.92 0 
2019-10-04 0 0 10097 96 4.92 0 
2019-10-07 0 0 10097 48 4.92 0 
2019-10-08 0 0 10097 96 5.43 0 
2019-10-09 1377 1377 8720 48 5.43 2328 
2019-10-10 1823 446 9225 24 5.43 0 
2019-10-11 0 -1823 9225 24 5.43 0 
2019-10-14 0 0 9225 48 5.43 0 
2019-10-15 1714 1714 7511 48 5.43 3333 
2019-10-16 1770 56 9074 72 5.43 0 
2019-10-17 0 -1770 9074 48 5.43 0 
2019-10-18 1669 1669 7405 72 5.43 3330 
2019-10-21 0 -1669 10735 24 5.43 0 
2019-10-22 0 0 10735 72 5.4 0 
2019-10-23 0 0 10735 24 5.4 0 
2019-10-24 0 0 10735 96 5.4 0 
2019-10-25 0 0 10735 72 5.4 0 
2019-10-28 0 0 10735 72 5.4 0 
2019-10-29 0 0 10735 24 5.4 0 
2019-10-30 1673 1673 9062 24 5.4 0 
2019-10-31 1178 -495 7884 72 5.4 2677 
2019-11-01 738 -440 9823 24 5.4 0 
2019-11-04 0 -738 9823 72 5.4 0 
2019-11-05 1146 1146 8677 24 5.49 0 
2019-11-06 962 -184 7715 72 5.49 2478 
2019-11-07 0 -962 10193 96 5.49 0 
2019-11-08 2337 2337 7856 24 5.49 2410 
2019-11-11 0 -2337 10266 24 5.49 0 
2019-11-12 1293 1293 8973 72 5.49 0 
2019-11-13 609 -684 8364 72 5.49 0 
2019-11-14 600 -9 7764 96 5.49 2220 
2019-11-15 0 -600 9984 24 5.49 0 
2019-11-18 0 0 9984 24 5.49 0 
2019-11-19 1161 1161 8823 48 5.72 0 
2019-11-20 1876 715 6947 24 5.72 2887 
2019-11-21 1803 -73 8031 24 5.72 0 
2019-11-22 0 -1803 8031 48 5.72 0 
2019-11-25 825 825 7206 96 5.72 2541 
2019-11-26 1683 858 8064 24 5.72 0 
2019-11-27 0 -1683 8064 72 5.72 0 
2019-11-28 818 818 7246 72 5.72 2384 
2019-11-29 1652 834 7978 24 5.72 0 
2019-12-02 0 -1652 7978 24 5.72 0 
2019-12-03 930 930 7048 24 5.84 2442 
2019-12-04 842 -88 8648 72 5.84 0 
2019-12-05 1738 896 6910 96 5.84 2547 
2019-12-06 0 -1738 9457 24 5.84 0 
2019-12-09 0 0 9457 72 5.84 0 
2019-12-10 0 0 9457 48 5.84 0 
2019-12-11 0 0 9457 72 5.84 0 
2019-12-12 805 805 8652 96 5.84 0 
2019-12-13 0 -805 8652 72 5.84 0 
2019-12-16 0 0 8652 24 5.84 0 
2019-12-17 3134 3134 5518 72 5.94 3961 
2019-12-18 2235 -899 7244 72 5.94 2269 
2019-12-19 0 -2235 9513 72 5.94 0 
2019-12-20 2026 2026 7487 96 5.94 2082 
2019-12-23 825 -1201 8744 96 5.94 0 
2019-12-24 636 -189 8108 96 5.94 0 
2019-12-25 0 -636 8108 96 5.94 0 
2019-12-26 0 0 8108 96 5.94 0 
