date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2019-10-22 0 0 71486 120 0.33 0 
2019-10-23 10603 10603 60883 24 0.33 0 
2019-10-24 0 -10603 60883 72 0.33 0 
2019-10-25 0 0 60883 48 0.33 0 
2019-10-28 5189 5189 55694 120 0.33 16094 
2019-10-29 0 -5189 71788 48 0.33 0 
2019-10-30 0 0 71788 48 0.33 0 
2019-10-31 15503 15503 56285 48 0.33 15151 
2019-11-01 0 -15503 71436 48 0.33 0 
2019-11-04 0 0 71436 24 0.33 0 
2019-11-05 3820 3820 67616 120 0.33 0 
2019-11-06 0 -3820 67616 48 0.33 0 
2019-11-07 17367 17367 50249 24 0.33 20799 
2019-11-08 4699 -12668 66349 48 0.33 0 
2019-11-11 0 -4699 66349 24 0.33 0 
2019-11-12 15302 15302 51047 48 0.33 18750 
2019-11-13 11916 -3386 57881 24 0.33 0 
2019-11-14 0 -11916 57881 48 0.33 0 
2019-11-15 9014 9014 48867 24 0.33 19863 
2019-11-18 0 -9014 68730 96 0.33 0 
2019-11-19 5805 5805 62925 48 0.33 0 
2019-11-20 4663 -1142 58262 96 0.33 0 
2019-11-21 11352 6689 46910 120 0.33 21577 
2019-11-22 11509 157 56978 48 0.33 0 
2019-11-25 13054 1545 43924 120 0.33 25112 
2019-11-26 13764 710 55272 24 0.33 13700 
2019-11-27 0 -13764 68972 120 0.33 0 
2019-11-28 0 0 68972 96 0.33 0 
2019-11-29 0 0 68972 120 0.33 0 
2019-12-02 11729 11729 57243 24 0.33 13253 
2019-12-03 24110 12381 46386 96 0.33 25413 
2019-12-04 4209 -19901 67590 120 0.33 0 
2019-12-05 4222 13 63368 24 0.33 0 
2019-12-06 0 -4222 63368 24 0.33 0 
2019-12-09 0 0 63368 120 0.33 0 
2019-12-10 8884 8884 54484 120 0.33 17065 
2019-12-11 0 -8884 71549 48 0.33 0 
2019-12-12 12808 12808 58741 48 0.33 0 
2019-12-13 0 -12808 58741 24 0.33 0 
2019-12-16 0 0 58741 96 0.33 0 
2019-12-17 5544 5544 53197 120 0.34 18107 
2019-12-18 25406 19862 45898 96 0.34 26707 
2019-12-19 0 -25406 72605 48 0.34 0 
2019-12-20 7512 7512 65093 48 0.34 0 
2019-12-23 9412 1900 55681 120 0.34 16474 
2019-12-24 0 -9412 72155 96 0.34 0 
2019-12-25 0 0 72155 120 0.34 0 
2019-12-26 7752 7752 64403 120 0.34 0 
2019-12-27 8570 818 55833 48 0.34 16663 
2019-12-30 4665 -3905 67831 48 0.34 0 
2019-12-31 14737 10072 53094 48 0.34 18683 
2020-01-01 0 -14737 71777 24 0.34 0 
2020-01-02 10674 10674 61103 96 0.34 0 
2020-01-03 3693 -6981 57410 24 0.34 13484 
2020-01-06 0 -3693 70894 24 0.34 0 
2020-01-07 25015 25015 45879 24 0.34 25731 
2020-01-08 0 -25015 71610 120 0.34 0 
2020-01-09 7141 7141 64469 120 0.34 0 
2020-01-10 4159 -2982 60310 96 0.34 0 
2020-01-13 0 -4159 60310 120 0.34 0 
2020-01-14 13024 13024 47286 48 0.34 24759 
2020-01-15 0 -13024 72045 72 0.34 0 
2020-01-16 0 0 72045 24 0.34 0 
2020-01-17 17381 17381 54664 48 0.34 17459 
2020-01-20 3793 -13588 68330 48 0.34 0 
2020-01-21 0 -3793 68330 48 0.34 0 
2020-01-22 0 0 68330 96 0.34 0 
2020-01-23 5579 5579 62751 48 0.34 0 
2020-01-24 0 -5579 62751 48 0.34 0 
2020-01-27 0 0 62751 48 0.34 0 
2020-01-28 21309 21309 41442 48 0.34 29640 
2020-01-29 12932 -8377 58150 120 0.34 13387 
2020-01-30 0 -12932 71537 48 0.34 0 
2020-01-31 15402 15402 56135 48 0.34 15376 
2020-02-03 0 -15402 71511 48 0.34 0 
2020-02-04 7271 7271 64240 24 0.34 0 
2020-02-05 0 -7271 64240 48 0.34 0 
2020-02-06 6815 6815 57425 72 0.34 13027 
2020-02-07 9948 3133 60504 48 0.34 0 
2020-02-10 12758 2810 47746 24 0.34 22393 
2020-02-11 8583 -4175 61556 120 0.34 0 
2020-02-12 6546 -2037 55010 96 0.34 15078 
2020-02-13 8380 1834 61708 120 0.34 0 
2020-02-14 3853 -4527 57855 96 0.34 0 
2020-02-17 0 -3853 57855 24 0.34 0 
2020-02-18 17232 17232 40623 96 0.34 29576 
2020-02-19 0 -17232 70199 48 0.34 0 
2020-02-20 9458 9458 60741 48 0.34 0 
2020-02-21 0 -9458 60741 24 0.34 0 
2020-02-24 21947 21947 38794 48 0.34 31434 
2020-02-25 8744 -13203 61484 24 0.34 0 
2020-02-26 14769 6025 46715 24 0.34 23297 
2020-02-27 22374 7605 47638 48 0.34 22860 
2020-02-28 0 -22374 70498 120 0.34 0 
2020-03-02 0 0 70498 48 0.34 0 
2020-03-03 0 0 70498 96 0.34 0 
2020-03-04 0 0 70498 48 0.34 0 
2020-03-05 4356 4356 66142 24 0.34 0 
2020-03-06 23111 18755 43031 120 0.34 28162 
2020-03-09 0 -23111 71193 24 0.34 0 
2020-03-10 16736 16736 54457 120 0.34 17236 
2020-03-11 0 -16736 71693 24 0.34 0 
2020-03-12 13338 13338 58355 24 0.34 13218 
2020-03-13 0 -13338 71573 24 0.34 0 
2020-03-16 22928 22928 48645 24 0.34 23329 
2020-03-17 0 -22928 71974 48 0.34 0 
2020-03-18 11252 11252 60722 24 0.34 0 
2020-03-19 0 -11252 60722 120 0.34 0 
2020-03-20 0 0 60722 24 0.34 0 
2020-03-23 15971 15971 44751 96 0.34 27521 
2020-03-24 8187 -7784 64085 96 0.34 0 
2020-03-25 22916 14729 41169 48 0.34 31450 
2020-03-26 7335 -15581 65284 24 0.34 0 
2020-03-27 0 -7335 65284 24 0.34 0 
2020-03-30 7258 7258 58026 48 0.34 13795 
2020-03-31 3627 -3631 68194 24 0.34 0 
2020-04-01 0 -3627 68194 96 0.34 0 
2020-04-02 11438 11438 56756 96 0.34 14714 
2020-04-03 24223 12785 47247 120 0.34 25132 
2020-04-06 0 -24223 72379 24 0.34 0 
2020-04-07 20429 20429 51950 24 0.34 20657 
2020-04-08 0 -20429 72607 48 0.34 0 
2020-04-09 3696 3696 68911 48 0.34 0 
2020-04-10 0 -3696 68911 96 0.34 0 
2020-04-13 0 0 68911 96 0.34 0 
2020-04-14 3761 3761 65150 24 0.34 0 
2020-04-15 9043 5282 56107 24 0.34 15359 
2020-04-16 0 -9043 71466 120 0.34 0 
2020-04-17 12874 12874 58592 120 0.34 13492 
2020-04-20 11850 -1024 60234 48 0.34 0 
2020-04-21 4758 -7092 55476 96 0.34 16243 
2020-04-22 9896 5138 61823 48 0.34 0 
2020-04-23 0 -9896 61823 96 0.34 0 
2020-04-24 9739 9739 52084 120 0.34 19699 
2020-04-27 0 -9739 71783 48 0.34 0 
2020-04-28 5844 5844 65939 24 0.34 0 
2020-04-29 17702 11858 48237 120 0.34 23621 
2020-04-30 0 -17702 71858 24 0.34 0 
2020-05-01 7580 7580 64278 96 0.34 0 
2020-05-04 0 -7580 64278 48 0.34 0 
2020-05-05 4198 4198 60080 96 0.34 0 
2020-05-06 25247 21049 34833 24 0.34 36988 
2020-05-07 0 -25247 71821 96 0.34 0 
2020-05-08 19852 19852 51969 48 0.34 20195 
2020-05-11 6023 -13829 66141 24 0.34 0 
