date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2019-07-02 0 0 20000 24 0.28 0 
2019-07-03 0 0 20000 48 0.28 0 
2019-07-04 0 0 20000 48 0.28 0 
2019-07-05 0 0 20000 24 0.28 0 
2019-07-08 0 0 20000 72 0.28 0 
2019-07-09 0 0 20000 24 0.28 0 
2019-07-10 0 0 20000 24 0.28 0 
2019-07-11 0 0 20000 48 0.28 0 
2019-07-12 0 0 20000 48 0.28 0 
2019-07-15 0 0 20000 48 0.28 0 
2019-07-16 0 0 20000 24 0.28 0 
2019-07-17 0 0 20000 24 0.28 0 
2019-07-18 0 0 20000 96 0.28 0 
2019-07-19 0 0 20000 24 0.28 0 
2019-07-22 0 0 20000 48 0.28 0 
2019-07-23 0 0 20000 72 0.28 0 
2019-07-24 0 0 20000 48 0.28 0 
2019-07-25 0 0 20000 48 0.28 0 
2019-07-26 7918 7918 12082 120 0.28 28386 
2019-07-29 15195 7277 40468 24 0.28 15312 
2019-07-30 0 -15195 55780 96 0.28 0 
2019-07-31 0 0 55780 24 0.28 0 
2019-08-01 0 0 55780 96 0.28 0 
2019-08-02 16264 16264 39516 24 0.28 26282 
2019-08-05 3465 -12799 62333 120 0.28 0 
2019-08-06 18782 15317 43551 48 0.28 21821 
2019-08-07 40437 21655 24935 48 0.28 61872 
2019-08-08 26035 -14402 86807 24 0.28 0 
2019-08-09 26049 14 60758 48 0.28 34820 
2019-08-12 7212 -18837 88366 48 0.28 0 
2019-08-13 11366 4154 88366 96 0.28 0 
2019-08-14 17651 6285 70715 72 0.28 17237 
2019-08-15 0 -17651 87952 48 0.28 0 
2019-08-16 9311 9311 78641 96 0.28 0 
2019-08-19 0 -9311 78641 96 0.28 0 
2019-08-20 9410 9410 69231 48 0.28 0 
2019-08-21 6572 -2838 62659 48 0.28 17387 
2019-08-22 0 -6572 80046 96 0.28 0 
2019-08-23 14260 14260 65786 48 0.28 14486 
2019-08-26 20864 6604 59408 24 0.28 22051 
2019-08-27 0 -20864 81459 48 0.28 0 
2019-08-28 8532 8532 72927 48 0.28 0 
2019-08-29 6679 -1853 66248 72 0.28 0 
2019-08-30 14063 7384 52185 24 0.28 23616 
2019-09-02 0 -14063 75801 24 0.28 0 
2019-09-03 0 0 75801 24 0.28 0 
2019-09-04 5323 5323 70478 48 0.28 0 
2019-09-05 0 -5323 70478 48 0.28 0 
2019-09-06 0 0 70478 96 0.28 0 
2019-09-09 0 0 70478 24 0.28 0 
2019-09-10 14351 14351 56127 48 0.28 16322 
2019-09-11 8941 -5410 63508 48 0.28 0 
2019-09-12 19942 11001 43566 24 0.28 28325 
2019-09-13 11486 -8456 60405 48 0.28 0 
2019-09-16 0 -11486 60405 96 0.28 0 
2019-09-17 4730 4730 55675 72 0.28 14568 
2019-09-18 0 -4730 70243 24 0.28 0 
2019-09-19 24497 24497 45746 120 0.28 27905 
2019-09-20 4285 -20212 69366 48 0.28 0 
2019-09-23 18783 14498 50583 48 0.28 21603 
2019-09-24 0 -18783 72186 24 0.28 0 
2019-09-25 0 0 72186 96 0.28 0 
2019-09-26 0 0 72186 48 0.28 0 
2019-09-27 23725 23725 48461 24 0.28 25170 
2019-09-30 0 -23725 73631 24 0.28 0 
2019-10-01 14126 14126 59505 24 0.28 0 
2019-10-02 21964 7838 37541 96 0.28 37344 
2019-10-03 6085 -15879 68800 48 0.28 0 
2019-10-04 0 -6085 68800 24 0.28 0 
2019-10-07 4304 4304 64496 72 0.28 0 
2019-10-08 0 -4304 64496 48 0.28 0 
2019-10-09 6885 6885 57611 48 0.28 0 
2019-10-10 0 -6885 57611 120 0.28 14145 
2019-10-11 5460 5460 66296 24 0.28 0 
2019-10-14 0 -5460 66296 24 0.28 0 
2019-10-15 29295 29295 37001 96 0.28 35783 
2019-10-16 3917 -25378 68867 24 0.28 0 
2019-10-17 0 -3917 68867 72 0.28 0 
2019-10-18 16793 16793 52074 48 0.28 19412 
2019-10-21 0 -16793 71486 24 0.28 0 
