date demand demandChange inventoryPosition leadTime orderQuantity
2019-07-02 0 0 9000 24 0 
2019-07-03 0 0 9000 24 0 
2019-07-04 0 0 9000 24 0 
2019-07-05 0 0 9000 24 0 
2019-07-08 0 0 9000 24 0 
2019-07-09 0 0 9000 24 0 
2019-07-10 0 0 9000 24 0 
2019-07-11 5224 5224 3776 24 7193 
2019-07-12 0 -5224 10969 24 0 
2019-07-15 0 0 10969 24 0 
2019-07-16 0 0 10969 24 0 
2019-07-17 6729 6729 4240 24 7881 
2019-07-18 0 -6729 12121 0 0 
2019-07-19 0 0 12121 24 0 
2019-07-22 0 0 12121 0 0 
2019-07-23 7842 7842 4279 0 11902 
2019-07-24 0 -7842 16181 24 0 
2019-07-25 0 0 16181 24 0 
2019-07-26 0 0 16181 24 0 
2019-07-29 0 0 16181 0 0 
2019-07-30 0 0 16181 0 0 
2019-07-31 0 0 16181 24 0 
2019-08-01 0 0 16181 24 0 
2019-08-02 5329 5329 10852 24 0 
2019-08-05 0 -5329 10852 24 0 
2019-08-06 0 0 10852 24 0 
2019-08-07 0 0 10852 24 0 
2019-08-08 0 0 10852 24 0 
2019-08-09 0 0 10852 0 0 
2019-08-12 0 0 10852 24 0 
2019-08-13 0 0 10852 24 0 
2019-08-14 0 0 10852 24 0 
2019-08-15 5321 5321 5531 24 9565 
2019-08-16 9869 4548 5227 24 11086 
2019-08-19 0 -9869 16313 0 0 
2019-08-20 0 0 16313 24 0 
2019-08-21 0 0 16313 24 0 
2019-08-22 0 0 16313 24 0 
2019-08-23 4058 4058 12255 24 0 
2019-08-26 0 -4058 12255 24 0 
2019-08-27 0 0 12255 24 0 
2019-08-28 0 0 12255 24 0 
2019-08-29 0 0 12255 0 0 
2019-08-30 0 0 12255 24 0 
2019-09-02 0 0 12255 0 0 
2019-09-03 5763 5763 6492 24 8964 
2019-09-04 6364 601 9092 24 6376 
2019-09-05 0 -6364 15468 24 0 
2019-09-06 0 0 15468 24 0 
2019-09-09 0 0 15468 0 0 
2019-09-10 0 0 15468 24 0 
2019-09-11 4792 4792 10676 24 0 
2019-09-12 4778 -14 5898 24 9027 
2019-09-13 0 -4778 14925 24 0 
2019-09-16 0 0 14925 0 0 
2019-09-17 0 0 14925 24 0 
2019-09-18 0 0 14925 0 0 
2019-09-19 0 0 14925 0 0 
2019-09-20 0 0 14925 24 0 
2019-09-23 0 0 14925 24 0 
2019-09-24 0 0 14925 24 0 
2019-09-25 0 0 14925 24 0 
2019-09-26 0 0 14925 24 0 
2019-09-27 0 0 14925 24 0 
2019-09-30 0 0 14925 24 0 
2019-10-01 6989 6989 7936 24 7156 
2019-10-02 0 -6989 15092 24 0 
2019-10-03 0 0 15092 24 0 
2019-10-04 0 0 15092 0 0 
2019-10-07 0 0 15092 24 0 
2019-10-08 0 0 15092 24 0 
2019-10-09 4674 4674 10418 24 0 
2019-10-10 0 -4674 10418 0 0 
2019-10-11 0 0 10418 0 0 
2019-10-14 0 0 10418 24 0 
2019-10-15 0 0 10418 24 0 
2019-10-16 4981 4981 5437 0 9322 
2019-10-17 0 -4981 14759 0 0 
2019-10-18 5442 5442 9317 24 0 
2019-10-21 0 -5442 9317 0 0 
2019-10-22 0 0 9317 24 0 
2019-10-23 0 0 9317 24 0 
2019-10-24 0 0 9317 0 0 
2019-10-25 0 0 9317 24 0 
2019-10-28 5926 5926 3391 24 11316 
2019-10-29 11682 5756 3025 0 12356 
2019-10-30 0 -11682 15381 24 0 
2019-10-31 0 0 15381 24 0 
2019-11-01 0 0 15381 24 0 
2019-11-04 0 0 15381 24 0 
2019-11-05 4618 4618 10763 0 0 
2019-11-06 0 -4618 10763 24 0 
2019-11-07 0 0 10763 24 0 
2019-11-08 5974 5974 4789 24 10398 
2019-11-11 7972 1998 7215 24 8152 
2019-11-12 0 -7972 15367 24 0 
2019-11-13 0 0 15367 24 0 
2019-11-14 0 0 15367 0 0 
2019-11-15 0 0 15367 24 0 
2019-11-18 0 0 15367 24 0 
2019-11-19 0 0 15367 0 0 
2019-11-20 0 0 15367 24 0 
2019-11-21 6791 6791 8576 24 6843 
2019-11-22 0 -6791 15419 24 0 
